relation_id,chunk_id,qa_id,candidate_relation_type,validated_relation_type,keep,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,evidence,confidence,reason,provider,model,edge_id,original_relation_id,graph_relation_type,edge_direction
supp_rel_fetal_bones_timeline,supp_chunk_fetal_001,ahd5k_00230,DEVELOPS_DURING,DEVELOPS_DURING,true,supp_ent_fetal_bones,عظام الجنين,BodyPart,supp_ent_pregnancy_second_month,نهاية الأسبوع السادس تقريبا,TimePeriod,في نهاية الأسبوع السادس يبدأ الجنين بتكوين العمود الفقري ويكون صغيرا جدا.,0.99,dataset-derived supplemental fact from ahd5k_00230,dataset_derived,ahd_qa_source,supp_rel_fetal_bones_timeline,supp_rel_fetal_bones_timeline,DEVELOPS_DURING,direct
supp_rel_mouth_fungus_treated,supp_chunk_mouth_001,ahd5k_00142,TREATED_BY,TREATED_BY,true,supp_ent_mouth_fungus,فطريات الفم,DiseaseCondition,supp_ent_mouth_fungus_eval,مراجعة طبيب اختصاصي لتأكيد التشخيص,Treatment,يوصي المصدر بالذهاب إلى طبيب اختصاصي لمعرفة التشخيص الحقيقي: هل هو فطريات أو نقص فيتامينات أو سبب آخر.,0.99,dataset-derived supplemental fact from ahd5k_00142,dataset_derived,ahd_qa_source,supp_rel_mouth_fungus_treated,supp_rel_mouth_fungus_treated,TREATED_BY,direct
focus_rel_dental_filling_no_dimple_relation,focus_chunk_ahd5k_00484,ahd5k_00484,NOT_ASSOCIATED_WITH,NOT_ASSOCIATED_WITH,true,focus_ent_dental_filling,حشو الأسنان,Treatment,focus_ent_face_dimple,غمازة الوجه,BodyFeature,لا توجد علاقة مرتبطة بين حشو الأسنان وغمازة الوجه حسب مصدر AHD.,0.97,focused dataset-derived expansion from ahd5k_00484,focused_dataset_extraction,ahd_qa_source,focus_rel_dental_filling_no_dimple_relation,focus_rel_dental_filling_no_dimple_relation,NOT_ASSOCIATED_WITH,direct
focus_rel_dental_anesthesia_temporary_dimple,focus_chunk_ahd5k_00484,ahd5k_00484,MAY_TEMPORARILY_AFFECT,MAY_TEMPORARILY_AFFECT,true,focus_ent_strong_local_anesthesia,تخدير موضعي قوي,Treatment,focus_ent_face_dimple,غمازة الوجه,BodyFeature,إذا تم تخدير منطقة الغمازة بمخدر قوي وكمية كبيرة فقد تزول الحالة خلال 24-48 ساعة.,0.97,focused dataset-derived expansion from ahd5k_00484,focused_dataset_extraction,ahd_qa_source,focus_rel_dental_anesthesia_temporary_dimple,focus_rel_dental_anesthesia_temporary_dimple,MAY_TEMPORARILY_AFFECT,direct
focus_rel_hemorrhoid_surgery_urinary_pain_review,focus_chunk_ahd5k_00530,ahd5k_00530,REQUIRES_MEDICAL_REVIEW_FOR,REQUIRES_MEDICAL_REVIEW_FOR,true,focus_ent_hemorrhoid_surgery,عملية البواسير,Procedure,focus_ent_postop_urinary_pain_16_days,استمرار صعوبة البول والألم بعد 16 يوم,Symptom,استمرار الألم والمعاناة لمدة 16 يوما بعد عملية البواسير يبدو غير عادي ويستدعي مراجعة الجراح.,0.97,focused dataset-derived expansion from ahd5k_00530,focused_dataset_extraction,ahd_qa_source,focus_rel_hemorrhoid_surgery_urinary_pain_review,focus_rel_hemorrhoid_surgery_urinary_pain_review,REQUIRES_MEDICAL_REVIEW_FOR,direct
focus_rel_anemia_managed_by_iron_rich_food,focus_chunk_ahd5k_00594,ahd5k_00594,MANAGED_BY,MANAGED_BY,true,focus_ent_anemia,فقر الدم,DiseaseCondition,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,يمكن دعم فقر الدم بنظام غذائي غني بعناصر مثل الحديد وحمض الفوليك وفيتامين ب-12، مع بقاء العلاج حسب نوع فقر الدم تحت إشراف الطبيب.,0.97,focused dataset-derived expansion from ahd5k_00594,focused_dataset_extraction,ahd_qa_source,focus_rel_anemia_managed_by_iron_rich_food,focus_rel_anemia_managed_by_iron_rich_food,MANAGED_BY,direct
focus_rel_iron_absorption_improved_by_vitamin_c,focus_chunk_ahd5k_00594,ahd5k_00594,ABSORPTION_IMPROVED_BY,ABSORPTION_IMPROVED_BY,true,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,focus_ent_vitamin_c_foods,أطعمة غنية بفيتامين ج,DietaryRecommendation,تناول الأطعمة الغنية بالحديد مع أطعمة غنية بفيتامين ج مثل البرتقال والطماطم والفراولة قد يحسن الامتصاص.,0.97,focused dataset-derived expansion from ahd5k_00594,focused_dataset_extraction,ahd_qa_source,focus_rel_iron_absorption_improved_by_vitamin_c,focus_rel_iron_absorption_improved_by_vitamin_c,ABSORPTION_IMPROVED_BY,direct
focus_rel_iron_absorption_reduced_by_tea_coffee,focus_chunk_ahd5k_00594,ahd5k_00594,ABSORPTION_REDUCED_BY,ABSORPTION_REDUCED_BY,true,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,focus_ent_tea_coffee_calcium,الشاي والقهوة والكالسيوم مع الحديد,DietaryCaution,ينصح بتجنب تناول الأطعمة الغنية بالحديد مع القهوة أو الشاي أو الأطعمة الغنية بالكالسيوم لأنها قد تمنع امتصاص الحديد.,0.97,focused dataset-derived expansion from ahd5k_00594,focused_dataset_extraction,ahd_qa_source,focus_rel_iron_absorption_reduced_by_tea_coffee,focus_rel_iron_absorption_reduced_by_tea_coffee,ABSORPTION_REDUCED_BY,direct
focus_rel_iron_injections_determined_by_hb,focus_chunk_ahd5k_01162,ahd5k_01162,DOSE_DETERMINED_BY,DOSE_DETERMINED_BY,true,focus_ent_iron_injections,إبر الحديد,Treatment,focus_ent_hb_and_iron_type,نسبة الهيموغلوبين ونوع علاج الحديد,ClinicalFactor,تحديد طريقة وكمية علاج الحديد يعتمد على نسبة الهيموغلوبين ونوعية علاج الحديد.,0.97,focused dataset-derived expansion from ahd5k_01162,focused_dataset_extraction,ahd_qa_source,focus_rel_iron_injections_determined_by_hb,focus_rel_iron_injections_determined_by_hb,DOSE_DETERMINED_BY,direct
focus_rel_tooth_filing_risk_sensitivity,focus_chunk_ahd5k_00828,ahd5k_00828,HAS_RISK,HAS_RISK,true,focus_ent_tooth_filing,برد الأسنان,Procedure,focus_ent_tooth_sensitivity,حساسية الأسنان,Symptom,كثرة برد الأسنان قد تؤثر على الأسنان وتجعلها حساسة.,0.97,focused dataset-derived expansion from ahd5k_00828,focused_dataset_extraction,ahd_qa_source,focus_rel_tooth_filing_risk_sensitivity,focus_rel_tooth_filing_risk_sensitivity,HAS_RISK,direct
focus_rel_tooth_filing_duration,focus_chunk_ahd5k_00828,ahd5k_00828,PROCEDURE_DURATION,PROCEDURE_DURATION,true,focus_ent_tooth_filing,برد الأسنان,Procedure,focus_ent_one_two_sessions,جلسة واحدة أو جلستان,ProcedureDuration,برد الأسنان للتصغير قد يتم في جلسة واحدة، أما للتركيب وعمل أسنان صناعية فقد يحتاج جلسة أو جلستين.,0.97,focused dataset-derived expansion from ahd5k_00828,focused_dataset_extraction,ahd_qa_source,focus_rel_tooth_filing_duration,focus_rel_tooth_filing_duration,PROCEDURE_DURATION,direct
focus_rel_dyspnea_fatigue_possible_causes,focus_chunk_ahd5k_00855,ahd5k_00855,MAY_BE_ASSOCIATED_WITH,MAY_BE_ASSOCIATED_WITH,true,focus_ent_dyspnea_fatigue,صعوبة التنفس والإرهاق,Symptom,focus_ent_respiratory_anemia_circulation,التهاب تنفسي أو فقر دم أو اضطراب دموي أو دوراني,PossibleCondition,صعوبة التنفس والإرهاق قد تكون ناجمة عن التهاب في الجهاز التنفسي أو فقر الدم أو اضطرابات دموية أو متعلقة بجهاز الدورة الدموية.,0.97,focused dataset-derived expansion from ahd5k_00855,focused_dataset_extraction,ahd_qa_source,focus_rel_dyspnea_fatigue_possible_causes,focus_rel_dyspnea_fatigue_possible_causes,MAY_BE_ASSOCIATED_WITH,direct
focus_rel_dyspnea_fatigue_investigated_by_exam,focus_chunk_ahd5k_00855,ahd5k_00855,INVESTIGATED_BY,INVESTIGATED_BY,true,focus_ent_dyspnea_fatigue,صعوبة التنفس والإرهاق,Symptom,focus_ent_history_physical_exam,التاريخ المرضي والفحص السريري,DiagnosticProcedure,ينبغي معرفة التاريخ المرضي وإجراء فحص للكشف عن علامات سريرية تساعد في تحديد طبيعة الحالة.,0.97,focused dataset-derived expansion from ahd5k_00855,focused_dataset_extraction,ahd_qa_source,focus_rel_dyspnea_fatigue_investigated_by_exam,focus_rel_dyspnea_fatigue_investigated_by_exam,INVESTIGATED_BY,direct
focus_rel_ovulation_stimulation_no_harm,focus_chunk_ahd5k_01770,ahd5k_01770,HAS_SAFETY_NOTE,HAS_SAFETY_NOTE,true,focus_ent_ovulation_stimulation_hormones,تنشيط المبايض,Treatment,focus_ent_no_reported_harm_ivf,لا يوجد تأثير مضر مذكور قبل الحقن المجهري,SafetyFinding,حسب الخبرات والدراسات في مصدر AHD لا يوجد تأثير مضر للهرمونات المستخدمة في تنشيط الإباضة قبل الحقن المجهري.,0.97,focused dataset-derived expansion from ahd5k_01770,focused_dataset_extraction,ahd_qa_source,focus_rel_ovulation_stimulation_no_harm,focus_rel_ovulation_stimulation_no_harm,HAS_SAFETY_NOTE,direct
focus_rel_crp_wbc_may_indicate_inflammation,focus_chunk_ahd5k_02627,ahd5k_02627,MAY_INDICATE,MAY_INDICATE,true,focus_ent_high_crp_wbc,ارتفاع CRP وكريات الدم البيضاء,LabFinding,focus_ent_inflammation,التهاب,DiseaseCondition,ارتفاع CRP وكذلك كريات الدم البيضاء قد يدل على وجود التهاب مثل الإنفلونزا أو التهاب اللثة وغيرها.,0.97,focused dataset-derived expansion from ahd5k_02627,focused_dataset_extraction,ahd_qa_source,focus_rel_crp_wbc_may_indicate_inflammation,focus_rel_crp_wbc_may_indicate_inflammation,MAY_INDICATE,direct
focus_rel_wbc_pregnancy_normal_range,focus_chunk_ahd5k_02627,ahd5k_02627,HAS_NORMAL_RANGE,HAS_NORMAL_RANGE,true,focus_ent_wbc_pregnancy,كريات الدم البيضاء أثناء الحمل,LabFinding,focus_ent_wbc_16000_pregnancy,حتى 16000 أثناء الحمل وقد تصل 20000 أثناء الولادة,Range,ارتفاع كريات الدم البيضاء حتى 16000 قد يعتبر طبيعيا أثناء الحمل وقد يصل أثناء الولادة إلى 20000 حسب مصدر AHD.,0.97,focused dataset-derived expansion from ahd5k_02627,focused_dataset_extraction,ahd_qa_source,focus_rel_wbc_pregnancy_normal_range,focus_rel_wbc_pregnancy_normal_range,HAS_NORMAL_RANGE,direct
target_rel_thyroid_pregnancy_fetal_growth,targeted_chunk_ahd5k_00048,ahd5k_00048,IMPORTANT_FOR,IMPORTANT_FOR,true,target_ent_thyroid_hormone_pregnancy,هرمون الثيروكسين أثناء الحمل,Hormone,target_ent_fetal_mental_physical_growth,نمو الجنين العقلي والجسدي,DevelopmentProcess,هرمون الثيروكسين مهم لنمو الجنين العقلي والجسدي أثناء الحمل.,0.98,targeted dataset-derived expansion from ahd5k_00048,targeted_dataset_review,ahd_qa_source,target_rel_thyroid_pregnancy_fetal_growth,target_rel_thyroid_pregnancy_fetal_growth,IMPORTANT_FOR,direct
target_rel_hypothyroidism_pregnancy_birth_defects,targeted_chunk_ahd5k_00048,ahd5k_00048,MAY_CAUSE_IF_UNTREATED,MAY_CAUSE_IF_UNTREATED,true,target_ent_untreated_hypothyroidism_pregnancy,خمول الغدة الدرقية غير المعالج أثناء الحمل,DiseaseCondition,target_ent_fetal_congenital_effects,تشوهات خلقية أو تقزم الجنين,Risk,نقص إفراز هرمون الغدة الدرقية إذا لم يعالج لمدة طويلة أثناء الحمل، خاصة في الثلث الثاني والثالث، قد يؤدي إلى تشوهات خلقية وحالات تقزم.,0.98,targeted dataset-derived expansion from ahd5k_00048,targeted_dataset_review,ahd_qa_source,target_rel_hypothyroidism_pregnancy_birth_defects,target_rel_hypothyroidism_pregnancy_birth_defects,MAY_CAUSE_IF_UNTREATED,direct
target_rel_hemorrhoid_surgery_urinary_symptoms_review,targeted_chunk_ahd5k_00530,ahd5k_00530,REQUIRES_MEDICAL_REVIEW_FOR,REQUIRES_MEDICAL_REVIEW_FOR,true,target_ent_post_hemorrhoid_surgery,بعد عملية البواسير,ProcedureContext,target_ent_persistent_urinary_pain_16_days,استمرار صعوبة البول والألم بعد 16 يوما,Symptom,استمرار الألم والمعاناة لمدة 16 يوما بعد عملية البواسير يبدو غير عادي ويستدعي مراجعة الجراح الذي أجرى العملية.,0.98,targeted dataset-derived expansion from ahd5k_00530,targeted_dataset_review,ahd_qa_source,target_rel_hemorrhoid_surgery_urinary_symptoms_review,target_rel_hemorrhoid_surgery_urinary_symptoms_review,REQUIRES_MEDICAL_REVIEW_FOR,direct
target_rel_anemia_foods_iron_folate_b12,targeted_chunk_ahd5k_00594,ahd5k_00594,MANAGED_BY,MANAGED_BY,true,target_ent_anemia_nutrition,فقر الدم,DiseaseCondition,target_ent_iron_folate_b12_foods,غذاء غني بالحديد والفولات وفيتامين ب12,DietaryRecommendation,يمكن دعم فقر الدم باتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص مثل الحديد وحمض الفوليك وفيتامين ب-12، مع تحديد العلاج حسب نوع فقر الدم.,0.98,targeted dataset-derived expansion from ahd5k_00594,targeted_dataset_review,ahd_qa_source,target_rel_anemia_foods_iron_folate_b12,target_rel_anemia_foods_iron_folate_b12,MANAGED_BY,direct
target_rel_open_heart_postop_weakness_needs_doctor,targeted_chunk_ahd5k_01704,ahd5k_01704,REQUIRES_SPECIALIST_ASSESSMENT_FOR,REQUIRES_SPECIALIST_ASSESSMENT_FOR,true,target_ent_open_heart_surgery,عملية القلب المفتوح,Procedure,target_ent_postop_weakness_after_cardiac_surgery,الضعف بعد جراحة القلب,Symptom,تقدير الحالة بعد عملية القلب المفتوح يحتاج إلى الطبيب المطلع على تفاصيل الحالة.,0.98,targeted dataset-derived expansion from ahd5k_01704,targeted_dataset_review,ahd_qa_source,target_rel_open_heart_postop_weakness_needs_doctor,target_rel_open_heart_postop_weakness_needs_doctor,REQUIRES_SPECIALIST_ASSESSMENT_FOR,direct
target_rel_cardiac_surgery_decision_depends_on_function,targeted_chunk_ahd5k_04912,ahd5k_04912,ASSESSMENT_DEPENDS_ON,ASSESSMENT_DEPENDS_ON,true,target_ent_coronary_stenosis_weak_heart,ضعف عضلة القلب وضيق الشرايين,DiseaseCondition,target_ent_cardiac_team_assessment,تقييم الفريق الطبي ووظائف الأعضاء,ClinicalAssessment,تحديد العلاج أو الجراحة في ضعف عضلة القلب وضيق الشرايين يتطلب معرفة نسبة الضعف والتضيق والحالة الوظيفية لباقي أعضاء الجسم، ثم تقييم الفريق الطبي.,0.98,targeted dataset-derived expansion from ahd5k_04912,targeted_dataset_review,ahd_qa_source,target_rel_cardiac_surgery_decision_depends_on_function,target_rel_cardiac_surgery_decision_depends_on_function,ASSESSMENT_DEPENDS_ON,direct
target_rel_cephadar_tooth_pain_needs_analgesic,targeted_chunk_ahd5k_00625,ahd5k_00625,USED_WITH_FOR_TOOTH_PAIN,USED_WITH_FOR_TOOTH_PAIN,true,target_ent_cephadar_forte,Cephadar forte,Drug,target_ent_tooth_pain_analgesic,مسكن ألم الأسنان,Treatment,في مصدر AHD، يمكن أخذ Cephadar forte لألم الأسنان، لكن الحالة تحتاج أيضا إلى مسكن ألم مثل Brufen.,0.98,targeted dataset-derived expansion from ahd5k_00625,targeted_dataset_review,ahd_qa_source,target_rel_cephadar_tooth_pain_needs_analgesic,target_rel_cephadar_tooth_pain_needs_analgesic,USED_WITH_FOR_TOOTH_PAIN,direct
target_rel_dyspnea_fatigue_possible_causes,targeted_chunk_ahd5k_00855,ahd5k_00855,MAY_BE_ASSOCIATED_WITH,MAY_BE_ASSOCIATED_WITH,true,target_ent_dyspnea_fatigue,صعوبة التنفس والإرهاق,Symptom,target_ent_respiratory_anemia_circulation_causes,التهاب تنفسي أو فقر دم أو اضطراب دموي أو دوراني,PossibleCondition,صعوبة التنفس والإرهاق قد تكون ناجمة عن التهاب في الجهاز التنفسي، أو فقر الدم، أو اضطرابات دموية، أو مشكلة متعلقة بجهاز الدورة الدموية.,0.98,targeted dataset-derived expansion from ahd5k_00855,targeted_dataset_review,ahd_qa_source,target_rel_dyspnea_fatigue_possible_causes,target_rel_dyspnea_fatigue_possible_causes,MAY_BE_ASSOCIATED_WITH,direct
target_rel_dyspnea_fatigue_investigated_by_exam,targeted_chunk_ahd5k_00855,ahd5k_00855,INVESTIGATED_BY,INVESTIGATED_BY,true,target_ent_dyspnea_fatigue,صعوبة التنفس والإرهاق,Symptom,target_ent_history_physical_exam,التاريخ المرضي والفحص السريري,DiagnosticProcedure,ينبغي معرفة التاريخ المرضي وإجراء فحص للكشف عن علامات سريرية تساعد في تحديد طبيعة الحالة.,0.98,targeted dataset-derived expansion from ahd5k_00855,targeted_dataset_review,ahd_qa_source,target_rel_dyspnea_fatigue_investigated_by_exam,target_rel_dyspnea_fatigue_investigated_by_exam,INVESTIGATED_BY,direct
target_rel_ectopic_beats_causes_thyroid_anemia,targeted_chunk_ahd5k_00189,ahd5k_00189,MAY_BE_ASSOCIATED_WITH,MAY_BE_ASSOCIATED_WITH,true,target_ent_ectopic_heart_beats,الضربات الهاجرة في القلب,Symptom,target_ent_thyroid_anemia_multiple_causes,اضطراب الغدة الدرقية أو فقر الدم أو أسباب متعددة,PossibleCondition,أسباب الضربات الهاجرة كثيرة، وقد تكون عرضا ثانويا لاضطراب يتعلق بالغدة الدرقية أو فقر الدم أو أسباب أخرى متعددة.,0.98,targeted dataset-derived expansion from ahd5k_00189,targeted_dataset_review,ahd_qa_source,target_rel_ectopic_beats_causes_thyroid_anemia,target_rel_ectopic_beats_causes_thyroid_anemia,MAY_BE_ASSOCIATED_WITH,direct
target_rel_ectopic_beats_treatment_depends_diagnosis,targeted_chunk_ahd5k_00189,ahd5k_00189,TREATMENT_DEPENDS_ON,TREATMENT_DEPENDS_ON,true,target_ent_ectopic_heart_beats,الضربات الهاجرة في القلب,Symptom,target_ent_precise_arrhythmia_diagnosis,التشخيص الدقيق لنوع اضطراب النظم,ClinicalAssessment,علاج الضربات الهاجرة مرتبط بالتشخيص الدقيق لفئتها بعد تقييم السبب.,0.98,targeted dataset-derived expansion from ahd5k_00189,targeted_dataset_review,ahd_qa_source,target_rel_ectopic_beats_treatment_depends_diagnosis,target_rel_ectopic_beats_treatment_depends_diagnosis,TREATMENT_DEPENDS_ON,direct
target_rel_ovulation_stimulation_no_reported_harm,targeted_chunk_ahd5k_01770,ahd5k_01770,HAS_SAFETY_NOTE,HAS_SAFETY_NOTE,true,target_ent_ovulation_stimulation_before_ivf,تنشيط المبايض قبل الحقن المجهري,Treatment,target_ent_no_harm_ovulation_hormones,لا يوجد تأثير مضر مذكور للهرمونات,SafetyFinding,حسب الخبرات والدراسات المذكورة في مصدر AHD، لا يوجد تأثير مضر للهرمونات المستخدمة في تنشيط الإباضة قبل الحقن المجهري.,0.98,targeted dataset-derived expansion from ahd5k_01770,targeted_dataset_review,ahd_qa_source,target_rel_ovulation_stimulation_no_reported_harm,target_rel_ovulation_stimulation_no_reported_harm,HAS_SAFETY_NOTE,direct
target_rel_impacted_wisdom_tooth_head_eye_ear,targeted_chunk_ahd5k_00507,ahd5k_00507,MAY_REQUIRE,MAY_REQUIRE,true,target_ent_impacted_wisdom_tooth,ضرس العقل المطمور,DiseaseCondition,target_ent_oral_maxillofacial_dentist,طبيب أسنان أو جراح وجه وفكين,Specialist,إذا وجد ضرس عقل مطمور، فمن الأفضل إزالته لدى طبيب أسنان متمرس أو طبيب جراح وجه وفكين.,0.98,targeted dataset-derived expansion from ahd5k_00507,targeted_dataset_review,ahd_qa_source,target_rel_impacted_wisdom_tooth_head_eye_ear,target_rel_impacted_wisdom_tooth_head_eye_ear,MAY_REQUIRE,direct
target_rel_left_chest_pain_not_always_heart,targeted_chunk_ahd5k_04975,ahd5k_04975,NOT_ALWAYS_INDICATES,NOT_ALWAYS_INDICATES,true,target_ent_left_chest_back_pain,نغزات الجهة اليسرى من الصدر والظهر,Symptom,target_ent_heart_source,مصدر قلبي,PossibleCondition,ليس كل ألم في هذه المنطقة يعني أن مصدره القلب؛ فقد تسبب الأنسجة الجلدية أو العضلية أو الهيكلية ألما مشابها، ويلزم فحص سريري لمعرفة السبب.,0.98,targeted dataset-derived expansion from ahd5k_04975,targeted_dataset_review,ahd_qa_source,target_rel_left_chest_pain_not_always_heart,target_rel_left_chest_pain_not_always_heart,NOT_ALWAYS_INDICATES,direct
target_rel_cholesterol_needs_lipid_profile,targeted_chunk_ahd5k_00171,ahd5k_00171,INVESTIGATED_BY,INVESTIGATED_BY,true,target_ent_high_cholesterol,ارتفاع الكوليسترول,DiseaseCondition,target_ent_lipid_profile_weight_chronic_disease,فحص الدهون وتقييم الوزن والأمراض المزمنة,ClinicalAssessment,تخفيض الكوليسترول يتطلب أولا معرفة نوع الارتفاع والدهون الثلاثية والكوليسترول الحميد، إضافة إلى تقييم الوزن والأمراض المزمنة.,0.98,targeted dataset-derived expansion from ahd5k_00171,targeted_dataset_review,ahd_qa_source,target_rel_cholesterol_needs_lipid_profile,target_rel_cholesterol_needs_lipid_profile,INVESTIGATED_BY,direct
