query_id,query,candidate_answer,reference_answer,bertscore_precision,bertscore_recall,bertscore_f1
unseen100_011,سروتونين ماذا يستخدم؟,يجب اجراء الفحص السريري و الفحوصات المخبرية لتحديد السبب ثم العلاج,"للسيروتونين تأثيرات محيطية ومركزية حسب توزعه ومستقبلاته
محيطيا:يختلف تأثيره في الإوعيةوالقلب حسب المقدار وحالة الأوعية، ويحدث انقباضا في أوعية الكلوة ، وأحيانا توسعا في الأوعية.
ويحدث توسعا في الأوعية الإكليلية،وانقباضا في الأوردة، وهو مسؤول عن تكون الخثرات الوريدية، ويزيد من النفوذية الوعائية
يجدث تأثيرا في الضغط الشرياني وفق التأثيرات الوعائية القلبية فيرفع الضغط أو يخفضه.
يقلص السيروتونين المعي الدقيق والرحم والقصبات والحالب فيزيد من الحركة المعوية، كما يحدث إقياآت بتأثير محيطي على المستقبلات في النهايات العصبية المبهمية للأنبوب الهضمي.
يتصف بفعل مولد للقرحة، ويقبض القصبات ويقلص الرحم
يتدخل في التظاهرات الآرجية والإلتهابية، وفي الشقيقة وفي قصور التروية القلبية
مركزيا:يتدخل مركزيا في تنظيم النوم(الميلاتونين) تعديل المزاج( فقعل مضاد للإلتهاب)، وفي تنظيم الحرارة والشهية
يملك تأثيرا مضادا للاكتئاب",0.678135,0.585624,0.628493
unseen100_012,اعاني من الم في فم المعده متاكد ليست قرحه يزيد هذا الالم بالزيتيات والحوامض باستثناء الزعل والخوف تحديدت ما افضل العلاج وفتره الاستخدام اثابكم الله,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة ولنبدأ بفحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة اما نقص الدم فهذ يجب توضيحة بشكل جيد ودراسته لمعرفة السبب وعلاجه,يجب اجراء فحص الجرثومة الحلزونية واعلامنا بالنتيجة,0.698045,0.801977,0.74641
unseen100_013,هل هناك علاقة بين شكل ووظيفة إي خلية في جسم الإنسان ولماذا,يوجد علاقة بين انتقال الامراض من الحيوان الي الانسان وخاصة الامراض الفيروسية وقد تسبب في التهاب الغدد اللمفوية,بصفة عامة التركيبة والشكل والوظيفة يتشابه بين خلية وأخرى، ولكن هناك بعض التفاصيل الدقيقة تميز كل خلية عن الأخرى وفقاً لنوع النسيج والجهاز الذي تدخل في تركيبته ، ولتبسيط الأمر يمكنك ملاحظة ذلك في حجم وشكل ووظيفة الخلية العصبية مثلاً مقارنة مع ما هو في الخلية الدموية,0.697727,0.643499,0.669516
unseen100_014,كيف يتم تنظيم الساعة البيولوجية للاشخاص العاملين بنظام الورديات؟,معرفة سبب الحساسيه وتجنبه لتتجنب استخدام الادويه يتم ذلك عن طريق RAST Test,"ترتبط الساعة البيولوجية بالضوء والظلام الطبيعيين، و هناك صعوبة كبيرة، وبما خطورة في محاوولة تعديلها لعلاقتها بافراز بعض الهرمونات ، ولكن هناك مراكز معالجة اضطرابات النوم في الولايات المتحدة نجحت في تحقيق بعض النجاح
تحياتي",0.658309,0.626255,0.641882
unseen100_015,هل عدم استقامه البول عند النزول ونزوله عشوائي ومبعثر دليل ع عدم العذريه ام هالمعلومه خاطيه,"لشيب (الشعر الأبيض) ظهور الشيب عملية فسيولوجية تحدث عادة عند التقدم في العمر. وذلك عندما لا تستطيع الخلايا الملونة التي تفرز مادة الميلانين (والتي تعطي الشعرة اللون) الاستمرار في نشاطها، إذ تفقد الشعرة لونها وتصبح بيضاء وهذا ما يسمى ""بالشيب"". إن ظهور الشيب على شعر الرأس أو الوجه لا يعني مطلقاً التقدم بالسن فقد يظهر قبل البلوغ أو بعد ذلك نتيجة ظروف معينة. كما أن الاستعداد الشخصي والعوامل النفسية والوراثية لهما أثر مهم في ظهور الشيب المبكر. ويجب الإشارة بأن بعض حالات الشيب المبكر تكون مؤقتة، إذ قد تعاود الخلايا الملونة نشاطها مرة أخرى خاصة بعد زوال المؤثر وبالتالي يعود لون الشعر إلى وضعه العادي ويحدث هذا أحياناً في أمراض الحميات ومرض الثعلبة. أما إذا كان المؤثر على الخلايا الأم (الكيراتينوس...",لا علاقه للعزربه بهذا الكلام,0.548036,0.638862,0.589974
unseen100_016,هل العلاج المستخدم في تنشيم المبايض قبل عملية الحقن المجهري ضار بالصحة ام لا؟,وفقًا للأدلة المتاحة، لا توجد تأثيرات سلبية معروفة على الصحة من العلاج المستخدم في تنشيط المبايض قبل الحقن المجهري، مع ملاحظة أن الدقة محدودة. لا يُعد هذا بديلاً عن استشارة الطبيب المختص.,"حسب الخبرات والدراسات التي تشير انه لا يوجد اي تأثير مضر للهرمونات المستخدمة في تنشيط الاباضة
نتمنى لك كل التوفيق",0.708761,0.733475,0.720906
unseen100_017,ماسبب عند ممارسه الجماع ان العضو لاينتصب بشكل كامل,الضعف الجنسي قد يكون نتيجة لضعف اللياقة البدنية والتغذية غير المتوازنة، ويُنصح بتحسين اللياقة وممارسة الرياضة اليومية وتناول الأطعمة المذكورة لتحسين الانتصاب. لا يُعد هذا بديلاً عن استشارة طبيب مختص.,إذا كانت الفحوصات الهرمونية عاديج فالغالب أن عليك تحسين ليقاتك البدنية بممارسة الرياضة اليومية والتغذية المتوازنة وتناول المكسرات والعسل وعسل الملكات، وهذهلائحة بالأطعمة التى تساعد على التخلص من الضعف الجنسى مثل: الثوم، البصل، القمح، الموز،الزنجبيل، حبة البركة، التمر، الحلبة، الحمص، العدس، بذر الكتان، الكاكاو، الزعفران، جوز الطيب، القرنفل، العود، الكرفس، الشبت، التوت، الأسماك الدهنية ، التفاح.,0.733363,0.68171,0.706594
unseen100_018,أنا فتاة عمري 23 أريد إزالة شعر المناطق الحساسة بالحلاوة هل يوجد كريم مخدر موضعي يمكن أن استخدمه قبل عملية إزالة الشعر أنا استخدم مخدر الأسنان لكن لا أرى له...,لا ، ليس له أضرار ولكن إحرصي على اختيار طبيب ماهر,"نعم، تتواجد عدة أنواع من كريم المخدر الموضعي التي يمكن استخدامها للتخفيف من ألم إزالة الشعر بالشمع، مثل كريم إملا التي ذكرته أو أي من الكريمات الأخرى التي تحتوي على المادة الفعالة ليدوكائين (بالإنجليزية: Lidocaine)، وبالتأكيد فإن تأثير هذه الكريمات سوف يكون أفضل مخدر الأسنان لأن الكريم مخصص للتطبيق على الجلد بينما يتم تصميم مخدر الأسنان للعمل بشكل أفضل في الفم.
 
أود لفت انتباهك أن كريم المخدر الموضعي يجب أن يتم تطبيقه على الجلد قبل ما لا يقل عن 15 دقيقة قبل البدء بإزالة الشعر، ولن يقوم الكريم بإخفاء شعور الألم بشكل تام عند إزالة الشعر بالشمع ولكن سوف يحد من الألم ويجعله أكثر تقبلًا كما تلاحظ العديد من النساء، ولكن قد لا يصل تأثير الكريم إلى مناطق عميقة من الجلد لذلك يستمر الشعور ببعض الألم عند إزالة الشعر حتى بعد تطبيق الكريم.
 
أنصحك في حال عدم القدرة على تحمل إزالة الشعر بالحلاوة حتى بعد استخدام الكريم المخدر باتباع أحد طرق إزالة الشعر الأخرى، ومنها الآتي:

الليزر.
ماكينة الحلاقة.
القص.
كريمات إزالة الشعر.
شفرة الحلاقة.

للمزيد:

ما هي طرق إزالة الشعر نهائيًا
إزالة الشعر بالشفرات: مميزات وعيوب",0.646006,0.547067,0.592434
unseen100_019,أين مكان بيع جهاز الموبيوس( هو ببساطة جهاز ألتراساوند صغير) ؟,المذي هو السائل الذي تفرزه البروستاتا استعداً لاستقبال المني لتسهيل حرمته وحياته ، ويخرج قبل القذف عادة ، ويبدأ عند التأثر الجنسي بالنظر أو بالكلام أو بالحس أوأي تأثر.,يباع في مكان الأجهزة الطبية!!,0.617484,0.655989,0.636154
unseen100_020,السلام عليكم أعاني من من حرقة عند عمل العادة السرية أو التبول احيانا مع رائحة تخرج من الذكر التي لم تكن موجودة مسبقا ما العمل وما الحل مع وجود برود...,عليك بالذهاب الى طبيب اخصائي وليس الى مستةصف لمعرفة التشخيص الحقيقي هل هو فطريات او نقص فيتامبناتك او اي شرء آخر,اعمل تحليل مخبري وزراعه للبول للتاكد من عدم وجود التهابات,0.640524,0.663565,0.651841
unseen100_021,جاءنى الم بالجنب الخارجى للاصبع الاكبر فى القدم اليسرى وبعدها شعرت بالم فى باطن القدم ثم حدث تورم وصل الى اسفل العظمة البارزة الداخلية ثم انتشر بجانبها مع وجود الم...,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل,"من اجل التشخيص الصحيح لابد من الفحص السريري وبعض الفحوصات المخبرية , انصحك مراجعة اخصائي روماتيزم",0.647874,0.616171,0.631625
unseen100_022,هل يوجد جهاز طبي لشد وتصغير حجم الثدي,اشربى من الحلبة كتير اما بالنسبة لزيت الحلبة ضعي منه معلقة على صدرك وادهنى صدرك بزيت الحلبة بالليل وبزيت الزيتون الصبح، وافركي الثديين بشكل دائري ومن أسفل لأعلى ولكنه يحتاج استمرار وصبر لمدة بضع شهور بدون ملل ولا يأس,"لتصغير الثدي يمكن إجراء عملية جراحية تجميلية، وهي جراحة تصغير و شد او تجميل الثدي.
- فكرة العملية: تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما
- اسباب العملية : كبر حجم الثدى و سقوطه قد يؤدى لآلام بالظهر والكتفين و مشاكل فى الملابس المناسبة و مشاكل نفسية لدى المرأة، يتم أزالة جزء من الجلد لرفع الثدى يتم أزالة جزء من الدهن والجلد لتقليل حجم الثدى بعد العملية:تختفى هذه المشاكل كلها مقابل ندبة أسفل الثدي.
كما يتوافرجهاز لتصغير الصدر في الاسواق ويعمل على ارسال شحنات كهربائية تذوب الدهون وتشد الصدر.",0.673449,0.646706,0.659807
unseen100_023,الطفل المولود لاب عنده لينفوما هل يصاب الطفل بهذا المرض؟,ينام اكثر الاطفال الرضع عند شعورهم بالشبع خلال الاشهر الاولى ويعدود الطفل الرضيع ليستيقظ عند شعوره بالجوع ولكن يجب البدء بتعليم الطفل حتى خلال اشهره الاولى ان النهار هو للطعام واللعب والليل هو للنوم وعندما يصل وزن الطفل الرضيع الى 6 او 7 كغ اي بعد الشهر الثالث الى الرابع يبدا بالنوم لساعات متواصلة في الليل لان سعة معدة الطفل تكفي ليشعر الطفل بالشبع لعدة ساعات,ليس بالضرورة،ولمعرفة الجواب بدقة يجب معرفة تفاصيل المرض وبدايته عند الأب وتاريخ العائلة.,0.609916,0.657717,0.632915
unseen100_024,جفاف في الشفاه، أمارس التمارين الرياضية ٣ ايام في الاسبوع، كم ليتر ماء أحتاج يوميا ؟,ليس هناك حلول مضمونة سوى ممارسة التمارين الرباضية الدائم.,نحتاج ليس فقط الماء - نحن نفقد ملح صوديوم بسبب التعرق ، يجب الاكثار من الشوربات ايضا المالحة,0.672527,0.651549,0.661872
unseen100_025,يحدث لدي دوار وخصوصا اذا قمت بدوران راسي الى الجهه الاخرى عند النوم او عند تغيير وضعيه النوم,الالم الذي يحدث عند الضغط على عضلة الصدر دليل وجود الالم في العضلة نفسها ربما نتيجة تشنج ما او جهد ما قمت به والافضل في هذه الحالة ان تريح هذه العضلة ولا تقوم بمجهود علما بان احيانا حتى السعال يسبب الم في عضلة الصدر,مبدئيا ننصحك بعمل اشعة رنين مغناطيسى على الفقرات العنقية مع رسم مخ بالكمبيوتر مع فحص جهاز التوازن بالاذن وقياس ضغط الدم مع العرض على الزميل استشارى المخ والاعصاب فى بلدك للاطلاع على الاشعة ورسم المخ والفحص الدقيق للاعصاب مع فحص قاع العين بالمنظار وتقييم حالتك النفسية للتوصل للتشخيص السليم ووصف العلاج المناسب مع المتابعة,0.672856,0.644687,0.65847
unseen100_026,زوجتي حامل في الشهر الثامن والجنين لا يزيد وزنه على 2 كغ هل هذا طبيعي؟,نعم. طبيعي ويتحسن بعد الولادة,من المفروض ان يكون وزن الجنين اكثر من ذلك في الشهر الثامن ولكن هذا يعتمد هل هي في بداية الثامن او اخره وانصح بعمل تصوير تلفزيون (سونار ) مع دوبلر للاطمئنان على حالة الجنين وكذلك متابعة نموه ايضا وذلك بزيارة الطبيب اسبوعيا اذا تطلب الأمر مع التزام الراحة والتغذية الجيدة,0.692589,0.614222,0.651055
unseen100_027,هل الشاي الأخضر يضر بالحامل,لا يضرن، لكن الإعتدال مطلوب,لا أعتقد ذلك. راجعي شاي أخضر في القاموس.,0.717987,0.727416,0.722671
unseen100_028,السلام عليكم انا من السعودية واعاني من ضعف النظر واريد عملية الليزك ونصحوني بالدكتور يوسف المقبل يقولوا عنه الافضل في العرب في هذا التخصص وهو سيتخدم ليزك البصمة. اعطينا رأيك...,التخلص من الحصى يكون اولا بدراستها لمعرفة مكانها وخجمها وطبيعتها وبعد ذلك ممكن للطبيب ان يقرركيفية التخلص منها اما القولون العصبي فبأمكانك البحث في موقعنا الطبي عن ذلك وستجد كتابات عديدة وقيمة,"بسم الله الرحمن الرحيم
عملية الليزك ممتازة
انا شخصيا لا اعرف هذا الدكتور
وهي تقنية علمية فائقة الدقة ومريحة جدا
وطبيعي صنعت في الخارج ليست تقنية من عندنا
مضاعفاتها نادرة الحدوث وان حدثت موجود الحلول",0.663269,0.665087,0.664177
unseen100_029,طفلتى عمرها 5اشهر ظهر الخضار على جسمها,بدون فحص سريري للطفلة وأخذ سيرة مرضية مفصلة لا يمكن التشخيص!سلامتها,لم افهم..ماهو الخضار؟!!!,0.642402,0.680173,0.660748
unseen100_030,لدي حرقة في اللسان ولكن لا اعاني من جفاف الفم بل زيادة في افراز اللعاب وارق شديدفي النوم ومصابة بقولون عصبي و الم في جذور اللسان في جوف اللوزتين وخلف...,من اهم الاسباب التى تؤدى الى الافرازات الزائده فى الفم تناول اطعمه تساعد على الافرازات من الغدد اللعابيه ننصح بمراجعة الاطعه التى تسبب ذلك وان تعرض نفسك على طبيب الاسان لاجراء الفحص للغدد العابيه,أعتقد أن الأمر له علاقة بصحتك العصبية والنفسية أقترح عليك الذهاب إلى طبيب متخصص في الأمراض العصبية,0.673231,0.705979,0.689216
unseen100_031,بلغت من العمر 16 سنه ولم ينمو عضامي كبيقه الناس الحل ارجوكم,يستخرج زيت الحنظل من نبات الحنظل الصحراوي، ويعتقد أنه يساهم بالفعل في علاج بعض اضطرابات المفاصل وألم المفاصل، ومن فوائد زيت الحنظل للمفاصل أبين لك الآتي: الحد من التهاب المفاصل. التخفيف من ألم المفاصل. خفض سرعة تطور الأمراض المزمنة التي تؤدي إلى تلف المفاصل. زيادة معدل حركة المفصل. الوقاية من بعض أمراض المفاصل. أنصحك في جميع الأحوال باستشارة الطبيب قبل البدء باستخدام زيت الحنظل لعلاج ألم المفاصل أو التهاب المفاصل للتأكد من عدم وجود تعارض بين الأدوية الموصوفة من قبل الطبيب وزيت الحنظل. أما حول طريقة استخدام الحنظل لعلاج المفاصل فتتم على النحو الآتي: تطبيق زيت الحنظل على المنطقة المصابة 2-3 مرات يوميًا. تدليك المنطقة حتى يتم امتصاص الزيت عبر الجلد. التوقف المباشر عن استخدام زيت الحنظل في حا...,لابد من اجراء تحاليل للتاكد من نسبة الكالسيوم بجسمك,0.578635,0.668802,0.62046
