query_id,query,candidate_answer,reference_answer,bertscore_precision,bertscore_recall,bertscore_f1
unseen100_014,انا عمري ١٤ وتؤلمني الخصية اليسرى مالسبب,أسباب الم الخصيتين عديدة يعتمد الطبيب في تشخيصه للعامل المُسبب لألم الخصية على الاجراءات الطبية التالية : - الفحص السريري - تصوير الخصيتين بالموجات فوق الصوتية. - الفحص المخبري الروتيني لعينة البول وزراعتها . - الفحص المخبري لافرازات البروستات.,"١-أسباب في الخصية نفسها (داخل كيس الصفن), مثل الدوالي أو إلتهابات البربخ و الخصية أو كيس موجود داخل كيس الصفن. أو بسبب ورم في الخصية حميد ، أو خبيث.
٢-كما قد يكون ناجماً عن دوالي في الخصية، أو قيلة مائية في الصفن تضغط على الخصية.
٣- الإنفتال الخصوي:ينجم عن إنفتال الحبل المنوي الذي يحمل الدم من وإلى الخصيتين، ويؤدي الإنفتال إلى قطع الدم عن الخصية مسببآ ألمآ حادآ ومفاجئآ
ويحدث الإنفتال الخصوي أحيانآ عقب إجهاد جسدي، غير أنه قد يطرأ من دون سبب ظاهر، وحتى أثناء النوم.
ومن شان هذه الحالة أن تطرأ في أي سن، إلاّ أنها غالبآ ما تصيب الفتيان.
وتشمل أعراضها على ألم حاد ومفاجيء قد يسبب إرتفاعآ في الحرارة وغثيان وتقيؤ.
ويلاحظ المصاب أحيانآ إرتفاع إحدى الخصيتين داخل الصفن.
٤- إلتهاب البربخ:ينجم عندما يلتهب عادة بفعل إصابة بكتيرية الأنبوب الملفوف الذي يدعى البربخ والذي يحمل المنيّ من الخصيتين إلى الحبل المنوي.
وتشتمل الأعراض على وجع طفيف إلى ألم معتدل الحدة في الصفن، ويتزايد تدريجيآ على مدى بضع ساعات أو أيام.وقد يرافق ذلك إرتفاع في الحرارة وتورّم .
وينجم إلتهاب البربخ أحيانآ عن مرض ينتقل جنسيآ ويدعى المتدثّرة ، وفي هذه الحالة تنتقل العدوى إلى الشريك الجنسي الذي يجب أن يخضع للفحص الطبي.
٥- إلتهاب الخصية:ينجم عادة عن عدوى، وغالبآ ما يرافق إلتهاب البربخ.كما يحدث إلتهاب الخصية أحيانآ في حالات النكاف أو إصابة البروستات.
٦- من البطن, مثل الفتق أو مشاكل في المسالك البولية (حصيات أو إلتهابات) أو إلتهابات و مشاكل البروستاتا.
٧- من العظام, خشونة مفصل الورك, ديسك في أسفل الظهر أو الخشونة أو تشنجات عضلي
راجع ألم الخصية في القاموس.",0.666748,0.60092,0.632125
unseen100_015,ما هي احدث وافضل الاجهزة الطبية المستخدمة في ازالة الشعر باستخدام الليزر وما هي اسعارها ان امكن,يعتقد أن لزيت الحبة السوداء أو ما يعرف بحبة البركة العديد من الفوائد الصحية، والتي تضمن فوائد للجلد، والشعر، والجسم، والمناعة، ولكن لم يتم إثبات فاعلية جميع الفوائد المشهورة للحبة السوداء والمستخدمة في الطب الشعبي، لذلك ينصح باستشارة الطبيب قبل استخدام الحبة السوداء في علاج أي من الاضطرابات الصحية المختلفة. سوف أبين لك فيما يأتي مجموعة من فوائد زيت الحبة السوداء الشائعة: التخفيف من أعراض الربو وأمراض الجهاز التنفسي. علاج حساسية الأنف والتهاب الجيوب الأنفية. التخفيف من أعراض الصداع والصداع النصفي. التخفيف من الأرق، والقلق، والتوتر. التخفيف من أعراض بعض الأمراض الجلدية مثل الصدفية والإكزيما. علاج اضطرابات الهضم والتخفيف من أعراض القولون العصبي. تنظيم سكر الدم. تنظيم ضغط الدم والكوليسترول. ت...,"هناك جهاز معروف ومشتهر بين الناس وله دعايات كثيرة تشيد بفاعليته اسمه جهاز ريو
الان جهاز نيو ريو لازالة الشعر نهائيا بالليزر (جهاز الليزر المنزلي)
جهاز الليزر نيو ريو المنزلي لإزالة الشعر من جميع أجزاء الجســــــم نهائيا
آمن وسهل الإستخدام
صناعة بريطانية
يتم إستيراده من بريطانيا
وهناك الزيت البديل لليزر وهو
زيت النمل للقضاء على الشعر للابد
غني عن التعريف يستخدم بعد ازالة الشعر بالحلاوة ويزيل الشعر نهائيا
الزيت طبيعي و ماله اي اضرار ومصرح فيه وكلامي عن تجربه وكثير اعرفهم جربوه وماطلع لهم شعر ابد ولا طلع اضرار والله انه يريح من الحلاوه وألمها والموس
ملاحظه
*لن تحصلي على اي نتيجه اذا تمت ازالة الشعر بالموس او الجل او المقص (يعني لازم ينشال من الجذور) وبعدين يستخدم الزيت
* العلبه الواحده حجمها تقريبا طول الصبع يعني تكفي تقريبا للايدين والرجلين او الجسم كله مرة واحده",0.633382,0.6056,0.619179
unseen100_016,اريد ان اسأأل عن مرض ارتفاع حمض البول بالدم عند الاطفال وعن دواء الكرنتين واذا هناك مخاطر من استخدامه على الطفل عمره 3 سنوات ارجو الرد السريع,فعادة لا نعالج ارتفاع حمض البول بحد ذاته إلا إذا كان عند المريض قصة سابقة لحصوة في الكلية أو مرض النقرس أو زيادة في طرح حمض البول في البول، وهذا نستطيع قياسه بتجميع البول لمدة أربع وعشرين ساعة. ويرتفع حمض البول عند من يتناولون أدوية الضغط التي تحتوي على المدرات، ومن يتناول حبوب الأسبرين لحماية القلب، ولا حاجة لأن تنشغل كثيرا إن لم يكن عندك النقرس أو حصوة في الكلية، وفقط قلل من اللحوم الحمراء والكلاوي والكبد - كما ذكرت - وهو لا يحتاج لعلاج.,"** تعود اْسباب ارتفاع حمض البول لامور عديدة احدها الاستعداد الوراثي للاصابة :
- قد يكون استخدام المدرات البولية الكيمائية الخافضة للضغط احد اسباب تشكل حمض البول على عكس المدرات العشبية للبول التي تطرح حمض البول.
- كما ان استخدام الاسبرين له دور في الارتفاع.
- العادات الغذائية السيئة، على القائمة كثرة تناول اللحوم الحمراء الاكل الجاهز (همبرغر – مرتديلا البيض – البقوليات على راْسها الفول والعدس والحمص والفاصولياء والعوين طبعا فول الصويا يختلف لاحتوائه على زيوت عاليه مفيدة، بعض انواع الخضار مثل السلق والسبانخ – البدانة- الاكل الجاهز والمعلبات مهما قلت نسبة تناولها نضع انفسنا في دائرة خطر الاصابة).
- كثيرا من الناس لايضع حمض البول باوليات تفكيره الصحي ظنا منه ان الامر سهل قد يخطر بالبال انها الام مفاصل تزيلها بعض المسكنات وتنتهي المشكلة ولا يضع في اعتباره الخطورة الاكيدة على الكلى وعلى القلب ويقوم بتشكيل الرمال والحصى بالكلى.
- والامر الاهم هو التحليل هو الذي يفرق الامر لان الاعراض متشابهة والعلاج يختلف وان كانت هناك بعض الادوية تشترك الا ان حمض البول في الحقيقة يختفي بالحمية ويعالج بالادوية بسهولة عكس التهاب المفاصل الذي يحتاج لتدبير اخر.",0.710746,0.670661,0.690122
unseen100_017,هل entamoeba histylotica مرض خطير,مضاعفات مرض السيلان يجب أن يتم التشخيص المناسب و تناول العلاج المناسب ، ففي حال عدم علاج داء السيلان قد تنتشر البكتريا المسببة للعدوى في انحاء الجسم و بالتالي تتسبب بـ: أمراض اخرى أشد خطورة ففي النساء على سبيل المثال فقد يتسبب بألام شديدة في منطقة الحوض ، الحمل الكاذب ( و هو الذي يكون خارج الرحم) ، و في بعض الحالات انغلاق قناة فالوب . أما في الرجال فعدم الحصول على العلاج قد ينتج التهاب في الخصية الذي قد يتسبب بالعقم . و في حالة إصابة الحامل قد يتسبب بالعمى ( فقدان البصر ) عند الطفل المصاب .,كلا ، ليس خطيراً إذا عولج بدقة وبسرعة ، راجعي القاموس حول المرض.,0.604545,0.657906,0.630098
unseen100_018,سلام عليكم انافتاة عندي سكرمشكلتي هي في منطقة وخزالابر العضدصار فيهاتورم وصارت قاسية وشاذة عن باقي جسمي سوالي كيف ارجعها لوضعها الطبيعي هل يحتاج جراحة تجميليه؟وجزاكم الله خير,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل,يجب عليكي زيارة طبيب جراحة للمتابعة,0.569603,0.677188,0.618754
unseen100_019,هل استعمال حبوب بروفيرا يقلل الرغبة الجنسيه علماًً ان الرغبة كانت طبيعية قبل الاستعمال ،و ما الحل؟,طبيعي بسبب التمرين ومع الوقت بيختفي الألم وممكن استعمال بعض المسكنات الخفيفه,كلا ...لا يؤثر استعمالها على الرغبه الجنسيه سلبيا...,0.651505,0.649688,0.650595
unseen100_020,"السلام عليكم اوصى دكتور لوالدتي التي تعاني من احتاك الركبتين بعلاج salazopyrin 500mg وهو غير متواجد بالسعودية , هل هناك اي بديل له , وقد اشار علي بعض الاصحاب ب...",يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية. ويوجد العديد من أنوع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين ب-12 وغيرها. ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الورقيات الخضراء: السبانخ/ الكرنب/ الهندباء/ الخبيزة. اللحوم والدواجن. كبدة الخروف. المأكولات البحرية: السردين/ التونا/ السلمون. عصير البرتقال المحصن. الحبوب المدعمة. بعض الحبوب: الفاصولياء/ الحمص/ فول الصويا/ البازلاء. بذور اليقطين/ الكاجو/ الفستق/ الصنوبر/ الجوز/ بذور عباد الشمس. تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعم...,العلاج السلازوبايرين500mg العلاج لامرض الروماتزم الرثواني .اخذ اشعه امامي خلفي للركبتين لتحدي سبب الاحتاك واعطاء العلاج الوقاءي والعلاج الفعلي.استشاره خاصه,0.619282,0.66698,0.642247
unseen100_021,انا فتاه عمرى 26 عاما منذ 3 اسابيع شعرت بألام فى صدرى ونغز ناحيه اليسار وشككت انه القلب وعملت ايكووطلع سليم والألام مستمره ولكننى اشعر الان انها فى العقد الليمفاويه...,يوجد العديد من الفوائد لاستخدام زيت اللوز المر، منها التخلص من علامات التمدد ولكن هناك حاجة إلى مزيد من الدراسات قبل أن يتم إثبات فعالية زيت اللوز المر. ومن الجدير بالذكر أن زيت اللوز المر يحتوي على مركبات سامة مثل السيانيد بكميات معينة قد لا تكون آمنة خاصة عند الاستخدام أثناء الحمل لذا يفضل التوقف عن استخدامه خلال فترة الحمل لارتباطه ببعض الآثار الجانبية غير المرغوبة مثل: إصابة الجنين بالعيوب الخلقية نتيجة احتواء هذا الزيت على فيتامين أ الذي يحظر استخدامه خلال الحمل. زيادة خطر الولادة المبكرة. للمزيد: زيوت المساج الطبيعية لتدليك الجسم المرجع: What essential oils are good for preventing stretch marks? Is It Safe To Use Almond Oil During Pregnancy?,قبل اي فحص عليك الاستعانة بطبيب ليكشف عليها قبل كل شيء فالفحص السريري هو الخطوة الاولى,0.582698,0.634083,0.607306
unseen100_022,انا 19 سنه ( اولي جامعه ) واعاني من قصر قامه و نحافه بطريقه تسبب لي الكثير من المتاعب والمشاكل وايضا الاحراج امام زملائي ... ارجوكم حل ؟؟,هذا فالغالب شيء وراثي يعتمد على الجينات، يستحسن زيارة اختصاصي الأمراض الوراثية وبحث الموضوع معه.,ممكن جراحة تطويل.... تزيدك 7 سم....و لكن سعرها عالي و لها بعض المضاعفات,0.64005,0.627162,0.63354
unseen100_023,عملت تحاليل : السكر : 78 بولة دموية : 26 الكولسترول : 209 H الشحوم الثلاثية : 92 اريد ان اعرف هل هناك مشاكل واذا كان هناك مشاكل شوالحل لو...,اعتقد بأن المقصود هو التهابات المهبل وليس الرحم وغالبا ما يكون سبب هذه الالتهابات هي الفطريات خاصة الكانديدا وقد يكون السبب التهابات جرثومية بعضها قد ينتقل عن طريق المعاشرة الزوجية وبعضها لا وفي حال تكررا الالتهابات فلا بد من اخذ عينة من الافرازات وفحصها وعمل مزرعة لها لمعرفة الجرثومة المسببة وبناءا على نتيجة المزرعة يتم وصف العلاج المناسب ولكن يجب التأكيد بأن على الزوج تناول نفس العلاج وفي نفس الوقت واذا كانت هناك زوجة اخرى فيجب عليها ايضا تناول نفس العلاج . وانصح ايضا بعمل تحليل للسكر حيث ان الالتهابات الفطرية تزيد وتتكرر عند مرضى السكري. اما بالنسبة للمطهرات فانا لا انصح باستعمالها كثيرا واذا كان لا بد منها فلا يجب ان تستعمل اكثر من مرة الى مرتين في الاسبوع وهناك العديد منها في الصيدليات,"السكر طبيعي لكنك لم تقل متى عملت الفحص هل قبل الاكل او بعده ولم تقل ا1ا كنت تعاني من السكر او اي شيء آخر
البولة الدموية مرتفعة قليلا
والكوليسترول ايضا مرتفع قليلا
اما الشحوم الداخلية في طبيعية
عليك بعمل نظام غذائي لكي يعود الكوليسترول الى المستوى الطبيعي والتقليل من اكل اللحوم واعادة الفحوص خلال الفترة القادمة",0.658802,0.681968,0.670185
unseen100_024,لدى مرض غريب انا كل ما اجى انام اصحى بعد ثانية او اتنين علطول ولو 10 مرات على نفس المنوال والصحيان بيكون مصاحب بالاعراض المرعبة والموجعة دى . الم فى...,برد لمجرد البرد والتصغير في جلسه واحدة ولكن احذر من كثرة البرد حتي يؤثر علي الاسنان وتكون حساسه. ام لو برد للتركيب وعمل اسنان صناعيه ممكن جلسه او جلستين,احي الكريم ان ما ذكرته مبدئيا عن حالتك يشير انك تعاني من نوبات الهلع الشديدة والقلق الشديد التحولي راجع طبيب نفسي وابتعد عن النيكوتين والكفائين والكحول ومارس الرياضةواخذ غذاء متوازن,0.641035,0.645721,0.643369
unseen100_025,ً على الاجابةليوم لدي سؤال أرجو أنتجبني عليه أنا حامل فشهر الأول ونصف ولادتي الاولى كانت بعمليةقيصرية طفلي ألان عمره سنة وتسعة أشهر هل يمكنني أن اليد هده المرة ولادة...,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,لا نستطيع الآن ان نجزم كيف ستكون الولادة ولكني اطمئنك بأن وجود قيصرية واحدة سابقة لا يعتبر سبب لتكون الولادة الثانية بقيصرية اللهم الا اذا كان هناك داعى لذلك ولهذا فان طبيبك وبكل تأكيد سوف يحاول ان تكون الولادة طبيعية ولكن اذا طرأ امر يستدعي اجراء قيصرية فلا حول ولا قوة الا بالله والله الموفق,0.647833,0.60889,0.627758
unseen100_026,السلام عليكم كيف يمكن معالجه التهاب القصبات مع الكحه و التهاب البلاعيم (الحنجره) مع ارتفاع قليل جدا في درجه الحراره الجسم,يجب تقييم ما إذا كان التهاب القصبات هو ربو أو حساسية، واستشارة أخصائي حساسية لتحديد العلاج المناسب، مع معالجة التهاب الجهاز التنفسي العلوي.,يجب أولاً عمل صورة أشعة للتشخيص الدقيق، فقد يكون التهاب قصبات أو التهاب رئوي، خاصة مع ارتفاع درجة الحرارة، ولا تهون الأمر ، بل راجع اختصاصي أمراض صدرية، وإن شاء الله يكون بسيط.,0.738135,0.716429,0.72712
unseen100_027,اريد شرح مشكلتي بالتفصيل فالرجاء تحملي مشكلتي بدات عندما كنت في احدى السهرات بمزاج انبساطي . فما قمت به الا وشربت كاس من الماء شعرت ان الماء وقف في منطقه...,الماء يُستخدم لتخفيف الحمى وتبريد الجسم، كما يُمكن أن يساعد في علاج الالتهاب عند شرب كميات كافية. هذا لا يُعَدّ بديلاً عن استشارة الطبيب.,العملية لا تمس العصب الحائر مباشرة، فلا تقلق من هذه الناحية. ويمكن إراء العملية بالمنظار أيضا مما يريح المريض من البقاء في المستشفى، يمكنك مراجعة أحد الجراحين الماهرين في نابلس وسيشرح لك العملية.,0.662325,0.673496,0.667864
unseen100_028,هل يوجد فيتامين ا على شكل اقراص متوفر في الصيدليات؟ وهل له اعراض جانبيه اذا تم تناوله على شكل اقراص لمده طويله( من شهر الى شهرين) وذلك لزيادة جمال الجلد...,ان هرمون الثيروكسين (هرمون الغده الدرقيه) مهم لنمو الجنين العقلي والجسدي، لذلك فان نقص افراز هذا الهرمون الذي يكون نتيجه خمول بالغده الدرقيه قد يؤدي اذا لم تتم معالجته لمده طويله خلال الحمل وخاصه في الثلث الثاني والثالث من الحمل الى تشوهات خلقية وحالات التقزم,نعم يوجد على اشكال مختلفة وليس له تأثيرات سلبية باستعماله مدة 2-3 شهور,0.607172,0.652096,0.628832
