query_id,query,candidate_answer,reference_answer,bertscore_precision,bertscore_recall,bertscore_f1
unseen100_011,هل يوجد ضرر من استخدامي فيتامينات برايورين لتقوية الشعر ومنع التساقط وانا مرضعة علماً بان عمر طفلي ستة اشهر ونص,بوجود اللقاح تستطيعين الإطمئنان لن ينتقل اذا اتبعنا التعليمات الصحيحة سيتحجم الفيروس بالعلاج ويفقد نشاطه تابعي مع استشاري كبد,لم تجري ابحاث معتمدة حتى الان عن امكانية استعماله خلال الحمل او الارضاع وهذا يعني انه يفضل تجنبه لان تاثيره غير معروف. يجب استشارة الطبيب او الصيدلاني قبل اخذ المكملات على اية حال,0.667786,0.662861,0.665314
unseen100_012,أشعر بما يشبه الحكة على الشفرتين من الخارج .. تظهر وتختفي علما أنني أغسل وأجفف المنطقة يوميا.. ماذا أفعل,اشربى من الحلبة كتير اما بالنسبة لزيت الحلبة ضعي منه معلقة على صدرك وادهنى صدرك بزيت الحلبة بالليل وبزيت الزيتون الصبح، وافركي الثديين بشكل دائري ومن أسفل لأعلى ولكنه يحتاج استمرار وصبر لمدة بضع شهور بدون ملل ولا يأس,غالبا التهابات فطريه تحتاجين للذهاب لطبيب للفحص واعطاءك علاج مناسب,0.617649,0.645404,0.631222
unseen100_013,انا عندي التهاب بضرسي والدكتوره وصفت لي كلافوس625ملجم وانا عندي التهاب كبدي سي بس خامل هل استخدم المضاد الحيوي ولا اوقفه؟,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل,"يحتوي دواء كلافوس على المادة الفعالة أموكسيسيللين و كلافولانيك أسيد الذي يعتبر أحد المضادات الحيوية والذي ينتمي إلى عائلة البنسيللين. ومن الجدير بالذكر أنه يتم طرح الدواء خارج الجسم بالبول عن طريق الكلى، إلا أنه يؤدي في حالات نادرة إلى خلل في وظائف الكبد مثل اليرقان أو التهاب الكبد خاصة للمرضى الذين يعانون من مشاكل في الكبد مثل التهاب الكبد سي في حالتك. وتشير الدراسات أنه يمكن استخدامه بحذر تحت إشراف الطبيب المختص فقط مع ضرورة مراقبة وظائف الكبد قبل وخلال تناول الدواء على فترات منتظمة.
كما يجب العلم أنه يوجد بعض الحالات التي تعتبر من موانع الاستخدام لهذا الدواء مثل وجود تاريخ لليرقان أو اختلال وظائف الكبد مع العلاج بهذا الدواء. يفضل الرجوع للطبيب بعد عمل الفحوصات الخاصة بوظائف الكبد من أجل اتخاذ قرار باستخدام الدواء أو الاستعاضة عنه ببديل آخر أكثر أماناً.
للمزيد:

التهاب الكبد الوبائي الفيروسي والاسنان

المرجع:

Amoxicillin and Clavulanate
Amoxicillin-clavulanic acid–induced hepatitis",0.63599,0.626627,0.631274
unseen100_014,ما هي فوائد فول الصويا ، وكيف نستعمله,1. محاربة أمراض القلب. حيث أنه يخفف معدل الكوليسترول المرتفع حوالي 9%. 2. يحافظ الصويا على العظام خصوصاً عظام النساء بعد سن اليأس. 3. يساعد على محاربة سرطان الثدي. حيث تناول وجبة تحتوي على الصويا يومياً، يساعد على محاربة سرطان الثدي، ومازالت الدراسات والتجارب تجرى للتأكد من هذه النقطة. 4. كذلك يساعد على محاربة سرطان غدة البروستات . 5. كذلك أفادت الدراسات أن تناول فول الصويا مرة أسبوعياً على الأقل يؤدي الى تفادي خطر الاصابة بسرطان القولون بنسبة 50%. 6. يمكن أن يحمي من سرطان بطانة الرحم بنسبة 50% نتيجة الدراسات التي أجريت على نساء تناولن الصويا على أنواعه. 7. يساهم في منع الاصابة بالسكتة القلبية، حيث أجريت التجارب على القردة والحيوانات، ومازالت تجرى التجارب والدراسات لتبرهن هذه النتيجة على...,"فول الصويا هو أحد أنواع البقوليات الشائعة في منطقة شرق آسيا. يتكون فول الصويا من البروتين بنسبة 36 % , 30 % من الكربوهيدرات ومحتوى جيد من المعادن , الفيتامينات , الألياف الغذائية اضافة الى الزيت بنسبة 20 % . أشارت الدراسات الحديثة الى دور فول الصويا في التقليل من خطر الاصابة بأمراض القلب والشرايين وسرطان البروستات , القولون والثدي , كما يُعد عاملاً للوقاية من الاصابة بهشاشة العظام المرافقة لانقطاع الطمث عند السيدات ويُخفف من حدة الهبات الساخنة المرافقة لهذه المرحلة .",0.695243,0.735284,0.714703
unseen100_015,ما معني كلمة sympathatic,genome المادة الوراثية والذي تعرف في DNA وتحتوي علي 20 الي 25 الف جين موجودة في نواة الخلية ومرتبة علي شكل 23 زوجا من الكروموسومات 22 منهاجسديه وواحد جنسية X Y وشرح هذا الموضوع يطول ويحتاج الي مقالة طويلة,معناها : تعاطفي، ودي,0.529273,0.568164,0.548029
unseen100_016,للاشخاص الي ليدهم حساسية الصدر من الغبار والرطوبة ما هو افضل علاج يمكن اخدة عند تهيج الصدر وضيق التنفس ...,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل,العلاج يكون عن طريق طبيب,0.536295,0.707878,0.610255
unseen100_017,السلام عليكم .. انا شاب في 20 من عمري كنت اعاني من ضعف في النمو الا اني في الاونه الاخيره نميت بشكل لا بأس به ولكني اعاني قصرا في الطول...,لا تخجل من عرض نفسك علي طبيب تخاطب يساعدك أفضل,طولك يعتبر ضمن الطبيعي وبإمكانك استشارة طبيب غدد صم,0.684175,0.694293,0.689197
unseen100_018,تظهر في جسدي مرات بقع دموية لا تالم و تختفي بعد يوم وانا لا اعاني من حمى او اي الم او دوخة و لا ارهاق و انا ام مرضع ما...,كثير من الفتيات يعانن من هذه الأعراض وذلك نتيجة انخفاض الضغط وبالتالي ارتفاع نبضات القلب والشعور بالدوخة والإجهاد وينصح بتناول وجبة الإفطار والإكثار من السوائل والأملاح .. ألف سلامة,ان كانت متكررة يجب الذهاب الي الطبيب لرؤية هذه البقع الدموية و شكلها و لونها ، من المحتمل ان تكون هناك مشكلة في الصفائح الدموية او في سيولة الدم,0.644945,0.648467,0.646701
unseen100_019,ما هو مرض الجدري وماهو العلاج وهل ممكن الوقايه منه,فضلاً كتابة التشخيص باللغة الإنجليزية,مرض معد خطير مع حويصلات، وهناك نوعان الجدري الكبير والجدري الصغير، أوالنبخ وهما متشابهان سريرياً، ولكن نسبة وفيات الجدري الكبير تزيد عن 30%، بينما لا تتجاوز النسبة في الصغير 1% ، وهو أخف تطوراً، ويتسبب عن عدوى بحمة خاصة. وتظهر أعراضه بعد فترة حضانة من 12 يوماً، وتبدأ برعشة وارتفاع فجائي في درجة الحرارة، مع ألم شديد في القطن، وتستمر هذه الحال حتى اليوم الرابع عشر من بدء المرض، حيث تهبط الحرارة فجأة، ويشعر المريض بالراحة لزوال آلام القطن. وبزوال الحمى والآلام يظهر، الطفح المميز للمرض على الوجه في شكل درنات صغيرة تسمى حليمات، ثم ينتشر من أعلى إلى أسفل حتى يغطي الساقين في مدى24 ساعة. ثم تبدأ تغييرات في وحدا ت الطفح فتتحول من حليمات إلى أكياس صغيرة بداخلها سائل رائق وتسمى حينئذ حويصلات، ثم يتعكر السائل الموجود داخل الحويصلات وحينئذ تسمى بالبثرات التي تجف وتتقشر. وبعد التقشر يترك الطفح آثاره على الجلد في شكل ندب (حفر) صغيرة تبقى مشوهة لصاحبها طول حياته. وقد يظهر الطفح كذلك على الأغشية المخاطية المبطنة للحنك وللزور وعلى ملتحمة العين فيفقدها البصر، والإصابة بالمرض تكسب صاحبها حصانة تقيه في الأغلب من المرض ثانية. تنتقل العدوى بواسط الرذاذ المتناثر من مسالك المريض، كما تنتقل بملامسته وملامسة الأدوات التي يستعملها. للوقاية من هذا المرض يطعم الأطفال في الأشهر الستة الأولى من عمرهم ويكرر التطعيم في حوالي السنة الخامسة، وفي حوالي سن البلوغ يطعم جميع السكان دورياً كل أربع سنوات. لا يوجد لعلاج المرض أي صادة، أو مادة كيماوية تؤثر على حمة الجدري، ولكن المداواة تخفف من الأعراض. كان الجدري من أول الأمراض التي حظيت باهتمام من منظمة الصحة العالمية ببرنامج عشري بدأ عام 1966، ويعتبر المرض الوحيد الذي تم استئصاله عالمياً.راجع جدري في القاموس.,0.630476,0.522496,0.57143
unseen100_020,ماهو علاج حريق جسم الانسان,الدواء الموصى به هو oxybutynin chloride 5 ملغ نصف حبة مرتين أو ثلاث مرات يوميًا تحت إشراف الطبيب.,"يختلف العلاج على حسب درجة الحريق
ولكن كاسعاف اولى فى البيت يجب ان يكون عندك مرهم مضاد الحروق",0.605427,0.61955,0.612407
unseen100_021,متى يتم اكتمال مخ الجنين حيث اننى عملت اشعة رباعية الابعاد ولوحظ ان جنين لايوجدفى مخه مايربط بين الفص الايمن والفص الايسر وهو الان فى الشهر الثامن ماذا افعل وهل...,من الطبيعي ان يكون البطن لين اثناء الحمل اما حركة الجنين التي تحت السرة فمكان الحركة يعتمد على وضع الجنين وقد تكون اسفل البطن او اعلاه المهم ان هناك حركة وعادة ما يصل الرحم الى مستوى السرة عند بداية الاسبوع 24 لذا لا ارى اي مشاكل لديك ولكني بالرغم من ذلك انصحك بعمل تصوير سونار للحمل للأطمئنان اكثر,يستمر نمو دماغ الجنين من ناحيه الحجم واكتمال واتصال الاعصاب حتى الشهر التاسع. ولكن بالنسبه الى ما وصفتيه يبدو انه تشوه خلقي وعليك استشاره جراح اطفال اعصاب . ولكن للتاكد من التشخيص الرجاء ارسال التشخيص العلمي لما شُخص من قبل طبيب الاشعه والاستفسار منه عن طرق العلاج.,0.694955,0.676535,0.685621
unseen100_022,السلام عليكم يا دكتور اريد ان اسالك هل يناسب ان اضع التقويم لاسناني شبه زينة وكم يكلف ذلك ارجوا الرد سريعا لوسمحت,اشربي قهوتك و شايك على راحتك مع المحافظة على تنظيف الاسنان.,ممكن على يد اخصائي كي يحسن او على اﻻقل ﻻ يسئ الى اﻻسنان ويوجد بريسز باشكال والوان مختلفة والسعر يختلف من بلد ﻻخر ومن طبيب ﻻخر,0.658855,0.623189,0.640526
unseen100_023,أعاني من ألم حاد بالضرس الأيمن في الفك العلوي ( قبل ضرس العقل ) تم عمل صورة أشعة و لم يظهر تسوس أصبح الالم يمتد الى العين حاليا تناولت ايروبروفين400مجم...,الألم قد يكون ناتجًا عن ضرس العقل، وقد يُنصح بإزالته إذا تسبب في الألم. يُنصح بمراجعة طبيب أسنان.,"مراجعة الطبيب كبداية
اخذ مضاد حيوي مع مسكن الم
يمكن تصوير الفم شعاعيا للتأكد من التسوس بين الأسنان.",0.697665,0.692527,0.695086
unseen100_024,انا بعاني للاسف من مشاكل كتير اولها بشرتي جافة جدا بيها بقع سوداء نتيجة حبوب قشرتها زمان والبقع مبتطلعش وجلد وزة في رجلي واكواعي وركبي سوداء واظافري بتتكسر بسهولة واصابع...,من الدليل المتاح، يُظهر أن فيرومين كبريتات الحديد قد يسبب حبوباً على الجلد، ما قد يفسّر البقع السوداء التي لاحظتها. إذا كنت تتناول هذا الدواء، يُنصح بمراجعة الطبيب.,السلام عليكم بالنسبه لجلد الوزة استخدمي كريم acretin و كريم carbamide يوميا مع بعض قبل النوم واحد هيقشر و الكريم التاني هيرطب و الكريمين دول لجلد الوزة فقط يعني ممنوع نحطه علي الوجه. بالنسبه للبقع لو مستعجله ممكن تعملي تقشير بارد في العياده او تستخدمي غسول Depiderm white mousse مع كريم neotone serum مرة قبل النوم بالنسبه للشعر لازم الاول تحليل 25-OH vitamin d Serum ferritin,0.641253,0.601107,0.620531
unseen100_025,أتناول فيتامينات ب كلها وب 12 واميغا من فترة طويلة حدث لي تنميل أصبح في كل جسمي سكر بدم قريب جدا من طبيعي أشك أن فيتامينات سبب تنميل هل هناك...,هذا يتطلب معرفة نسبة الضعف الموجود في العضلة القلبية ونسبة التضيق في الثلاثة شرايين المذكورة، كما أنه من الضروري معرفة الحالة الوظيفية لباقي أعضاء الجسم خاصة الكلى والجهاز التنفسي، والكبد وغيره، وفي جميع الأحوال في العادة تُعرض نتائج القثطرة على فريق طبي مُتخصص لتقييم كل هذه الأمور ومن ثم يتم اختيار الطريقة العلاجية التي تتناسب أكثر مع حالة المريض,طبعا له فحص والاجدر ان تاخذ الفيتامين بعد الفحص اذا تبين نقص ..عليك مراجعة طبيب اعصاب للفحص السريري واجراء اللازم,0.647125,0.663731,0.655323
unseen100_026,هل رائق الجير او رائق الكلس (كربونات الكالسيوم) ضار بصحة الانسان؟بمعني ان في بعض الدول العربية يستعملونه في نقع بعض الفاكهة لعمل مربي او بما يسمي المعقود فتنقع الفاكهة مدة...,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل,ليس هناك اي اضرار من تناول مادة كربونات الكالسيوم إذا ام تتجاوز الحد الطبيعي المسموح به وهو 2500مغم يوميا,0.5792,0.620267,0.599031
unseen100_027,هل تؤثر عشبة الزعتر على الأنثى و عند شرابها لعشبة الزعتر فهل تؤثر على صحتها ؟,"لشيب (الشعر الأبيض) ظهور الشيب عملية فسيولوجية تحدث عادة عند التقدم في العمر. وذلك عندما لا تستطيع الخلايا الملونة التي تفرز مادة الميلانين (والتي تعطي الشعرة اللون) الاستمرار في نشاطها، إذ تفقد الشعرة لونها وتصبح بيضاء وهذا ما يسمى ""بالشيب"". إن ظهور الشيب على شعر الرأس أو الوجه لا يعني مطلقاً التقدم بالسن فقد يظهر قبل البلوغ أو بعد ذلك نتيجة ظروف معينة. كما أن الاستعداد الشخصي والعوامل النفسية والوراثية لهما أثر مهم في ظهور الشيب المبكر. ويجب الإشارة بأن بعض حالات الشيب المبكر تكون مؤقتة، إذ قد تعاود الخلايا الملونة نشاطها مرة أخرى خاصة بعد زوال المؤثر وبالتالي يعود لون الشعر إلى وضعه العادي ويحدث هذا أحياناً في أمراض الحميات ومرض الثعلبة. أما إذا كان المؤثر على الخلايا الأم (الكيراتينوس...",اﻻفراط في تناول اﻻدوية واﻻعشاب الطبية له تاتيرات سلبية على صحة اﻻنسان عموما .وننصح باستشارة اﻻخصائين في الحاﻻت المرضية.,0.583052,0.659849,0.619078
unseen100_028,اعاني الربو والحساسية الانفية واستعمل منذ سنوات حبوب الكيتوتفين هل تؤثر علي للمستقبل وهل لها اضرار و اعاني من ظهور بقع حمراء على شكل اكزيما في الوجه من وقت لآخر...,أتمنى لك السلامة، وأود الإشارة إلى ضرورة مراجعة الطبيب لتحديد الأسباب المحتملة ووصف العلاج المناسب فلا يجب إهمال هذه الأعراض، وبشكل عام قد يكون ذلك ناجم عن العديد من الأسباب، ومنها الآتي: القلق أو التوتر. ممارسة الرياضة أو النشاط البدني. الجفاف. ارتفاع درجة حرارة الجسم. الحساسية. اضطرابات الغدة الدرقية. أمراض القلب. اضطرابات الجهاز التنفسي. الاضطرابات العصبية. للمزيد: ما هي اسباب زيادة ضربات القلب المفاجئ؟ ما هي أهم طرق علاج ضربات القلب السريعة في المنزل؟,ولماذا فقط ما ذكرتم من الادوية هناك الكثير من الادوية الاكثر كفائة,0.579709,0.658019,0.616386
unseen100_029,لماذا لم تنخفض حرارة ابني مع اني اعطيته تحاميل ديجلوجيسيك 12،5,سلامته.من الذي صرف له المضاد الحيوي وماذا كان تشخيصه؟,لم تنخفض لانك لم تأخذ ابنك للطبيب لمعرفة سبب الحرارة وعلاج السبب الاساسي للحرارة.,0.694212,0.678347,0.686188
unseen100_030,يشكو طفلي من عينه بعد تلقي ضربة عليها حينما كان يلعب يوجد احمرار حول العين وعندما يرمش العدسه تاتي من الزاويه اليسرى العلويه للعين وتستقر في الوسط ويشكو من الالم,يجب اخذ مسحة من هذه الافرازات بعيادة الطبيب وارسالها لعمل مزرعة لمعرفة نوع الميكروب.وفي بعض الحالات يحتاج الطفل لعلاج بالنضاد الحيوي عن طريق الفم الي جانب العلاج الموضعي ولمدة كافية للقضاء عالميكروب,يلزمه فحص عند طبيب العيون لتقييم الوضع,0.66924,0.720182,0.693777
unseen100_031,كم المده المتوقعه لظهور ماده الحشيش في البول علمنا بان الشخص منقطع عن التعاطي لمده اكثر من شهرين وهو متعاطي على خفيف يعني أسبوعين سجاره او سجارتين وله تقريبا في...,خروج الدم يعني وجود جرح في المثانة أو الإحليل. ويمكن آن يكون هذا ناتجاً عن وجود جرح ينزل منه الدم، حصوة في المثانة أو الإحليل؟ يمكمنك تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان، وبعدها يتحدد العلاج؟سلامتك,اسبوعين...ولكن الان ظهرت اجهزه حديثه تقيس اقل نسبة فى الدم,0.610459,0.655517,0.632186
unseen100_032,اجريت عملية شفط دهون وشد للبطن واشعر بتجمع مياة حول بطني مع العلم اني أرتدي المشد,النتيجه النهائيه لشفط الدهون تحتاج فى المتوسط لثلاثه اشهر . و لكن يجب مراجعه الطبيب لاستثناء وجود تجمع سوائل تحت الجلد,ممارسة بعض التمارين الرياضيه الخفيفه و وضع المشد مع ضرورة مراجعة الطبيب المسوول للكشف السريري و اعطاء العلاج اللازم,0.684603,0.691774,0.68817
unseen100_033,كيف يتم علاج ثقب في القلب لطفل حديث الولادة ؟ وكيف تتعامل الأم مع طفلها في هذه الحاله؟,في حال وجود اتجاه معكوس او عدم وجود مساحه كافيه لضرس العقل و يسبب اﻻم بدردات متفاوته ننصح عاده بخلع ضروس العقل و عليك مراجعه طبيبك او اخصائي جراحه وجه و فكين,التشخيص بعمل الايكو للقلب بواسطة متخصص قلب اطفال + الجراحة أو التدخل بالقسطرة بعد التشخيص نوع الثقب وطوله.,0.662129,0.690243,0.675894
unseen100_034,ما هيا الأدوية التي تساعد على معالجة الصرع او اي شئ يساعد في الشفاء من هذا المرض,العلاج الاهم هو السوائل للمحافظة على الكلى,"هناك العديد من الادوية تستخدم مثل carbamazepine (Carbatrol or Tegretol),phenytoin(Dilantin), valproate, and valproic acid
لكن يجب اشراف الطبيب و لا تستطيع اختيار دواء بدون استشارته
لانه توجد أنواع عديدة للصرع و هناك عدة عوامل تؤثر على اختيار الدواء
يقوم الطبيب بتشخيص الحالة و صرف الدواء المناسب",0.711053,0.606092,0.654391
unseen100_035,السلام عليكم .... الالم اسفل البطن من الجهة اليمن قصاد السرة ياتي الالم من وقت الا اخر عبارة عن طعنات,التخلص من الحصى يكون اولا بدراستها لمعرفة مكانها وخجمها وطبيعتها وبعد ذلك ممكن للطبيب ان يقرركيفية التخلص منها اما القولون العصبي فبأمكانك البحث في موقعنا الطبي عن ذلك وستجد كتابات عديدة وقيمة,يرجى عمل اشعه تلفزيونيه على البطن وتحاليل البول والبراز وعرضها على الطبيب المختص لتقييم الحاله ووصف العلاج المناسب,0.679642,0.691498,0.685519
unseen100_036,طريقه علاج الورم الدموي عند الاطفال حديثي الولاده حيث ان مكان الورم تحت الاذن اليسرى قريب جدا من عصب الوجه,أهلا بحضرتك ........... خطة العلاج تختلف حسب نوعها ، و سببها ، و عمر الطفل ، ووجود عوامل خطورة مصاحبة لدي الطفل من عدمه ،،،،،،،،،،،،،،،،،،،،،،،،،,يوجه السؤال لاختصاصي جراحة اطفال.,0.543894,0.654145,0.593947
unseen100_037,عندي احتقان بين الانف و الحلق من جوا لا اعلم كيف اوصف المكان لكن المهم احس بحكة في الحلق كل شوي تجيني و شعور مزعج رغم ان لا يوجد بلغم...,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل,"هذا غالباً سببه الحساسية
خد مضاد تحسس مثل اللوراتيدين او راجع طبيب",0.59295,0.653196,0.621617
