query_id,query,candidate_answer,reference_answer,bertscore_precision,bertscore_recall,bertscore_f1
evalv1_011,تم عمل منظار للمعدة مرتين وأظهر أن هناك إلتهاب في المرئ والمعدة (شديد ) فما هو العلاج المناسب ؟ المريض أنثي 55 سنة,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل [E1 | ahd5k_00970],اظن انه يجب ان نعرف السبب لهذا الالتهاب ولهذا من الجيد عمل فحص ال H. pylori واعلامي بالنتيجة,0.59155,0.659904,0.62386
evalv1_012,السلام عليكم عندي مشكلة بلثة ضرس تمت معالجة العصب وازالته لكن اللثة المحيطة بالعصب تؤلم عند لمسها هل هاذا يعني انه تضرر و او في خراج يؤدي الى قلع الضرس...,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: الوردي هو اللون الطبيعي للثة السليمة و الاحمرار علامة التهاب ..... و التهاب اللثة في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية ... الحل باجراء تنظيف للاسنان عند الطبيب و تفريش الاسنان بطريقة صحيحة و استعال مضمضة طبية و اتباع التعليمات الاضافية التي يمليها عليك الطبيب [E3 | ahd5k_00736],ليس بالضرورة ذلك ... حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام ... اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,0.66681,0.691986,0.679164
evalv1_013,تعديل السؤال السابق السؤال /لدي تحليل دم +بول وانتم بكرامه بعد أقل من شهر ولست واثق من سلامة دمي من السموم نوع السموم هي حبوب منشطه تُأخذ عن طريق الفم...,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: عزيزتي غالباً عن استخدام هرمون الثايروكسين بالجرعة المطلوبة يتحسن النوم لدى الأغلبية ولذلك يجب التأكد ان الجرعة كافية عن طريق تحليل الدم لمستوى هرمون الغدة tsh والأمر الآخر يتطلب استقصاء الأسباب الاخرى لكثرة النوم او الخمول والكسل بشكل عام العضوية والنفسية [E6 | ahd5k_00791],ما هو إسم الحبوب المنشطة التي تتناولها خاصة الإسم العلمي لها وليس التجاري حيث يُمكن التعرف عليها وبالتالي وصف آثارها,0.619751,0.655358,0.637057
evalv1_014,السلام عليكم بعد زيارتي لطبيب الأسنان و معالجة السن بدى لون أزرق في اللثة قرب جذر السن و أظن مكان تخدير السن ممكن معرفة السبب,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: الوردي هو اللون الطبيعي للثة السليمة و الاحمرار علامة التهاب ..... و التهاب اللثة في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية ... الحل باجراء تنظيف للاسنان عند الطبيب و تفريش الاسنان بطريقة صحيحة و استعال مضمضة طبية و اتباع التعليمات الاضافية التي يمليها عليك الطبيب [E1 | ahd5k_00736],ازرقاق اللثة بعد عمل جراحي أو اجراء علاجي قد يكون رضي في بعد الحالات ويسبب هكذا تغير باللون، في حال عدم وجود ألم أو أعراض فموية غير طبيعية فيجب اعطاء المنطقة الوقت الكافي للشفاء والتي قد تكون مدة أسبوع وسطيا، ان استمرت الأعراض لبعدها أو زادت سوءا عندها يجب مراجعة الطبيب لفحص المنطقة والتأكد من العلاج.,0.671569,0.685216,0.678324
evalv1_015,انا شخص مدخن من ٣ سنوات من امس اصبحت اشعر بصعوبة اخذ النفس لدرجة اشعر بالنعاس وقلة التركيز اليوم رحت للطبيب عملي اكس راي وقلي عندي التهاب قصبات هوائية وصفلي...,"بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: عليكم السلام يمكنك اخذ دواء من فصيلة ايزومبرازول مثل النيكسيام 40 مج لمدة شهر على الاقل و ايضا يجب عمل فحص PT, PTT, INR لفحص سيولة [E5 | ahd5k_00480]",هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,0.632716,0.654649,0.643496
evalv1_016,والدى سمين وعنده كرش ودائما يشعر بالجوع ولا يقدر ان يسمح لنفسه ان لا ياكل وجبة االعشاء فهل من علاج مانع للشهية وتخسيس الكرش والدى عنده 50 سنة,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين [E3 | ahd5k_00812],يجب مراجعة اخصائي تغذية ليساعده على تنظيم وجباته والتحكم في نوع وكمية الطعام التي يتناولها ويفضل الابتعاد تماما عن الادوية لانها ذات اضرار جانبية كما انها لا تساعد على تغيير العادات الغذائية فيعود الجسم لاكتساب الوزن عند التوقف عنها,0.653736,0.673019,0.663237
evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اشربي قهوتك و شايك على راحتك مع المحافظة على تنظيف الاسنان. [E1 | ahd5k_00315],"إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ. أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً. لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.",0.65988,0.668912,0.664366
evalv1_018,عملت تحليل كولسترول لزوجي وكانت النتائج Total cholesterol 200 LDL 119 HDL 33 VLDL 48 Fasting Triglycerides 245 هل النسبة مرتفعة جدا وهل هناك خطر عمر زوجي 45 سنة ويعاني...,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: يجب اجراء الفحص السريري و الفحوصات المخبرية لتحديد السبب ثم العلاج [E1 | ahd5k_04490],تركيز الدهون الثلاثية والكوليستيرول الضار مرتفعة أما تركيز الدهون الجيدة فهو منخفض . ننصح بمراجعة الطبيب الباطني المختص لاتخاذ الاجراء العلاجي اللازم .,0.669577,0.675622,0.672586
evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: نعم هنالك عدد من اختصاصي جراحة الاكفاء في عمان الرجاء الاتصال بنا لدى حضوركم وسوف نقوم بالاتمام شخصيا لانتقاء افضل اطباء جراحي الاطفال لاجراء العمليه. د.سليمان ضبيط مدير وحدة الاخصاب والوراثة +962-6-4647217 +962-6-4644281 +692-79-5544688 [E1 | ahd5k_00604],الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,0.578994,0.639752,0.607859
evalv1_020,لدي خصيه 3800000 ثمان وثلاثين مليون هل كافيه للانجاب وهل الخصيه اليمنى للذكر واليسرى للانثى بمعنى ان لدي اليسري فقط هل نسلي اناث ونصائحك,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل [E1 | ahd5k_00970],العدد كافي وزياده للانجاب ويوجد كثيرون بخصيه واحده يؤدون واجبهم الزوجي وينجبون المعتقدات التي لديك لا اساس لها بتاتا,0.600396,0.654622,0.626338
evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل [E4 | ahd5k_00970],هو علاجي و وقائي علاجي من ناحية انه يخفف من التهاب الطرق التنفسية ووقائي انه يخفف من تكرار الاعراض,0.616511,0.694506,0.653188
evalv1_022,ماسبب خروج دم قليل جدا في فترات نادره مع المخاط والبلغم. ?,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل [E2 | ahd5k_00970],يجب اجراء بعض الفحوصات المخبريه مثل صفائح الدم وعوامل التخثر وأشعة الصدر لمعرفة السبب.امنياتي بدوام الصحه والعافيه,0.600714,0.678191,0.637106
evalv1_023,السلام عليكم فحصة السكر بعد الاكل فوجدة 112 هل هو عادي جزاكم الله كل خير,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: هذا يتطلب معرفة نسبة الضعف الموجود في العضلة القلبية ونسبة التضيق في الثلاثة شرايين المذكورة، كما أنه من الضروري معرفة الحالة الوظيفية لباقي أعضاء الجسم خاصة الكلى والجهاز التنفسي، والكبد وغيره، وفي جميع الأحوال في العادة تُعرض نتائج القثطرة على فريق طبي مُتخصص لتقييم كل هذه الأمور ومن ثم يتم اختيار الطريقة العلاجية التي تتناسب أكثر مع حالة المريض [E2 | ahd5k_04912],عليك بتجنب السكريات استعمل العسل و اشرب ماء اوراق الزيتون المغلية فيه انه فعال في الحفاض على المستوى الطبيعي و السكر عادة يقاس بصيام ٨ الى ١٢ ساعة قبل التحليل حاول قياسه FBS و اخبرني النتيجة,0.65704,0.690706,0.673453
evalv1_024,اشعر بخدر في قدمي اليسري واكنها مش موجوده او اكن اعصابي في قدمي اليسري فكه خالص فما السبب,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: خروج الدم يعني وجود جرح في المثانة أو الإحليل. ويمكن آن يكون هذا ناتجاً عن وجود جرح ينزل منه الدم، حصوة في المثانة أو الإحليل؟ يمكمنك تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان، وبعدها يتحدد العلاج؟سلامتك [E1 | ahd5k_00666],الاسباب كثيره الفحص السريري مهم عليك مراجعة طبيب اعصاب لاجراء اللازم او لتوجيهك للتخصص المعني,0.613096,0.65877,0.635113
evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: ان هرمون الثيروكسين (هرمون الغده الدرقيه) مهم لنمو الجنين العقلي والجسدي، لذلك فان نقص افراز هذا الهرمون الذي يكون نتيجه خمول بالغده الدرقيه قد يؤدي اذا لم تتم معالجته لمده طويله خلال الحمل وخاصه في الثلث الثاني والثالث من الحمل الى تشوهات خلقية وحالات التقزم [E2 | ahd5k_00048],تغيرات في الشخصية عدم القدرة على التحكم في البول و عدم القدرة على استيعاب المفاهيم,0.617028,0.685144,0.649305
evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: من الاعشاب التي قد تساعد على حل المشكلة وتنظيم الدورة الشهرية وهي طبعا لا تغني عن الدواء وعلاج السبب الاساسي لعدم انتظام الدورة ، نذكر: اكليل الجبل، الميرمية، البقدونس، حشيشة الملاك، البردقوش، القرفة، الزنجبيل، والكرفس. [E1 | ahd5k_04015],"عدم انتظام الدوره الشهريه لديك يمكن ان يكون نتيجه لوجود تكيس على المبايض، وهو عباره عن اضطراب بعمليه الإباضة الطبيعية بسبب خلل هرموني في الجسم وهو يكون أحيانا متلازما مع عدة أعراض تظهر معا على المريضة مثل اضطرابات الدورة الشهرية (عادة\"" تكون ادوره الشهريه متباعده) اوازدياد وزن الجسم او ظهور الشعر الخشن في مناطق مختلفة من جسم المرأة. لذا انصحك بمراجعه طبيبك النسائيه لاجراء الفحوصات الهرموتيه الازمه مثل(اف،اس،اتش +ال،اتش+تستسترون+) وكذلك فحص لهرمون الحليب وايضا\"" فحص بجهاز الموجات الفوق صوتيه للمبايض لتشخيص حالتك ومن ثم العلاج حسب التشخيص",0.665077,0.618734,0.641069
evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,"بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: يعاني العديد من الأشخاص من حالة صحية تسمى نشاط الغدة الدرقية حيث يحدث في هذه الحالة إفراز كمية كبيرة من هرمونات الغدة الدرقية وهما ثلاثي يودوثيرونين (T3) وهرمون ثيروكسين (T4). ويوجد العديد من الحالات الصحية التي تسبب نشاط الغدة الدرقية ومن أسباب نشاط الغدة الدرقية ما يلي: الإصابة بأحد اضطرابات المناعة الذاتية الوراثية مثل مرض جريفز، حيث يتم إنتاج أجسام مضادة تهاجم الغدة الدرقية وتسبب إنتاج كميات كبيرة من هرمونات الغدة الدرقية. وتشيع هذه الحالة عند الإناث مقارنة بالذكور وتشكل حوالي 85% من حالات نشاط الغدة الدرقية. الإصابة بحالة تسمى عقيدات الغدة الدرقية، وهي عبارة عن كتلة في الغدة الدرقية تسبب إنتاج هرمونات الغدة الدرقية بكمية أكبر مما يحتاجه الجسم, الإصابة بحالة تسمى التهاب الغدة الدرقية.... [E1 | ahd5k_02200]",يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,0.578342,0.631512,0.603759
evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: ماهي تحاليل وظائف الكبد وصوره الدم ونتيجه الاشعه التليفزيونيه [E3 | ahd5k_01220],"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",0.658125,0.657155,0.65764
evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اللمف سائل شفاف، يميل لونه إلى الصفرة يشبه في تركيبه تركيب الدم إلا أنّه لا يحتوي على كرات دم حمراء بل كرات دم بيضاء. يتكون من بقايا السائل النسيجي وجزيئات البروتين والكريات البيضاء وبعض مكونات الجهاز المناعي الأخرى يساهم في نقل الدسم من المعي الدقيق إلى القلب. [E2 | ahd5k_00291],اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,0.677586,0.724108,0.700075
evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج [E3 | ahd5k_04611],لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,0.650862,0.681371,0.665767
evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,بحسب الأدلة المسترجعة من قاعدة AHD، يمكن الإجابة كالتالي: اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من ما تعانيه هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم يجب التأكد من ذلك وانصحك بان تطلب معاينة من اخصائي حساسية لكي يعطيك التشخيص النهائي وعندها الطريق الى العلاج يكون اسهل [E6 | ahd5k_00970],من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,0.595469,0.669732,0.630421
