relation_id,chunk_id,qa_id,candidate_relation_type,validated_relation_type,keep,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,evidence,confidence,reason,provider,model,edge_id,original_relation_id,graph_relation_type,edge_direction
rel_seed_4e0920fcda8ee854,chunk_00001,ahd5k_03872,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,0.890,Direct symptom linkage in inflammation context,groq,qwen/qwen3-32b,rel_seed_4e0920fcda8ee854__inverse,rel_seed_4e0920fcda8ee854,SYMPTOM_OF,inverse
rel_seed_b17e2cb75449ca9f,chunk_00001,ahd5k_03872,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_28acc791e82d,تعب,Symptom,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,0.880,Fatigue explicitly mentioned as symptom of inflammation,groq,qwen/qwen3-32b,rel_seed_b17e2cb75449ca9f,rel_seed_b17e2cb75449ca9f,HAS_SYMPTOM,direct
rel_seed_b17e2cb75449ca9f,chunk_00001,ahd5k_03872,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_28acc791e82d,تعب,Symptom,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,0.880,Fatigue explicitly mentioned as symptom of inflammation,groq,qwen/qwen3-32b,rel_seed_b17e2cb75449ca9f__inverse,rel_seed_b17e2cb75449ca9f,SYMPTOM_OF,inverse
rel_seed_f0f432e62cc5ed96,chunk_00002,ahd5k_00020,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_0311bc90ba75,حليب مكسر بروتين الحليب,Treatment,اعطيها حليب مكسر بروتين الحليب بالكامل او حليب رز,0.850,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_f0f432e62cc5ed96,rel_seed_f0f432e62cc5ed96,TREATED_BY,direct
rel_seed_f0f432e62cc5ed96,chunk_00002,ahd5k_00020,TREATED_BY,TREATED_BY,true,ent_treatment_0311bc90ba75,حليب مكسر بروتين الحليب,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,اعطيها حليب مكسر بروتين الحليب بالكامل او حليب رز,0.850,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_f0f432e62cc5ed96__inverse,rel_seed_f0f432e62cc5ed96,TREATS,inverse
rel_seed_df369e76bea13661,chunk_00002,ahd5k_00133,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_45a78ee47153,نازونكس,Treatment,بدائل يوجد نازونكس وافاميز وتابونكس وفليكسونيز,0.850,Explicit treatment alternative listed for allergy,groq,qwen/qwen3-32b,rel_seed_df369e76bea13661,rel_seed_df369e76bea13661,TREATED_BY,direct
rel_seed_df369e76bea13661,chunk_00002,ahd5k_00133,TREATED_BY,TREATED_BY,true,ent_treatment_45a78ee47153,نازونكس,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,بدائل يوجد نازونكس وافاميز وتابونكس وفليكسونيز,0.850,Explicit treatment alternative listed for allergy,groq,qwen/qwen3-32b,rel_seed_df369e76bea13661__inverse,rel_seed_df369e76bea13661,TREATS,inverse
rel_seed_036615e69fe27f5a,chunk_00003,ahd5k_01231,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_f4b5c1573769,مضاد الهيستامين,Treatment,استخدمي مضاد هيسامين وكورتيزون موضعي,0.900,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_036615e69fe27f5a,rel_seed_036615e69fe27f5a,TREATED_BY,direct
rel_seed_036615e69fe27f5a,chunk_00003,ahd5k_01231,TREATED_BY,TREATED_BY,true,ent_treatment_f4b5c1573769,مضاد الهيستامين,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,استخدمي مضاد هيسامين وكورتيزون موضعي,0.900,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_036615e69fe27f5a__inverse,rel_seed_036615e69fe27f5a,TREATS,inverse
rel_seed_8e92aaaff3cb2b47,chunk_00003,ahd5k_01231,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_843876e28a68,كورتيزون,Treatment,استخدمي مضاد هيسامين وكورتيزون موضعي,0.900,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_8e92aaaff3cb2b47,rel_seed_8e92aaaff3cb2b47,TREATED_BY,direct
rel_seed_8e92aaaff3cb2b47,chunk_00003,ahd5k_01231,TREATED_BY,TREATED_BY,true,ent_treatment_843876e28a68,كورتيزون,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,استخدمي مضاد هيسامين وكورتيزون موضعي,0.900,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_8e92aaaff3cb2b47__inverse,rel_seed_8e92aaaff3cb2b47,TREATS,inverse
rel_seed_2a16da29661e0d27,chunk_00003,ahd5k_01231,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_433492431144,تحليل الحساسية,Test,اعملي تحليل حساسية المضادات,0.850,Test explicitly linked to allergy diagnosis,groq,qwen/qwen3-32b,rel_seed_2a16da29661e0d27,rel_seed_2a16da29661e0d27,DIAGNOSED_BY,direct
rel_seed_2a16da29661e0d27,chunk_00003,ahd5k_01231,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_433492431144,تحليل الحساسية,Test,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,اعملي تحليل حساسية المضادات,0.850,Test explicitly linked to allergy diagnosis,groq,qwen/qwen3-32b,rel_seed_2a16da29661e0d27__inverse,rel_seed_2a16da29661e0d27,DIAGNOSES,inverse
rel_seed_6687872658c864ac,chunk_00003,ahd5k_01245,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_3f0d2e079b73,RAST Test,Test,معرفة سبب الحساسيه يتم ذلك عن طريق RAST Test,0.850,Test explicitly linked to allergy diagnosis,groq,qwen/qwen3-32b,rel_seed_6687872658c864ac,rel_seed_6687872658c864ac,DIAGNOSED_BY,direct
rel_seed_6687872658c864ac,chunk_00003,ahd5k_01245,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_3f0d2e079b73,RAST Test,Test,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,معرفة سبب الحساسيه يتم ذلك عن طريق RAST Test,0.850,Test explicitly linked to allergy diagnosis,groq,qwen/qwen3-32b,rel_seed_6687872658c864ac__inverse,rel_seed_6687872658c864ac,DIAGNOSES,inverse
rel_seed_c4c6c926d85ac5f6,chunk_00004,ahd5k_02039,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,لابد من رؤيتها من قبل طبيب وعمل تحاليل خاصه بالحساسيه,0.850,The QA explicitly states that specific allergy tests are required to confirm the diagnosis of the allergy condition.,groq,qwen/qwen3-32b,rel_seed_c4c6c926d85ac5f6,rel_seed_c4c6c926d85ac5f6,DIAGNOSED_BY,direct
rel_seed_c4c6c926d85ac5f6,chunk_00004,ahd5k_02039,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_dd68aa784555,تحاليل مخبرية,Test,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,لابد من رؤيتها من قبل طبيب وعمل تحاليل خاصه بالحساسيه,0.850,The QA explicitly states that specific allergy tests are required to confirm the diagnosis of the allergy condition.,groq,qwen/qwen3-32b,rel_seed_c4c6c926d85ac5f6__inverse,rel_seed_c4c6c926d85ac5f6,DIAGNOSES,inverse
rel_seed_e43cc896f52f8b30,chunk_00006,ahd5k_00812,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_cbf0b7b10d4f,تجنب المنتجات التي تحوي جلوتين,Treatment,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,0.950,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_e43cc896f52f8b30,rel_seed_e43cc896f52f8b30,TREATED_BY,direct
rel_seed_e43cc896f52f8b30,chunk_00006,ahd5k_00812,TREATED_BY,TREATED_BY,true,ent_treatment_cbf0b7b10d4f,تجنب المنتجات التي تحوي جلوتين,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,0.950,Direct treatment recommendation for allergy,groq,qwen/qwen3-32b,rel_seed_e43cc896f52f8b30__inverse,rel_seed_e43cc896f52f8b30,TREATS,inverse
rel_seed_19c18472a8cd7446,chunk_00006,ahd5k_02124,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_symptom_66c2e60e8e52,نشفان,Symptom,واشعر بنشفان دائم في الحلق,0.900,Symptom explicitly linked to allergy,groq,qwen/qwen3-32b,rel_seed_19c18472a8cd7446,rel_seed_19c18472a8cd7446,HAS_SYMPTOM,direct
rel_seed_19c18472a8cd7446,chunk_00006,ahd5k_02124,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_66c2e60e8e52,نشفان,Symptom,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,واشعر بنشفان دائم في الحلق,0.900,Symptom explicitly linked to allergy,groq,qwen/qwen3-32b,rel_seed_19c18472a8cd7446__inverse,rel_seed_19c18472a8cd7446,SYMPTOM_OF,inverse
rel_seed_06067f3481a14bb7,chunk_00006,ahd5k_02124,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_341d574d8fe5,التهاب اللوزتين,DiseaseCondition,ent_symptom_66c2e60e8e52,نشفان,Symptom,نشفان دائم في الحلق,0.900,Symptom explicitly linked to tonsillitis,groq,qwen/qwen3-32b,rel_seed_06067f3481a14bb7,rel_seed_06067f3481a14bb7,HAS_SYMPTOM,direct
rel_seed_06067f3481a14bb7,chunk_00006,ahd5k_02124,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_66c2e60e8e52,نشفان,Symptom,ent_diseasecondition_341d574d8fe5,التهاب اللوزتين,DiseaseCondition,نشفان دائم في الحلق,0.900,Symptom explicitly linked to tonsillitis,groq,qwen/qwen3-32b,rel_seed_06067f3481a14bb7__inverse,rel_seed_06067f3481a14bb7,SYMPTOM_OF,inverse
rel_seed_7bf1fcd6399c6209,chunk_00006,ahd5k_02124,TREATED_BY,TREATED_BY,true,ent_symptom_66c2e60e8e52,نشفان,Symptom,ent_treatment_e341edad55d8,تقوية المناعة,Treatment,تقوية المناعة... يحسن حالتك,0.850,Direct treatment recommendation for dryness symptom,groq,qwen/qwen3-32b,rel_seed_7bf1fcd6399c6209,rel_seed_7bf1fcd6399c6209,TREATED_BY,direct
rel_seed_7bf1fcd6399c6209,chunk_00006,ahd5k_02124,TREATED_BY,TREATED_BY,true,ent_treatment_e341edad55d8,تقوية المناعة,Treatment,ent_symptom_66c2e60e8e52,نشفان,Symptom,تقوية المناعة... يحسن حالتك,0.850,Direct treatment recommendation for dryness symptom,groq,qwen/qwen3-32b,rel_seed_7bf1fcd6399c6209__inverse,rel_seed_7bf1fcd6399c6209,TREATS,inverse
rel_seed_b6bc52a8678af246,chunk_00006,ahd5k_02124,TREATED_BY,TREATED_BY,true,ent_symptom_66c2e60e8e52,نشفان,Symptom,ent_treatment_c48b0529e8b1,شراب ECHINACEA,Treatment,شراب ECHINACEA يحسن حالتك,0.850,Direct treatment recommendation for dryness symptom,groq,qwen/qwen3-32b,rel_seed_b6bc52a8678af246,rel_seed_b6bc52a8678af246,TREATED_BY,direct
rel_seed_b6bc52a8678af246,chunk_00006,ahd5k_02124,TREATED_BY,TREATED_BY,true,ent_treatment_c48b0529e8b1,شراب ECHINACEA,Treatment,ent_symptom_66c2e60e8e52,نشفان,Symptom,شراب ECHINACEA يحسن حالتك,0.850,Direct treatment recommendation for dryness symptom,groq,qwen/qwen3-32b,rel_seed_b6bc52a8678af246__inverse,rel_seed_b6bc52a8678af246,TREATS,inverse
rel_seed_982decef15a095a6,chunk_00008,ahd5k_01190,TREATED_BY,TREATED_BY,true,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,0.920,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب,groq,qwen/qwen3-32b,rel_seed_982decef15a095a6,rel_seed_982decef15a095a6,TREATED_BY,direct
rel_seed_982decef15a095a6,chunk_00008,ahd5k_01190,TREATED_BY,TREATED_BY,true,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,0.920,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب,groq,qwen/qwen3-32b,rel_seed_982decef15a095a6__inverse,rel_seed_982decef15a095a6,TREATS,inverse
rel_seed_4c0806798fc3b63e,chunk_00010,ahd5k_04473,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_c8b276e9a67b,التهاب المفاصل,DiseaseCondition,ent_symptom_202dedeff038,ألم المفاصل,Symptom,الحد من التهاب المفاصل والتخفيف من ألم المفاصل,0.920,Direct medical causality between arthritis and joint pain is well-established,groq,qwen/qwen3-32b,rel_seed_4c0806798fc3b63e,rel_seed_4c0806798fc3b63e,HAS_SYMPTOM,direct
rel_seed_4c0806798fc3b63e,chunk_00010,ahd5k_04473,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_202dedeff038,ألم المفاصل,Symptom,ent_diseasecondition_c8b276e9a67b,التهاب المفاصل,DiseaseCondition,الحد من التهاب المفاصل والتخفيف من ألم المفاصل,0.920,Direct medical causality between arthritis and joint pain is well-established,groq,qwen/qwen3-32b,rel_seed_4c0806798fc3b63e__inverse,rel_seed_4c0806798fc3b63e,SYMPTOM_OF,inverse
rel_seed_28ce871fa8d02466,chunk_00011,ahd5k_04697,TREATED_BY,TREATED_BY,true,ent_diseasecondition_c4254d272647,دوالي الساقين,DiseaseCondition,ent_treatment_6528bb63fe9c,فينوروتون,Treatment,العلاج : 1-- تنفيذ النصائح السابقة وتناول علاج بسيط مثل فينوروتون,0.850,العلاقة تربط الدوالي بالعلاج (فينوروتون) مباشرة، مع دعم من النص.,groq,qwen/qwen3-32b,rel_seed_28ce871fa8d02466,rel_seed_28ce871fa8d02466,TREATED_BY,direct
rel_seed_28ce871fa8d02466,chunk_00011,ahd5k_04697,TREATED_BY,TREATED_BY,true,ent_treatment_6528bb63fe9c,فينوروتون,Treatment,ent_diseasecondition_c4254d272647,دوالي الساقين,DiseaseCondition,العلاج : 1-- تنفيذ النصائح السابقة وتناول علاج بسيط مثل فينوروتون,0.850,العلاقة تربط الدوالي بالعلاج (فينوروتون) مباشرة، مع دعم من النص.,groq,qwen/qwen3-32b,rel_seed_28ce871fa8d02466__inverse,rel_seed_28ce871fa8d02466,TREATS,inverse
rel_seed_7ba94027e8803b24,chunk_00011,ahd5k_04697,TREATED_BY,TREATED_BY,true,ent_diseasecondition_c4254d272647,دوالي الساقين,DiseaseCondition,ent_treatment_f5d29134c577,العلاج بالليزر,Treatment,6--وافضل طريقة هي العلاج بالليزر حيث أثبتت الأبحاث العالمية نجاحا يفوق الجراحات الأخرى .,0.850,العلاقة تربط الدوالي بالعلاج بالليزر مباشرة، مع دعم من النص.,groq,qwen/qwen3-32b,rel_seed_7ba94027e8803b24,rel_seed_7ba94027e8803b24,TREATED_BY,direct
rel_seed_7ba94027e8803b24,chunk_00011,ahd5k_04697,TREATED_BY,TREATED_BY,true,ent_treatment_f5d29134c577,العلاج بالليزر,Treatment,ent_diseasecondition_c4254d272647,دوالي الساقين,DiseaseCondition,6--وافضل طريقة هي العلاج بالليزر حيث أثبتت الأبحاث العالمية نجاحا يفوق الجراحات الأخرى .,0.850,العلاقة تربط الدوالي بالعلاج بالليزر مباشرة، مع دعم من النص.,groq,qwen/qwen3-32b,rel_seed_7ba94027e8803b24__inverse,rel_seed_7ba94027e8803b24,TREATS,inverse
rel_seed_ff666fc9288a7df2,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_fd42eb263b89,اكليل الجبل,Treatment,اكليل الجبل,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_ff666fc9288a7df2,rel_seed_ff666fc9288a7df2,TREATED_BY,direct
rel_seed_ff666fc9288a7df2,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_fd42eb263b89,اكليل الجبل,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,اكليل الجبل,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_ff666fc9288a7df2__inverse,rel_seed_ff666fc9288a7df2,TREATS,inverse
rel_seed_410b5987d20de0d3,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_b792fc31b8bb,الميرمية,Treatment,الميرمية,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_410b5987d20de0d3,rel_seed_410b5987d20de0d3,TREATED_BY,direct
rel_seed_410b5987d20de0d3,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_b792fc31b8bb,الميرمية,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,الميرمية,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_410b5987d20de0d3__inverse,rel_seed_410b5987d20de0d3,TREATS,inverse
rel_seed_326f7e183a766cef,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_c91b15de897a,البقدونس,Treatment,البقدونس,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_326f7e183a766cef,rel_seed_326f7e183a766cef,TREATED_BY,direct
rel_seed_326f7e183a766cef,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_c91b15de897a,البقدونس,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,البقدونس,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_326f7e183a766cef__inverse,rel_seed_326f7e183a766cef,TREATS,inverse
rel_seed_efa5cdecacaf49f5,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_c2ead061e2d0,حشيشة الملاك,Treatment,حشيشة الملاك,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_efa5cdecacaf49f5,rel_seed_efa5cdecacaf49f5,TREATED_BY,direct
rel_seed_efa5cdecacaf49f5,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_c2ead061e2d0,حشيشة الملاك,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,حشيشة الملاك,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_efa5cdecacaf49f5__inverse,rel_seed_efa5cdecacaf49f5,TREATS,inverse
rel_seed_9771359a526fa098,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_fc32e4036e25,البردقوش,Treatment,البردقوش,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_9771359a526fa098,rel_seed_9771359a526fa098,TREATED_BY,direct
