query_id,query,query_group,reference_answer,category,ahd_row_index,sampling_seed,annotation_status
unseen100_011,سروتونين ماذا يستخدم؟,unseen_random_stratified_100,"للسيروتونين تأثيرات محيطية ومركزية حسب توزعه ومستقبلاته
محيطيا:يختلف تأثيره في الإوعيةوالقلب حسب المقدار وحالة الأوعية، ويحدث انقباضا في أوعية الكلوة ، وأحيانا توسعا في الأوعية.
ويحدث توسعا في الأوعية الإكليلية،وانقباضا في الأوردة، وهو مسؤول عن تكون الخثرات الوريدية، ويزيد من النفوذية الوعائية
يجدث تأثيرا في الضغط الشرياني وفق التأثيرات الوعائية القلبية فيرفع الضغط أو يخفضه.
يقلص السيروتونين المعي الدقيق والرحم والقصبات والحالب فيزيد من الحركة المعوية، كما يحدث إقياآت بتأثير محيطي على المستقبلات في النهايات العصبية المبهمية للأنبوب الهضمي.
يتصف بفعل مولد للقرحة، ويقبض القصبات ويقلص الرحم
يتدخل في التظاهرات الآرجية والإلتهابية، وفي الشقيقة وفي قصور التروية القلبية
مركزيا:يتدخل مركزيا في تنظيم النوم(الميلاتونين) تعديل المزاج( فقعل مضاد للإلتهاب)، وفي تنظيم الحرارة والشهية
يملك تأثيرا مضادا للاكتئاب",هرمونات,804813,20260726,source_answer_reference_not_human_adjudicated
unseen100_012,اعاني من الم في فم المعده متاكد ليست قرحه يزيد هذا الالم بالزيتيات والحوامض باستثناء الزعل والخوف تحديدت ما افضل العلاج وفتره الاستخدام اثابكم الله,unseen_random_stratified_100,يجب اجراء فحص الجرثومة الحلزونية واعلامنا بالنتيجة,أمراض الجهاز الهضمي,532392,20260726,source_answer_reference_not_human_adjudicated
unseen100_013,هل هناك علاقة بين شكل ووظيفة إي خلية في جسم الإنسان ولماذا,unseen_random_stratified_100,بصفة عامة التركيبة والشكل والوظيفة يتشابه بين خلية وأخرى، ولكن هناك بعض التفاصيل الدقيقة تميز كل خلية عن الأخرى وفقاً لنوع النسيج والجهاز الذي تدخل في تركيبته ، ولتبسيط الأمر يمكنك ملاحظة ذلك في حجم وشكل ووظيفة الخلية العصبية مثلاً مقارنة مع ما هو في الخلية الدموية,علم الأنسجة,776084,20260726,source_answer_reference_not_human_adjudicated
unseen100_014,كيف يتم تنظيم الساعة البيولوجية للاشخاص العاملين بنظام الورديات؟,unseen_random_stratified_100,"ترتبط الساعة البيولوجية بالضوء والظلام الطبيعيين، و هناك صعوبة كبيرة، وبما خطورة في محاوولة تعديلها لعلاقتها بافراز بعض الهرمونات ، ولكن هناك مراكز معالجة اضطرابات النوم في الولايات المتحدة نجحت في تحقيق بعض النجاح
تحياتي",كيمياء حيوية,779350,20260726,source_answer_reference_not_human_adjudicated
unseen100_015,هل عدم استقامه البول عند النزول ونزوله عشوائي ومبعثر دليل ع عدم العذريه ام هالمعلومه خاطيه,unseen_random_stratified_100,لا علاقه للعزربه بهذا الكلام,صحة المرأة,515897,20260726,source_answer_reference_not_human_adjudicated
unseen100_016,هل العلاج المستخدم في تنشيم المبايض قبل عملية الحقن المجهري ضار بالصحة ام لا؟,unseen_random_stratified_100,"حسب الخبرات والدراسات التي تشير انه لا يوجد اي تأثير مضر للهرمونات المستخدمة في تنشيط الاباضة
نتمنى لك كل التوفيق",حمل الأنابيب,771884,20260726,source_answer_reference_not_human_adjudicated
unseen100_017,ماسبب عند ممارسه الجماع ان العضو لاينتصب بشكل كامل,unseen_random_stratified_100,إذا كانت الفحوصات الهرمونية عاديج فالغالب أن عليك تحسين ليقاتك البدنية بممارسة الرياضة اليومية والتغذية المتوازنة وتناول المكسرات والعسل وعسل الملكات، وهذهلائحة بالأطعمة التى تساعد على التخلص من الضعف الجنسى مثل: الثوم، البصل، القمح، الموز،الزنجبيل، حبة البركة، التمر، الحلبة، الحمص، العدس، بذر الكتان، الكاكاو، الزعفران، جوز الطيب، القرنفل، العود، الكرفس، الشبت، التوت، الأسماك الدهنية ، التفاح.,صحة الرجل,568449,20260726,source_answer_reference_not_human_adjudicated
unseen100_018,أنا فتاة عمري 23 أريد إزالة شعر المناطق الحساسة بالحلاوة هل يوجد كريم مخدر موضعي يمكن أن استخدمه قبل عملية إزالة الشعر أنا استخدم مخدر الأسنان لكن لا أرى له...,unseen_random_stratified_100,"نعم، تتواجد عدة أنواع من كريم المخدر الموضعي التي يمكن استخدامها للتخفيف من ألم إزالة الشعر بالشمع، مثل كريم إملا التي ذكرته أو أي من الكريمات الأخرى التي تحتوي على المادة الفعالة ليدوكائين (بالإنجليزية: Lidocaine)، وبالتأكيد فإن تأثير هذه الكريمات سوف يكون أفضل مخدر الأسنان لأن الكريم مخصص للتطبيق على الجلد بينما يتم تصميم مخدر الأسنان للعمل بشكل أفضل في الفم.
 
أود لفت انتباهك أن كريم المخدر الموضعي يجب أن يتم تطبيقه على الجلد قبل ما لا يقل عن 15 دقيقة قبل البدء بإزالة الشعر، ولن يقوم الكريم بإخفاء شعور الألم بشكل تام عند إزالة الشعر بالشمع ولكن سوف يحد من الألم ويجعله أكثر تقبلًا كما تلاحظ العديد من النساء، ولكن قد لا يصل تأثير الكريم إلى مناطق عميقة من الجلد لذلك يستمر الشعور ببعض الألم عند إزالة الشعر حتى بعد تطبيق الكريم.
 
أنصحك في حال عدم القدرة على تحمل إزالة الشعر بالحلاوة حتى بعد استخدام الكريم المخدر باتباع أحد طرق إزالة الشعر الأخرى، ومنها الآتي:

الليزر.
ماكينة الحلاقة.
القص.
كريمات إزالة الشعر.
شفرة الحلاقة.

للمزيد:

ما هي طرق إزالة الشعر نهائيًا
إزالة الشعر بالشفرات: مميزات وعيوب",تخدير,780595,20260726,source_answer_reference_not_human_adjudicated
unseen100_019,أين مكان بيع جهاز الموبيوس( هو ببساطة جهاز ألتراساوند صغير) ؟,unseen_random_stratified_100,يباع في مكان الأجهزة الطبية!!,أخبار الطبي,772742,20260726,source_answer_reference_not_human_adjudicated
unseen100_020,السلام عليكم أعاني من من حرقة عند عمل العادة السرية أو التبول احيانا مع رائحة تخرج من الذكر التي لم تكن موجودة مسبقا ما العمل وما الحل مع وجود برود...,unseen_random_stratified_100,اعمل تحليل مخبري وزراعه للبول للتاكد من عدم وجود التهابات,أمراض المسالك البولية والتناسلية,322858,20260726,source_answer_reference_not_human_adjudicated
unseen100_021,جاءنى الم بالجنب الخارجى للاصبع الاكبر فى القدم اليسرى وبعدها شعرت بالم فى باطن القدم ثم حدث تورم وصل الى اسفل العظمة البارزة الداخلية ثم انتشر بجانبها مع وجود الم...,unseen_random_stratified_100,"من اجل التشخيص الصحيح لابد من الفحص السريري وبعض الفحوصات المخبرية , انصحك مراجعة اخصائي روماتيزم",جراحة الأوعية الدموية,749078,20260726,source_answer_reference_not_human_adjudicated
unseen100_022,هل يوجد جهاز طبي لشد وتصغير حجم الثدي,unseen_random_stratified_100,"لتصغير الثدي يمكن إجراء عملية جراحية تجميلية، وهي جراحة تصغير و شد او تجميل الثدي.
- فكرة العملية: تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما
- اسباب العملية : كبر حجم الثدى و سقوطه قد يؤدى لآلام بالظهر والكتفين و مشاكل فى الملابس المناسبة و مشاكل نفسية لدى المرأة، يتم أزالة جزء من الجلد لرفع الثدى يتم أزالة جزء من الدهن والجلد لتقليل حجم الثدى بعد العملية:تختفى هذه المشاكل كلها مقابل ندبة أسفل الثدي.
كما يتوافرجهاز لتصغير الصدر في الاسواق ويعمل على ارسال شحنات كهربائية تذوب الدهون وتشد الصدر.",تجهيزات طبية,783170,20260726,source_answer_reference_not_human_adjudicated
unseen100_023,الطفل المولود لاب عنده لينفوما هل يصاب الطفل بهذا المرض؟,unseen_random_stratified_100,ليس بالضرورة،ولمعرفة الجواب بدقة يجب معرفة تفاصيل المرض وبدايته عند الأب وتاريخ العائلة.,علم الوراثة,805259,20260726,source_answer_reference_not_human_adjudicated
unseen100_024,جفاف في الشفاه، أمارس التمارين الرياضية ٣ ايام في الاسبوع، كم ليتر ماء أحتاج يوميا ؟,unseen_random_stratified_100,نحتاج ليس فقط الماء - نحن نفقد ملح صوديوم بسبب التعرق ، يجب الاكثار من الشوربات ايضا المالحة,الصحة و الرياضة,178203,20260726,source_answer_reference_not_human_adjudicated
unseen100_025,يحدث لدي دوار وخصوصا اذا قمت بدوران راسي الى الجهه الاخرى عند النوم او عند تغيير وضعيه النوم,unseen_random_stratified_100,مبدئيا ننصحك بعمل اشعة رنين مغناطيسى على الفقرات العنقية مع رسم مخ بالكمبيوتر مع فحص جهاز التوازن بالاذن وقياس ضغط الدم مع العرض على الزميل استشارى المخ والاعصاب فى بلدك للاطلاع على الاشعة ورسم المخ والفحص الدقيق للاعصاب مع فحص قاع العين بالمنظار وتقييم حالتك النفسية للتوصل للتشخيص السليم ووصف العلاج المناسب مع المتابعة,الأمراض العصبية,707150,20260726,source_answer_reference_not_human_adjudicated
unseen100_026,زوجتي حامل في الشهر الثامن والجنين لا يزيد وزنه على 2 كغ هل هذا طبيعي؟,unseen_random_stratified_100,من المفروض ان يكون وزن الجنين اكثر من ذلك في الشهر الثامن ولكن هذا يعتمد هل هي في بداية الثامن او اخره وانصح بعمل تصوير تلفزيون (سونار ) مع دوبلر للاطمئنان على حالة الجنين وكذلك متابعة نموه ايضا وذلك بزيارة الطبيب اسبوعيا اذا تطلب الأمر مع التزام الراحة والتغذية الجيدة,علم الأجنة,804083,20260726,source_answer_reference_not_human_adjudicated
unseen100_027,هل الشاي الأخضر يضر بالحامل,unseen_random_stratified_100,لا أعتقد ذلك. راجعي شاي أخضر في القاموس.,أعشاب طبية,805740,20260726,source_answer_reference_not_human_adjudicated
unseen100_028,السلام عليكم انا من السعودية واعاني من ضعف النظر واريد عملية الليزك ونصحوني بالدكتور يوسف المقبل يقولوا عنه الافضل في العرب في هذا التخصص وهو سيتخدم ليزك البصمة. اعطينا رأيك...,unseen_random_stratified_100,"بسم الله الرحمن الرحيم
عملية الليزك ممتازة
انا شخصيا لا اعرف هذا الدكتور
وهي تقنية علمية فائقة الدقة ومريحة جدا
وطبيعي صنعت في الخارج ليست تقنية من عندنا
مضاعفاتها نادرة الحدوث وان حدثت موجود الحلول",بصريات,753883,20260726,source_answer_reference_not_human_adjudicated
unseen100_029,طفلتى عمرها 5اشهر ظهر الخضار على جسمها,unseen_random_stratified_100,لم افهم..ماهو الخضار؟!!!,أمراض الأطفال,372986,20260726,source_answer_reference_not_human_adjudicated
unseen100_030,لدي حرقة في اللسان ولكن لا اعاني من جفاف الفم بل زيادة في افراز اللعاب وارق شديدفي النوم ومصابة بقولون عصبي و الم في جذور اللسان في جوف اللوزتين وخلف...,unseen_random_stratified_100,أعتقد أن الأمر له علاقة بصحتك العصبية والنفسية أقترح عليك الذهاب إلى طبيب متخصص في الأمراض العصبية,أمراض الفم,206654,20260726,source_answer_reference_not_human_adjudicated
unseen100_031,بلغت من العمر 16 سنه ولم ينمو عضامي كبيقه الناس الحل ارجوكم,unseen_random_stratified_100,لابد من اجراء تحاليل للتاكد من نسبة الكالسيوم بجسمك,جراحة العظام,554043,20260726,source_answer_reference_not_human_adjudicated
unseen100_032,"ما هو stroma و parenchyma في الغدد اللمفاوية والطحال ,بشكل عام في الجهاز اللمفاوي",unseen_random_stratified_100,"stroma: سدى ، وهو الإطار النسيجي الضام للجهاز، الغدة، أو بنية أخرى، للتمييز من الأنسجة التي تؤدي وظيفة خاصة للعضو .
وهو الإطار الاسفنجي عديم اللون من خلية الدم الحمراء أو خلية أخرى.
parenchyma: المتن، وهو النسيج الوظيفي أو خلايا جهاز أو الغدة، لتمييزه عن النسيج الداعم أو الضام. راجع المصطلحات في القاموس.",علم الأمراض,683519,20260726,source_answer_reference_not_human_adjudicated
unseen100_033,والدي يبلغ من العمر 65 عام ظهرت له حبتين بشكل حبوب على ظاهر كتفه الايمن وكان يعاني رعشه خفيفه في بعض اصابع يدة اليمنى فعمل عمليه لكتفه الايمن ونجحت العمليه...,unseen_random_stratified_100,من الممكن ان تكون الرعشة اللتى يعانى منها والدك هى بداية مرض باركنسون او الشلل الرعاشى وزيادتها بعد شهر من العملية ليس لها علاقة بنجاح العملية من عددمه وينصح بالعلاج بدواء السينيميت بنصف قرص صباحا ومساءا تزداد الى قرص صباحا ومساءا بعد اسبوع مع الاستمرار على العلاج لفترات طويلة,جراحة الأعصاب,715379,20260726,source_answer_reference_not_human_adjudicated
unseen100_034,يوجد ألم في الشرج وتبين بالفحص ان لدي تشقق شرجي خلفي . فماهو العلاج المناسب لحالتي ؟جزاكم الله خيرا,unseen_random_stratified_100,جراحي هو الافضل في رأيي,جراحة عامة,43900,20260726,source_answer_reference_not_human_adjudicated
unseen100_035,انا صار لي عشرة اشهر متزوجة ولم يحدث حمل عملت تحليل هرمون الحليب وطلع مرتفع شوي واخذت علاج Dostinex ، عملت اولترا ساوند للرحم والبويضات الحمدلله كل شي طبيعي ،...,unseen_random_stratified_100,انصح زوجك باعاده الفحص بعد الامتناع عن الجماع مده ثلاثه ايام ومن ثم مراجعه اخصائي عقم واخصاب، فاذا كان فحص السائل المنوي للمره الثانيه غير طبيعي فقط تحتاجون لاجراء عمليه حقن مجهري وذلك بعد استشاره الطبيب.,مطاعيم و لقاحات,786556,20260726,source_answer_reference_not_human_adjudicated
unseen100_036,ماذا تعرفوا عن عاج الاسنان,unseen_random_stratified_100,أنظر في القاموس عاج أو Ivory,علم التشريح,806153,20260726,source_answer_reference_not_human_adjudicated
unseen100_037,مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيئ يحرجني بدي حل لهذه المشكله,unseen_random_stratified_100,"هذا الشيء وراثي، عليك مراجعة اختصاصي غدد صماء لعمل فحص للهرمونات، وتقييم الحالة وإمكانية علاجها.
او موضوع سعة وكبر الحوض تكوين خلقي مرتبط بالتئام العظام بعضها ببعض وتاثير الهرمونات، بينما تعتبر سمنة الأرداف والسيقان من المشاكل الرئيسية التي تؤرق النساء الشرقيات. واسبابها لها ارتباط بالوراثة ، وبالهرمونات حيث وجد أن بعض الهرمونات تتركز في الأفخاذ والأرداف عند النساء . وكذلك الحمل حيث يعمل على اضعاف العضلات وترهلها مما يسبب تراكم الدهون فيها . ويرى معظم الباحثين أن أفضل طريقة للتخلص من سمنة الأرداف هي تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين ،ويفضل تناول الخضروات الخضراء مع الفجل الأبيض وكذلك شرب الشاي الأخضر فهو يذيب الدهون في الجسم ويخفض الكوليستيرول الضار وعمل التمارين الرياضية
واظهرت الدراسات ان الفجل الابيض يساعد على اذابة الدهون الزائدة، والتخلص من الوزن الاضافي، وخصوصا في المناطق القابلة للسمنة، مثل الارداف والاوراك والبطن عند المراة.
ان الانتظام على تناول الخضراوات الورقية يعتبر وسيلة فعالة لانقاص الوزن الزائد، وتزويد الجسم بما يحتاجه من فيتامينات ومعادن وعناصر غذائية مفيدة، ولا تقل كمية الخضراوات الورقية عن 25 الى 35% من اجمالي كمية الوجبات الغذائية، سواء كانت تؤكل طازجة او مسلوقة او مطبوخة، على ان يمثل الفجل الابيض جزءا من هذه النسبة، لما له من تاثير فعال في التخلص من الدهون، وخاصة منطقة الارداف .وللعلم فان هذه السمنة في الأرداف تحمي المرأة من هشاشة العظامالتئام العظام مع بعضها البعض
خلطة تصغير الانف و الصدر و المؤخرة(الأرداف)
قهوه مع ملعقتين خل تفاح مع ليمونه كامله معصوره ( ماءها فقط )
قومي بخلطه بملعقه واحرصي ان تكون القهوه ناشفه وبللي جسمكي بماء ساخن وابدئي بالتدليك
من اول مره ستحصلين على نتيجة ممتازة
-
1 - عمل التمارين 6 ايام بالاسبوع
2 - اليوم السابع راحه
3 - مدة التمارين شهر ( اربع اسابيع )
4 - الاسبوع الاول تنفيذ كل تمرين 10 مرات
5- الاسبوع الثاني تنفيذ كل تمرين 20 مره
6- الاسبوع الثالث تنفيذ كل تمرين 30 مره
7- الاسبوع الرابع تنفيذ كل تمرين 40 مره10 -",تشوهات خلقية,774567,20260726,source_answer_reference_not_human_adjudicated
unseen100_038,السلام عليكم لماذا في صورة حدوث انتصاب صباحي لا توجد معه لذه و كذلك عند ممارسة العاده السريه فعدم وجود اللذه يجعل قضيبي يرتخي بسرعه علما ان المشاهد الجنسيه لا...,unseen_random_stratified_100,لا داعي للتشاؤم، عليك التوقف عن العادة السرية، فحالتك طبيعية والهرمونات عادية ، إذا كنت مصمم على التشاؤم عليك مراجعة اختصاصي مسالك بولية لعمل الفحوصات اللازمة.,جراحة المسالك البولية,744144,20260726,source_answer_reference_not_human_adjudicated
unseen100_039,امي عمرها ٥٦ سنة تعاني من المرارةالجافةو هي لا تعاني من اي مرض و اليوم اصابتها حساسية مفرطة حبيبات حمراء في الجلد.انتفاخ شديدللشفتين. أهذا بسبب المرارة وهل هناك خطر على...,unseen_random_stratified_100,"ممكن ان تكون اصيبت بحساسيه بسبب دواء معين اخذته حديثا
لابد من مراجعة طبيب لعمل تحاليل مثلige
وان تبدأ مضادات الهستامين",أرجية حساسية,395116,20260726,source_answer_reference_not_human_adjudicated
unseen100_040,التحاليل التاليه و نتائجها كالتالي Fsh15 68 Tsh0 79 lh6 09 prolactin9 08 هل النتائج سليمه ولا فيها مشكله,unseen_random_stratified_100,مستوى ال اف اس اتش مرتفع لدا يجب التنبيه الى ضرورة عمل هذه التحاليل ثاني او ثالث يوم الدورة اما باقي التحليل فهي في حدود الطبيعي . اضافة الى ذلك فان مستوى ال اف اس اتش يعتمذ على السن,العقم,705449,20260726,source_answer_reference_not_human_adjudicated
