query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
evalv1_011,تم عمل منظار للمعدة مرتين وأظهر أن هناك إلتهاب في المرئ والمعدة (شديد ) فما هو العلاج المناسب ؟ المريض أنثي 55 سنة,treatment,اظن انه يجب ان نعرف السبب لهذا الالتهاب ولهذا من الجيد عمل فحص ال H. pylori واعلامي بالنتيجة,ent_merge_001076|ent_merge_001077|ent_merge_000059|ent_merge_000090|ent_merge_000092|ent_merge_000097|ent_merge_000296|ent_merge_000830|ent_merge_000975,men_merge_0001591|men_merge_0001608|men_merge_0001627|men_merge_0001488|men_merge_0001502|men_merge_0001595|men_merge_0001610|men_merge_0000972|men_merge_0000975|men_merge_0001630,ahd10k_02085|ahd10k_00396|ahd10k_02730|ahd10k_05974|ahd10k_09113,rel_seed_fb614ca30a4cb893,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03145; source_row_number=750593; source_category=الامراض المعدية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_012,السلام عليكم عندي مشكلة بلثة ضرس تمت معالجة العصب وازالته لكن اللثة المحيطة بالعصب تؤلم عند لمسها هل هاذا يعني انه تضرر و او في خراج يؤدي الى قلع الضرس...,symptoms,ليس بالضرورة ذلك ... حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام ... اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,ent_merge_001738|ent_merge_001749|ent_merge_000344|ent_merge_000405|ent_merge_000059|ent_merge_000090,men_merge_0004766|men_merge_0004769|men_merge_0004772|men_merge_0004777|men_merge_0004780|men_merge_0004765|men_merge_0004767|men_merge_0004768|men_merge_0004770|men_merge_0004771,ahd5k_01751|ahd5k_02245|ahd5k_00736|ahd5k_02169|ahd5k_02618,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04962; source_row_number=388115; source_category=أمراض الأسنان; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_013,تعديل السؤال السابق السؤال /لدي تحليل دم +بول وانتم بكرامه بعد أقل من شهر ولست واثق من سلامة دمي من السموم نوع السموم هي حبوب منشطه تُأخذ عن طريق الفم...,tests_diagnosis,ما هو إسم الحبوب المنشطة التي تتناولها خاصة الإسم العلمي لها وليس التجاري حيث يُمكن التعرف عليها وبالتالي وصف آثارها,ent_merge_000967|ent_merge_000983|ent_merge_000143,men_merge_0005084|men_merge_0005790|men_merge_0003166|men_merge_0004329|men_merge_0001877,ahd5k_03068|ahd10k_03419|ahd5k_03214|ahd10k_00904|ahd5k_02200,rel_seed_d486db7668e0f802|rel_seed_0a366a937bc52f1c|rel_seed_9f816eb225e33a70|rel_seed_1937eae47e21a4e4|rel_seed_1d4713561f263d80|rel_seed_0a1431857b516b45,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03078; source_row_number=792276; source_category=علم السموم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_014,السلام عليكم بعد زيارتي لطبيب الأسنان و معالجة السن بدى لون أزرق في اللثة قرب جذر السن و أظن مكان تخدير السن ممكن معرفة السبب,causes_safety,ازرقاق اللثة بعد عمل جراحي أو اجراء علاجي قد يكون رضي في بعد الحالات ويسبب هكذا تغير باللون، في حال عدم وجود ألم أو أعراض فموية غير طبيعية فيجب اعطاء المنطقة الوقت الكافي للشفاء والتي قد تكون مدة أسبوع وسطيا، ان استمرت الأعراض لبعدها أو زادت سوءا عندها يجب مراجعة الطبيب لفحص المنطقة والتأكد من العلاج.,ent_merge_000018|ent_merge_001680|ent_merge_001188|ent_merge_001313|ent_merge_001749|ent_merge_001576|ent_merge_000737,men_merge_0004766|men_merge_0004769|men_merge_0004772|men_merge_0004777|men_merge_0004783,ahd5k_02169|ahd5k_03427|ahd5k_00736|ahd5k_02245|ahd5k_01751,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02389; source_row_number=270955; source_category=أمراض الأسنان; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_015,انا شخص مدخن من ٣ سنوات من امس اصبحت اشعر بصعوبة اخذ النفس لدرجة اشعر بالنعاس وقلة التركيز اليوم رحت للطبيب عملي اكس راي وقلي عندي التهاب قصبات هوائية وصفلي...,general_medical,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,ent_merge_000059|ent_merge_000872|ent_merge_000687|ent_merge_000630|ent_merge_000709|ent_merge_001964|ent_merge_000600|ent_merge_002101,men_merge_0001032|men_merge_0001064|men_merge_0001090|men_merge_0001967|men_merge_0004177|men_merge_0001093|men_merge_0004180|men_merge_0004181|men_merge_0001970|men_merge_0001042,ahd10k_01925|ahd10k_08965|ahd5k_00970|ahd10k_08138|ahd10k_03173,rel_seed_2574444a98ca85be|rel_seed_dc08b34a915a5377|rel_seed_64d60c1ac77e9ab4|rel_seed_78d6f71f2d20de82|rel_seed_7b1129512edd0f0a|rel_seed_0554cd3bd6afce81|rel_seed_1a707ff8df9371da|rel_seed_77d7d6533073beb0|rel_seed_abc9f0f0dff99200|rel_seed_23c611ce32ddf50d,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02083; source_row_number=95826; source_category=أمراض الجهاز التنفسي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_016,والدى سمين وعنده كرش ودائما يشعر بالجوع ولا يقدر ان يسمح لنفسه ان لا ياكل وجبة االعشاء فهل من علاج مانع للشهية وتخسيس الكرش والدى عنده 50 سنة,treatment,يجب مراجعة اخصائي تغذية ليساعده على تنظيم وجباته والتحكم في نوع وكمية الطعام التي يتناولها ويفضل الابتعاد تماما عن الادوية لانها ذات اضرار جانبية كما انها لا تساعد على تغيير العادات الغذائية فيعود الجسم لاكتساب الوزن عند التوقف عنها,ent_merge_000474|ent_merge_000641|ent_merge_002080|ent_merge_002226,men_merge_0000930|men_merge_0000896|men_merge_0004694|men_merge_0004695,ahd5k_01128|ahd10k_04781|ahd10k_07112,rel_seed_ca8a4c0fc1e7a696|rel_seed_9daa2c7ebdb4a806|rel_seed_e73de5e82610c6ed,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03158; source_row_number=662938; source_category=تغذية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,"إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ. أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً. لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.",ent_merge_001145|ent_merge_001228|ent_merge_000378|ent_merge_001766|ent_merge_000568|ent_merge_001148|ent_merge_001168|ent_merge_001473|ent_merge_000123,men_merge_0000701|men_merge_0000870|men_merge_0000872|men_merge_0003195|men_merge_0003196|men_merge_0000703|men_merge_0000704|men_merge_0000876|men_merge_0000877,ahd10k_06018|ahd10k_09061|ahd10k_05402|ahd10k_07885|ahd10k_01032,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01939; source_row_number=433906; source_category=الأورام الخبيثة والحميدة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_018,عملت تحليل كولسترول لزوجي وكانت النتائج Total cholesterol 200 LDL 119 HDL 33 VLDL 48 Fasting Triglycerides 245 هل النسبة مرتفعة جدا وهل هناك خطر عمر زوجي 45 سنة ويعاني...,tests_diagnosis,تركيز الدهون الثلاثية والكوليستيرول الضار مرتفعة أما تركيز الدهون الجيدة فهو منخفض . ننصح بمراجعة الطبيب الباطني المختص لاتخاذ الاجراء العلاجي اللازم .,ent_merge_001965|ent_merge_001576,men_merge_0005200|men_merge_0005558,ahd5k_03515|ahd5k_04052,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02649; source_row_number=725873; source_category=مختبر; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,causes_safety,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,ent_merge_000112,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04716; source_row_number=788043; source_category=علم الأجنة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_020,لدي خصيه 3800000 ثمان وثلاثين مليون هل كافيه للانجاب وهل الخصيه اليمنى للذكر واليسرى للانثى بمعنى ان لدي اليسري فقط هل نسلي اناث ونصائحك,general_medical,العدد كافي وزياده للانجاب ويوجد كثيرون بخصيه واحده يؤدون واجبهم الزوجي وينجبون المعتقدات التي لديك لا اساس لها بتاتا,ent_merge_000121|ent_merge_000346,men_merge_0003454|men_merge_0002537,ahd10k_08811|ahd10k_07658,rel_seed_4769fcc0c89e7ee0,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02305; source_row_number=792099; source_category=العقم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,هو علاجي و وقائي علاجي من ناحية انه يخفف من التهاب الطرق التنفسية ووقائي انه يخفف من تكرار الاعراض,ent_merge_001282|ent_merge_000059|ent_merge_000090|ent_merge_000092|ent_merge_000097|ent_merge_000296|ent_merge_000830,men_merge_0003232|men_merge_0001051|men_merge_0001052|men_merge_0001031|men_merge_0001591|men_merge_0001595|men_merge_0000972|men_merge_0000975,ahd10k_01057|ahd10k_04355|ahd10k_00396|ahd10k_00643|ahd10k_02730,rel_seed_79d4ad7d0e13e036|rel_seed_1244728dac819d22|rel_seed_339479e121746eb8|rel_seed_a3de31b9bcd0e1f6|rel_seed_fb614ca30a4cb893,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01076; source_row_number=774874; source_category=أمراض الجهاز التنفسي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_022,ماسبب خروج دم قليل جدا في فترات نادره مع المخاط والبلغم. ?,symptoms,يجب اجراء بعض الفحوصات المخبريه مثل صفائح الدم وعوامل التخثر وأشعة الصدر لمعرفة السبب.امنياتي بدوام الصحه والعافيه,ent_merge_000059|ent_merge_000630|ent_merge_000709|ent_merge_000954|ent_merge_000967|ent_merge_000924,men_merge_0001032|men_merge_0001440|men_merge_0001807|men_merge_0001817|men_merge_0004177|men_merge_0004180|men_merge_0004181|men_merge_0005150|men_merge_0001447|men_merge_0001042,ahd10k_01925|ahd5k_00970|ahd5k_00480|ahd10k_01338|ahd10k_01781,rel_seed_7b1129512edd0f0a|rel_seed_abc9f0f0dff99200|rel_seed_64d60c1ac77e9ab4|rel_seed_78d6f71f2d20de82|rel_seed_5069580587ec12ca|rel_seed_dc5160b584191f57|rel_seed_2ec98587ea273243|rel_seed_f221b15447fe509d|rel_seed_83f83d7a8e5df1a6|rel_seed_b718200c2cf8f81f,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03768; source_row_number=480524; source_category=أمراض باطنية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_023,السلام عليكم فحصة السكر بعد الاكل فوجدة 112 هل هو عادي جزاكم الله كل خير,tests_diagnosis,عليك بتجنب السكريات استعمل العسل و اشرب ماء اوراق الزيتون المغلية فيه انه فعال في الحفاض على المستوى الطبيعي و السكر عادة يقاس بصيام ٨ الى ١٢ ساعة قبل التحليل حاول قياسه FBS و اخبرني النتيجة,ent_merge_000355|ent_merge_000139|ent_merge_002190|ent_merge_001221|ent_merge_001456,men_merge_0000653|men_merge_0000654|men_merge_0000655|men_merge_0003292|men_merge_0003699|men_merge_0000662|men_merge_0000788,ahd10k_09543|ahd10k_06372|ahd10k_05970|ahd10k_01827|ahd10k_04699,rel_seed_84f1cf6c457000eb,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04662; source_row_number=447056; source_category=مرض السكري; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_024,اشعر بخدر في قدمي اليسري واكنها مش موجوده او اكن اعصابي في قدمي اليسري فكه خالص فما السبب,causes_safety,الاسباب كثيره الفحص السريري مهم عليك مراجعة طبيب اعصاب لاجراء اللازم او لتوجيهك للتخصص المعني,ent_merge_000784|ent_merge_000948|ent_merge_002079|ent_merge_002226,men_merge_0003598,ahd10k_00838,rel_seed_aebfe4604715e3cd|rel_seed_205afc5ab6063a7a|rel_seed_33ba126e4f8cb324,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02773; source_row_number=131844; source_category=أمراض العضلات والعظام و المفاصل; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,تغيرات في الشخصية عدم القدرة على التحكم في البول و عدم القدرة على استيعاب المفاهيم,ent_merge_000265,men_merge_0005028|men_merge_0002662,ahd10k_06546|ahd5k_03355,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01527; source_row_number=776472; source_category=تشوهات خلقية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
