query_id,query,query_group,reference_answer,category,ahd_row_index,sampling_seed,annotation_status
unseen100_019,ما هو مرض الجدري وماهو العلاج وهل ممكن الوقايه منه,unseen_random_stratified_100,مرض معد خطير مع حويصلات، وهناك نوعان الجدري الكبير والجدري الصغير، أوالنبخ وهما متشابهان سريرياً، ولكن نسبة وفيات الجدري الكبير تزيد عن 30%، بينما لا تتجاوز النسبة في الصغير 1% ، وهو أخف تطوراً، ويتسبب عن عدوى بحمة خاصة. وتظهر أعراضه بعد فترة حضانة من 12 يوماً، وتبدأ برعشة وارتفاع فجائي في درجة الحرارة، مع ألم شديد في القطن، وتستمر هذه الحال حتى اليوم الرابع عشر من بدء المرض، حيث تهبط الحرارة فجأة، ويشعر المريض بالراحة لزوال آلام القطن. وبزوال الحمى والآلام يظهر، الطفح المميز للمرض على الوجه في شكل درنات صغيرة تسمى حليمات، ثم ينتشر من أعلى إلى أسفل حتى يغطي الساقين في مدى24 ساعة. ثم تبدأ تغييرات في وحدا ت الطفح فتتحول من حليمات إلى أكياس صغيرة بداخلها سائل رائق وتسمى حينئذ حويصلات، ثم يتعكر السائل الموجود داخل الحويصلات وحينئذ تسمى بالبثرات التي تجف وتتقشر. وبعد التقشر يترك الطفح آثاره على الجلد في شكل ندب (حفر) صغيرة تبقى مشوهة لصاحبها طول حياته. وقد يظهر الطفح كذلك على الأغشية المخاطية المبطنة للحنك وللزور وعلى ملتحمة العين فيفقدها البصر، والإصابة بالمرض تكسب صاحبها حصانة تقيه في الأغلب من المرض ثانية. تنتقل العدوى بواسط الرذاذ المتناثر من مسالك المريض، كما تنتقل بملامسته وملامسة الأدوات التي يستعملها. للوقاية من هذا المرض يطعم الأطفال في الأشهر الستة الأولى من عمرهم ويكرر التطعيم في حوالي السنة الخامسة، وفي حوالي سن البلوغ يطعم جميع السكان دورياً كل أربع سنوات. لا يوجد لعلاج المرض أي صادة، أو مادة كيماوية تؤثر على حمة الجدري، ولكن المداواة تخفف من الأعراض. كان الجدري من أول الأمراض التي حظيت باهتمام من منظمة الصحة العالمية ببرنامج عشري بدأ عام 1966، ويعتبر المرض الوحيد الذي تم استئصاله عالمياً.راجع جدري في القاموس.,خدمات طبية,776358,20260728,source_answer_reference_not_human_adjudicated
unseen100_020,ماهو علاج حريق جسم الانسان,unseen_random_stratified_100,"يختلف العلاج على حسب درجة الحريق
ولكن كاسعاف اولى فى البيت يجب ان يكون عندك مرهم مضاد الحروق",إسعاف أولي,518497,20260728,source_answer_reference_not_human_adjudicated
unseen100_021,متى يتم اكتمال مخ الجنين حيث اننى عملت اشعة رباعية الابعاد ولوحظ ان جنين لايوجدفى مخه مايربط بين الفص الايمن والفص الايسر وهو الان فى الشهر الثامن ماذا افعل وهل...,unseen_random_stratified_100,يستمر نمو دماغ الجنين من ناحيه الحجم واكتمال واتصال الاعصاب حتى الشهر التاسع. ولكن بالنسبه الى ما وصفتيه يبدو انه تشوه خلقي وعليك استشاره جراح اطفال اعصاب . ولكن للتاكد من التشخيص الرجاء ارسال التشخيص العلمي لما شُخص من قبل طبيب الاشعه والاستفسار منه عن طرق العلاج.,علم الأجنة,789209,20260728,source_answer_reference_not_human_adjudicated
unseen100_022,السلام عليكم يا دكتور اريد ان اسالك هل يناسب ان اضع التقويم لاسناني شبه زينة وكم يكلف ذلك ارجوا الرد سريعا لوسمحت,unseen_random_stratified_100,ممكن على يد اخصائي كي يحسن او على اﻻقل ﻻ يسئ الى اﻻسنان ويوجد بريسز باشكال والوان مختلفة والسعر يختلف من بلد ﻻخر ومن طبيب ﻻخر,صحة الأسنان,648551,20260728,source_answer_reference_not_human_adjudicated
unseen100_023,"أعاني من ألم حاد بالضرس الأيمن في الفك العلوي ( قبل ضرس العقل )
تم عمل صورة أشعة و لم يظهر تسوس
أصبح الالم يمتد الى العين حاليا
تناولت ايروبروفين400مجم...",unseen_random_stratified_100,"مراجعة الطبيب كبداية
اخذ مضاد حيوي مع مسكن الم
يمكن تصوير الفم شعاعيا للتأكد من التسوس بين الأسنان.",طب الأسنان,287243,20260728,source_answer_reference_not_human_adjudicated
unseen100_024,انا بعاني للاسف من مشاكل كتير اولها بشرتي جافة جدا بيها بقع سوداء نتيجة حبوب قشرتها زمان والبقع مبتطلعش وجلد وزة في رجلي واكواعي وركبي سوداء واظافري بتتكسر بسهولة واصابع...,unseen_random_stratified_100,السلام عليكم بالنسبه لجلد الوزة استخدمي كريم acretin و كريم carbamide يوميا مع بعض قبل النوم واحد هيقشر و الكريم التاني هيرطب و الكريمين دول لجلد الوزة فقط يعني ممنوع نحطه علي الوجه. بالنسبه للبقع لو مستعجله ممكن تعملي تقشير بارد في العياده او تستخدمي غسول Depiderm white mousse مع كريم neotone serum مرة قبل النوم بالنسبه للشعر لازم الاول تحليل 25-OH vitamin d Serum ferritin,الأمراض الجلدية,77417,20260728,source_answer_reference_not_human_adjudicated
unseen100_025,أتناول فيتامينات ب كلها وب 12 واميغا من فترة طويلة حدث لي تنميل أصبح في كل جسمي سكر بدم قريب جدا من طبيعي أشك أن فيتامينات سبب تنميل هل هناك...,unseen_random_stratified_100,طبعا له فحص والاجدر ان تاخذ الفيتامين بعد الفحص اذا تبين نقص ..عليك مراجعة طبيب اعصاب للفحص السريري واجراء اللازم,أمراض العضلات والعظام و المفاصل,341177,20260728,source_answer_reference_not_human_adjudicated
unseen100_026,هل رائق الجير او رائق الكلس (كربونات الكالسيوم) ضار بصحة الانسان؟بمعني ان في بعض الدول العربية يستعملونه في نقع بعض الفاكهة لعمل مربي او بما يسمي المعقود فتنقع الفاكهة مدة...,unseen_random_stratified_100,ليس هناك اي اضرار من تناول مادة كربونات الكالسيوم إذا ام تتجاوز الحد الطبيعي المسموح به وهو 2500مغم يوميا,كيمياء,805368,20260728,source_answer_reference_not_human_adjudicated
unseen100_027,هل تؤثر عشبة الزعتر على الأنثى و عند شرابها لعشبة الزعتر فهل تؤثر على صحتها ؟,unseen_random_stratified_100,اﻻفراط في تناول اﻻدوية واﻻعشاب الطبية له تاتيرات سلبية على صحة اﻻنسان عموما .وننصح باستشارة اﻻخصائين في الحاﻻت المرضية.,أمراض الأطفال,656314,20260728,source_answer_reference_not_human_adjudicated
unseen100_028,اعاني الربو والحساسية الانفية واستعمل منذ سنوات حبوب الكيتوتفين هل تؤثر علي للمستقبل وهل لها اضرار و اعاني من ظهور بقع حمراء على شكل اكزيما في الوجه من وقت لآخر...,unseen_random_stratified_100,ولماذا فقط ما ذكرتم من الادوية هناك الكثير من الادوية الاكثر كفائة,أمراض الجهاز التنفسي,536013,20260728,source_answer_reference_not_human_adjudicated
unseen100_029,لماذا لم تنخفض حرارة ابني مع اني اعطيته تحاميل ديجلوجيسيك 12،5,unseen_random_stratified_100,لم تنخفض لانك لم تأخذ ابنك للطبيب لمعرفة سبب الحرارة وعلاج السبب الاساسي للحرارة.,صحة الطفل,469045,20260728,source_answer_reference_not_human_adjudicated
unseen100_030,"يشكو طفلي من عينه بعد تلقي ضربة عليها حينما كان يلعب
يوجد احمرار حول العين وعندما يرمش العدسه تاتي من الزاويه اليسرى العلويه للعين وتستقر في الوسط ويشكو من الالم",unseen_random_stratified_100,يلزمه فحص عند طبيب العيون لتقييم الوضع,امراض العيون,377905,20260728,source_answer_reference_not_human_adjudicated
unseen100_031,كم المده المتوقعه لظهور ماده الحشيش في البول علمنا بان الشخص منقطع عن التعاطي لمده اكثر من شهرين وهو متعاطي على خفيف يعني أسبوعين سجاره او سجارتين وله تقريبا في...,unseen_random_stratified_100,اسبوعين...ولكن الان ظهرت اجهزه حديثه تقيس اقل نسبة فى الدم,علم السموم,681986,20260728,source_answer_reference_not_human_adjudicated
unseen100_032,"اجريت عملية شفط دهون وشد للبطن
واشعر بتجمع مياة حول بطني مع العلم اني أرتدي المشد",unseen_random_stratified_100,ممارسة بعض التمارين الرياضيه الخفيفه و وضع المشد مع ضرورة مراجعة الطبيب المسوول للكشف السريري و اعطاء العلاج اللازم,جراحة تجميل,324867,20260728,source_answer_reference_not_human_adjudicated
unseen100_033,كيف يتم علاج ثقب في القلب لطفل حديث الولادة ؟ وكيف تتعامل الأم مع طفلها في هذه الحاله؟,unseen_random_stratified_100,التشخيص بعمل الايكو للقلب بواسطة متخصص قلب اطفال + الجراحة أو التدخل بالقسطرة بعد التشخيص نوع الثقب وطوله.,جراحة القلب والشرايين,524836,20260728,source_answer_reference_not_human_adjudicated
unseen100_034,ما هيا الأدوية التي تساعد على معالجة الصرع او اي شئ يساعد في الشفاء من هذا المرض,unseen_random_stratified_100,"هناك العديد من الادوية تستخدم مثل carbamazepine (Carbatrol or Tegretol),phenytoin(Dilantin), valproate, and valproic acid
لكن يجب اشراف الطبيب و لا تستطيع اختيار دواء بدون استشارته
لانه توجد أنواع عديدة للصرع و هناك عدة عوامل تؤثر على اختيار الدواء
يقوم الطبيب بتشخيص الحالة و صرف الدواء المناسب",علم الصيدلة,324580,20260728,source_answer_reference_not_human_adjudicated
unseen100_035,"السلام عليكم ....
الالم اسفل البطن من الجهة اليمن قصاد السرة ياتي الالم من وقت الا اخر عبارة عن طعنات",unseen_random_stratified_100,يرجى عمل اشعه تلفزيونيه على البطن وتحاليل البول والبراز وعرضها على الطبيب المختص لتقييم الحاله ووصف العلاج المناسب,أمراض باطنية,515991,20260728,source_answer_reference_not_human_adjudicated
unseen100_036,طريقه علاج الورم الدموي عند الاطفال حديثي الولاده حيث ان مكان الورم تحت الاذن اليسرى قريب جدا من عصب الوجه,unseen_random_stratified_100,يوجه السؤال لاختصاصي جراحة اطفال.,جراحة الأطفال,554822,20260728,source_answer_reference_not_human_adjudicated
unseen100_037,عندي احتقان بين الانف و الحلق من جوا لا اعلم كيف اوصف المكان لكن المهم احس بحكة في الحلق كل شوي تجيني و شعور مزعج رغم ان لا يوجد بلغم...,unseen_random_stratified_100,"هذا غالباً سببه الحساسية
خد مضاد تحسس مثل اللوراتيدين او راجع طبيب",أنف، أذن وحنجرة,570276,20260728,source_answer_reference_not_human_adjudicated
unseen100_038,لإمراة لديها 6 اطفال .. الشعور بالحاجة للتبول كل ساعة تقريبا وخصوصا في فترة الليل .. علما انها لا يوجد لديها التهاب او حصى .. ممكن ان يكون هبوط بالرحم...,unseen_random_stratified_100,"على الاغلب -بما انه لديها ستة اطفال- انها تعاني من هبوط الرحم او المثانه.....
ان كان الهبوط بسيطا فان العلاج الدوائي يعطي نتيجة جيده والا فان العمليه الجراحيه هي الحل
لا بد لها ان تراجع اختصاصي النسائيه اولا",جراحة المسالك البولية,760198,20260728,source_answer_reference_not_human_adjudicated
unseen100_039,كيف يكون الطفل اجسام مضاده ضد فصائل الدم الاخرى؟,unseen_random_stratified_100,"السؤال بصيغته الحالية غير صحيح اذ ان الطفل يستلم اجسام مضادة في مرحلته الاولى اذا كان هناك اختلاف في العامل الريصي ( RH) وسأشرح لك الموضوع
** فصائل الدم في الأم والجنين :
توجد أربع فصائل مُحَدِّدِة للدم هي: A أ، B ب، AB أ ب، O و، وكل نوع من هذه الفصائل الأربع يقسّم إلى سالب وموجب، حسب وجود أجسام معينة على جدار كرات الدم الحمراء تسمى العامل الريصي Rh factor. وتوجد هذه الأجسام في حوالي 85% من الأشخاص، ويطلق عليهم اسم ""موجب"" ، أما نسبة الـ 15%، فلا توجد لديهم هذه الأجسام، ويطلق عليهم أسم ""سالب"". فالشخص الذي فصيلة دمه ""أ A"" قد يكون ""أ موجب "" أو"" أ سالب"" حسب وجود العامل الريصي في كرات دمه الحمراء.
أ. اختلاف العامل الريصي Rh factor، بين الأم والجنين:
في الحمل الأول للأم، التي فصيلة دمها ""سالب"" وتحمل جنيناً فصيلة دمه ""موجب""، لا يؤثر هذا الجنين في الأم، إلاّ في لحظة الولادة، وذلك بوصول جزء من دمه الموجب، إلى دم الأم السالب، ما يحفز جهاز المناعة لدى الأم، إلى تكوين أجسام مضادة لهذا العامل الريصي.
وفي الحمل الثاني تنتقل هذه الأجسام المضادة من الأم عبر المشيمة، وتؤثر على الجنين، وذلك في صورة إجهاض، أو تكسير كرات الدم الحمراء للجنين. وتحدث من ثم حالة أنيميا ""فقر دم"" وارتفاع في نسبة الصفراء بالدم، ما يستوجب علاجاً فورياً بعد الولادة، مثل تغيير دم الطفل ، أو العلاج الضوئي.
ويمكن الوقاية من حدوث هذه المضاعفات للجنين، من طريق حقن الأم بأجسام مضادة خلال 24 ساعة من الولادة. وتقضي هذه الأجسام على كرات الدم الحمراء، التي تحمل العامل الريصي وتصل دم الأم من الطفل، ومن ثم لا تتكون أجسام مضادة في دم الأم، تؤذي الجنين القادم.
ب. اختلاف فصائل الدم بين الأم والجنين:
عندما تكون فصيلة دم الأم O، وفصيلة الجنين A أو B، ويدخل جزء من دم الجنين أثناء الولادة إلى الأم، فإنه تتكون أجسام مضادة في دم الأم من نوع IgG. وفي الحمل الثاني تعبر هذه الأجسام المضادة لكرات الدم الحمراء"" A "" أو كرات الدم الحمراء"" B "" المشيمة، وتصل إلى الجنين، وتسبب تكسيراً في كرات دمه الحمراء وأنيميا وارتفاع في نسبة الصفراء لدى الطفل، تماماً مثل حالات العامل الريصى. أما إذا كانت فصيلة دم الأم هي"" A "" أو"" B "" فأن الأجسام المضادة لفصيلة دم الطفل"" O ""، مثلاً، تكون من النوع IgM وهذا النوع لا يستطيع ـ لكبر حجمه ـ أن يعبر المشيمة، ولذلك لا يحدث أي تكسير أو تأثر في كرات دم الجنين.",علم المناعة,766309,20260728,source_answer_reference_not_human_adjudicated
unseen100_040,"مـا هو الموضوع الملائم لبحث تخرج طبي..؟؟
على ان يكون المرض معروف ومصادره موجوده..",unseen_random_stratified_100,اسمح لي أن أقترح موضوعاً كان مهماً في التاريخ، وهو فحص البول وأثره في التشخيص؟؟. والمصادر موجودة في جميع الكتب لطبية القديمة : القانون في الطب، أو الحاوي أو أي من الكتب القديمة .وفقك الله.,تاريخ الطب,768683,20260728,source_answer_reference_not_human_adjudicated
unseen100_041,هل مرض أنيميا الفوليه من الأمراض الوراثيه والمعتمده في تحليل الزواج؟,unseen_random_stratified_100,فحوصات الزواج المعتمدة تختلف من دولة لاخرى لكن فحص الدم لمرض الثلاسيميا هو اهم فحص للمقبلين على الزواج من ناحية امراض الدم,الامراض الوراثية,801211,20260728,source_answer_reference_not_human_adjudicated
unseen100_042,عايز طريقة علاج لتعديل بروز الاسنان الامامية بدون تقويم,unseen_random_stratified_100,التتويج هو الخيار الثاني بعد التقويم في حال عدم الرغبة بإجراء تقويم,جراحة الفك والأسنان,446168,20260728,source_answer_reference_not_human_adjudicated
unseen100_043,ما هي الماكولات التي تسبب في زيادة ضهور حب الشباب ؟,unseen_random_stratified_100,"الأطعمة المقلية والزيوت وعادة ما تكون دهنية وغير صحي للبشرة. هذا لا تدل على أنه يزيد من منتج للنفط في جلدنا ، إلا أنها يمكن أن تسبب الجلد غير الصحية التي تصبح أكثر عرضة للتنمية حب الشباب. الأطعمة الغنية بالدهون وكذلك نوع واحد من الطعام الذي ينبغي تجنبه.
المشروبات الغازية وكذلك القهوة غير صحي جدا للبشرة. بدلا من المشروبات المستهلكة نسبة عالية من السكر والكافيين ، يجب أن تستهلك المياه بكميات وافرة. يمكن ترطيب نفسك مع الماء يوميا يساعد الجسم على وظيفة في وسعها زائد يساعد في القضاء على النفايات السامة داخل الجسم. وبالتالي ، يمكن أن يساعد هذا في منع انتاج الجلد حب الشباب المعرضة لل.
الآيس كريم والشوكولاته هي الأطعمة التي هي غير صحية ليس فقط لبشرتك ولكن أيضا على وزنك. مرة أخرى ، وهذه الأطعمة على نسبة عالية من السكر والتي يمكن أن تؤدي إلى تفاقم أو حتى مشكلة حب الشباب. وبالتالي يجب أن تؤخذ هذه الأطعمة على كمية ضئيلة أو لا شيء على الإطلاق.
الأطعمة المذكورة أعلاه هي من بين بعض الأطعمة التي يجب أن نراه أو تجنب لأنها يمكن أن تؤدي إلى هروب حب الشباب. لا تزال هناك غيرها من الأمور التي يجب القيام بها لتحقيق صحة الجلد وظهور حب الشباب ممارسة حرة والتدابير الصحية.",البشرة والجمال,770385,20260728,source_answer_reference_not_human_adjudicated
unseen100_044,عملت تحليل سائل منوي وطلع العدد41مليون والسرعة في الساعة الاولى 25٪وفي الساعة الثانية 10٪هل يوجد مشاكل,unseen_random_stratified_100,لا يوجد مشاكل والعدد ممتاز.,صحة الرجل,545583,20260728,source_answer_reference_not_human_adjudicated
unseen100_045,هل لقاح الانفلوزا له اي اثار جانبيه,unseen_random_stratified_100,"مطعوم الانفلونزا بشكل عام أمن وليس خطيرا , قد يحدث احمرار أو حكة مكان الحقن ليوم أو يومين",مطاعيم و لقاحات,741104,20260728,source_answer_reference_not_human_adjudicated
unseen100_046,السلام عليكم .. انا كنت اشرب و تركت الموضوع الحمدلله .. هل يظهر بتحليل الدم او البول ؟ مع العلم انني لم اشرب من ما يقارب 4 اسابيع و كم...,unseen_random_stratified_100,تعاطي الكحول يختلف عن تعاطي المخدرات المخدرات تبقي في الدم والبول لفترة طويلة اما تعاطي الكحول يخرج من الجسم خلال يومين من تعاطية كونه نوع من انواع السوائل وفحصه يتم في الحال عن طريق النفخ في جهاز او المشي كما يحدث مع سيارت الشرطة ليلا اما ادمان الكحول يظهر عند فحص انزيم في الكبد GGTوهدا الفحص ينفي ولايؤكد,صحة عامة,506130,20260728,source_answer_reference_not_human_adjudicated
unseen100_047,هل خلط الزنجبيل مع القرفة من اجل تحفيز الجسم على على الحرق ينتج عنه مواد ضارة خطيرة؟,unseen_random_stratified_100,الطب البديل وطب الأعشاب ليست مدروسة بشكل علمي في بلادنا، ولكن بشكل عام لا يعتقد أنها تحمل أي أضرار.,الصحة و الرياضة,741203,20260728,source_answer_reference_not_human_adjudicated
unseen100_048,"لدي عطش دائم. اشرب في النهار 5-7 لترات من الماء
مع العلم انه ليس لدي سكري
فما هو العلاج؟ وشكرا",unseen_random_stratified_100,"يرجى مراجعة طبيب امراض الباطنة و لكن اليك هذه المعلومات.
أعدت المكتبة الوطنية الأمريكية للطب هذه الأسباب المحتملة للشعور بالعطش المفرط:
1.أن يكون المريض مصابا بالسكر.
2.أكل وجبة طعام كثيرة التوابل أو مالحة جدا.
3.النزيف الذي يسبب فقدان كمية كبيرة من الدم.
4.أخذ بعض الأدوية.
5.خسارة الماء والأملاح أكثر من اللازم، الذي يمكن أن ينتج عن القيئ، الإسهال أو عدم شرب كمية كافية من الماء.
6.الإصابة بعدوى أو حرق جلدي.
7.الإصابة بحالة فشل كلوي أو كبدي أو قلبي.",أمراض الفم,441061,20260728,source_answer_reference_not_human_adjudicated
unseen100_049,هل يمكن ان اعرف ان هرمون اللبن مرتفع لدى بدون تحاليل,unseen_random_stratified_100,فقط باجراء تحليل لنسبه هرمون الحليب بالدم,هرمونات,797295,20260728,source_answer_reference_not_human_adjudicated
