query_id,candidate_type,candidate_id,candidate_pool,relevance_label,candidate_rank,p_usable,p_direct_given_usable,p_direct,expected_relevance
evalv1_002,evidence,qa::ahdqa_0030209,partial_fts_expansion,1,5,0.86522115,0.37105754,0.32104683,1.18626799
evalv1_002,evidence,qa::ahdqa_0496848,partial_fts_expansion,0,6,0.34395044,0.37154581,0.12779335,0.47174379
evalv1_002,evidence,qa::ahdqa_0223837,partial_fts_expansion,0,7,0.33639119,0.37489218,0.12611043,0.46250162
evalv1_002,evidence,qa::ahdqa_0528835,partial_fts_expansion,2,8,0.8523635,0.38163341,0.32529039,1.17765389
evalv1_003,evidence,qa::ahdqa_0680701,original_pool,1,1,0.89377038,0.82715135,0.73928338,1.63305375
evalv1_003,relation,rel_seed_4a6448f814b2f13b,original_pool,0,1,0.01768147,0.00362266,6.405e-05,0.01774552
evalv1_003,evidence,qa::ahdqa_0791809,original_pool,2,2,0.84834854,0.78513428,0.66606752,1.51441606
evalv1_003,evidence,qa::ahd5k_03544,original_pool,0,3,0.23013691,0.42571036,0.09797167,0.32810857
evalv1_003,evidence,qa::ahdqa_0214313,original_pool,0,4,0.67602075,0.60190582,0.40690082,1.08292158
evalv1_003,evidence,qa::ahdqa_0684636,original_pool,0,5,0.7015221,0.46765342,0.32806921,1.02959131
evalv1_004,evidence,qa::ahd5k_03662,original_pool,0,1,0.72327374,0.64366352,0.46554493,1.18881867
evalv1_004,relation,rel_seed_8d21afa86717a1c9,original_pool,0,1,0.00081789,0.00176824,1.45e-06,0.00081933
evalv1_004,evidence,qa::ahd5k_03243,original_pool,0,2,0.44409482,0.59547671,0.26444812,0.70854294
evalv1_004,relation,rel_seed_afb1ab144f072704,original_pool,0,2,0.00065621,0.00036659,2.4e-07,0.00065645
evalv1_004,evidence,mention::men_merge_0002493,original_pool,1,3,0.54884613,0.38680194,0.21229474,0.76114087
evalv1_004,relation,rel_seed_30ff3f9299a1bc92,original_pool,0,3,0.012342,0.04934988,0.00060908,0.01295108
evalv1_004,evidence,qa::ahd10k_09750,original_pool,0,4,0.58908225,0.00422075,0.00248637,0.59156862
evalv1_004,evidence,mention::men_merge_0004195,original_pool,0,5,0.0468097,0.02612222,0.00122277,0.04803247
evalv1_004,evidence,qa::ahdqa_0785516,partial_fts_expansion,1,1,0.63963212,0.48678712,0.31136467,0.95099679
evalv1_004,evidence,qa::ahdqa_0196899,partial_fts_expansion,0,2,0.53552733,0.42170393,0.22583398,0.76136131
evalv1_004,evidence,qa::ahdqa_0323203,partial_fts_expansion,0,3,0.44840669,0.47952936,0.21502417,0.66343086
evalv1_004,evidence,qa::ahdqa_0280370,partial_fts_expansion,0,4,0.47774674,0.44356591,0.21191216,0.6896589
evalv1_004,evidence,qa::ahdqa_0551510,partial_fts_expansion,0,5,0.41811046,0.49139612,0.20545785,0.62356831
evalv1_004,evidence,qa::ahdqa_0122416,partial_fts_expansion,0,6,0.41062285,0.49436484,0.2029975,0.61362035
evalv1_004,evidence,qa::ahdqa_0282505,partial_fts_expansion,0,7,0.45307541,0.45300782,0.2052467,0.65832211
evalv1_004,evidence,qa::ahdqa_0455924,partial_fts_expansion,0,8,0.40132163,0.49807629,0.19988879,0.60121042
evalv1_004,evidence,qa::ahdqa_0216334,partial_fts_expansion,0,9,0.3982366,0.4993135,0.19884491,0.59708151
evalv1_004,evidence,qa::ahdqa_0690328,partial_fts_expansion,1,10,0.44326426,0.45679447,0.20248066,0.64574493
evalv1_005,evidence,mention::men_merge_0004236,original_pool,0,1,0.08895194,0.02481867,0.00220767,0.09115961
evalv1_005,relation,rel_seed_ead1780cd034b873,original_pool,0,1,0.04667433,0.0003077,1.436e-05,0.0466887
evalv1_005,evidence,mention::men_merge_0003882,original_pool,0,2,0.54988405,0.18729675,0.1029915,0.65287555
evalv1_005,evidence,qa::ahdqa_0773039,original_pool,0,3,0.53158334,0.30903379,0.16427722,0.69586056
evalv1_005,evidence,qa::ahd5k_03031,original_pool,0,4,0.70420269,0.12918565,0.09097288,0.79517558
evalv1_005,evidence,qa::ahd5k_03417,original_pool,0,5,0.28176104,0.00525531,0.00148074,0.28324178
evalv1_006,evidence,qa::ahd5k_00671,original_pool,1,1,0.5079678,0.67185866,0.34128256,0.84925036
evalv1_006,relation,rel_seed_02edf024973139bc,original_pool,0,1,0.17919021,0.00420675,0.00075381,0.17994402
evalv1_006,evidence,qa::ahd10k_05624,original_pool,1,2,0.56197308,0.07241445,0.04069497,0.60266805
evalv1_006,evidence,qa::ahd10k_03236,original_pool,1,3,0.46114293,0.09403548,0.04336379,0.50450672
evalv1_006,evidence,qa::ahd10k_02069,original_pool,0,4,0.49719382,0.00073402,0.00036495,0.49755877
evalv1_006,evidence,qa::ahdqa_0206224,original_pool,1,5,0.61616961,0.68200088,0.42022822,1.03639783
evalv1_006,evidence,qa::ahdqa_0690239,partial_fts_expansion,1,1,0.21686348,0.02335505,0.00506486,0.22192834
evalv1_006,evidence,qa::ahdqa_0166686,partial_fts_expansion,0,2,0.66462222,0.23897265,0.15882653,0.82344875
evalv1_006,evidence,qa::ahdqa_0076049,partial_fts_expansion,0,3,0.50720543,0.12764273,0.06474109,0.57194652
evalv1_006,evidence,qa::ahdqa_0112458,partial_fts_expansion,0,4,0.63667041,0.3422221,0.21788269,0.8545531
evalv1_006,evidence,qa::ahdqa_0427011,partial_fts_expansion,1,5,0.49080438,0.16074747,0.07889556,0.56969994
evalv1_006,evidence,qa::ahdqa_0373619,partial_fts_expansion,0,6,0.48670583,0.17003837,0.08275867,0.5694645
evalv1_006,evidence,qa::ahdqa_0415706,partial_fts_expansion,0,7,0.3909877,0.374273,0.14633614,0.53732385
evalv1_006,evidence,qa::ahdqa_0635109,partial_fts_expansion,0,8,0.45022092,0.23865094,0.10744564,0.55766657
evalv1_006,evidence,qa::ahdqa_0749037,partial_fts_expansion,0,9,0.41758426,0.31196987,0.13027371,0.54785796
evalv1_006,evidence,qa::ahdqa_0284046,partial_fts_expansion,0,10,0.39195391,0.27216361,0.10667559,0.4986295
evalv1_006,evidence,qa::ahdqa_0793513,partial_fts_expansion,1,11,0.61837501,0.41772993,0.25831375,0.87668876
evalv1_006,evidence,qa::ahdqa_0007056,partial_fts_expansion,0,12,0.37137079,0.39461717,0.14654929,0.51792008
evalv1_007,evidence,qa::ahd10k_08370,original_pool,2,1,0.63836048,0.09482901,0.06053509,0.69889557
evalv1_007,evidence,qa::ahd10k_05174,original_pool,1,2,0.40437755,0.13231705,0.05350605,0.4578836
evalv1_007,evidence,mention::men_merge_0004325,original_pool,0,3,0.35788719,0.37582763,0.13450389,0.49239108
evalv1_007,evidence,qa::ahd10k_01802,original_pool,1,4,0.76199125,0.00094702,0.00072162,0.76271287
evalv1_007,evidence,qa::ahdqa_0533862,original_pool,0,5,0.24143855,0.41360077,0.09985917,0.34129773
evalv1_008,evidence,mention::men_merge_0002012,original_pool,1,1,0.51635482,0.35390225,0.18273913,0.69909395
evalv1_008,relation,rel_seed_816bcc3d5c4c18a9,original_pool,0,1,0.02482185,0.00067343,1.672e-05,0.02483857
evalv1_008,evidence,mention::men_merge_0003632,original_pool,0,2,0.50699955,0.34792457,0.1763976,0.68339715
evalv1_008,relation,rel_seed_acdf81785be76241,original_pool,0,2,0.04315002,5.68e-06,2.5e-07,0.04315027
evalv1_008,evidence,qa::ahdqa_0527721,original_pool,1,3,0.31084211,0.39994142,0.12431864,0.43516074
evalv1_008,relation,rel_seed_bc05d86c6b97cbff,original_pool,0,3,0.03850581,5.61e-06,2.2e-07,0.03850603
evalv1_008,evidence,qa::ahdqa_0396796,original_pool,0,4,0.40385572,0.66942623,0.27035162,0.67420734
evalv1_008,evidence,qa::ahd5k_01220,original_pool,1,5,0.46251028,0.53620988,0.24800258,0.71051286
evalv1_008,evidence,qa::ahdqa_0196565,partial_fts_expansion,0,1,0.27359367,0.25106461,0.06868969,0.34228336
evalv1_008,evidence,qa::ahdqa_0362428,partial_fts_expansion,1,2,0.67578668,0.35053986,0.23689017,0.91267685
evalv1_008,evidence,qa::ahdqa_0485391,partial_fts_expansion,0,3,0.34948648,0.43479296,0.15195426,0.50144075
evalv1_008,evidence,qa::ahdqa_0372498,partial_fts_expansion,1,4,0.59489618,0.38710125,0.23028505,0.82518124
evalv1_008,evidence,qa::ahdqa_0679648,partial_fts_expansion,1,5,0.30829814,0.4554914,0.14042715,0.44872529
evalv1_008,evidence,qa::ahdqa_0414367,partial_fts_expansion,0,6,0.29842999,0.460693,0.13748461,0.43591459
evalv1_008,evidence,qa::ahdqa_0666542,partial_fts_expansion,0,7,0.55827003,0.40319696,0.22509278,0.78336281
evalv1_008,evidence,qa::ahdqa_0059950,partial_fts_expansion,0,8,0.28635417,0.46720694,0.13378666,0.42014083
evalv1_008,evidence,qa::ahdqa_0116619,partial_fts_expansion,0,9,0.28239454,0.46938084,0.13255059,0.41494513
evalv1_008,evidence,qa::ahdqa_0795528,partial_fts_expansion,0,10,0.27925086,0.47112081,0.13156089,0.41081175
evalv1_008,evidence,qa::ahdqa_0747650,partial_fts_expansion,1,11,0.5402548,0.41107899,0.2220874,0.7623422
evalv1_008,evidence,qa::ahdqa_0686479,partial_fts_expansion,0,12,0.27457576,0.47373207,0.13007534,0.4046511
evalv1_009,evidence,qa::ahdqa_0431889,original_pool,0,1,0.6214999,0.84582222,0.52567842,1.14717832
evalv1_009,evidence,qa::ahdqa_0680481,original_pool,0,2,0.54223134,0.81220742,0.44040432,0.98263566
evalv1_009,evidence,qa::ahdqa_0578393,original_pool,0,3,0.84154657,0.87657824,0.73768142,1.57922799
evalv1_009,evidence,qa::ahdqa_0577572,original_pool,0,4,0.83342195,0.87187277,0.7266379,1.56005985
evalv1_009,evidence,qa::ahdqa_0625380,original_pool,0,5,0.48847828,0.76201393,0.37222726,0.86070554
evalv1_010,evidence,qa::ahd5k_01178,original_pool,2,1,0.63094383,0.61958556,0.39092368,1.02186751
evalv1_010,evidence,qa::ahd10k_05457,original_pool,0,2,0.44168842,0.26892588,0.11878145,0.56046987
evalv1_010,evidence,qa::ahd10k_01300,original_pool,0,3,0.39774065,0.25086008,0.09977725,0.4975179
evalv1_010,evidence,qa::ahdqa_0780897,original_pool,0,4,0.72479561,0.78984892,0.57247903,1.29727463
evalv1_010,evidence,qa::ahd5k_04620,original_pool,0,5,0.18811271,0.27320677,0.05139367,0.23950637
evalv1_011,evidence,qa::ahdqa_0074758,original_pool,1,1,0.91129187,0.72877295,0.66412487,1.57541674
evalv1_011,evidence,qa::ahdqa_0275144,original_pool,1,2,0.70359439,0.49340479,0.34715684,1.05075123
evalv1_011,evidence,qa::ahdqa_0294546,original_pool,1,3,0.57601874,0.28650149,0.16503022,0.74104896
evalv1_011,evidence,qa::ahdqa_0144951,original_pool,1,4,0.42164887,0.30580902,0.12894403,0.5505929
evalv1_011,evidence,qa::ahdqa_0315376,original_pool,0,5,0.34186083,0.35442503,0.12116404,0.46302487
evalv1_011,evidence,qa::ahdqa_0443134,partial_fts_expansion,1,1,0.94062214,0.38616753,0.36323773,1.30385987
evalv1_011,evidence,qa::ahdqa_0249956,partial_fts_expansion,0,2,0.90885865,0.42915724,0.39004327,1.29890192
evalv1_011,evidence,qa::ahdqa_0385548,partial_fts_expansion,1,3,0.63292009,0.24482401,0.15495404,0.78787413
evalv1_011,evidence,qa::ahdqa_0104137,partial_fts_expansion,1,4,0.88778937,0.45110421,0.40048553,1.2882749
evalv1_011,evidence,qa::ahdqa_0645043,partial_fts_expansion,0,5,0.8359162,0.29243704,0.24445286,1.08036907
evalv1_011,evidence,qa::ahdqa_0737778,partial_fts_expansion,0,6,0.37541587,0.39310923,0.14757944,0.52299531
evalv1_011,evidence,qa::ahdqa_0728645,partial_fts_expansion,0,7,0.42984604,0.44164995,0.18984148,0.61968752
evalv1_011,evidence,qa::ahdqa_0620414,partial_fts_expansion,0,8,0.47555599,0.32392409,0.15404404,0.62960003
evalv1_011,evidence,qa::ahdqa_0645035,partial_fts_expansion,1,9,0.3926534,0.42096549,0.16529353,0.55794693
evalv1_012,evidence,qa::ahd10k_00842,original_pool,1,1,0.39928453,0.28346459,0.11318303,0.51246755
evalv1_012,evidence,qa::ahd5k_01579,original_pool,0,2,0.27498818,0.55743613,0.15328835,0.42827653
evalv1_012,evidence,qa::ahd10k_06061,original_pool,1,3,0.33808296,0.00277688,0.00093882,0.33902177
evalv1_012,evidence,qa::ahd5k_03019,original_pool,2,4,0.20626481,0.38973271,0.08038814,0.28665296
evalv1_012,evidence,mention::men_merge_0004827,original_pool,1,5,0.8487953,0.63499376,0.53897973,1.38777503
evalv1_013,evidence,qa::ahdqa_0792626,original_pool,2,1,0.89502145,0.57869636,0.51794566,1.41296711
evalv1_013,relation,rel_seed_49c6cc00361ad6fd,original_pool,0,1,0.06320684,3.268e-05,2.07e-06,0.0632089
evalv1_013,evidence,mention::men_merge_0005371,original_pool,0,2,0.05238497,0.01887346,0.00098869,0.05337366
evalv1_013,relation,rel_seed_edde529b7ea6c3e0,original_pool,0,2,0.00867968,8.7e-07,1e-08,0.00867968
evalv1_013,evidence,qa::ahdqa_0505257,original_pool,0,3,0.85069178,0.3274948,0.27859713,1.12928891
evalv1_013,relation,rel_seed_76d52cc758786748,original_pool,0,3,0.00812913,7.8e-07,1e-08,0.00812914
evalv1_013,evidence,qa::ahdqa_0040429,original_pool,0,4,0.23049295,0.02144765,0.00494353,0.23543648
evalv1_013,evidence,mention::men_merge_0002371,original_pool,0,5,0.19740174,0.17596547,0.03473589,0.23213763
evalv1_014,evidence,qa::ahd5k_02037,original_pool,1,1,0.40625546,0.77210606,0.31367231,0.71992777
evalv1_014,evidence,qa::ahd5k_00736,original_pool,1,2,0.84079593,0.8201886,0.68961124,1.53040718
evalv1_014,evidence,qa::ahd10k_02633,original_pool,0,3,0.72505793,0.00316521,0.00229496,0.7273529
evalv1_014,evidence,mention::men_merge_0004827,original_pool,0,4,0.53241595,0.74248922,0.39531311,0.92772906
evalv1_014,evidence,mention::men_merge_0004772,original_pool,0,5,0.38419494,0.71621618,0.27516663,0.65936157
evalv1_014,evidence,qa::ahdqa_0534222,partial_fts_expansion,1,1,0.55225762,0.12077718,0.06670012,0.61895774
evalv1_014,evidence,qa::ahdqa_0517463,partial_fts_expansion,1,2,0.42124852,0.20268265,0.08537977,0.50662828
evalv1_014,evidence,qa::ahdqa_0033349,partial_fts_expansion,1,3,0.66886887,0.237769,0.15903628,0.82790515
evalv1_014,evidence,qa::ahdqa_0470165,partial_fts_expansion,0,4,0.59678974,0.36904259,0.22024083,0.81703057
evalv1_014,evidence,qa::ahdqa_0407268,partial_fts_expansion,0,5,0.65417979,0.28994252,0.18967453,0.84385432
evalv1_014,evidence,qa::ahdqa_0048463,partial_fts_expansion,1,6,0.71145653,0.39317261,0.27972522,0.99118175
evalv1_014,evidence,qa::ahdqa_0779204,partial_fts_expansion,0,7,0.76146222,0.30022467,0.22860974,0.99007196
evalv1_014,evidence,qa::ahdqa_0317301,partial_fts_expansion,0,8,0.37702865,0.35154791,0.13254363,0.50957229
evalv1_014,evidence,qa::ahdqa_0018089,partial_fts_expansion,0,9,0.64421891,0.32824384,0.21146089,0.85567979
evalv1_014,evidence,qa::ahdqa_0341211,partial_fts_expansion,0,10,0.64296476,0.33321091,0.21424287,0.85720763
evalv1_015,evidence,qa::ahd5k_00855,original_pool,1,1,0.59392833,0.74867585,0.4446598,1.03858812
evalv1_015,evidence,qa::ahd5k_00714,original_pool,1,2,0.58136107,0.68134446,0.39610714,0.97746821
evalv1_015,evidence,mention::men_merge_0001076,original_pool,1,3,0.63984331,0.55351813,0.35416487,0.99400818
evalv1_015,evidence,mention::men_merge_0001874,original_pool,0,4,0.38449604,0.40487466,0.1556727,0.54016875
evalv1_015,evidence,mention::men_merge_0004870,original_pool,1,5,0.41310491,0.58799202,0.24290239,0.6560073
evalv1_015,evidence,qa::ahdqa_0312417,partial_fts_expansion,1,1,0.37112292,0.31994322,0.11873826,0.48986118
evalv1_015,evidence,qa::ahdqa_0028342,partial_fts_expansion,0,2,0.23099579,0.37948428,0.08765927,0.31865505
evalv1_015,evidence,qa::ahdqa_0714511,partial_fts_expansion,1,3,0.18826015,0.41703511,0.07851109,0.26677124
evalv1_015,evidence,qa::ahdqa_0360972,partial_fts_expansion,1,4,0.35359845,0.58064391,0.20531479,0.55891324
evalv1_015,evidence,qa::ahdqa_0463203,partial_fts_expansion,0,5,0.41119567,0.54001493,0.2220518,0.63324748
evalv1_015,evidence,qa::ahdqa_0150029,partial_fts_expansion,2,6,0.3116777,0.53477352,0.16667698,0.47835468
evalv1_016,evidence,qa::ahd5k_02411,original_pool,0,1,0.40796071,0.48846947,0.19927635,0.60723706
evalv1_016,evidence,qa::ahd5k_04916,original_pool,0,2,0.36981569,0.40759976,0.15073678,0.52055247
evalv1_016,evidence,qa::ahd10k_03945,original_pool,0,3,0.35834684,0.14003255,0.05018022,0.40852706
evalv1_016,evidence,mention::men_merge_0005229,original_pool,0,4,0.30888377,0.34761496,0.10737262,0.41625639
evalv1_016,evidence,qa::ahd5k_03495,original_pool,0,5,0.21457251,0.37161211,0.07973774,0.29431025
evalv1_017,evidence,qa::ahd10k_08774,original_pool,1,1,0.68329452,0.48352748,0.33039168,1.0136862
evalv1_017,evidence,qa::ahd10k_09061,original_pool,0,2,0.49167019,0.30525111,0.15008287,0.64175307
evalv1_017,evidence,qa::ahd10k_01526,original_pool,1,3,0.47878874,0.21746568,0.10412012,0.58290886
evalv1_017,evidence,qa::ahdqa_0543547,original_pool,1,4,0.50439947,0.81770143,0.41244817,0.91684764
evalv1_017,evidence,qa::ahdqa_0461772,original_pool,0,5,0.66542393,0.71006199,0.47249224,1.13791616
evalv1_017,evidence,qa::ahdqa_0204588,partial_fts_expansion,1,1,0.78112639,0.19467612,0.15206665,0.93319305
evalv1_017,evidence,qa::ahdqa_0451833,partial_fts_expansion,1,2,0.55376212,0.25599357,0.14175954,0.69552165
evalv1_017,evidence,qa::ahdqa_0453745,partial_fts_expansion,1,3,0.62120018,0.33940697,0.21083967,0.83203985
evalv1_017,evidence,qa::ahdqa_0088700,partial_fts_expansion,1,4,0.59807385,0.36084651,0.21581286,0.81388671
evalv1_017,evidence,qa::ahdqa_0535156,partial_fts_expansion,0,5,0.46654116,0.32571915,0.15196139,0.61850255
evalv1_017,evidence,qa::ahdqa_0719518,partial_fts_expansion,0,6,0.45687851,0.33405248,0.1526214,0.60949991
evalv1_017,evidence,qa::ahdqa_0398616,partial_fts_expansion,0,7,0.56770039,0.38923754,0.22097031,0.7886707
evalv1_017,evidence,qa::ahdqa_0724569,partial_fts_expansion,0,8,0.44484651,0.3446162,0.15330131,0.59814782
evalv1_017,evidence,qa::ahdqa_0528339,partial_fts_expansion,0,9,0.44084946,0.34817248,0.15349165,0.59434111
evalv1_017,evidence,qa::ahdqa_0419928,partial_fts_expansion,1,10,0.55539332,0.40082018,0.22261285,0.77800617
evalv1_018,evidence,qa::ahdqa_0630822,original_pool,0,1,0.61037665,0.59627011,0.36394936,0.97432601
evalv1_018,evidence,qa::ahdqa_0766746,original_pool,2,2,0.86201656,0.74299563,0.64047454,1.50249109
evalv1_018,evidence,qa::ahd5k_02873,original_pool,0,3,0.40103184,0.3688254,0.14791073,0.54894258
evalv1_018,evidence,qa::ahdqa_0024859,original_pool,1,4,0.65279588,0.69667496,0.45478654,1.10758242
evalv1_018,evidence,qa::ahdqa_0698820,original_pool,0,5,0.73562434,0.72120098,0.530533,1.26615734
evalv1_019,evidence,qa::ahd5k_00941,original_pool,0,1,0.6840533,0.8389373,0.57387783,1.25793113
evalv1_019,evidence,qa::ahd5k_03870,original_pool,2,2,0.75630364,0.78877932,0.59655668,1.35286032
evalv1_019,evidence,qa::ahdqa_0759323,original_pool,0,3,0.49713703,0.79698617,0.39621133,0.89334836
evalv1_019,evidence,qa::ahd10k_00699,original_pool,0,4,0.24583025,0.20191149,0.04963595,0.2954662
evalv1_019,evidence,qa::ahdqa_0341223,original_pool,0,5,0.36143775,0.53906633,0.19483892,0.55627668
evalv1_020,evidence,qa::ahd10k_00946,original_pool,1,1,0.85102078,0.02026194,0.01724334,0.86826412
evalv1_020,evidence,qa::ahd10k_03885,original_pool,0,2,0.8549862,0.37553279,0.32107536,1.17606156
evalv1_020,evidence,qa::ahdqa_0695913,original_pool,1,3,0.86008145,0.73050839,0.62829671,1.48837816
evalv1_020,evidence,qa::ahdqa_0103421,original_pool,0,4,0.8526718,0.75064826,0.6400566,1.4927284
evalv1_020,evidence,qa::ahdqa_0311897,original_pool,2,5,0.90011753,0.56703868,0.51040146,1.41051899
evalv1_021,evidence,qa::ahd5k_00854,original_pool,0,1,0.32765954,0.54401183,0.17825067,0.50591021
evalv1_021,evidence,qa::ahd10k_08088,original_pool,0,2,0.27863191,0.19453156,0.0542027,0.33283461
evalv1_021,evidence,qa::ahd10k_02486,original_pool,0,3,0.18071794,0.18831577,0.03403204,0.21474998
evalv1_021,evidence,qa::ahdqa_0032547,original_pool,0,4,0.30774015,0.36907548,0.11357935,0.4213195
evalv1_021,evidence,qa::ahdqa_0222962,original_pool,1,5,0.29893136,0.36094615,0.10789812,0.40682949
evalv1_021,evidence,qa::ahdqa_0039208,partial_fts_expansion,0,1,0.56521439,0.32493249,0.18365652,0.74887091
evalv1_021,evidence,qa::ahdqa_0263499,partial_fts_expansion,0,2,0.45004468,0.36516058,0.16433858,0.61438326
evalv1_021,evidence,qa::ahdqa_0216821,partial_fts_expansion,0,3,0.41222597,0.37903454,0.15624788,0.56847385
evalv1_021,evidence,qa::ahdqa_0693509,partial_fts_expansion,0,4,0.39367003,0.38604808,0.15197556,0.54564559
evalv1_021,evidence,qa::ahdqa_0137281,partial_fts_expansion,0,5,0.38267833,0.39027922,0.1493514,0.53202972
evalv1_021,evidence,qa::ahdqa_0490592,partial_fts_expansion,0,6,0.37541587,0.39310923,0.14757944,0.52299531
evalv1_021,evidence,qa::ahdqa_0720091,partial_fts_expansion,0,7,0.37026229,0.39513508,0.14630362,0.51656591
evalv1_021,evidence,qa::ahdqa_0335671,partial_fts_expansion,0,8,0.36641634,0.39665683,0.14534155,0.51175789
evalv1_021,evidence,qa::ahdqa_0236740,partial_fts_expansion,0,9,0.36343674,0.39784181,0.14459033,0.50802707
evalv1_021,evidence,qa::ahdqa_0746501,partial_fts_expansion,1,10,0.36106057,0.39879065,0.14398758,0.50504815
evalv1_022,evidence,qa::ahd5k_02121,original_pool,1,1,0.67846592,0.75625681,0.51309448,1.1915604
evalv1_022,relation,rel_seed_98a1e7d2b0f4dd65,original_pool,0,1,0.01156687,0.04027193,0.00046582,0.01203269
evalv1_022,evidence,qa::ahd10k_02738,original_pool,0,2,0.53201289,0.38405891,0.20432429,0.73633718
evalv1_022,relation,rel_seed_78d6f71f2d20de82,original_pool,0,2,0.00936185,0.04416105,0.00041343,0.00977528
evalv1_022,evidence,qa::ahdqa_0604382,original_pool,0,3,0.78267573,0.81583468,0.63853401,1.42120974
evalv1_022,relation,rel_seed_b0795c80958147a8,original_pool,0,3,0.00861243,0.04493399,0.00038699,0.00899942
evalv1_022,evidence,qa::ahdqa_0428322,original_pool,0,4,0.80119157,0.8527415,0.6832093,1.48440086
evalv1_022,evidence,qa::ahdqa_0537003,original_pool,0,5,0.55015653,0.81771545,0.4498715,1.00002803
evalv1_022,evidence,qa::ahdqa_0465906,partial_fts_expansion,1,1,0.11939811,0.06632803,0.00791944,0.12731755
evalv1_022,evidence,qa::ahdqa_0333401,partial_fts_expansion,1,2,0.56319374,0.31729815,0.17870033,0.74189407
evalv1_022,evidence,qa::ahdqa_0560938,partial_fts_expansion,0,3,0.49803686,0.46935641,0.23375679,0.73179365
evalv1_022,evidence,qa::ahdqa_0530792,partial_fts_expansion,1,4,0.57708242,0.28586887,0.1649699,0.74205232
evalv1_022,evidence,qa::ahdqa_0241283,partial_fts_expansion,1,5,0.68516463,0.48717894,0.33379778,1.0189624
evalv1_022,evidence,qa::ahdqa_0396848,partial_fts_expansion,2,6,0.62368276,0.25757929,0.16064776,0.78433052
evalv1_023,evidence,qa::ahd5k_00141,original_pool,1,1,0.7343097,0.6647713,0.48814801,1.22245771
evalv1_023,evidence,qa::ahd5k_03371,original_pool,1,2,0.8574612,0.17623783,0.1511171,1.00857829
evalv1_023,evidence,qa::ahdqa_0626377,original_pool,1,3,0.61771886,0.57997341,0.35826051,0.97597938
evalv1_023,evidence,qa::ahdqa_0489821,original_pool,1,4,0.84961645,0.66810622,0.56763404,1.41725049
evalv1_023,evidence,qa::ahd5k_03833,original_pool,0,5,0.28020877,0.38924658,0.10907031,0.38927908
evalv1_023,evidence,qa::ahdqa_0061446,partial_fts_expansion,0,1,0.87007852,0.07619198,0.066293,0.93637152
evalv1_023,evidence,qa::ahdqa_0039957,partial_fts_expansion,1,2,0.76752467,0.10021508,0.07691755,0.84444222
evalv1_023,evidence,qa::ahdqa_0056184,partial_fts_expansion,0,3,0.72284762,0.10961302,0.07923351,0.80208113
evalv1_023,evidence,qa::ahdqa_0064915,partial_fts_expansion,1,4,0.69862383,0.11459596,0.08005947,0.7786833
evalv1_023,evidence,qa::ahdqa_0215828,partial_fts_expansion,2,5,0.68352664,0.11767951,0.08043708,0.76396372
