query_id,candidate_type,candidate_id,candidate_pool,relevance_label,candidate_rank,p_usable,p_direct_given_usable,p_direct,expected_relevance
evalv1_004,evidence,qa::ahd5k_03662,original_pool,0,1,0.69564185,0.48636476,0.33833568,1.03397752
evalv1_004,relation,rel_seed_8d21afa86717a1c9,original_pool,0,1,0.00267991,0.00255662,6.85e-06,0.00268676
evalv1_004,evidence,qa::ahd5k_03243,original_pool,0,2,0.4359699,0.68061851,0.29672919,0.73269909
evalv1_004,relation,rel_seed_afb1ab144f072704,original_pool,0,2,0.00211115,0.00095887,2.02e-06,0.00211318
evalv1_004,evidence,mention::men_merge_0002493,original_pool,1,3,0.54547036,0.51028641,0.27834611,0.82381647
evalv1_004,relation,rel_seed_30ff3f9299a1bc92,original_pool,0,3,0.02385321,0.02574803,0.00061417,0.02446738
evalv1_004,evidence,qa::ahd10k_09750,original_pool,0,4,0.55805601,0.03195653,0.01783353,0.57588955
evalv1_004,evidence,mention::men_merge_0004195,original_pool,0,5,0.04847644,0.03320804,0.00160981,0.05008625
evalv1_004,evidence,qa::ahdqa_0785516,partial_fts_expansion,1,1,0.66736016,0.24907881,0.16622527,0.83358543
evalv1_004,evidence,qa::ahdqa_0196899,partial_fts_expansion,0,2,0.58663637,0.43340334,0.25425016,0.84088653
evalv1_004,evidence,qa::ahdqa_0323203,partial_fts_expansion,0,3,0.49992694,0.47473879,0.23733471,0.73726165
evalv1_004,evidence,qa::ahdqa_0280370,partial_fts_expansion,0,4,0.52355513,0.49350064,0.2583748,0.78192993
evalv1_004,evidence,qa::ahdqa_0551510,partial_fts_expansion,0,5,0.46587512,0.50698081,0.23618975,0.70206487
evalv1_004,evidence,qa::ahdqa_0122416,partial_fts_expansion,0,6,0.45739929,0.51504272,0.23558017,0.69297946
evalv1_004,evidence,qa::ahdqa_0282505,partial_fts_expansion,0,7,0.49616689,0.51941694,0.25771749,0.75388438
evalv1_004,evidence,qa::ahdqa_0455924,partial_fts_expansion,0,8,0.44683963,0.52510863,0.23463935,0.68147898
evalv1_004,evidence,qa::ahdqa_0216334,partial_fts_expansion,0,9,0.4433299,0.5284598,0.23428203,0.67761193
evalv1_004,evidence,qa::ahdqa_0690328,partial_fts_expansion,1,10,0.48520883,0.52976205,0.25704522,0.74225405
evalv1_005,evidence,mention::men_merge_0004236,original_pool,0,1,0.05427301,0.06803184,0.00369229,0.05796531
evalv1_005,relation,rel_seed_ead1780cd034b873,original_pool,0,1,0.00755313,0.0270315,0.00020417,0.0077573
evalv1_005,evidence,mention::men_merge_0003882,original_pool,0,2,0.5951436,0.19719967,0.11736212,0.71250572
evalv1_005,evidence,qa::ahdqa_0773039,original_pool,0,3,0.43833086,0.40360757,0.17691365,0.61524451
evalv1_005,evidence,qa::ahd5k_03031,original_pool,0,4,0.55026206,0.26895002,0.14799299,0.69825505
evalv1_005,evidence,qa::ahd5k_03417,original_pool,0,5,0.07793465,0.02758322,0.00214969,0.08008434
evalv1_006,evidence,qa::ahd5k_00671,original_pool,1,1,0.48006777,0.5075739,0.24366987,0.72373764
evalv1_006,relation,rel_seed_02edf024973139bc,original_pool,0,1,0.16308018,0.01017014,0.00165855,0.16473873
evalv1_006,evidence,qa::ahd10k_05624,original_pool,1,2,0.63931837,0.14654627,0.09368972,0.7330081
evalv1_006,evidence,qa::ahd10k_03236,original_pool,1,3,0.53243145,0.23160617,0.12331441,0.65574586
evalv1_006,evidence,qa::ahd10k_02069,original_pool,0,4,0.6459867,0.00657233,0.00424564,0.65023234
evalv1_006,evidence,qa::ahdqa_0206224,original_pool,1,5,0.61561349,0.69011175,0.4248421,1.04045559
evalv1_006,evidence,qa::ahdqa_0690239,partial_fts_expansion,1,1,0.29902465,0.027143,0.00811643,0.30714108
evalv1_006,evidence,qa::ahdqa_0166686,partial_fts_expansion,0,2,0.68392192,0.31403111,0.21477276,0.89869469
evalv1_006,evidence,qa::ahdqa_0076049,partial_fts_expansion,0,3,0.56654362,0.33856176,0.19181001,0.75835363
evalv1_006,evidence,qa::ahdqa_0112458,partial_fts_expansion,0,4,0.65532443,0.43654434,0.28607817,0.9414026
evalv1_006,evidence,qa::ahdqa_0427011,partial_fts_expansion,1,5,0.54953403,0.40393367,0.2219753,0.77150933
evalv1_006,evidence,qa::ahdqa_0373619,partial_fts_expansion,0,6,0.54526188,0.42093189,0.22951811,0.77477999
evalv1_006,evidence,qa::ahdqa_0415706,partial_fts_expansion,0,7,0.373546,0.32096601,0.11989557,0.49344157
evalv1_006,evidence,qa::ahdqa_0635109,partial_fts_expansion,0,8,0.48281576,0.40337455,0.19475559,0.67757135
evalv1_006,evidence,qa::ahdqa_0749037,partial_fts_expansion,0,9,0.42440824,0.37230076,0.15800751,0.58241575
evalv1_006,evidence,qa::ahdqa_0284046,partial_fts_expansion,0,10,0.40133266,0.16901171,0.06782992,0.46916258
evalv1_006,evidence,qa::ahdqa_0793513,partial_fts_expansion,1,11,0.63650516,0.51989415,0.33091531,0.96742046
evalv1_006,evidence,qa::ahdqa_0007056,partial_fts_expansion,0,12,0.36084299,0.34098099,0.1230406,0.48388359
evalv1_007,evidence,qa::ahd10k_08370,original_pool,2,1,0.74373076,0.13720412,0.10204292,0.84577369
evalv1_007,evidence,qa::ahd10k_05174,original_pool,1,2,0.48052465,0.1263455,0.06071213,0.54123678
evalv1_007,evidence,mention::men_merge_0004325,original_pool,0,3,0.65158165,0.2494851,0.16255991,0.81414156
evalv1_007,evidence,qa::ahd10k_01802,original_pool,1,4,0.79967875,0.00038331,0.00030652,0.79998527
evalv1_007,evidence,qa::ahdqa_0533862,original_pool,0,5,0.2564577,0.43579311,0.1117625,0.3682202
evalv1_008,evidence,mention::men_merge_0002012,original_pool,1,1,0.55015766,0.3599201,0.1980128,0.74817046
evalv1_008,relation,rel_seed_816bcc3d5c4c18a9,original_pool,0,1,0.00903394,9.402e-05,8.5e-07,0.00903479
evalv1_008,evidence,mention::men_merge_0003632,original_pool,0,2,0.61608347,0.38902509,0.23967192,0.85575539
evalv1_008,relation,rel_seed_acdf81785be76241,original_pool,0,2,0.01421356,1.5e-07,0.0,0.01421357
evalv1_008,evidence,qa::ahdqa_0527721,original_pool,1,3,0.3666322,0.48712366,0.17859522,0.54522742
evalv1_008,relation,rel_seed_bc05d86c6b97cbff,original_pool,0,3,0.01310397,1.4e-07,0.0,0.01310397
evalv1_008,evidence,qa::ahdqa_0396796,original_pool,0,4,0.37509779,0.62081462,0.23286619,0.60796398
evalv1_008,evidence,qa::ahd5k_01220,original_pool,1,5,0.51212316,0.33953218,0.17388229,0.68600545
evalv1_008,evidence,qa::ahdqa_0196565,partial_fts_expansion,0,1,0.28292358,0.17364252,0.04912756,0.33205114
evalv1_008,evidence,qa::ahdqa_0362428,partial_fts_expansion,1,2,0.73048245,0.47773414,0.3489764,1.07945886
evalv1_008,evidence,qa::ahdqa_0485391,partial_fts_expansion,0,3,0.39898692,0.42129263,0.16809025,0.56707717
evalv1_008,evidence,qa::ahdqa_0372498,partial_fts_expansion,1,4,0.66133381,0.53534364,0.35404085,1.01537466
evalv1_008,evidence,qa::ahdqa_0679648,partial_fts_expansion,1,5,0.357891,0.4515496,0.16160554,0.51949654
evalv1_008,evidence,qa::ahdqa_0414367,partial_fts_expansion,0,6,0.34790972,0.45917926,0.15975293,0.50766265
evalv1_008,evidence,qa::ahdqa_0666542,partial_fts_expansion,0,7,0.62919061,0.55983597,0.35224354,0.98143415
evalv1_008,evidence,qa::ahdqa_0059950,partial_fts_expansion,0,8,0.33561927,0.4687429,0.15731915,0.49293842
evalv1_008,evidence,qa::ahdqa_0116619,partial_fts_expansion,0,9,0.33157046,0.47193624,0.15648012,0.48805058
evalv1_008,evidence,qa::ahdqa_0795528,partial_fts_expansion,0,10,0.32834922,0.47449257,0.15579927,0.48414849
evalv1_008,evidence,qa::ahdqa_0747650,partial_fts_expansion,1,11,0.61316267,0.5716144,0.35049261,0.96365529
evalv1_008,evidence,qa::ahdqa_0686479,partial_fts_expansion,0,12,0.32354757,0.47832955,0.15476236,0.47830993
evalv1_009,evidence,qa::ahdqa_0431889,original_pool,0,1,0.62923597,0.774423,0.48729481,1.11653078
evalv1_009,evidence,qa::ahdqa_0680481,original_pool,0,2,0.56757434,0.72807641,0.41323749,0.98081183
evalv1_009,evidence,qa::ahdqa_0578393,original_pool,0,3,0.89733107,0.81020562,0.72702267,1.62435374
evalv1_009,evidence,qa::ahdqa_0577572,original_pool,0,4,0.89290562,0.80318897,0.71717194,1.61007756
evalv1_009,evidence,qa::ahdqa_0625380,original_pool,0,5,0.51424771,0.67179197,0.34546749,0.8597152
evalv1_010,evidence,qa::ahd5k_01178,original_pool,2,1,0.60611538,0.63041959,0.38210701,0.9882224
evalv1_010,evidence,qa::ahd10k_05457,original_pool,0,2,0.37142379,0.29051117,0.10790276,0.47932655
evalv1_010,evidence,qa::ahd10k_01300,original_pool,0,3,0.33207643,0.26714132,0.08871134,0.42078777
evalv1_010,evidence,qa::ahdqa_0780897,original_pool,0,4,0.72710207,0.7951874,0.5781824,1.30528447
evalv1_010,evidence,qa::ahd5k_04620,original_pool,0,5,0.11170155,0.28779135,0.03214674,0.1438483
evalv1_011,evidence,qa::ahdqa_0074758,original_pool,1,1,0.84805703,0.81176019,0.68841894,1.53647597
evalv1_011,evidence,qa::ahdqa_0275144,original_pool,1,2,0.5890242,0.59910882,0.35288959,0.94191379
evalv1_011,evidence,qa::ahdqa_0294546,original_pool,1,3,0.51608542,0.45744993,0.23608323,0.75216865
evalv1_011,evidence,qa::ahdqa_0144951,original_pool,1,4,0.45466472,0.40062447,0.18214981,0.63681453
evalv1_011,evidence,qa::ahdqa_0315376,original_pool,0,5,0.36297942,0.39647017,0.14391051,0.50688994
evalv1_011,evidence,qa::ahdqa_0443134,partial_fts_expansion,1,1,0.96596471,0.41317634,0.39911376,1.36507847
evalv1_011,evidence,qa::ahdqa_0249956,partial_fts_expansion,0,2,0.93416362,0.49230933,0.45989747,1.39406109
evalv1_011,evidence,qa::ahdqa_0385548,partial_fts_expansion,1,3,0.64247263,0.35710734,0.22943169,0.87190431
evalv1_011,evidence,qa::ahdqa_0104137,partial_fts_expansion,1,4,0.9093607,0.53227438,0.48402941,1.39339011
evalv1_011,evidence,qa::ahdqa_0645043,partial_fts_expansion,0,5,0.77300703,0.47339313,0.36593622,1.13894325
evalv1_011,evidence,qa::ahdqa_0737778,partial_fts_expansion,0,6,0.3267888,0.37815848,0.12357795,0.45036675
evalv1_011,evidence,qa::ahdqa_0728645,partial_fts_expansion,0,7,0.43280838,0.39735731,0.17197957,0.60478796
evalv1_011,evidence,qa::ahdqa_0620414,partial_fts_expansion,0,8,0.43988496,0.38636081,0.16995431,0.60983927
evalv1_011,evidence,qa::ahdqa_0645035,partial_fts_expansion,1,9,0.36421979,0.39436841,0.14363678,0.50785657
evalv1_012,evidence,qa::ahd10k_00842,original_pool,1,1,0.28090619,0.22313816,0.06268089,0.34358708
evalv1_012,evidence,qa::ahd5k_01579,original_pool,0,2,0.28152236,0.46415958,0.1306713,0.41219367
evalv1_012,evidence,qa::ahd10k_06061,original_pool,1,3,0.34108872,0.00090587,0.00030898,0.34139771
evalv1_012,evidence,qa::ahd5k_03019,original_pool,2,4,0.14473598,0.29444774,0.04261718,0.18735316
evalv1_012,evidence,mention::men_merge_0004827,original_pool,1,5,0.86039232,0.44087143,0.37932239,1.23971471
evalv1_013,evidence,qa::ahdqa_0792626,original_pool,2,1,0.89838213,0.65797865,0.59111626,1.48949839
evalv1_013,relation,rel_seed_49c6cc00361ad6fd,original_pool,0,1,0.06722783,7.619e-05,5.12e-06,0.06723296
evalv1_013,evidence,mention::men_merge_0005371,original_pool,0,2,0.08526787,0.01381589,0.00117805,0.08644592
evalv1_013,relation,rel_seed_edde529b7ea6c3e0,original_pool,0,2,0.01310861,2.62e-06,3e-08,0.01310864
evalv1_013,evidence,qa::ahdqa_0505257,original_pool,0,3,0.87286098,0.40522879,0.3537084,1.22656938
evalv1_013,relation,rel_seed_76d52cc758786748,original_pool,0,3,0.01203495,2.5e-06,3e-08,0.01203498
evalv1_013,evidence,qa::ahdqa_0040429,original_pool,0,4,0.35323829,0.34118734,0.12052043,0.47375872
evalv1_013,evidence,mention::men_merge_0002371,original_pool,0,5,0.21712247,0.15942846,0.0346155,0.25173797
evalv1_014,evidence,qa::ahd5k_02037,original_pool,1,1,0.34127955,0.54690523,0.18664757,0.52792712
evalv1_014,evidence,qa::ahd5k_00736,original_pool,1,2,0.80229247,0.77365518,0.62069772,1.42299019
evalv1_014,evidence,qa::ahd10k_02633,original_pool,0,3,0.7723647,0.00871885,0.00673413,0.77909883
evalv1_014,evidence,mention::men_merge_0004827,original_pool,0,4,0.51133471,0.70487582,0.36042747,0.87176218
evalv1_014,evidence,mention::men_merge_0004772,original_pool,0,5,0.34407472,0.53784978,0.18506051,0.52913523
evalv1_014,evidence,qa::ahdqa_0534222,partial_fts_expansion,1,1,0.52411232,0.0577316,0.03025784,0.55437017
evalv1_014,evidence,qa::ahdqa_0517463,partial_fts_expansion,1,2,0.41211007,0.17072823,0.07035882,0.4824689
evalv1_014,evidence,qa::ahdqa_0033349,partial_fts_expansion,1,3,0.66877998,0.27606032,0.18462362,0.8534036
evalv1_014,evidence,qa::ahdqa_0470165,partial_fts_expansion,0,4,0.56969604,0.25326987,0.14428684,0.71398289
evalv1_014,evidence,qa::ahdqa_0407268,partial_fts_expansion,0,5,0.65332739,0.33548508,0.21918159,0.87250898
evalv1_014,evidence,qa::ahdqa_0048463,partial_fts_expansion,1,6,0.69201827,0.3158186,0.21855224,0.91057051
evalv1_014,evidence,qa::ahdqa_0779204,partial_fts_expansion,0,7,0.76426511,0.39402931,0.30114286,1.06540796
evalv1_014,evidence,qa::ahdqa_0317301,partial_fts_expansion,0,8,0.36604058,0.31189762,0.11416718,0.48020776
evalv1_014,evidence,qa::ahdqa_0018089,partial_fts_expansion,0,9,0.64284054,0.37838533,0.24324143,0.88608197
evalv1_014,evidence,qa::ahdqa_0341211,partial_fts_expansion,0,10,0.64151976,0.38390093,0.24628003,0.88779979
evalv1_015,evidence,qa::ahd5k_00855,original_pool,1,1,0.57452814,0.81994466,0.47108128,1.04560943
evalv1_015,evidence,qa::ahd5k_00714,original_pool,1,2,0.57584837,0.59338365,0.34169901,0.91754737
evalv1_015,evidence,mention::men_merge_0001076,original_pool,1,3,0.61315453,0.37337079,0.22893399,0.84208852
evalv1_015,evidence,mention::men_merge_0001874,original_pool,0,4,0.37888985,0.34464458,0.13058233,0.50947218
evalv1_015,evidence,mention::men_merge_0004870,original_pool,1,5,0.4551013,0.4863786,0.22135153,0.67645283
evalv1_015,evidence,qa::ahdqa_0312417,partial_fts_expansion,1,1,0.23415022,0.29058375,0.06804025,0.30219047
evalv1_015,evidence,qa::ahdqa_0028342,partial_fts_expansion,0,2,0.14470471,0.26286029,0.03803712,0.18274183
evalv1_015,evidence,qa::ahdqa_0714511,partial_fts_expansion,1,3,0.11279726,0.28571601,0.03222798,0.14502525
evalv1_015,evidence,qa::ahdqa_0360972,partial_fts_expansion,1,4,0.35534469,0.32264912,0.11465165,0.46999635
evalv1_015,evidence,qa::ahdqa_0463203,partial_fts_expansion,0,5,0.38468842,0.41091453,0.15807406,0.54276248
evalv1_015,evidence,qa::ahdqa_0150029,partial_fts_expansion,2,6,0.34648887,0.27805771,0.0963439,0.44283278
evalv1_016,evidence,qa::ahd5k_02411,original_pool,0,1,0.38410708,0.47702801,0.18322984,0.56733692
evalv1_016,evidence,qa::ahd5k_04916,original_pool,0,2,0.33747221,0.46492702,0.15689995,0.49437216
evalv1_016,evidence,qa::ahd10k_03945,original_pool,0,3,0.33702988,0.23958349,0.08074679,0.41777667
evalv1_016,evidence,mention::men_merge_0005229,original_pool,0,4,0.30533411,0.45000949,0.13740325,0.44273735
evalv1_016,evidence,qa::ahd5k_03495,original_pool,0,5,0.33550411,0.27086453,0.09087616,0.42638027
evalv1_017,evidence,qa::ahd10k_08774,original_pool,1,1,0.7082132,0.41849121,0.296381,1.00459419
evalv1_017,evidence,qa::ahd10k_09061,original_pool,0,2,0.55196573,0.18479354,0.1019997,0.65396543
evalv1_017,evidence,qa::ahd10k_01526,original_pool,1,3,0.55559885,0.21785049,0.12103748,0.67663633
evalv1_017,evidence,qa::ahdqa_0543547,original_pool,1,4,0.5760531,0.68899546,0.39689797,0.97295106
evalv1_017,evidence,qa::ahdqa_0461772,original_pool,0,5,0.67762988,0.6560193,0.44453828,1.12216817
evalv1_017,evidence,qa::ahdqa_0204588,partial_fts_expansion,1,1,0.83955129,0.16246388,0.13639676,0.97594805
evalv1_017,evidence,qa::ahdqa_0451833,partial_fts_expansion,1,2,0.59532329,0.27599132,0.16430406,0.75962735
evalv1_017,evidence,qa::ahdqa_0453745,partial_fts_expansion,1,3,0.68582783,0.26410895,0.18113327,0.8669611
evalv1_017,evidence,qa::ahdqa_0088700,partial_fts_expansion,1,4,0.66181869,0.2793256,0.18486291,0.8466816
evalv1_017,evidence,qa::ahdqa_0535156,partial_fts_expansion,0,5,0.49815565,0.33457737,0.16667161,0.66482726
evalv1_017,evidence,qa::ahdqa_0719518,partial_fts_expansion,0,6,0.48723082,0.34146111,0.16637038,0.6536012
evalv1_017,evidence,qa::ahdqa_0398616,partial_fts_expansion,0,7,0.62969575,0.29965869,0.1886938,0.81838955
evalv1_017,evidence,qa::ahdqa_0724569,partial_fts_expansion,0,8,0.47359314,0.35016039,0.16583356,0.6394267
evalv1_017,evidence,qa::ahdqa_0528339,partial_fts_expansion,0,9,0.46905498,0.35308279,0.16561524,0.63467023
evalv1_017,evidence,qa::ahdqa_0419928,partial_fts_expansion,1,10,0.61649859,0.30802488,0.18989691,0.80639549
evalv1_018,evidence,qa::ahdqa_0630822,original_pool,0,1,0.48688321,0.72995542,0.35540304,0.84228625
evalv1_018,evidence,qa::ahdqa_0766746,original_pool,2,2,0.78157828,0.8266678,0.6461056,1.42768387
evalv1_018,evidence,qa::ahd5k_02873,original_pool,0,3,0.24949015,0.46460161,0.11591352,0.36540367
evalv1_018,evidence,qa::ahdqa_0024859,original_pool,1,4,0.502797,0.77175807,0.38803765,0.89083465
evalv1_018,evidence,qa::ahdqa_0698820,original_pool,0,5,0.577619,0.77468315,0.44747171,1.02509071
evalv1_019,evidence,qa::ahd5k_00941,original_pool,0,1,0.70283658,0.75000708,0.52713241,1.22996899
evalv1_019,evidence,qa::ahd5k_03870,original_pool,2,2,0.78289565,0.53706533,0.42046611,1.20336177
evalv1_019,evidence,qa::ahdqa_0759323,original_pool,0,3,0.55833531,0.70097691,0.39138016,0.94971547
evalv1_019,evidence,qa::ahd10k_00699,original_pool,0,4,0.33764064,0.20230278,0.06830564,0.40594628
evalv1_019,evidence,qa::ahdqa_0341223,original_pool,0,5,0.40783444,0.50025541,0.20402139,0.61185583
evalv1_020,evidence,qa::ahd10k_00946,original_pool,1,1,0.85039795,0.02939707,0.02499921,0.87539716
evalv1_020,evidence,qa::ahd10k_03885,original_pool,0,2,0.87363213,0.36795777,0.32145972,1.19509185
evalv1_020,evidence,qa::ahdqa_0695913,original_pool,1,3,0.91300034,0.67867214,0.6196279,1.53262824
evalv1_020,evidence,qa::ahdqa_0103421,original_pool,0,4,0.92222333,0.6251718,0.57654802,1.49877134
evalv1_020,evidence,qa::ahdqa_0311897,original_pool,2,5,0.8889049,0.51721831,0.45975789,1.34866279
evalv1_021,evidence,qa::ahd5k_00854,original_pool,0,1,0.35204414,0.52171052,0.18366513,0.53570927
evalv1_021,evidence,qa::ahd10k_08088,original_pool,0,2,0.29480128,0.28650678,0.08446257,0.37926385
evalv1_021,evidence,qa::ahd10k_02486,original_pool,0,3,0.1953993,0.21813083,0.04262261,0.23802191
evalv1_021,evidence,qa::ahdqa_0032547,original_pool,0,4,0.25135104,0.33246876,0.08356637,0.33491741
evalv1_021,evidence,qa::ahdqa_0222962,original_pool,1,5,0.24342735,0.33106115,0.08058934,0.32401669
evalv1_021,evidence,qa::ahdqa_0039208,partial_fts_expansion,0,1,0.59164293,0.1877655,0.11109013,0.70273306
evalv1_021,evidence,qa::ahdqa_0263499,partial_fts_expansion,0,2,0.46485481,0.27276576,0.12679647,0.59165129
evalv1_021,evidence,qa::ahdqa_0216821,partial_fts_expansion,0,3,0.42278825,0.30590903,0.12933474,0.55212299
evalv1_021,evidence,qa::ahdqa_0693509,partial_fts_expansion,0,4,0.40212947,0.32329827,0.13000776,0.53213724
evalv1_021,evidence,qa::ahdqa_0137281,partial_fts_expansion,0,5,0.38989406,0.3339754,0.13021503,0.52010909
evalv1_021,evidence,qa::ahdqa_0490592,partial_fts_expansion,0,6,0.38181242,0.3411901,0.13027062,0.51208304
evalv1_021,evidence,qa::ahdqa_0720091,partial_fts_expansion,0,7,0.37607932,0.34638909,0.13026977,0.50634909
evalv1_021,evidence,qa::ahdqa_0335671,partial_fts_expansion,0,8,0.37180206,0.35031264,0.13024696,0.50204902
evalv1_021,evidence,qa::ahdqa_0236740,partial_fts_expansion,0,9,0.3684891,0.35337838,0.13021608,0.49870518
evalv1_021,evidence,qa::ahdqa_0746501,partial_fts_expansion,1,10,0.36584761,0.3558397,0.13018311,0.49603072
evalv1_022,evidence,qa::ahd5k_02121,original_pool,1,1,0.71065492,0.82910805,0.58920972,1.29986464
evalv1_022,relation,rel_seed_98a1e7d2b0f4dd65,original_pool,0,1,0.01914049,0.08937869,0.00171075,0.02085124
evalv1_022,evidence,qa::ahd10k_02738,original_pool,0,2,0.74286049,0.2358481,0.17520223,0.91806272
evalv1_022,relation,rel_seed_78d6f71f2d20de82,original_pool,0,2,0.01458415,0.08010144,0.00116821,0.01575237
evalv1_022,evidence,qa::ahdqa_0604382,original_pool,0,3,0.74630224,0.86312255,0.64415029,1.39045252
evalv1_022,relation,rel_seed_b0795c80958147a8,original_pool,0,3,0.0130957,0.07614769,0.00099721,0.0140929
evalv1_022,evidence,qa::ahdqa_0428322,original_pool,0,4,0.74188272,0.87822248,0.65153808,1.39342079
evalv1_022,evidence,qa::ahdqa_0537003,original_pool,0,5,0.49983855,0.82346305,0.41159858,0.91143714
evalv1_022,evidence,qa::ahdqa_0465906,partial_fts_expansion,1,1,0.10854431,0.17197774,0.01866721,0.12721151
evalv1_022,evidence,qa::ahdqa_0333401,partial_fts_expansion,1,2,0.35616335,0.38625295,0.13756914,0.49373249
evalv1_022,evidence,qa::ahdqa_0560938,partial_fts_expansion,0,3,0.29640059,0.38226749,0.11330431,0.40970489
evalv1_022,evidence,qa::ahdqa_0530792,partial_fts_expansion,1,4,0.63253574,0.1782651,0.11275904,0.74529478
evalv1_022,evidence,qa::ahdqa_0241283,partial_fts_expansion,1,5,0.53689721,0.45828923,0.24605421,0.78295142
evalv1_022,evidence,qa::ahdqa_0396848,partial_fts_expansion,2,6,0.5482013,0.24117844,0.13221433,0.68041563
evalv1_023,evidence,qa::ahd5k_00141,original_pool,1,1,0.71765259,0.8063402,0.57867213,1.29632472
evalv1_023,evidence,qa::ahd5k_03371,original_pool,1,2,0.90647456,0.1509274,0.13681185,1.04328642
evalv1_023,evidence,qa::ahdqa_0626377,original_pool,1,3,0.52756653,0.73258258,0.38648605,0.91405258
evalv1_023,evidence,qa::ahdqa_0489821,original_pool,1,4,0.77601096,0.72522059,0.56277913,1.33879009
evalv1_023,evidence,qa::ahd5k_03833,original_pool,0,5,0.32333552,0.47902017,0.15488424,0.47821976
evalv1_023,evidence,qa::ahdqa_0061446,partial_fts_expansion,0,1,0.6780801,0.21084478,0.14296965,0.82104975
evalv1_023,evidence,qa::ahdqa_0039957,partial_fts_expansion,1,2,0.52170359,0.20789851,0.1084614,0.63016498
evalv1_023,evidence,qa::ahdqa_0056184,partial_fts_expansion,0,3,0.46692446,0.20692319,0.0966175,0.56354196
evalv1_023,evidence,qa::ahdqa_0064915,partial_fts_expansion,1,4,0.43974971,0.2064368,0.09078052,0.53053023
evalv1_023,evidence,qa::ahdqa_0215828,partial_fts_expansion,2,5,0.42360609,0.20614537,0.08732443,0.51093053
