query_id,query,normalized_query,expanded_terms,key_medical_fragments,primary_intent,all_intents,target_relation_types,detected_entity_names,detected_entity_types,detected_entity_match_types,semantic_candidate_entity_names,silver_relevant_entity_ids,silver_relevant_qa_ids,relation_type_weights,warnings,retrieval_mode
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابره حديد لمده شهر هل اخذ هالكميه بهذه المده امن ام مضر للجسم ? وما...,[],"[""فقر وعملت التحاليل"", ""وعملت التحاليل نقص"", ""التحاليل نقص فيتامين"", ""نقص فيتامين دال"", ""فيتامين دال ونقص"", ""دال ونقص حديد"", ""ونقص حديد وصف"", ""حديد وصف الدكتور"", ""وصف الدكتور ابره"", ""الدكتور ابره حديد""]",symptom_check,"[""symptom_check"", ""diagnostic_test_request"", ""drug_safety_question""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""DIAGNOSED_BY"", ""DIAGNOSES"", ""INVESTIGATED_BY"", ""INVESTIGATES"", ""HAS_ADVERSE_EFFECT"", ""CONTRAINDICATED_IN"", ""SAFE_DURING_PREGNANCY"", ""REQUIRES_MEDICAL_SUPERVISION_FOR""]","[""نقص فيتامين"", ""نقص حديد"", ""فقر دم""]","[""DiseaseCondition"", ""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""exact"", ""exact""]",[],"[""ent_diseasecondition_1b4cda592c0e"", ""ent_diseasecondition_6116bf50d3f1"", ""ent_diseasecondition_99d821e71fc1""]","[""ahd5k_00142"", ""ahd5k_01162"", ""ahd5k_01178"", ""ahd5k_01874""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""DIAGNOSED_BY"": 0.4, ""DIAGNOSES"": 0.4, ""INVESTIGATED_BY"": 0.4, ""INVESTIGATES"": 0.4, ""HAS_ADVERSE_EFFECT"": 0.4, ""CONTRAINDICATED_IN"": 0.4, ""SAFE_DURING_PREGNANCY"": 0.4, ""REQUIRES_MEDICAL_SUPERVISION_FOR"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,اود معرفه ما اسباب تدلي المستقيم?وطرق العلاج?,[],"[""اود معرفه تدلي"", ""معرفه تدلي المستقيم"", ""تدلي المستقيم وطرق"", ""المستقيم وطرق العلاج"", ""وطرق العلاج طرق"", ""اود معرفه"", ""معرفه تدلي"", ""تدلي المستقيم"", ""المستقيم وطرق"", ""وطرق العلاج""]",cause_or_condition_question,"[""cause_or_condition_question"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""العلاج""]","[""Treatment""]","[""exact""]",[],"[""ent_treatment_90baddc0bf15""]","[""ahd5k_00666"", ""ahd5k_04490""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب?,[],"[""كيف الجلد المترهل"", ""الجلد المترهل منطقه"", ""المترهل منطقه البطن"", ""منطقه البطن العلم"", ""البطن العلم الوزن"", ""العلم الوزن مناسب"", ""كيف الجلد"", ""الجلد المترهل"", ""المترهل منطقه"", ""منطقه البطن""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""الجلد المترهل""]","[""DiseaseCondition""]","[""exact""]",[],"[""ent_diseasecondition_adcc5a085807""]","[""ahd5k_01190""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعهانكا 1/80,[],"[""عمري43 ارتفاع الصفراء"", ""ارتفاع الصفراء وصلت"", ""الصفراء وصلت ويوجد"", ""وصلت ويوجد تضخم"", ""ويوجد تضخم الطحال"", ""تضخم الطحال والم"", ""الطحال والم اسفل"", ""والم اسفل البطن"", ""اسفل البطن وجانبين"", ""البطن وجانبين الظهر""]",symptom_check,"[""symptom_check"", ""diagnostic_test_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""DIAGNOSED_BY"", ""DIAGNOSES"", ""INVESTIGATED_BY"", ""INVESTIGATES""]","[""تضخم"", ""تعب""]","[""DiseaseCondition"", ""Symptom""]","[""exact"", ""exact""]",[],"[""ent_diseasecondition_4453ab65a84b"", ""ent_symptom_28acc791e82d""]","[""ahd5k_00647"", ""ahd5k_03872""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""DIAGNOSED_BY"": 0.4, ""DIAGNOSES"": 0.4, ""INVESTIGATED_BY"": 0.4, ""INVESTIGATES"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,اعاني منذ فتره خمس سنوات من اصابه العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسري بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المده الزمنه,[],"[""فتره خمس سنوات"", ""خمس سنوات اصابه"", ""سنوات اصابه العصب"", ""اصابه العصب السابع"", ""العصب السابع وترك"", ""السابع وترك بعض"", ""وترك بعض الاثار"", ""بعض الاثار منها"", ""الاثار منها الطعام"", ""منها الطعام تذرف""]",symptom_check,"[""symptom_check"", ""treatment_request"", ""aftercare_question""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION"", ""AVOID_AFTER""]","[""الطعام""]","[""Treatment""]","[""exact""]",[],"[""ent_treatment_60ce765ad441""]","[""ahd5k_01128""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4, ""AVOID_AFTER"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقه التناسليه وانا تعبانه جدا ما الحل ?,[],"[""مضاد حيووي زييثرون"", ""حيووي زييثرون وانتج"", ""زييثرون وانتج حساسيه"", ""وانتج حساسيه شديده"", ""حساسيه شديده وتورم"", ""شديده وتورم المنطقه"", ""وتورم المنطقه التناسليه"", ""المنطقه التناسليه وانا"", ""التناسليه وانا تعبانه"", ""وانا تعبانه جدا""]",treatment_request,"[""treatment_request""]","[""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""حساسية"", ""حساسية الصدر""]","[""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""alias""]",[],"[""ent_diseasecondition_250910ab0701"", ""ent_diseasecondition_2f75d3dabe0b""]","[""ahd5k_00010"", ""ahd5k_00020"", ""ahd5k_00069"", ""ahd5k_00133"", ""ahd5k_00142"", ""ahd5k_00481"", ""ahd5k_00614"", ""ahd5k_00683"", ""ahd5k_00695"", ""ahd5k_00812"", ""ahd5k_00864"", ""ahd5k_00887"", ""ahd5k_00931"", ""ahd5k_00963"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01231"", ""ahd5k_01236"", ""ahd5k_01245"", ""ahd5k_01418"", ""ahd5k_01836"", ""ahd5k_02039"", ""ahd5k_02115"", ""ahd5k_02124"", ""ahd5k_02470"", ""ahd5k_02556"", ""ahd5k_02966"", ""ahd5k_03068"", ""ahd5k_03098"", ""ahd5k_03243"", ""ahd5k_03258"", ""ahd5k_03626"", ""ahd5k_03662"", ""ahd5k_03762"", ""ahd5k_04144"", ""ahd5k_04235"", ""ahd5k_04347"", ""ahd5k_04490""]","{""TREATED_BY"": 1.0, ""TREATS"": 1.0, ""MANAGED_BY"": 1.0, ""HAS_AFTERCARE_INSTRUCTION"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,انا اشعر بالصداع والنعاس وحساسيه في وجهي والحكه بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,[],"[""بالصداع والنعاس وحساسيه"", ""والنعاس وحساسيه وجهي"", ""وحساسيه وجهي والحكه"", ""وجهي والحكه بكل"", ""والحكه بكل انحاء"", ""بكل انحاء جسمي"", ""انحاء جسمي كيف"", ""جسمي كيف استطيع"", ""كيف استطيع اوقف"", ""استطيع اوقف الدواء""]",symptom_check,"[""symptom_check"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""حساسية"", ""صداع"", ""الدواء"", ""حكة"", ""حساسية الصدر"", ""صداع التوتر""]","[""DiseaseCondition"", ""Symptom"", ""Treatment"", ""Symptom"", ""DiseaseCondition"", ""Symptom""]","[""exact"", ""exact"", ""exact"", ""exact"", ""alias"", ""alias""]",[],"[""ent_diseasecondition_250910ab0701"", ""ent_diseasecondition_2f75d3dabe0b"", ""ent_symptom_7cfc95737dc0"", ""ent_symptom_b754f1a1e5a8"", ""ent_symptom_c01e00eb5c72"", ""ent_treatment_1479a48d3d42""]","[""ahd5k_00010"", ""ahd5k_00020"", ""ahd5k_00065"", ""ahd5k_00069"", ""ahd5k_00133"", ""ahd5k_00142"", ""ahd5k_00209"", ""ahd5k_00222"", ""ahd5k_00481"", ""ahd5k_00507"", ""ahd5k_00614"", ""ahd5k_00683"", ""ahd5k_00695"", ""ahd5k_00780"", ""ahd5k_00812"", ""ahd5k_00864"", ""ahd5k_00887"", ""ahd5k_00931"", ""ahd5k_00963"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01058"", ""ahd5k_01231"", ""ahd5k_01236"", ""ahd5k_01245"", ""ahd5k_01418"", ""ahd5k_01836"", ""ahd5k_02039"", ""ahd5k_02115"", ""ahd5k_02124"", ""ahd5k_02266"", ""ahd5k_02318"", ""ahd5k_02470"", ""ahd5k_02556"", ""ahd5k_02662"", ""ahd5k_02966"", ""ahd5k_03068"", ""ahd5k_03098"", ""ahd5k_03243"", ""ahd5k_03258"", ""ahd5k_03474"", ""ahd5k_03626"", ""ahd5k_03662"", ""ahd5k_03689"", ""ahd5k_03737"", ""ahd5k_03762"", ""ahd5k_03807"", ""ahd5k_04144"", ""ahd5k_04235"", ""ahd5k_04265"", ""ahd5k_04347"", ""ahd5k_04356"", ""ahd5k_04414"", ""ahd5k_04490""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),لا استطبع النوم علي جانبي لا الايمن ولا الايسر واجد صعوبه في التنفس العميق. كما اشعر بين الفينه والاخري بالام قرب القلب. كما اخبركم اني مريصه بالقلب (مشكل في صمامتين),[],"[""استطبع النوم جانبي"", ""النوم جانبي الايمن"", ""جانبي الايمن ولا"", ""الايمن ولا الايسر"", ""ولا الايسر واجد"", ""الايسر واجد صعوبه"", ""واجد صعوبه التنفس"", ""صعوبه التنفس العميق"", ""التنفس العميق كما"", ""العميق كما بين""]",symptom_check,"[""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""الام""]","[""Symptom""]","[""exact""]",[],"[""ent_symptom_249d07021a1b""]","[""ahd5k_04356""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,هل هناك اسباب اخري محدده تودي الي ولاده دات شفه مشقوقه من غير استعمال دواء التوبيراميت.,[],"[""هناك اخري محدده"", ""اخري محدده تودي"", ""محدده تودي ولاده"", ""تودي ولاده دات"", ""ولاده دات شفه"", ""دات شفه مشقوقه"", ""شفه مشقوقه غير"", ""مشقوقه غير استعمال"", ""غير استعمال دواء"", ""استعمال دواء التوبيراميت""]",cause_or_condition_question,"[""cause_or_condition_question"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""شفة مشقوقة"", ""توبيراميت""]","[""DiseaseCondition"", ""Treatment""]","[""exact"", ""exact""]",[],"[""ent_diseasecondition_2a6dda2fbaec"", ""ent_treatment_07bda7f8e857""]","[""ahd5k_01266""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,كيف تتم ازاله شظايا القنابل الصغيره الانشطاريه في المنزل عند عدم التمكن من الذهاب للمستشفي وهل هناك اخطار من بقايها?,[],"[""كيف تتم ازاله"", ""تتم ازاله شظايا"", ""ازاله شظايا القنابل"", ""شظايا القنابل الصغيره"", ""القنابل الصغيره الانشطاريه"", ""الصغيره الانشطاريه المنزل"", ""الانشطاريه المنزل عدم"", ""المنزل عدم التمكن"", ""عدم التمكن الذهاب"", ""التمكن الذهاب للمستشفي""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""شظايا القنابل الصغيرة الانشطارية""]","[""DiseaseCondition""]","[""exact""]",[],"[""ent_diseasecondition_1730144a5e89""]","[""ahd5k_01290""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,السلام عليكم .. هل تناول ملعقه يوميا من زيت الحلبه علي الريق يزيد من حجم الثدي بجانب التمارين ..?? و ما المده التي يمكن الاستمرار عليها في تناول الزيت? و...,[],"[""تناول ملعقه يوميا"", ""ملعقه يوميا زيت"", ""يوميا زيت الحلبه"", ""زيت الحلبه الريق"", ""الحلبه الريق يزيد"", ""الريق يزيد حجم"", ""يزيد حجم الثدي"", ""حجم الثدي بجانب"", ""الثدي بجانب التمارين"", ""بجانب التمارين المده""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""زيت الحلبة""]","[""Treatment""]","[""exact""]",[],"[""ent_treatment_24d83b12af40""]","[""ahd5k_01292"", ""ahd5k_03104""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,كيفيه التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,[],"[""كيفيه التعامل انتفاخ"", ""التعامل انتفاخ ضرس"", ""انتفاخ ضرس العقل"", ""ضرس العقل مسببا"", ""العقل مسببا الام"", ""مسببا الام احمرار"", ""الام احمرار الفك"", ""احمرار الفك الاسفل"", ""الفك الاسفل يفيه"", ""كيفيه التعامل""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""ضرس العقل"", ""انتفاخ"", ""الام""]","[""DiseaseCondition"", ""Symptom"", ""Symptom""]","[""exact"", ""exact"", ""exact""]",[],"[""ent_diseasecondition_04b436ff2a98"", ""ent_symptom_249d07021a1b"", ""ent_symptom_fd750eeb2865""]","[""ahd5k_01537"", ""ahd5k_04356""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,تعاني والدتي من انسداد في الصمام الابهر بنسبه 40-60. حيث والتقرير ينصح باجراء عمليه قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,[],"[""تعاني والدتي انسداد"", ""والدتي انسداد الصمام"", ""انسداد الصمام الابهر"", ""الصمام الابهر بنسبه"", ""الابهر بنسبه حيث"", ""بنسبه حيث والتقرير"", ""حيث والتقرير ينصح"", ""والتقرير ينصح باجراء"", ""ينصح باجراء عمليه"", ""باجراء عمليه قلب""]",treatment_request,"[""treatment_request""]","[""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""عمليه قلب مفتوح"", ""مرض السكري"", ""ضغط"", ""السكري"", ""ضغط الدم"", ""صمام القلب""]","[""Treatment"", ""DiseaseCondition"", ""Symptom"", ""DiseaseCondition"", ""Symptom"", ""DiseaseCondition""]","[""exact"", ""exact"", ""exact"", ""exact"", ""alias"", ""alias""]",[],"[""ent_diseasecondition_380db6d92562"", ""ent_diseasecondition_6eb03902c623"", ""ent_diseasecondition_de01cca177b2"", ""ent_symptom_724e59ded899"", ""ent_symptom_d713f64368d3"", ""ent_treatment_d9340b6ee231""]","[""ahd5k_00085"", ""ahd5k_00391"", ""ahd5k_00436"", ""ahd5k_00691"", ""ahd5k_00756"", ""ahd5k_01259"", ""ahd5k_01294"", ""ahd5k_01350"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_01894"", ""ahd5k_02217"", ""ahd5k_02399"", ""ahd5k_02577"", ""ahd5k_02607"", ""ahd5k_02662"", ""ahd5k_02754"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_03423"", ""ahd5k_04533"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]","{""TREATED_BY"": 1.0, ""TREATS"": 1.0, ""MANAGED_BY"": 1.0, ""HAS_AFTERCARE_INSTRUCTION"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,[],"[""ابتلعت دبوس امس"", ""دبوس امس ولا"", ""امس ولا ببلعه"", ""ولا ببلعه واعاني"", ""ببلعه واعاني بوجع"", ""واعاني بوجع صدري"", ""بوجع صدري كيف"", ""صدري كيف اعمل"", ""كيف اعمل بلعه"", ""اعمل بلعه وجع""]",symptom_check,"[""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""دبوس"", ""وجع""]","[""DiseaseCondition"", ""Symptom""]","[""exact"", ""exact""]",[],"[""ent_diseasecondition_16a389cfd1bd"", ""ent_symptom_42ad4acdebc5""]","[""ahd5k_01295"", ""ahd5k_01537""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,عندي بقع بنيه علي جانبي الوجه وانا اعاني من انيميا 10 وكان عندي حصوات بالمراره وعملت العمليه ولا زالت البقع موجوده ما العلاج الاكيد وشكرا,"[""فقر الدم""]","[""بقع بنيه جانبي"", ""بنيه جانبي الوجه"", ""جانبي الوجه وانا"", ""الوجه وانا انيميا"", ""وانا انيميا وكان"", ""انيميا وكان حصوات"", ""وكان حصوات بالمراره"", ""حصوات بالمراره وعملت"", ""بالمراره وعملت العمليه"", ""وعملت العمليه ولا""]",symptom_check,"[""symptom_check"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""العلاج""]","[""Treatment""]","[""exact""]","[""فقر الدم""]","[""ent_diseasecondition_9719230327a2"", ""ent_treatment_90baddc0bf15""]","[""ahd5k_00543"", ""ahd5k_00594"", ""ahd5k_00655"", ""ahd5k_00666"", ""ahd5k_00681"", ""ahd5k_00696"", ""ahd5k_00757"", ""ahd5k_00838"", ""ahd5k_00855"", ""ahd5k_01162"", ""ahd5k_01325"", ""ahd5k_01394"", ""ahd5k_01903"", ""ahd5k_02292"", ""ahd5k_02472"", ""ahd5k_02546"", ""ahd5k_03400"", ""ahd5k_03651"", ""ahd5k_03707"", ""ahd5k_04046"", ""ahd5k_04490""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه?,[],"[""البردقوش وهل يوجد"", ""وهل يوجد باليمن"", ""يوجد باليمن وهل"", ""باليمن وهل يزيد"", ""وهل يزيد عدد"", ""يزيد عدد الحيوانات"", ""عدد الحيوانات المنويه"", ""الحيوانات المنويه اليمن"", ""البردقوش وهل"", ""وهل يوجد""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""الحيوانات المنوية"", ""البردقوش""]","[""Test"", ""Treatment""]","[""exact"", ""exact""]",[],"[""ent_test_51926b4c8cd0"", ""ent_treatment_fc32e4036e25""]","[""ahd5k_01330"", ""ahd5k_01629"", ""ahd5k_04015""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,اعاني من حموضه وصعوبه في التنفس وصعوبه بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسري بعد ابذال مجهود فهل هذا خطر علي القلب ام حموضه عاديه,[],"[""حموضه وصعوبه التنفس"", ""وصعوبه التنفس وصعوبه"", ""التنفس وصعوبه بلع"", ""وصعوبه بلع والم"", ""بلع والم الجانب"", ""والم الجانب الايسر"", ""الجانب الايسر الصدر"", ""الايسر الصدر تعب"", ""الصدر تعب الكتف"", ""تعب الكتف اليسري""]",symptom_check,"[""symptom_check"", ""aftercare_question"", ""cause_or_condition_question""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""HAS_AFTERCARE_INSTRUCTION"", ""AVOID_AFTER""]","[""الكتف"", ""حموضة"", ""تعب""]","[""Symptom"", ""Symptom"", ""Symptom""]","[""exact"", ""exact"", ""exact""]",[],"[""ent_symptom_1a7b2eae066b"", ""ent_symptom_28acc791e82d"", ""ent_symptom_db012388d676""]","[""ahd5k_00486"", ""ahd5k_01518"", ""ahd5k_03872""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""HAS_AFTERCARE_INSTRUCTION"": 0.4, ""AVOID_AFTER"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,ما هو ابسط علاج لمرض السكر بدون كيماويات?,"[""مرض السكري""]","[""ابسط لمرض السكر"", ""لمرض السكر بدون"", ""السكر بدون كيماويات"", ""بدون كيماويات دون"", ""كيماويات دون يماويات"", ""ابسط لمرض"", ""لمرض السكر"", ""السكر بدون"", ""بدون كيماويات"", ""كيماويات دون""]",cause_or_condition_question,"[""cause_or_condition_question"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""سكر""]","[""DiseaseCondition""]","[""exact""]","[""مرض السكري""]","[""ent_diseasecondition_380db6d92562"", ""ent_diseasecondition_4393a2bf88a6""]","[""ahd5k_01294"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_03801"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
