query_id,query,final_answer_ar,explanation_ar,answerability_label,supporting_relations,sources_and_evidence,overall_reliability_score,reliability_score,reliability_label,relation_confidence,source_reliability,evidence_coverage,claim_support_rate,hallucination_rate,supporting_relation_count,unique_source_count,removed_claims,limitations_ar
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,وصف 20 إبرة حديد خلال شهر آمن إذا كانت مبنية على نتائج التحاليل [E6 | ahd5k_01162] يجب تقييم الجرعة بناءً على نسبة الهيموغلوبين ومخزون الحديد في الجسم [E6 | ahd5k_01162],تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 6 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""نقص حديد --DIAGNOSED_BY--> فحص تحاليل مخبرية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""نقص في الدم مع الالم في المعده"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00838"", ""evidence_text"": ""نقص فيتامين (ب12) يسبب انيميا وتنميل"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> تنميل""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""فقر الدم سبب فقدان الشهيه"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_04611"", ""evidence_text"": ""اعاني من مشكلة انقطاع الطمث...قال ان عندي مشكلة نقص هرمونات"", ""relation"": ""نقص هرمونات --HAS_SYMPTOM--> انقطاع الطمث""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_01162"", ""evidence_text"": ""فحص التحاليل المخبرية مرتبط بتشخيص نقص حديد"", ""relation"": ""نقص حديد --DIAGNOSED_BY--> فحص تحاليل مخبرية""}]",0.7783,0.7783,medium,0.6204,0.7587,0.1429,1.0,0.0,1,1,[],"[""ال أدلة المتوفرة لا تشمل مخاطر الجرعات العالية من الحديد أو الأعراض الجانبية المحتملة""]"
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04490"", ""evidence_text"": ""حساسية الصدر and سعال co-occur with explicit symptom-pathology link"", ""relation"": ""حساسية الصدر --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00666"", ""evidence_text"": ""التهاب في المثانة أو الإحليل يسبب خروج الدم"", ""relation"": ""التهاب --HAS_SYMPTOM--> الدم""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00261"", ""evidence_text"": ""العلاج بالجراحة"", ""relation"": ""دوالي الخصية --TREATED_BY--> العلاج بالجراحة""}]",0.025,0.025,low,0.0,0.0,0.0,0.0,1.0,0,0,"[""البيانات المتاحة تركز على أمراض أخرى مثل دوالي الخصية أو التهابات المسالك البولية، ولا تتضمن معلومات مباشرة عن تدلي المستقيم""]","[""عدم وجود علاقات أو أدلة مباشرة متعلقة بتدلي المستقيم في السياق المقدم""]"
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,"يمكن شد الجلد المترهل في منطقة البطن بالجراحة التجميلية [E1,E3 | ahd5k_01190,ahd5k_01190] يمكن شد الجلد المترهل في منطقة البطن بممارسة الرياضة [E1,E3 | ahd5k_01190,ahd5k_01190]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 2 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""الجلد المترهل --TREATED_BY--> الجراحة التجميلية"", ""الجراحة التجميلية --TREATS--> الجلد المترهل""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01190"", ""evidence_text"": ""يمكن شده بممارسة الرياضة أو بالجراحة التجميلية"", ""relation"": ""الجلد المترهل --TREATED_BY--> الجراحة التجميلية""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}]",0.8376,0.8376,high,0.6416,0.7758,0.5,1.0,0.0,2,1,[],"[""العلاقة بين الجراحة التجميلية وشد الجلد المترهل ذات موثوقية محدودة (0.424409) في أحد الروابط"", ""لا توجد أدلة حول تأثير ممارسة الرياضة على الجلد المترهل دون الجراحة""]"
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,"تضخم الطحال يمكن أن يسبب تضخمًا في الأرداف [E1 | ahd5k_00647] الالتهاب يمكن أن يسبب التعب [E2,E3 | ahd5k_03872]",تم دعم الإجابة بواسطة 3 علاقة طبية مسترجعة. اعتمدت الإجابة على 4 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""تضخم --HAS_SYMPTOM--> تضخم في الارداف"", ""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00647"", ""evidence_text"": ""تضخم في الارداف"", ""relation"": ""تضخم --HAS_SYMPTOM--> تضخم في الارداف""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""التهاب --HAS_SYMPTOM--> تعب""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00823"", ""evidence_text"": ""خفقان احيتنا"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00823"", ""evidence_text"": ""ضيق تنفس"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> ضيق تنفس""}]",0.8541,0.8541,high,0.7432,0.951,0.5,1.0,0.0,3,2,[],"[""لا توجد أدلة مباشرة تربط ارتفاع الصفراء أو أعراض البطن والظهر المذكورة بمرض محدد"", ""الرسم البياني لا يغطي العلاقات بين ارتفاع الصفراء والتهاب الكبد أو أمراض المناعة الذاتية""]"
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,الكورتيزونات تُستخدم في علاج شلل العصب السابع [E1 | ahd5k_01221] مضادات الالتهاب تُستخدم في علاج شلل العصب السابع [E2 | ahd5k_01221] مضادات الفيروسات تُستخدم في علاج شلل العصب السابع [E4 | ahd5k_01221] العلاج الطبيعي يُستخدم في علاج شلل العصب السابع [E3 | ahd5k_01221] العلاج بالإبر الصينية يُستخدم في علاج شلل العصب السابع [E5 | ahd5k_01221],تم دعم الإجابة بواسطة 5 علاقة طبية مسترجعة. اعتمدت الإجابة على 5 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""شلل العصب السابع --TREATED_BY--> الكورتيزونات"", ""شلل العصب السابع --TREATED_BY--> مضادات الالتهاب"", ""شلل العصب السابع --TREATED_BY--> مضادات الفيروسات"", ""شلل العصب السابع --TREATED_BY--> العلاج الطبيعي"", ""شلل العصب السابع --TREATED_BY--> العلاج بالإبر الصينية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01221"", ""evidence_text"": ""الكورتيزونات"", ""relation"": ""شلل العصب السابع --TREATED_BY--> الكورتيزونات""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01221"", ""evidence_text"": ""مضادات الالتهاب"", ""relation"": ""شلل العصب السابع --TREATED_BY--> مضادات الالتهاب""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01221"", ""evidence_text"": ""العلاج الطبيعي"", ""relation"": ""شلل العصب السابع --TREATED_BY--> العلاج الطبيعي""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_01221"", ""evidence_text"": ""مضادات الفيروسات"", ""relation"": ""شلل العصب السابع --TREATED_BY--> مضادات الفيروسات""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01221"", ""evidence_text"": ""العلاج بالإبر الصينية"", ""relation"": ""شلل العصب السابع --TREATED_BY--> العلاج بالإبر الصينية""}]",0.8591,0.8591,high,0.5645,0.6631,0.8333,1.0,0.0,5,1,[],"[""الدقة المحدودة في تقييم فعالية العلاجات بعد تأخر الخمس سنوات"", ""عدم وجود أدلة كافية عن الجرعات أو الشروط المحددة للعلاج""]"
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,"تجنب تناول مضاد حيوي مثل زييثرون مجددًا في حال حدوث حساسية شديدة [E1 | ahd5k_01231] استخدام مضاد الهيستامين مع كورتيزون موضعي لعلاج الحساسية الشديدة [E1,E2 | ahd5k_01231] إجراء تحليل لتحديد حساسية المضادات الحيوية بعد تفاعل شديد [E1 | ahd5k_01231]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 5 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""حساسية --TREATED_BY--> مضاد الهيستامين"", ""حساسية --TREATED_BY--> كورتيزون""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01231"", ""evidence_text"": ""استخدمي مضاد هيسامين وكورتيزون موضعي"", ""relation"": ""حساسية --TREATED_BY--> مضاد الهيستامين""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02470"", ""evidence_text"": ""مضاد للهيستامين مثل تيليفاست"", ""relation"": ""حساسية --TREATED_BY--> تيليفاست""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00812"", ""evidence_text"": ""للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين"", ""relation"": ""حساسية --TREATED_BY--> تجنب المنتجات التي تحوي جلوتين""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00020"", ""evidence_text"": ""اعطيها حليب مكسر بروتين الحليب بالكامل او حليب رز"", ""relation"": ""حساسية --TREATED_BY--> حليب مكسر بروتين الحليب""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00133"", ""evidence_text"": ""بدائل يوجد نازونكس وافاميز وتابونكس وفليكسونيز"", ""relation"": ""حساسية --TREATED_BY--> نازونكس""}]",0.8401,0.8401,high,0.8401,0.7607,0.3333,1.0,0.0,2,1,[],"[""ال أدلة تركز على علاجات موضعية وتجنب المسببات، لكنها تفتقر إلى تفاصيل حول إدارة الحالات الشديدة أو التدخلات الطبية الفورية""]"
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,الحساسية قد تسبب أعراض مثل السعال والبلغم [E1] [E1 | ahd5k_00970] الحساسية قد تؤدي إلى ضيق تنفس [E3] [E3 | ahd5k_00683],تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 6 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""حساسية --HAS_SYMPTOM--> سعال"", ""حساسية --HAS_SYMPTOM--> ضيق تنفس""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00970"", ""evidence_text"": ""هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم"", ""relation"": ""حساسية --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00069"", ""evidence_text"": ""حساسية الصدر وسعال"", ""relation"": ""حساسية --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00683"", ""evidence_text"": ""ضيق تنفس وسرعة التعب وقلق"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00010"", ""evidence_text"": ""حساسية تسبب ضيق تنفس"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00970"", ""evidence_text"": ""ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟"", ""relation"": ""حساسية --HAS_SYMPTOM--> بلغم""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_02124"", ""evidence_text"": ""واشعر بنشفان دائم في الحلق"", ""relation"": ""حساسية --HAS_SYMPTOM--> نشفان""}]",0.8748,0.8748,high,0.9198,0.9953,0.25,1.0,0.0,2,2,[],"[""عدم وجود أدلة مباشرة تربط الصداع والحساسية في الوجه والحكة بالحساسية المذكورة في السياق"", ""عدم توفر معلومات حول تأثير الدواء على الأعراض المذكورة""]"
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),صعوبة التنفس العميق قد تكون مرتبطة بفقر الدم [E3] [E3 | ahd5k_02546] لا توجد أدلة كافية في السياق المسترجع لدعم: آلام القرب من القلب غير مذكورة في الأدلة المُسترجعة [E1-E6].,تمت الإجابة فقط عن الجزء المدعوم بالأدلة، مع توضيح الجزء غير المدعوم. تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,partially_answerable,"[""فقر الدم --HAS_SYMPTOM--> الم المعدجة""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""فقر الدم سبب فقدان الشهيه"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه""}]",0.488,0.488,low,0.6575,0.7624,0.1667,0.5,0.5,1,1,"[""آلام القرب من القلب غير مذكورة في الأدلة المُسترجعة [E1-E6]""]","[""عدم وجود أدلة مباشرة لربط صعوبة التنفس أو الآلام القريبة من القلب بالبيانات المُسترجعة"", ""البيانات لا تشمل علاقات لمشكلات صمامات القلب""]"
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,"السياق المقدم لا يحتوي على أدلة كافية عن أسباب أخرى لولادة شفة مشقوقة غير التوبيراميت [E1,E2,E3,E4 | ahd5k_01066,ahd5k_04612]",تم دعم الإجابة بواسطة 3 علاقة طبية مسترجعة. اعتمدت الإجابة على 2 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""قرحة --TREATED_BY--> ايزومبرازول"", ""شيب --TREATED_BY--> خلطة الريحان و الروزماري"", ""ايزومبرازول --TREATS--> قرحة""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01066"", ""evidence_text"": ""ممكن تجرب دواء اسمه ايزومبرازول"", ""relation"": ""قرحة --TREATED_BY--> ايزومبرازول""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04612"", ""evidence_text"": ""هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب"", ""relation"": ""شيب --TREATED_BY--> خلطة الريحان و الروزماري""}]",0.8561,0.8561,high,0.4804,0.8936,1.0,1.0,0.0,3,2,[],"[""عدم وجود علاقات أو أدلة مباشرة عن أسباب خلقية أخرى للشفة المشقوقة في السياق المسترجع""]"
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,"يُنصح بالتصوير بالأشعة لتحديد مكان شظايا القنابل الصغيرة الانشطارية ونوعها [E1,E4 | ahd5k_01290,ahd5k_01290] الجسم قد يصنع محفظات حول شظايا القنابل الصغيرة الانشطارية ويعزلها [E1 | ahd5k_01290]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> شظايا القنابل الصغيرة الانشطارية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01290"", ""evidence_text"": ""عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها"", ""relation"": ""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04706"", ""evidence_text"": ""عمل تحليل بول"", ""relation"": ""التهاب --DIAGNOSED_BY--> تحليل بول""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04706"", ""evidence_text"": ""الاكثار من شرب الماء"", ""relation"": ""التهاب --TREATED_BY--> الاكثار من شرب الماء""}]",0.8103,0.8103,high,0.6277,0.7744,0.3333,1.0,0.0,2,1,[],"[""لا توجد أدلة كافية حول مخاطر بقاء الشظايا في الجسم"", ""لا توجد إرشادات منزلية موثقة لإزالة الشظايا""]"
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,زيت الحلبة ليس له أدلة كافية في الشبكة لتأثيره على حجم الثدي [E1 | ahd5k_00203],تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 1 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00203"", ""evidence_text"": ""الروتيكسيماب يفيده في علاج النقص الشديد للصفائح"", ""relation"": ""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب""}]",0.8257,0.8257,high,0.7226,0.9489,0.5,1.0,0.0,1,1,[],"[""لا توجد أدلة مباشرة حول زيت الحلبة أو تأثيره على الثدي""]"
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,"ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب خلعه [E1,E3 | ahd5k_04356,ahd5k_04356] المراجعة الطبية (طبيب أو أخصائي جراحة الوجه والفكين) هي المعالجة الموصى بها [E2,E4 | ahd5k_04356,ahd5k_04356]",تم دعم الإجابة بواسطة 4 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""ضرس العقل --HAS_SYMPTOM--> الام"", ""ضرس العقل --HAS_SYMPTOM--> صداع"", ""الام --TREATED_BY--> المراجعة الطبية"", ""ضرس العقل --TREATED_BY--> المراجعة الطبية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""مراجعة طبيبك او اخصائي جراحه وجه و فكين"", ""relation"": ""الام --TREATED_BY--> المراجعة الطبية""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""انتفاخ --INVESTIGATED_BY--> اشعة""}]",0.8906,0.8906,high,0.7974,0.8064,0.6667,1.0,0.0,4,1,[],"[""عدم وجود أدلة كافية حول معالجة الانتفاخ مباشرةً دون مراجعة طبية"", ""العلاقة بين انتفاخ الفك والأشعة بالصبغة غير محددة بوضوح""]"
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,"العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد [E1,E3 | ahd5k_01294,ahd5k_04912] يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى [E2,E4 | ahd5k_04912]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 5 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00085"", ""evidence_text"": ""حسب عوامل الخطورة الأخرى كالسكري والكلى؛ إذا لا توجد أمراض مصاحبة فالقيمة المذكورة 140-80."", ""relation"": ""ضغط الدم --HAS_NORMAL_RANGE--> 140-80 إذا لا توجد أمراض مصاحبة""}, {""evidence_id"": ""E7"", ""qa_id"": ""ahd5k_02662"", ""evidence_text"": ""ضغط"", ""relation"": ""ضغط --SYMPTOM_OF--> التهاب الجيوب الأنفية""}]",0.8383,0.8383,high,0.6129,0.9046,0.5714,1.0,0.0,2,2,[],"[""العلاقات بين مرض السكري وارتفاع ضغط الدم ذات موثوقية محدودة"", ""عدم وجود أدلة مباشرة عن تأثير نسبة انسداد الصمام الأبهري (40-60%) على قرار الجراحة""]"
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,"يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3,E6 | ahd5k_01295,ahd5k_01295]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 4 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""دبوس --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> دبوس""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00838"", ""evidence_text"": ""نقص فيتامين (ب12) يسبب انيميا وتنميل"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> تنميل""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01295"", ""evidence_text"": ""أشعة لمعرفة مكان الدبوس والتأكد من وجوده"", ""relation"": ""دبوس --DIAGNOSED_BY--> أشعة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""وجع --INVESTIGATED_BY--> اشعة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01245"", ""evidence_text"": ""معرفة سبب الحساسيه يتم ذلك عن طريق RAST Test"", ""relation"": ""حساسية --DIAGNOSED_BY--> RAST Test""}]",0.8037,0.8037,high,0.4649,0.8932,0.3333,1.0,0.0,2,1,[],"[""الارتباط بين أشعة ودبوس له موثوقية محدودة (reliability=limited)""]"
