relation_id,chunk_id,qa_id,source_row_number,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,candidate_relation_type,validated_relation_type,keep,confidence,evidence,reason,provider,model,prompt_version
rel_seed_e1c26b2e673d1c07,chunk_00008,ahd5k_01190,785346,ent_merge_001715,الجلد المترهل,DiseaseCondition,ent_merge_002050,الجراحة التجميلية,Treatment,TREATED_BY,TREATED_BY,true,0.850,يمكن شده بالجراحة التجميلية,QA explicitly states الجراحة التجميلية treats الجلد المترهل,groq,qwen/qwen3-32b,colleague_validation
rel_seed_38854b43d3c501de,chunk_00008,ahd5k_01190,785346,ent_merge_001715,الجلد المترهل,DiseaseCondition,ent_merge_001209,الرياضة,Treatment,TREATED_BY,TREATED_BY,true,0.850,يمكن شده بممارسة الرياضة,QA explicitly states الرياضة treats الجلد المترهل,groq,qwen/qwen3-32b,colleague_validation
rel_seed_aeaf0ff43a2b985d,chunk_00009,ahd10k_05772,559566,ent_merge_000034,إكزيما,DiseaseCondition,ent_merge_000870,قشرة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"قد تكون فطريات او اكزما, ظهور قشرة البشرة",إكزيما (eczema) directly linked to قشرة (scaling) as a symptom in the evidence.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_73e4c7cc83676d17,chunk_00009,ahd10k_05772,559566,ent_merge_000402,صدفية,DiseaseCondition,ent_merge_000870,قشرة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"ان كنت ارجح حالتك بالصدفية, ظهور قشرة البشرة",صدفية (psoriasis) directly linked to قشرة (scaling) as a symptom in the evidence.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_046282ca71cd2437,chunk_00010,ahd5k_04473,22465,ent_merge_000098,التهاب المفاصل,DiseaseCondition,ent_merge_001889,ألم المفاصل,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,الحد من التهاب المفاصل والتخفيف من ألم المفاصل,العلاقة مباشرة بين المرض وعَرَضه المذكور في السياق,groq,qwen/qwen3-32b,colleague_validation
rel_seed_115220b1e3dca413,chunk_00011,ahd10k_00989,338332,ent_merge_000471,كتلة دهنية,DiseaseCondition,ent_merge_001144,إستشارة طبيب,Treatment,TREATED_BY,TREATED_BY,true,0.900,أنصحك بإستشارة طبيب,Direct medical advice to consult a doctor for the fatty lump.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_cab902f083ea276c,chunk_00011,ahd5k_03104,767363,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001427,زيت الحلبة,Treatment,TREATED_BY,TREATED_BY,true,0.700,لا ينبغي استخدام زيت الحلبة... أثناء فترة الحمل,Direct advice to avoid fenugreek oil during pregnancy as a precaution.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_2331b9bbdc21e85a,chunk_00011,ahd5k_04697,767175,ent_merge_000367,دوالي الساقين,DiseaseCondition,ent_merge_001516,فينوروتون,Treatment,TREATED_BY,TREATED_BY,true,0.850,دوالي الساقين is treated by فينوروتون as stated in the treatment section,Direct evidence supports treatment of varicose veins with Venoruton,groq,qwen/qwen3-32b,colleague_validation
rel_seed_621214519c4c5635,chunk_00011,ahd5k_04697,767175,ent_merge_000367,دوالي الساقين,DiseaseCondition,ent_merge_001226,العلاج بالليزر,Treatment,TREATED_BY,TREATED_BY,true,0.850,دوالي الساقين is treated by العلاج بالليزر as stated in the treatment section,Direct evidence supports treatment of varicose veins with Laser,groq,qwen/qwen3-32b,colleague_validation
rel_seed_a65ab04ecf81716a,chunk_00012,ahd10k_00041,752957,ent_merge_000311,جفاف البشرة,DiseaseCondition,ent_merge_000756,تيبس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,السلام عليكم عمري 27 سنة اعاني من جفاف جلد الجفون والمنطقة حول العين وتيبسها,تيبس الجلد مذكور مباشرة كأعراض مرتبطة بجفاف البشرة في النص,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_76209bbcaf736ffc,chunk_00012,ahd10k_00466,789877,ent_merge_000311,جفاف البشرة,DiseaseCondition,ent_merge_000715,تجاعيد,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.800,Dry skin description explicitly mentions small wrinkles as a characteristic,The text directly links dry skin types with the appearance of small wrinkles,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_b330d6109c62a2c1,chunk_00012,ahd10k_01004,271562,ent_merge_000038,الأسمرار,DiseaseCondition,ent_merge_001528,كريم الحماية من الشمس,Treatment,TREATED_BY,TREATED_BY,true,1.000,استخدام كريم الحماية من الشمس باستمرار يجنبك الأثر الضار المسبب للاسمرار.,الكريم مرتبط مباشرة بمنع الأسمرار كما في الأدلة.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_7010c39294511b88,chunk_00012,ahd10k_02107,781914,ent_merge_000318,حب الشباب,DiseaseCondition,ent_merge_001413,روكتان,Treatment,TREATED_BY,TREATED_BY,true,1.000,عالجت بشرتي بحبوب الروكتان.,الروكتان مذكور كعلاج مباشر لحب الشباب في الأدلة.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_1783ebd0e47e2a1d,chunk_00013,ahd10k_03598,772607,ent_merge_000318,حب الشباب,DiseaseCondition,ent_merge_001116,Neostrata Facial cleanser,Treatment,TREATED_BY,TREATED_BY,true,1.000,النص يذكر استخدام Neostrata Facial cleanser لعلاج أثار حب الشباب.,العلاقة مدعومة مباشرة بالدليل.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_b4443ccc8abc0b37,chunk_00013,ahd10k_03598,772607,ent_merge_000318,حب الشباب,DiseaseCondition,ent_merge_001278,بензويل بيراوكسيد,Treatment,TREATED_BY,TREATED_BY,true,1.000,Use benzoyl peroxide 5% once morning,Direct treatment recommendation in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_291ff57404e8d044,chunk_00013,ahd10k_03598,772607,ent_merge_000318,حب الشباب,DiseaseCondition,ent_merge_001542,كليندامايسين,Treatment,TREATED_BY,TREATED_BY,true,1.000,Use the solution Clindacint clindamycin phosphate once evening,Direct treatment recommendation in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_49926f1b963bb45d,chunk_00014,ahd10k_08330,742589,ent_merge_000145,الشامات,DiseaseCondition,ent_merge_001428,زيت الخروع,Treatment,TREATED_BY,TREATED_BY,true,0.900,دهن الشامات بزيت الخروع,Direct treatment action stated in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_46539704e0386ecf,chunk_00014,ahd5k_00887,25538,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_002182,زيت الحبة السوداء,Treatment,TREATED_BY,TREATED_BY,true,0.850,علاج حساسية الأنف والتهاب الجيوب الأنفية,Direct treatment of nasal allergies by black seed oil,groq,qwen/qwen3-32b,colleague_validation
rel_seed_dd2fb355283430e7,chunk_00014,ahd5k_00887,25538,ent_merge_000830,صداع,Symptom,ent_merge_002182,زيت الحبة السوداء,Treatment,TREATED_BY,TREATED_BY,true,0.850,التخفيف من أعراض الصداع والصداع النصفي,Direct treatment of headache symptoms by black seed oil,groq,qwen/qwen3-32b,colleague_validation
rel_seed_607592fa0a091d03,chunk_00016,ahd10k_00540,325346,ent_merge_000035,أكلة الأظافر,DiseaseCondition,ent_merge_001559,مادة لإيقاف العادة,Treatment,TREATED_BY,TREATED_BY,true,0.900,توضع ماده مره على الاصابع لإيقاف العاده,"The evidence explicitly states that a bitter substance is applied to fingers to stop the habit, directly supporting the treatment relation.",groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_470073ee4028257d,chunk_00016,ahd5k_02823,808060,ent_merge_000403,صرع,DiseaseCondition,ent_merge_001937,نوبة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,الصرع نوعان : 1- نوبات عامة تصيب جميع اجزاء الجسم,العلاقة مدعومة بشكل مباشر من النص حيث يُذكر أن الصَّرَع يتضمن 'نوبات عامة' كنوع من الأعراض المرتبطة به.,groq,qwen/qwen3-32b,colleague_validation
rel_seed_1c28c018d66a8d6e,chunk_00017,ahd5k_04028,774490,ent_merge_001876,الديدان الشريطية,Symptom,ent_merge_002163,حرمل,Treatment,TREATED_BY,TREATED_BY,true,0.900,الديدان الشريطية (طارد للديدان) وحرمل (طارد للديدان الشريطية),النص يذكر صراحة أن حرمل يطرد الديدان الشريطية,groq,qwen/qwen3-32b,colleague_validation
rel_seed_c1a5f798e4b10587,chunk_00017,ahd5k_04028,774490,ent_merge_000830,صداع,Symptom,ent_merge_002163,حرمل,Treatment,TREATED_BY,TREATED_BY,true,0.850,صداع (شفاء الصداع) وحرمل (شفاء الصداع وآلام الرأس),النص يذكر صراحة أن حرمل يشفى الصداع,groq,qwen/qwen3-32b,colleague_validation
rel_seed_903f91a2c72f3459,chunk_00019,ahd10k_03050,783171,ent_merge_000469,كبر حجم الثدي,DiseaseCondition,ent_merge_001311,تجميل الثدي,Treatment,TREATED_BY,TREATED_BY,true,0.900,جراحة تصغير و شد او تجميم الثدي explicitly mentioned as treatment for breast size,Direct treatment linkage in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_6144a3da8a596bba,chunk_00019,ahd10k_03050,783171,ent_merge_000469,كبر حجم الثدي,DiseaseCondition,ent_merge_001366,جهاز لتصغير الصدر,Treatment,TREATED_BY,TREATED_BY,true,0.900,Device explicitly mentioned as treatment for breast enlargement,Direct treatment relationship stated in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_0ab9c3678fa17675,chunk_00019,ahd10k_03050,783171,ent_merge_000389,سقوط الثدي,DiseaseCondition,ent_merge_000621,آلام بالكتفين,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,سقوط الثدي وآلام بالكتفين مذكوران في النص,العلاقة مدعومة مباشرة من خلال ذكر الحالة المرضية والنتيجة السريرية في النص,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_04efe266b566bb0a,chunk_00019,ahd10k_03050,783171,ent_merge_000389,سقوط الثدي,DiseaseCondition,ent_merge_001366,جهاز لتصغير الصدر,Treatment,TREATED_BY,TREATED_BY,true,0.800,جهاز لتصغير الصدر,Device explicitly mentioned in treatment context for sagging breasts,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_23dec93560f13cc3,chunk_00020,ahd10k_04480,774246,ent_merge_000483,كيس ماء تحت الجلد,DiseaseCondition,ent_merge_000801,دوار,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,يسبب لها أغلب الأحيان الدوار,الكيس المائي يسبب الدوار مباشرة,groq,qwen/qwen3-32b,colleague_validation
rel_seed_afd6681a07a2a11b,chunk_00020,ahd10k_04480,774246,ent_merge_000483,كيس ماء تحت الجلد,DiseaseCondition,ent_merge_000698,إنتفاخ تحت جلد الرأس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,إنتفاخ تحت جلد الرأس من الخلف,الكيس المائي يسبب انتفاخًا تحت الجلد,groq,qwen/qwen3-32b,colleague_validation
rel_seed_441a0711227508e7,chunk_00020,ahd10k_04480,774246,ent_merge_000483,كيس ماء تحت الجلد,DiseaseCondition,ent_merge_001572,مراجعة اختصاصي جراحة عامة,Treatment,TREATED_BY,TREATED_BY,true,0.850,يجب مراجعة اختصاصي جراحة عامة,التوصية بمراجعة جراح كعلاج مباشر,groq,qwen/qwen3-32b,colleague_validation
rel_seed_06b61762051ac1d7,chunk_00020,ahd10k_04480,774246,ent_merge_000483,كيس ماء تحت الجلد,DiseaseCondition,ent_merge_001145,استئصال,Treatment,TREATED_BY,TREATED_BY,true,0.850,إذ يمكن استئصاله بسهولة,الاستئصال كعلاج مباشر للكيس,groq,qwen/qwen3-32b,colleague_validation
rel_seed_f2eb6d07342587f6,chunk_00020,ahd10k_04480,774246,ent_merge_000483,كيس ماء تحت الجلد,DiseaseCondition,ent_merge_000924,آشعة,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,يظهر في الآشعة كأنه ماء,الأشعة كوسيلة تشخيص مباشرة,groq,qwen/qwen3-32b,colleague_validation
rel_seed_560a62f2ead50a9d,chunk_00020,ahd5k_01423,764662,ent_merge_001810,صغر الثدي,DiseaseCondition,ent_merge_001383,حليب الصويا,Treatment,TREATED_BY,TREATED_BY,true,0.900,حليب الصويا يزيد من هرمون الأستروجين الأنثوي الذي يثير الرغبة الجنسية ويزيد من حجم الأعضاء التناسلية والثديين,العلاقة مدعومة بشكل مباشر بذكر آلية هرمون الأستروجين كوسيلة لزيادة حجم الثدي,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_112c9d583100233f,chunk_00021,ahd10k_05235,758077,ent_merge_000558,نيوفيبروما,DiseaseCondition,ent_merge_000928,الاستكشاف الجراحي,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,هناك حاجة للاستكشاف الجراحي,الاستكشاف الجراحي مذكور كطريقة تشخيصية مطلوبة,groq,qwen/qwen3-32b,colleague_validation
rel_seed_3e5e943eceac6a80,chunk_00022,ahd10k_05459,746497,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000766,حرقان,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"التهاب, حرقان",Direct co-occurrence of inflammation and burning symptom in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_3b13838cdae9051e,chunk_00022,ahd10k_05459,746497,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000849,طيف احمر,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"التهاب, طيف احمر",Direct co-occurrence of inflammation and red spectrum symptom in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_789ef0b85dd95133,chunk_00022,ahd5k_04612,123,ent_merge_001809,شيب,DiseaseCondition,ent_merge_002169,خلطة الريحان و الروزماري,Treatment,TREATED_BY,TREATED_BY,true,0.850,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,QA directly links the treatment to the condition as a solution,groq,qwen/qwen3-32b,colleague_validation
rel_seed_00faa0613ec9c742,chunk_00022,ahd5k_04779,123,ent_merge_001826,كسل بالغدة الدرقية,DiseaseCondition,ent_merge_002170,خلطة العسل والفوقص الحوصلي والغذاء الملكي والعكبر والقسط الهندي,Treatment,TREATED_BY,TREATED_BY,true,0.900,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية,Direct evidence links the herbal mix to treating hypothyroidism.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_27ae6bafeb70221c,chunk_00023,ahd10k_07422,765349,ent_merge_000106,التهابات,DiseaseCondition,ent_merge_001538,كريمات مضاده للالتهابات,Treatment,TREATED_BY,TREATED_BY,true,0.850,كريمات مضاده للالتهابات,Direct treatment linkage between 'التهابات' and anti-inflammatory creams,groq,qwen/qwen3-32b,colleague_validation
rel_seed_789f0174fe33934b,chunk_00025,ahd10k_00879,282101,ent_merge_000362,دمل,DiseaseCondition,ent_merge_001484,فتح,Treatment,TREATED_BY,TREATED_BY,true,0.850,يتوجب فتحه وتنظيفه بالمستشفى,Direct treatment recommendation for boil (دمل) via opening (فتح),groq,qwen/qwen3-32b,colleague_validation
rel_seed_9b5ae4a4bd7a165e,chunk_00025,ahd10k_00879,282101,ent_merge_000362,دمل,DiseaseCondition,ent_merge_001347,تنظيف,Treatment,TREATED_BY,TREATED_BY,true,0.850,يتوجب فتحه وتنظيفه بالمستشفى,Direct treatment recommendation for boil (دمل) via cleaning (تنظيف),groq,qwen/qwen3-32b,colleague_validation
rel_seed_6b1c7c5c1e69556c,chunk_00025,ahd10k_00879,282101,ent_merge_000362,دمل,DiseaseCondition,ent_merge_001617,معالجه بالمستشفى,Treatment,TREATED_BY,TREATED_BY,true,0.850,يتوجب فتحه وتنظيفه بالمستشفى,Direct treatment recommendation for boil (دمل) via hospital treatment (معالجه بالمستشفى),groq,qwen/qwen3-32b,colleague_validation
rel_seed_b0e2d1eb6331014e,chunk_00025,ahd10k_00879,282101,ent_merge_000237,تجمع صديدى,DiseaseCondition,ent_merge_001484,فتح,Treatment,TREATED_BY,TREATED_BY,true,0.850,احتمال يكون تجمع صديدى ويتوجب فتحه,Direct treatment recommendation for pus collection (تجمع صديدى) via opening (فتح),groq,qwen/qwen3-32b,colleague_validation
rel_seed_cf39babb8380e1c7,chunk_00025,ahd10k_00879,282101,ent_merge_000237,تجمع صديدى,DiseaseCondition,ent_merge_001347,تنظيف,Treatment,TREATED_BY,TREATED_BY,true,0.850,يتوجب فتحه وتنظيفه بالمستشفى,Direct treatment recommendation for pus collection (تجمع صديدى) via cleaning (تنظيف),groq,qwen/qwen3-32b,colleague_validation
