relation_id,chunk_id,qa_id,source_row_number,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,candidate_relation_type,validated_relation_type,keep,confidence,evidence,reason,provider,model,prompt_version
rel_seed_27188af5cd772db5,chunk_00004,ahd10k_00560,502449,ent_merge_000312,جفاف الجلد,DiseaseCondition,ent_merge_001126,Vaseline,Treatment,TREATED_BY,TREATED_BY,true,1.000,Vaseline,QA evidence explicitly states Vaseline as treatment for dry skin.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_1f1020229e7d24a1,chunk_00004,ahd5k_02039,383915,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,DIAGNOSED_BY,DIAGNOSED_BY,false,0.850,لابدمن رؤيتها من قبل طبيب وعمل تحاليل خاصه بالحساسيه,"The QA mentions needing specific allergy tests to diagnose, but the relation direction is reversed (tests diagnose the allergy, not the allergy being diagnosed by tests).",groq,qwen/qwen3-32b,colleague_validation
rel_seed_4a6448f814b2f13b,chunk_00005,ahd10k_01949,169254,ent_merge_000847,ضيق تنفس,Symptom,ent_merge_000949,الفحص الطبي,Test,INVESTIGATED_BY,INVESTIGATED_BY,true,0.850,الفحص الطبي يمكن أن يساعد,Direct evidence links the medical exam to investigating dyspnea.,groq,qwen/qwen3-32b,colleague_validation
rel_seed_73508bc8cf4f3b67,chunk_00005,ahd10k_01949,169254,ent_merge_000250,تسارع قلبي,DiseaseCondition,ent_merge_000847,ضيق تنفس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.300,تسارع قلبي وضيق تنفس مذكوران في النص,Entities co-occur but no explicit causal or directional evidence supports the relation.,groq,qwen/qwen3-32b,colleague_validation
rel_seed_f682bfa44bcf4de2,chunk_00005,ahd10k_01949,169254,ent_merge_000250,تسارع قلبي,DiseaseCondition,ent_merge_000949,الفحص الطبي,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,الفحص الطبي يمكن أن يساعد,Direct evidence links the medical exam to diagnosing tachycardia.,groq,qwen/qwen3-32b,colleague_validation
rel_seed_dc054699a041344a,chunk_00006,ahd10k_01239,622816,ent_merge_000684,النتصاب,Symptom,ent_merge_001386,ختان,Treatment,TREATED_BY,TREATED_BY,true,1.000,اجريت عملية ختان منذ شهرين,Circumcision is explicitly stated as a treatment for phimosis.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_c2b652a865fca387,chunk_00006,ahd5k_00812,393214,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_002139,تجنب المنتجات التي تحوي جلوتين,Treatment,TREATED_BY,TREATED_BY,true,1.000,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,Avoiding gluten is directly cited as the primary treatment for celiac disease.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_15a08b75e527d5cf,chunk_00006,ahd5k_02124,382451,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_001934,نشفان,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.850,الحساسية والنشفان مذكوران في النص لكن بدون رابط مباشر,الكيانات تظهر معًا لكن لا يوجد دليل مباشر على العلاقة,groq,qwen/qwen3-32b,colleague_validation
rel_seed_8a92d22708ad7cf3,chunk_00006,ahd5k_02124,382451,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_002191,شراب ECHINACEA,Treatment,TREATED_BY,TREATED_BY,false,0.850,العلاج مذكور في سياق أعراض فيروسية، ليس للحساسية,العلاج مرتبط بأعراض فيروسية وليس بالحساسية مباشرة,groq,qwen/qwen3-32b,colleague_validation
rel_seed_896b8ab8d2057eb5,chunk_00006,ahd5k_02124,382451,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_002143,تقوية المناعة,Treatment,TREATED_BY,TREATED_BY,false,0.850,تقوية المناعة مذكورة كعلاج عام وليس للحساسية,العلاج خلفية وليس موصى به للحساسية,groq,qwen/qwen3-32b,colleague_validation
rel_seed_7b16ef358f086e76,chunk_00006,ahd5k_02124,382451,ent_merge_000091,التهاب اللوزتين,DiseaseCondition,ent_merge_001934,نشفان,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,النشفان مذكور كأعراض بعد التهاب اللوزتين,النص يربط مباشرة بين التهاب اللوزتين والنشفان,groq,qwen/qwen3-32b,colleague_validation
rel_seed_59c9c8a2ea59d573,chunk_00006,ahd5k_02124,382451,ent_merge_000091,التهاب اللوزتين,DiseaseCondition,ent_merge_002191,شراب ECHINACEA,Treatment,TREATED_BY,TREATED_BY,false,0.850,العلاج مذكور في سياق أعراض فيروسية، ليس للتهاب اللوزتين,العلاج مرتبط بأعراض فيروسية وليس بالتهاب اللوزتين,groq,qwen/qwen3-32b,colleague_validation
rel_seed_6e95c7f0d0837b0d,chunk_00006,ahd5k_02124,382451,ent_merge_000091,التهاب اللوزتين,DiseaseCondition,ent_merge_002143,تقوية المناعة,Treatment,TREATED_BY,TREATED_BY,false,0.850,تقوية المناعة مذكورة كعلاج عام وليس للتهاب اللوزتين,العلاج خلفية وليس موصى به للتهاب اللوزتين,groq,qwen/qwen3-32b,colleague_validation
rel_seed_05fda8fa93120777,chunk_00006,ahd5k_02124,382451,ent_merge_001934,نشفان,Symptom,ent_merge_002191,شراب ECHINACEA,Treatment,TREATED_BY,TREATED_BY,true,0.800,يوجد أيضا شراب ECHINACEA يحسن حالتك,Echinacea syrup is explicitly mentioned as improving throat dryness symptoms.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_f156f1b30130e684,chunk_00006,ahd5k_02124,382451,ent_merge_001934,نشفان,Symptom,ent_merge_002143,تقوية المناعة,Treatment,TREATED_BY,TREATED_BY,true,0.900,عليك بتقوية المناعة بأكل الفواكة... تقوية المناعة,Immune system strengthening is directly recommended as a treatment approach.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_0e17e506193644c9,chunk_00007,ahd10k_04091,237117,ent_merge_000776,حكة,Symptom,ent_merge_001398,دهونات ترطيب,Treatment,TREATED_BY,TREATED_BY,true,0.850,استعلي دهونات ترطيب,Direct treatment of 'حكة' (itching) with moisturizers is explicitly stated.,groq,qwen/qwen3-32b,colleague_validation
rel_seed_5ca8ccc3ef4f6862,chunk_00007,ahd10k_04091,237117,ent_merge_000740,تفسير في الجلد,Symptom,ent_merge_001398,دهونات ترطيب,Treatment,TREATED_BY,TREATED_BY,false,0.200,تسبب لي بي حكة و تفسير في الجلد,Entities co-occur but no explicit evidence links moisturizers to treating 'تفسير في الجلد' (skin rash).,groq,qwen/qwen3-32b,colleague_validation
rel_seed_c14e6c6326186938,chunk_00008,ahd10k_03911,362860,ent_merge_000776,حكة,Symptom,ent_merge_001536,كريم ميكونازول,Treatment,TREATED_BY,TREATED_BY,false,0.000,استخدم كريم ميكونازول مرتين يوميا 14يوم,العلاقة 'TREATED_BY' تتطلب دليلًا مباشرًا على أن الكريم يعالج الحكة. النص يذكر استخدام الكريم ولكن لا يربطه بشكل صريح بالحكة كهدف علاجي.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_e1c26b2e673d1c07,chunk_00008,ahd5k_01190,785346,ent_merge_001715,الجلد المترهل,DiseaseCondition,ent_merge_002050,الجراحة التجميلية,Treatment,TREATED_BY,TREATED_BY,true,0.850,يمكن شده بالجراحة التجميلية,QA explicitly states الجراحة التجميلية treats الجلد المترهل,groq,qwen/qwen3-32b,colleague_validation
rel_seed_38854b43d3c501de,chunk_00008,ahd5k_01190,785346,ent_merge_001715,الجلد المترهل,DiseaseCondition,ent_merge_001209,الرياضة,Treatment,TREATED_BY,TREATED_BY,true,0.850,يمكن شده بممارسة الرياضة,QA explicitly states الرياضة treats الجلد المترهل,groq,qwen/qwen3-32b,colleague_validation
rel_seed_737faa477fcb2e8a,chunk_00009,ahd10k_04432,745242,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_001527,كريم الاساس,Treatment,TREATED_BY,TREATED_BY,false,0.000,"بشرتي حسساسه, يمكن استخدام كريم للوجه لفترة ما وإن شاء الله ستزول، وأنصحك بكريم كريم الاساس BB Cream","كريم الاساس BB Cream is a generic skincare product, not a direct treatment for حساسية (allergy). Generic advice without specific medical linkage is rejected.",groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_aeaf0ff43a2b985d,chunk_00009,ahd10k_05772,559566,ent_merge_000034,إكزيما,DiseaseCondition,ent_merge_000870,قشرة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"قد تكون فطريات او اكزما, ظهور قشرة البشرة",إكزيما (eczema) directly linked to قشرة (scaling) as a symptom in the evidence.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_73e4c7cc83676d17,chunk_00009,ahd10k_05772,559566,ent_merge_000402,صدفية,DiseaseCondition,ent_merge_000870,قشرة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,"ان كنت ارجح حالتك بالصدفية, ظهور قشرة البشرة",صدفية (psoriasis) directly linked to قشرة (scaling) as a symptom in the evidence.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_4f99d6525c4d0ae2,chunk_00009,ahd5k_00614,768114,ent_merge_000371,ربو,DiseaseCondition,ent_merge_000975,تحليل الحساسية,Test,DIAGNOSED_BY,DIAGNOSED_BY,false,0.200,"ال QA discusses herb interactions with blood thinners, not diagnostic use of allergy tests for asthma",No direct evidence linking asthma diagnosis to allergy test in QA context,groq,qwen/qwen3-32b,colleague_validation
rel_seed_e2dd1b4aec0a4bed,chunk_00009,ahd5k_00614,768114,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_000975,تحليل الحساسية,Test,DIAGNOSED_BY,DIAGNOSED_BY,false,0.200,"QA mentions herb interactions with Digoxin, not diagnostic use of allergy tests for allergies",No direct evidence linking allergy diagnosis to allergy test in QA context,groq,qwen/qwen3-32b,colleague_validation
rel_seed_046282ca71cd2437,chunk_00010,ahd5k_04473,22465,ent_merge_000098,التهاب المفاصل,DiseaseCondition,ent_merge_001889,ألم المفاصل,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,الحد من التهاب المفاصل والتخفيف من ألم المفاصل,العلاقة مباشرة بين المرض وعَرَضه المذكور في السياق,groq,qwen/qwen3-32b,colleague_validation
rel_seed_1b1f4916a2d06d8d,chunk_00010,ahd5k_04473,22465,ent_merge_000098,التهاب المفاصل,DiseaseCondition,ent_merge_002183,زيت الحنظل,Treatment,TREATED_BY,TREATED_BY,false,0.350,يستخرج زيت الحنظل من نبات الحنظل الصحراوي,السياق لا يدعم أن زيت الحنظل يُستخدم لعلاج التهاب المفاصل، بل يذكر فقط مصدر الزيت,groq,qwen/qwen3-32b,colleague_validation
rel_seed_31a3e0627e70bdc3,chunk_00010,ahd5k_04473,22465,ent_merge_001889,ألم المفاصل,Symptom,ent_merge_002183,زيت الحنظل,Treatment,TREATED_BY,TREATED_BY,false,0.350,يستخرج زيت الحنظل من نبات الحنظل الصحراوي,السياق لا يدعم أن زيت الحنظل يُستخدم لعلاج ألم المفاصل، بل يذكر فقط مصدر الزيت,groq,qwen/qwen3-32b,colleague_validation
rel_seed_a850eb2b9e3a58f6,chunk_00011,ahd10k_00989,338332,ent_merge_000471,كتلة دهنية,DiseaseCondition,ent_merge_000765,حرارة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.000,اشعر بحرارة في المكان,No direct causal link between the fatty lump and heat; co-occurrence alone is insufficient.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_27448593a790e48f,chunk_00011,ahd10k_00989,338332,ent_merge_000471,كتلة دهنية,DiseaseCondition,ent_merge_000730,تشنج,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.000,تشنج قليل في الرقبة,No explicit medical evidence linking the fatty lump to neck cramps.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_115220b1e3dca413,chunk_00011,ahd10k_00989,338332,ent_merge_000471,كتلة دهنية,DiseaseCondition,ent_merge_001144,إستشارة طبيب,Treatment,TREATED_BY,TREATED_BY,true,0.900,أنصحك بإستشارة طبيب,Direct medical advice to consult a doctor for the fatty lump.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_e71b881690c9447f,chunk_00011,ahd10k_00989,338332,ent_merge_000765,حرارة,Symptom,ent_merge_001144,إستشارة طبيب,Treatment,TREATED_BY,TREATED_BY,false,0.000,أنصحك بإستشارة طبيب,"Treatment advice is for the fatty lump, not the heat symptom.",groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_765b1b959eee4b04,chunk_00011,ahd10k_00989,338332,ent_merge_000730,تشنج,Symptom,ent_merge_001144,إستشارة طبيب,Treatment,TREATED_BY,TREATED_BY,false,0.000,أنصحك بإستشارة طبيب,"Treatment advice is for the fatty lump, not the neck cramp.",groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_cab902f083ea276c,chunk_00011,ahd5k_03104,767363,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001427,زيت الحلبة,Treatment,TREATED_BY,TREATED_BY,true,0.700,لا ينبغي استخدام زيت الحلبة... أثناء فترة الحمل,Direct advice to avoid fenugreek oil during pregnancy as a precaution.,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_c547ca01d12b9313,chunk_00011,ahd5k_04697,767175,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001516,فينوروتون,Treatment,TREATED_BY,TREATED_BY,false,0.850,الحمل is not directly treated by فينوروتون; treatment is for دوالي الساقين,Directionally wrong relation: Pregnancy is not treated by Venoruton; treatment is for varicose veins,groq,qwen/qwen3-32b,colleague_validation
rel_seed_9936a452b54d8e36,chunk_00011,ahd5k_04697,767175,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001226,العلاج بالليزر,Treatment,TREATED_BY,TREATED_BY,false,0.850,الحمل is not directly treated by العلاج بالليزر; treatment is for دوالي الساقين,Directionally wrong relation: Pregnancy is not treated by Laser; treatment is for varicose veins,groq,qwen/qwen3-32b,colleague_validation
rel_seed_2331b9bbdc21e85a,chunk_00011,ahd5k_04697,767175,ent_merge_000367,دوالي الساقين,DiseaseCondition,ent_merge_001516,فينوروتون,Treatment,TREATED_BY,TREATED_BY,true,0.850,دوالي الساقين is treated by فينوروتون as stated in the treatment section,Direct evidence supports treatment of varicose veins with Venoruton,groq,qwen/qwen3-32b,colleague_validation
rel_seed_621214519c4c5635,chunk_00011,ahd5k_04697,767175,ent_merge_000367,دوالي الساقين,DiseaseCondition,ent_merge_001226,العلاج بالليزر,Treatment,TREATED_BY,TREATED_BY,true,0.850,دوالي الساقين is treated by العلاج بالليزر as stated in the treatment section,Direct evidence supports treatment of varicose veins with Laser,groq,qwen/qwen3-32b,colleague_validation
rel_seed_fd230ba0e18a91cb,chunk_00012,ahd10k_00041,752957,ent_merge_000311,جفاف البشرة,DiseaseCondition,ent_merge_000776,حكة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.000,النص لا يربط جفاف البشرة بحكة بشكل مباشر,الحكة غير مذكورة كأعراض في النص الأصلي,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_a65ab04ecf81716a,chunk_00012,ahd10k_00041,752957,ent_merge_000311,جفاف البشرة,DiseaseCondition,ent_merge_000756,تيبس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,السلام عليكم عمري 27 سنة اعاني من جفاف جلد الجفون والمنطقة حول العين وتيبسها,تيبس الجلد مذكور مباشرة كأعراض مرتبطة بجفاف البشرة في النص,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_1bdd1fb147bbfb64,chunk_00012,ahd10k_00041,752957,ent_merge_000311,جفاف البشرة,DiseaseCondition,ent_merge_001509,فيتامين ك,Treatment,TREATED_BY,TREATED_BY,false,0.000,النص لا يربط فيتامين ك بعلاج جفاف البشرة بشكل مباشر,فيتامين ك مذكور كعلاج محتمل لكنه غير مرتبط بجفاف البشرة في النص,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_1083715b507135c7,chunk_00012,ahd10k_00041,752957,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_000776,حكة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.000,الحساسية غير مذكورة كسبب للحكة في النص,النص يتحدث عن جفاف البشرة وليس الحساسية كسبب للحكة,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_4e3f7c257082d4d2,chunk_00012,ahd10k_00041,752957,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_000756,تيبس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,false,0.000,الحساسية غير مذكورة كسبب لتيبس الجلد,النص يربط تيبس الجلد بجفاف البشرة وليس الحساسية,groq,qwen/qwen3-32b,dah_relation_validation_v1
rel_seed_543abcc8f0cacc06,chunk_00012,ahd10k_00041,752957,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_001509,فيتامين ك,Treatment,TREATED_BY,TREATED_BY,false,0.000,النص لا يربط فيتامين ك بعلاج الحساسية,فيتامين ك مذكور كعلاج محتمل لكنه غير مرتبط بالحساسية في النص,groq,qwen/qwen3-32b,dah_relation_validation_v1
