query_id,mode,claim_id,claim_text,response_text,cited_evidence_ids,cited_qa_ids,human_support_label,human_citation_valid,human_medical_correctness,human_hallucination_label,harm_severity,annotator_id,annotation_timestamp_utc,adjudication_status,adjudicator_id,annotation_notes
evalv1_005,reference_answer,evalv1_005_reference_c04,تحتاجي لمراجعة عيادة العيون كل ستة شهور ويمكن عمل فحوصات للتأكد فيما اذا كنت قد تستفيدي من عملية تصحيح البصر والتخلص من النظارة الطبية .,بسم الله الرحمن الرحيم هنا الرؤيا بالنظارة احسن . فلا ضير من استمرار لبس النظارة الطبية. في هذا العمر يعتبر النظر ثابت وما راح يضعف اكثر. تحتاجي لمراجعة عيادة العيون كل ستة شهور ويمكن عمل فحوصات للتأكد فيما اذا كنت قد تستفيدي من عملية تصحيح البصر والتخلص من النظارة الطبية .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03589"
evalv1_006,reference_answer,evalv1_006_reference_c01,اذا لم يثبت سبب اخر لارتفاع الضغط .,اذا لم يثبت سبب اخر لارتفاع الضغط .. فأن معالجة خلل الهرمونات بالمتابعة مع طبيب اخصائي دقيق غدد صماء ممكن يسهم باستقرار ضغط الدم لديك بصورة تامة مع تمنياتي بالشفاء العاجل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02402"
evalv1_006,reference_answer,evalv1_006_reference_c02,فأن معالجة خلل الهرمونات بالمتابعة مع طبيب اخصائي دقيق غدد صماء ممكن يسهم باستقرار ضغط الدم لديك بصورة تامة مع تمنياتي بالشفاء العاجل,اذا لم يثبت سبب اخر لارتفاع الضغط .. فأن معالجة خلل الهرمونات بالمتابعة مع طبيب اخصائي دقيق غدد صماء ممكن يسهم باستقرار ضغط الدم لديك بصورة تامة مع تمنياتي بالشفاء العاجل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02402"
evalv1_007,reference_answer,evalv1_007_reference_c01,نعم ، هناك بعض الالتهاب تنتقل من الزوجة الى الزوج ، يفضل عمل فحص بول و زراعة و معالجتين الزوج و الزوجه معا .,نعم ، هناك بعض الالتهاب تنتقل من الزوجة الى الزوج ، يفضل عمل فحص بول و زراعة و معالجتين الزوج و الزوجه معا .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01481"
evalv1_008,reference_answer,evalv1_008_reference_c01,اخي الكريم يكفي ان يراك طبيب ويفحص بطنك لكي يعلم ما اذا كان هذا هو سمنة او انتفاخ او تضخم لأي عضو داخل البطن او هو استسقاء,اخي الكريم يكفي ان يراك طبيب ويفحص بطنك لكي يعلم ما اذا كان هذا هو سمنة او انتفاخ او تضخم لأي عضو داخل البطن او هو استسقاء,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02488"
evalv1_009,reference_answer,evalv1_009_reference_c01,كثيرة هي الجراثيم التي تسبب الإسهال وتسبب أشكال مختلفة من التهابات المعدة والأمعاء ، وبعضه تخترق أنسجة الأمعاء وتنتشر في الدم والجهاز اللمفي والأجهزة الداخلية مسببة مجموعة من الأمراض الهامة وأهم الأنواع هي: الإشريكية القولونية والكلبسيللا والمتحولات والسالمونيللا، والشيغيللا والكوليرا واليرسينيا وغيرها.,كثيرة هي الجراثيم التي تسبب الإسهال وتسبب أشكال مختلفة من التهابات المعدة والأمعاء ، وبعضه تخترق أنسجة الأمعاء وتنتشر في الدم والجهاز اللمفي والأجهزة الداخلية مسببة مجموعة من الأمراض الهامة وأهم الأنواع هي: الإشريكية القولونية والكلبسيللا والمتحولات والسالمونيللا، والشيغيللا والكوليرا واليرسينيا وغيرها.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_00174"
evalv1_010,reference_answer,evalv1_010_reference_c01,تساقط الشعر وكثافته يعتمد على عامل وراثي ، والامراض الوراثية للان لم يتم اكتشاف علاج لها ولكن هناك بعض الادوية تستعمل لفترة طويلة وبحاجة الى صبر تساعد على نمو الشعر وتأخير تساقطه مثل Z-span كبسولة يوميا ودواء سنتروم كبسولة يوميا ، ودهن الرأس بمحلول مينيكسوديل 2%مرة يوميا وتناول اطعمة متوازنة تحتوي على فيتامين ب12 وفيتامين ج وفيتامين إي,تساقط الشعر وكثافته يعتمد على عامل وراثي ، والامراض الوراثية للان لم يتم اكتشاف علاج لها ولكن هناك بعض الادوية تستعمل لفترة طويلة وبحاجة الى صبر تساعد على نمو الشعر وتأخير تساقطه مثل Z-span كبسولة يوميا ودواء سنتروم كبسولة يوميا ، ودهن الرأس بمحلول مينيكسوديل 2%مرة يوميا وتناول اطعمة متوازنة تحتوي على فيتامين ب12 وفيتامين ج وفيتامين إي,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03097"
evalv1_011,reference_answer,evalv1_011_reference_c01,اظن انه يجب ان نعرف السبب لهذا الالتهاب ولهذا من الجيد عمل فحص ال H.,اظن انه يجب ان نعرف السبب لهذا الالتهاب ولهذا من الجيد عمل فحص ال H. pylori واعلامي بالنتيجة,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03145"
evalv1_011,reference_answer,evalv1_011_reference_c02,pylori واعلامي بالنتيجة,اظن انه يجب ان نعرف السبب لهذا الالتهاب ولهذا من الجيد عمل فحص ال H. pylori واعلامي بالنتيجة,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03145"
evalv1_012,reference_answer,evalv1_012_reference_c01,ليس بالضرورة ذلك .,ليس بالضرورة ذلك ... حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام ... اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_04962"
evalv1_012,reference_answer,evalv1_012_reference_c02,حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام .,ليس بالضرورة ذلك ... حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام ... اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_04962"
evalv1_012,reference_answer,evalv1_012_reference_c03,اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,ليس بالضرورة ذلك ... حاولي عمل مساج يومي لتلك المنطقة و اذا كان ذلك مؤلما يمكنك استعمال جل موضعي لالتهاب اللثة و راقبي الوضع بعد ايام ... اذا استمر الالم راجعي الطبيب لان ذلك يعني ان هناك مشكلة باللثة او بالسن او كليهما,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_04962"
evalv1_013,reference_answer,evalv1_013_reference_c01,ما هو إسم الحبوب المنشطة التي تتناولها خاصة الإسم العلمي لها وليس التجاري حيث يُمكن التعرف عليها وبالتالي وصف آثارها,ما هو إسم الحبوب المنشطة التي تتناولها خاصة الإسم العلمي لها وليس التجاري حيث يُمكن التعرف عليها وبالتالي وصف آثارها,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03078"
evalv1_014,reference_answer,evalv1_014_reference_c01,ازرقاق اللثة بعد عمل جراحي أو اجراء علاجي قد يكون رضي في بعد الحالات ويسبب هكذا تغير باللون، في حال عدم وجود ألم أو أعراض فموية غير طبيعية فيجب اعطاء المنطقة الوقت الكافي للشفاء والتي قد تكون مدة أسبوع وسطيا، ان استمرت الأعراض لبعدها أو زادت سوءا عندها يجب مراجعة الطبيب لفحص المنطقة والتأكد من العلاج.,ازرقاق اللثة بعد عمل جراحي أو اجراء علاجي قد يكون رضي في بعد الحالات ويسبب هكذا تغير باللون، في حال عدم وجود ألم أو أعراض فموية غير طبيعية فيجب اعطاء المنطقة الوقت الكافي للشفاء والتي قد تكون مدة أسبوع وسطيا، ان استمرت الأعراض لبعدها أو زادت سوءا عندها يجب مراجعة الطبيب لفحص المنطقة والتأكد من العلاج.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02389"
evalv1_015,reference_answer,evalv1_015_reference_c01,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر.,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02083"
evalv1_015,reference_answer,evalv1_015_reference_c02,تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية.,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02083"
evalv1_015,reference_answer,evalv1_015_reference_c03,فهو يساعد ايضا على اخراج البلغم.,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02083"
evalv1_015,reference_answer,evalv1_015_reference_c04,لا تاخذيهما في اليل,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02083"
evalv1_016,reference_answer,evalv1_016_reference_c01,يجب مراجعة اخصائي تغذية ليساعده على تنظيم وجباته والتحكم في نوع وكمية الطعام التي يتناولها ويفضل الابتعاد تماما عن الادوية لانها ذات اضرار جانبية كما انها لا تساعد على تغيير العادات الغذائية فيعود الجسم لاكتساب الوزن عند التوقف عنها,يجب مراجعة اخصائي تغذية ليساعده على تنظيم وجباته والتحكم في نوع وكمية الطعام التي يتناولها ويفضل الابتعاد تماما عن الادوية لانها ذات اضرار جانبية كما انها لا تساعد على تغيير العادات الغذائية فيعود الجسم لاكتساب الوزن عند التوقف عنها,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03158"
evalv1_017,reference_answer,evalv1_017_reference_c01,إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ.,"إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ. أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً. لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.",,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01939"
evalv1_017,reference_answer,evalv1_017_reference_c02,أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً.,"إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ. أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً. لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.",,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01939"
evalv1_017,reference_answer,evalv1_017_reference_c03,"لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.","إن أي عملية جراحية تعد خطيرة، خصوصاً أن هذا تدخل جراحي على الدماغ. أما عن نسبة الشفاء فلا أستطيع أن أجاوبك لأن هذا يتوقف على إمكانية استئصال الورم كاملاً. لذلك أنصحك أن تناقش الطبيب المعالج بكل هذه الأمور, هذا حقكم الطبيعي.",,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01939"
evalv1_018,reference_answer,evalv1_018_reference_c01,تركيز الدهون الثلاثية والكوليستيرول الضار مرتفعة أما تركيز الدهون الجيدة فهو منخفض .,تركيز الدهون الثلاثية والكوليستيرول الضار مرتفعة أما تركيز الدهون الجيدة فهو منخفض . ننصح بمراجعة الطبيب الباطني المختص لاتخاذ الاجراء العلاجي اللازم .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02649"
evalv1_018,reference_answer,evalv1_018_reference_c02,ننصح بمراجعة الطبيب الباطني المختص لاتخاذ الاجراء العلاجي اللازم .,تركيز الدهون الثلاثية والكوليستيرول الضار مرتفعة أما تركيز الدهون الجيدة فهو منخفض . ننصح بمراجعة الطبيب الباطني المختص لاتخاذ الاجراء العلاجي اللازم .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02649"
evalv1_019,reference_answer,evalv1_019_reference_c01,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_04716"
evalv1_020,reference_answer,evalv1_020_reference_c01,العدد كافي وزياده للانجاب ويوجد كثيرون بخصيه واحده يؤدون واجبهم الزوجي وينجبون المعتقدات التي لديك لا اساس لها بتاتا,العدد كافي وزياده للانجاب ويوجد كثيرون بخصيه واحده يؤدون واجبهم الزوجي وينجبون المعتقدات التي لديك لا اساس لها بتاتا,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02305"
evalv1_021,reference_answer,evalv1_021_reference_c01,هو علاجي و وقائي علاجي من ناحية انه يخفف من التهاب الطرق التنفسية ووقائي انه يخفف من تكرار الاعراض,هو علاجي و وقائي علاجي من ناحية انه يخفف من التهاب الطرق التنفسية ووقائي انه يخفف من تكرار الاعراض,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01076"
evalv1_022,reference_answer,evalv1_022_reference_c01,يجب اجراء بعض الفحوصات المخبريه مثل صفائح الدم وعوامل التخثر وأشعة الصدر لمعرفة السبب.,يجب اجراء بعض الفحوصات المخبريه مثل صفائح الدم وعوامل التخثر وأشعة الصدر لمعرفة السبب.امنياتي بدوام الصحه والعافيه,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03768"
evalv1_022,reference_answer,evalv1_022_reference_c02,امنياتي بدوام الصحه والعافيه,يجب اجراء بعض الفحوصات المخبريه مثل صفائح الدم وعوامل التخثر وأشعة الصدر لمعرفة السبب.امنياتي بدوام الصحه والعافيه,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03768"
