combined_version,candidate_pool,query_id,query,query_group,reference_answer,primary_intent,candidate_type,pool_rank,candidate_id,qa_id,source_row_number,source_quality,retrieval_channel,candidate_question,candidate_answer_or_evidence,category,relation_type,source_entity_name,target_entity_name,retrieval_score,answer_relevance,query_concept_coverage,query_constraint_coverage,entity_identity,intent_support,source_reliability,vector_similarity,graph_support,anatomy_mismatch,unrelated_condition_mismatch,matched_query_concepts,missing_query_concepts,matched_variants,variant_A,variant_B,variant_C,variant_support_count,variant_a_rank,variant_b_rank,variant_c_rank,best_variant_rank,best_bm25_rank,safety_mode,safety_reason,graph_aliases_added,relevance_label,error_reason,secondary_error_reason,annotation_status,annotator_id,annotation_notes
candidate_combined_v1,partial_fts_expansion,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,9,qa::ahdqa_0468185,ahdqa_0468185,468185,ahd_heldout_safe_corpus,partial_fts_expansion,اكتب السؤال بطريقة مختصرة و واضحة و باللغة الفصحى ...اعاني من الم في الصدر احس بوغزة ملازمة وضيق تنفس وانا مصاب بالتهاب الفقر اللاصق هل تشخيص لهذه الحالة,لا يمكن التشخيص بدونمعرفة خصائص الألم وضيق التنفس أولا من خلال فحص طبي سريري,أمراض القلب و الشرايين,,,,,,,,,,0.95,,0.0,,,,,A|B,true,true,false,2,9,9,,9,-13.475703,all_three_variants,,,0,wrong anatomy,,human_confirmed,user_human_review_20260723,Imported from partial_only_fts_candidates_v1_annotated.csv; blank expansion rows excluded.
candidate_combined_v1,partial_fts_expansion,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,10,qa::ahdqa_0443557,ahdqa_0443557,443557,ahd_heldout_safe_corpus,partial_fts_expansion,"أعاني من ألم في الخصية اليمنى مع شعور بارتفاع حرارتها خصوصا عند التصاقها بالفخذ نسبة لارتفاعها قليلا لأعلى الصفن
عملت تلفزيون والنتيجة حسب تشخيص الطبيب لا توجد دوالي أفيدوني","بما ان فحص التلفزيون طبعي ...فبالتالي لا خوف
يمكن وعند الضروره استعمال بعض المسكنات.....",أمراض المسالك البولية والتناسلية,,,,,,,,,,0.95,,0.0,,,,,A|B,true,true,false,2,10,10,,10,-13.407216,all_three_variants,,,0,wrong anatomy,,human_confirmed,user_human_review_20260723,Imported from partial_only_fts_candidates_v1_annotated.csv; blank expansion rows excluded.
candidate_combined_v1,partial_fts_expansion,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,11,qa::ahdqa_0263959,ahdqa_0263959,263959,ahd_heldout_safe_corpus,partial_fts_expansion,كان الفك السفلي تحدث طقطقة و احيانا تعلق لكن هذه المرة علقت بحيث لايمكنني فتح فمي بشكل كامل وعندما احاول ان اكل اشعر و كان شيء يتفتت و لا يوفر...,لابد من زيارة طبيب الوجه والفكين لانه تخصصه,أمراض الفم,,,,,,,,,,0.95,,0.0,,,,,C,false,false,true,1,,,1,1,-47.093682,all_three_variants,,,1,different clinical scenario,,human_confirmed,user_human_review_20260723,Imported from partial_only_fts_candidates_v1_annotated.csv; blank expansion rows excluded.
candidate_combined_v1,partial_fts_expansion,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,12,qa::ahdqa_0034732,ahdqa_0034732,34732,ahd_heldout_safe_corpus,partial_fts_expansion,أعاني من تقدم في الفك السفلي لكن ليس بدرجة كبيرة جدا حيث اسمع اصوات طقطقة عند فتح فمي هل يمكن علاج مشكلتي باستخدام جهاز يضغط على فكي لارجاعه لمكانه ام...,يجب مراجعة أخصائي تقويم الأسنان لتشخيص المشكلة بالفك. بشكل عام اذا كان هناك طقطقه ولا يوجد ألم او مشاكل وظيفية ولا ترغب في عمل اي اجراء تقويمي في هذه الحاله لا ينصح باي شي. اخصائي التقويم هو أكثر شخص يفيد بهذا.,أمراض الأسنان,,,,,,,,,,0.95,,0.0,,,,,C,false,false,true,1,,,2,2,-46.546314,all_three_variants,,,1,missing key constraint,,human_confirmed,user_human_review_20260723,Imported from partial_only_fts_candidates_v1_annotated.csv; blank expansion rows excluded.
candidate_combined_v1,original_pool,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,1,qa::ahd5k_03444,ahd5k_03444,,preprocessed_id,vector,ضيق السلام عليكم والله بعانى تنفس شديد دون سبب طبى واستخدمت برامج رقية كتير والحمدلله لم ياذن بالشفاء والموضوع دة معايا لية 4سنين فمش عارف اعمل اية اعانى من ضيق...,الخطوة الأولى تتطلب فحص طبي لتحديد طبيعة وخصائص ضيق النفس والعلامات السريرية المرافقة لكي يتم تحديد السبب ومن ثم علاجه وهذا لا يمكن تحقيقه دون فحص طبي,,,,,0.639181,0.570376,1.0,1.0,0.176471,0.0,1.0,0.933741,0.0,false,false,تنفس|ضيق,,,false,false,false,,,,,,,,,,1,generic medical overlap,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,2,qa::ahd5k_03662,ahd5k_03662,,preprocessed_id,vector,اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا,متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو,,,,,0.633893,0.565274,0.5,1.0,0.142857,0.0,1.0,0.945126,0.0,false,false,تنفس,ضيق,,false,false,false,,,,,,,,,,2,,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,3,qa::ahd10k_07860,ahd10k_07860,,mention_evidence,vector,أعاني من ضيق في التنفس و حكة و اضطراب في الرؤيا,حساسية موسميه تحتاج البدا بالادويه الوقانيه والعلاجيه بعد تحليل الحساسيه,,,,,0.576272,0.612075,1.0,1.0,0.4,0.0,0.55,0.931045,0.0,false,false,تنفس|ضيق,,,false,false,false,,,,,,,,,,1,different clinical scenario,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,4,qa::ahdqa_0739295,ahdqa_0739295,,ahd_heldout_safe_corpus,fts_qa,السلام عليكم اعاني من انتفاخ في اللثة في الفك العلوي لأسناني وفي الجانب الايمن و الآم فوق اذني عند رأسي اثناء النوم ما سبب ذالك وهل احتاج الى الذهاب الى...,وعليكم السلام اذا وجد انتفاخ فى لببثه يعنى يوجد التهاب فى اللثه وفى المنطقه التى تحديدها من قبلك تعنى ان ضرس العقل العلوى قد بدا يبزغ فيسبب انتفاخ فى اللثه ان اجراء صورة اشعه اسمها بانوراما فى عيادة طبيب الاسنان توضح اذا كان السبب من ضرس العقل ام لا,,,,,0.536777,0.317914,0.0,1.0,0.352941,0.0,0.95,0.0,0.0,false,true,,تنفس|ضيق,,false,false,false,,,,,,,,,,0,wrong anatomy,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,5,qa::ahdqa_0391803,ahdqa_0391803,,ahd_heldout_safe_corpus,fts_qa,اعاني من ضيق في التنفس عند النوم وشخير قوي وفي الفترة الاخيرة اصبحت لا استطيع النوم في الليل سوى ساعة الى ساعتان متقطعات بسبب الشعور بالانخناق اثناء النوم واتناول betnesol,"أخي الكريم أي مشكلة من الأنف الى الحنجرة قد تسبب شخير لذلك يجب فحص الأنف والبلعوم والحنجرة لتحديد سبب الشخير, بالإضافة الى أن السمنة قد تسبب الشخير ولذلك يجب تنزيل الوزن والله تعالى الشافي",,,,,0.53381,0.302005,1.0,1.0,0.352941,0.0,0.95,0.0,0.0,false,false,تنفس|ضيق,,,false,false,false,,,,,,,,,,1,different clinical scenario,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,1,qa::ahd10k_05970,ahd10k_05970,,preprocessed_source_row,vector,السلام عليكم ورحمة الله ماهي سبل حماية والحفاظ على وظيفة (الكلى) في زمن إنتشار الأمراض المنهكة لهذا العضو الحيوي والحساس كارتفاع الضغط وتحلون الدم،أرجو الإفادة (في إطار الوقاية خير من...,الموضوع متشعب جدا.........لانه يشمل المحافظه على صحة الجسم بشكل عام المهم المحافظه على ضغط الدم الطبيعي وكذلك مستوى السكر في الدم وعدم تعريض الجسم للجفاف,,,,,0.642559,0.727752,0.0,0.5,0.1,1.0,0.9,0.898943,0.0,false,true,,انسان|مناعه,,false,false,false,,,,,,,,,,0,wrong disease,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,2,qa::ahd10k_04616,ahd10k_04616,,preprocessed_source_row,vector,ما هي مضار الصوف الصخري عند لمسه و استنشاقه؟,يستخدم الصوف الصخري في عزل البناء، ويتم انتاجه عن طريق أكاسيد معدنية وطبيعية. يتعرض العمال والأشخاص الذين يتعاملون معه بشكل كبير إلى أضراره والتي تحدث خلال فترة زمنية قصيرة (بالإنجليزية: Acute) أو فترة زمينة طويلة (بالإنجليزية: Chronic). فمن أضرار الصوف الصخري على الإنسان والتي تحدث عند ملامسته مباشرة ما يلي: تهيج واحمرار في الجلد والعينين: يؤدي تعرض للصوف الصخري في بعض الأحيان إلى التهاب الجلد والعينين، حيث تظهر الأعراض التالية: حكة، واحمرار، وتقشر، وظهور فقاعات مائية، وغيرها من التغيرات الجلدية. تهيج الجهاز التنفسي: يمكن أن تظهر بعض أعراض تهيج الجهاز التنفسي بعد استنشاق الصوف الصخري، مثل السعال، والتهاب الحلق، وحكة الأنف، واحتقان الأنف. الإصابة بالعدوى: قد تجرح الألياف الحادة من الصوف الصخري الجلد، وبالتالي يزيد من خطر دخول الجراثيم المسببة للعدوى. ومن أضرار الصوف الصخري على الإنسان والتي تحدث عند التعرض لفترات طويلة: زيادة من خطر الإصابة تليف الرئتين (بالإنجليزية: Lung fibrosis). زيادة من خطر الإصابة بالتهاب الرئوي والتهاب الجنبي (بالإنجليزية: Pleural inflammation). صنفت الوكالة الدولية لبحوث السرطان (IARC) الصوف الصخري كمادة غير مسببة للسرطان. لا توجد دراسات كافية على تأثير الصوف الصخري على صحة الإنجاب. لذا لمنع تعرض الجلد والجهاز التنفسي للصوف الصخري، وللتقليل من أضراره ينصح بأن يرتدي أولئك الذين يتعاملون مع الصوف الصخري قفازات واقية، وكمامة أو قناع مانع للاستنشاق، ونظارات واقية. للمزيد: أسباب وعلاج احمرار الجلد تقشر الجلد: أسباب وعلاجات طبيعية أشياء غير متوقعة تسبب حساسية الجلد المراجع: Carcinogenicity of the insulation wools: Reassessment of the IARC evaluation Health Hazards of Rockwool Lung Cancer among Rock and Slag Wool Production Workers,,,,,0.610368,0.579009,0.5,0.5,0.0,0.0,0.9,0.901229,0.0,false,false,انسان,مناعه,,false,false,false,,,,,,,,,,0,wrong disease,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,3,qa::ahdqa_0192090,ahdqa_0192090,,ahd_heldout_safe_corpus,fts_qa,انا فتاه متزوجه ولا نرغب بانجاب الاطفال لمدة عام هل تناول حبوب منع الحمل يؤثر على الانجاب مع المدى الطويل,نعم..يؤثر.ولا انصحك بها,,,,,0.596042,0.541667,0.0,0.0,0.5,1.0,0.95,0.0,0.0,false,true,,انسان|مناعه,,false,false,false,,,,,,,,,,0,wrong disease,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,4,qa::ahd10k_02724,ahd10k_02724,,preprocessed_source_row,vector,السلام عليكم ورحمة الله وبركاته يا دكتر انا العب قوى جري يوميا وقليل العب حديد لو استخدم عقاقير او ابر بناء جسم هل تاثر على الكبد وتسبب امراض اريد ابني...,"من الافضل الاعتماد على الغذاء الطبيعي والحصول على كمية من البروتينات الطبيعية من خلال الغذاء يحددها اخصائي التغذية وبالتنسيق مع الخبير الرياضي لاحتساب حاجتك منها , يمكنك بناء جسمك من خلال السباحة وكمال الاجسام وما تحصل عليه من خلال مدة طويلة وتدريب متواصل وليس في المناسبات يمكنه الثبات وليس الزوال بمجرد التوقف عن التدريب",,,,,0.595815,0.528149,0.0,0.5,0.1,0.0,0.9,0.899665,0.0,false,true,,انسان|مناعه,,false,false,false,,,,,,,,,,0,wrong disease,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,5,qa::ahdqa_0799605,ahdqa_0799605,,ahd_heldout_safe_corpus,fts_qa,ماهى المطهرات الطبيعية التى لا تضر بمناعة الإنسان على المدى الطويل؟ وكيف اتأكد من أن المظهر الذى استخدمة أمن أم غير أمن؟ وهل صابون الديتول أو غيره من المركات المعروفة...,المطهرات الطبيعية الخارجية عادة غير ضارة ويمكنك مشاهدة لونها الطبيعي المألوف وأي تغيير في اللون أو وجود ترسبات أو وجود شائب عالفة به تدل على عدم صلاحيتها ن واليتول والريكسول وغيرها من المطهرات لا تستخدم بتركيزها الموجود في العبوات بل يجب تخفيفها بالماء,,,,,0.583252,0.388333,0.5,1.0,0.5,0.0,0.95,0.0,0.0,false,false,انسان,مناعه,,false,false,false,,,,,,,,,,0,unsupported recommendation,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,evidence,1,mention::men_merge_0000254,ahd10k_01083,,preprocessed_source_row,vector,عدم انتظام نبضات القلب والم الصدر وضيق تنفس,السلام عليكم اسباب هذه الاعراض متعددة منها نقص الهيوغلوبين او الحديد او خلل في الغدة الدرقية او نقص الفيتامينات وخاصة فيتامين د او غير ذلك ، يفضل زيارة الطبيب لاجراء فحص سريري وفحوصات للدم لتحديد السبب والعلاج,,,,,0.573212,0.540241,0.0,1.0,0.125,0.0,0.9,0.925438,0.0,false,false,,ضيق|نفس,,false,false,false,,,,,,,,,,1,generic medical overlap,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,relation,1,rel_seed_c14646e0bf44057a,ahd10k_03048,,preprocessed_source_row,graph_relation,,ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر اشعر باعراض لم اشعر بها من قبل فالبارحة احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة مع الم شديد في الصدر من جهة القلب كالسكين الحاد مع العلم... تحسس يُسبب ضيق التنفس ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر لتوضيح اذا ما كان هناك سبب عضوي يتعلق بالتهاب القصبات أو تحسس يُسبب ضيق التنفس والأجهاد الناجم عنه يؤدي إلى تشنج العضلات الوربية وبالتالي الألم اشعر باعراض لم اشعر بها من قبل فالبارحة احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة مع الم شديد في الصدر من جهة القلب كالسكين الحاد مع العلم... ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر لتوضيح اذا ما كان هناك سبب عضوي يتعلق بالتهاب القصبات أو تحسس يُسبب ضيق التنفس والأجهاد الناجم عنه يؤدي إلى تشنج العضلات الوربية وبالتالي الألم اشعر باعراض لم اشعر بها من قبل فالبارحة احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة مع الم شديد في الصدر من جهة القلب كالسكين الحاد مع العلم... احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر لتوضيح اذا ما كان هناك سبب عضوي يتعلق بالتهاب القصبات أو تحسس يُسبب ضيق التنفس والأجهاد الناجم عنه يؤدي إلى تشنج العضلات الوربية وبالتالي الألم,,INVESTIGATED_BY,ضيق تنفس,فحص طبي,0.706498,0.142857,0.5,1.0,0.5,1.0,0.9,0.929428,1.0,false,false,ضيق,نفس,,false,false,false,,,,,,,,,,0,wrong intent,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,relation,2,rel_seed_c94900272aac3790,ahd5k_00823,,preprocessed_id,graph_relation,,"ضيق تنفس, تحاليل مخبرية اجريت عمليه استبدال صمام ميترالي في 89ثم الاورطي في 2013 والان اعاني من ارتفاع الضغط وضيق تنفس وخفقان احيتنا تحاليل مخبرية تحتاج الى تقييم سريري كامل مع اجراء بعض الفحوصات اجريت عمليه استبدال صمام ميترالي في 89ثم الاورطي في 2013 والان اعاني من ارتفاع الضغط وضيق تنفس وخفقان احيتنا خفقان احيتنا تحتاج الى تقييم سريري كامل مع اجراء بعض الفحوصات اجريت عمليه استبدال صمام ميترالي في 89ثم الاورطي في 2013 والان اعاني من ارتفاع الضغط وضيق تنفس وخفقان احيتنا ضيق تنفس تحتاج الى تقييم سريري كامل مع اجراء بعض الفحوصات",,INVESTIGATED_BY,ضيق تنفس,تحاليل مخبرية,0.700172,0.107143,0.5,1.0,0.5,1.0,1.0,0.929428,1.0,false,false,ضيق,نفس,,false,false,false,,,,,,,,,,0,wrong intent,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,evidence,2,relation::rel_seed_c94900272aac3790,ahd5k_00823,,preprocessed_id,graph,اجريت عمليه استبدال صمام ميترالي في 89ثم الاورطي في 2013 والان اعاني من ارتفاع الضغط وضيق تنفس وخفقان احيتنا,تحتاج الى تقييم سريري كامل مع اجراء بعض الفحوصات,,,,,0.555198,0.566667,0.5,1.0,0.333333,1.0,1.0,0.0,1.0,false,false,ضيق,نفس,,false,false,false,,,,,,,,,,0,wrong disease,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,evidence,3,qa::ahdqa_0567820,ahdqa_0567820,,ahd_heldout_safe_corpus,fts_qa,فحص سكر وكولسترول ودهون والحديد والدم والغدد والادن ورنين الراس وتخطيط وايكو وجهد القلب ووظائف الكلى والكبد والجيوب كلها سليمه ماسبب الدوخه المستمرة عندي,يرجة فحص تخطيط الدماف والبصر رجاء,,,,,0.533114,0.410227,0.0,1.0,0.272727,1.0,0.95,0.0,0.0,false,true,,ضيق|نفس,,false,false,false,,,,,,,,,,1,generic medical overlap,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,relation,3,rel_seed_bd780eedd9f7201b,ahd10k_09755,,preprocessed_source_row,graph_relation,,"فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه ""أشعر بضيق تنفس شديد حتى اصبحت اشعر بالم فوق القلب من شدة اخذ الشهيق وافرازه ارجو منكم العلاج ؟ فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه ان كانت هذه الأعراض تأتي بشكل مفاجيء وتذهب بشكل مفاجيء فالأغلب الأسباب نفسيه أما ان كانت بشكل دائم فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه ""أشعر بضيق تنفس شديد حتى اصبحت اشعر بالم فوق القلب من شدة اخذ الشهيق وافرازه ارجو منكم العلاج ؟ فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه ان كانت هذه الأعراض تأتي بشكل مفاجيء وتذهب بشكل مفاجيء فالأغلب الأسباب نفسيه أما ان كانت بشكل دائم فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه ""أشعر بضيق تنفس شديد حتى اصبحت اشعر بالم فوق القلب من شدة اخذ الشهيق وافرازه ارجو منكم العلاج ؟ أشعر بضيق تنفس شديد حتى اصبحت اشعر بالم فوق القلب من شدة اخذ الشهيق وافرازه ان كانت هذه الأعراض تأتي بشكل مفاجيء وتذهب بشكل مفاجيء فالأغلب الأسباب نفسيه أما ان كانت بشكل دائم فيجب مراجعة طبيب أمراض صدريه لعمل الفحوصات اللازمه",,INVESTIGATED_BY,ضيق تنفس,الفحوصات اللازمه,0.677846,0.071429,0.5,1.0,0.5,1.0,0.9,0.929428,1.0,false,false,ضيق,نفس,,false,false,false,,,,,,,,,,1,generic medical overlap,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
candidate_combined_v1,original_pool,evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,test_request,evidence,4,qa::ahd5k_03958,ahd5k_03958,,preprocessed_id,vector,اعاني من الام في القلب مع اضطرابات خفيفة في الدقات احيانا و قد قمت العام الماضي ب تخطيط كهربائية القلب و قال الطبيب انه عادي . هل هو فعلا من...,هناك أسباب كثيرة محتملة لهكذا ألم والقلق كاف لكي يسببه وبما ان الفحص الطبي كان سليما فالمتابعة مع طبيبك وباستخدام مضدات القلق ستتحسن,,,,,0.528456,0.255,0.0,1.0,0.066667,1.0,1.0,0.937067,0.0,false,false,,ضيق|نفس,,false,false,false,,,,,,,,,,1,different clinical scenario,,human_confirmed,user_human_review_20260723,Imported from candidate_relevance_annotations_100_final.csv.
