annotation_version,query_id,query,query_group,reference_answer,primary_intent,candidate_type,candidate_rank,candidate_id,qa_id,source_quality,retrieval_channel,candidate_question,candidate_answer_or_evidence,relation_type,source_entity_name,target_entity_name,retrieval_score,answer_relevance,query_concept_coverage,query_constraint_coverage,entity_identity,intent_support,source_reliability,vector_similarity,graph_support,anatomy_mismatch,unrelated_condition_mismatch,matched_query_concepts,missing_query_concepts,relevance_label,error_reason,secondary_error_reason,annotator_id,annotation_status,annotation_notes
candidate_relevance_v1,evalv1_002,عملت تحاليل و كل شيء و ماطلع شيء في سنة 2012 و الدوخة و الاغماء موجودين ماذا افعل ؟,symptoms,راجع اختصاصي باطنية عمل فحص شامل للدم والبول والبراز، وضغط الدم وما يلزم للمتابعة والتشخيص الدقيق.,test_request,evidence,3,qa::ahdqa_0073498,ahdqa_0073498,ahd_heldout_safe_corpus,fts_qa,اشعور بدوران متوازن طوال اليوم دون الاغماء عملت تحاليل غدة وفقر دم وفيتامين د وكل شيء طبيعي والدوران ملازمني صرلو ثلاث اشهر ولم اطيب ما سبب هذا الشعور,يجب ان تكشفي عند دكتور انف واذن مؤقتا ناخد betaserc و dramanex مرتين ف اليوم,,,,0.562612,0.477222,0.5,0.0,0.4,1.0,0.95,0.0,0.0,false,false,اغماء,دوخه,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_002,عملت تحاليل و كل شيء و ماطلع شيء في سنة 2012 و الدوخة و الاغماء موجودين ماذا افعل ؟,symptoms,راجع اختصاصي باطنية عمل فحص شامل للدم والبول والبراز، وضغط الدم وما يلزم للمتابعة والتشخيص الدقيق.,test_request,evidence,4,qa::ahdqa_0017782,ahdqa_0017782,ahd_heldout_safe_corpus,fts_qa,أفقد البصر دائما كل تانية وكل يوم عملت فحوصات تخطيط الدماغ EEG وتصوير بالرنين المغناطيسي وزرت طبيب العيون وأخبروني كل شيء بخير مادام أفعل الان هده المشكلة صعبة جدا هل...,مرحبا انصح بزيارة طبيب باطني تخصص امراض شرايين وعمل فحوصات تحاليل دهون صورة دوبلر على شرايين الرقبة,,,,0.524649,0.412778,0.0,0.0,0.3,1.0,0.95,0.0,0.0,false,true,,اغماء|دوخه,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_002,عملت تحاليل و كل شيء و ماطلع شيء في سنة 2012 و الدوخة و الاغماء موجودين ماذا افعل ؟,symptoms,راجع اختصاصي باطنية عمل فحص شامل للدم والبول والبراز، وضغط الدم وما يلزم للمتابعة والتشخيص الدقيق.,test_request,evidence,5,qa::ahdqa_0723351,ahdqa_0723351,ahd_heldout_safe_corpus,fts_qa,انا بنت عمري 14 سنة افقد وعي وعملت تحاليل و كل شيء واشعة و فيرها لايوجد شيء يوجد سوفل في القلب و لا لكنه لا يؤثر وعندما افعل اي شي...,اولا بحاجه الى صوره طبقيه للدماغ ومخطط دماغ وفحص هرمونات الفوق الكليه,,,,0.522873,0.361667,0.0,0.5,0.1,1.0,0.95,0.0,0.0,false,true,,اغماء|دوخه,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,evidence,1,qa::ahdqa_0680701,ahdqa_0680701,ahd_heldout_safe_corpus,fts_qa,ما هو الفحص الطبي الذي يكشف بدقة ان الشخص مصاب بالقولون العصبي وما هي اعراضه؟,ليس هناك فحص مخصص لهذا المرض انما هي مجموعه الاعراض متوافقة مثل ( الانفاخ و الاسهال او الامساك و الام حادة متكررة في البطن ) وذلك بعض اجراء بعض الفحوصات ومنها التنظير العلوي والسفلي لتتاكد من امراض اخرى ان وجدت,,,,0.748294,0.8,1.0,1.0,0.666667,1.0,0.95,0.0,0.0,false,false,طبي,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,evidence,2,qa::ahdqa_0791809,ahdqa_0791809,ahd_heldout_safe_corpus,fts_qa,ممكن اعرف ما هو الفحص الطبي السريري وما هو الفحص الخبري؟,الفحص السريري يشمل فحص الجسم من فوق لتحت بجميع أعضائه، والفحص المخبري هو فحص كافة سوائل الجسم وإفرازاته في المختبر إما مجهرياً أو بأجهزة أخرى.,,,,0.721804,0.75,1.0,1.0,0.666667,1.0,0.95,0.0,0.0,false,false,طبي,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,evidence,3,qa::ahd5k_03544,ahd5k_03544,preprocessed_id,vector,ما هي مواعيد الاشعة والتحاليل اليومية؟,كيف تتوقع ان يجيب طبيب على مثل هذا السؤال؟,,,,0.668756,0.738281,0.0,1.0,0.0,1.0,1.0,0.913757,0.0,false,false,,طبي,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,evidence,4,qa::ahdqa_0214313,ahdqa_0214313,ahd_heldout_safe_corpus,fts_qa,ما سبب ألم العظم من أسفل الركبة إلى الكاحل ؟ وما التخصص الطبي الذي يجب مراجعته ؟,عليك مراجعة طبيب روماتيزم للفحص السريري واجراء اللازم من تصوير وتحليل للدم لمعرفة السبب فالاسباب كثيره,,,,0.663918,0.7,1.0,1.0,0.666667,1.0,0.95,0.0,0.0,false,false,طبي,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,evidence,5,qa::ahdqa_0684636,ahdqa_0684636,ahd_heldout_safe_corpus,fts_qa,"دكتور شكرا على الإجابة للسؤال السابق, ما هو الرمز الطبي لفحص هرمون التيستيرون؟ أعني لو أردت إجراء الفحص ما هو الرمز أو الإسم الذي أعطيه للمخبر حتى يجرو لي الفحص؟",testosterone test,,,,0.653681,0.6,1.0,1.0,0.333333,1.0,0.95,0.0,0.0,false,false,طبي,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_003,ما هو الفحص الطبي ماذا يشمل؟,tests_diagnosis,الفحص الطبي هو استقصاء ناقد ومعاينة بهدف التشخيص.ويشمل جميع الوسائل التي تفيد في تحقيق الهدف، من الفحص السريري ثم المختبر والأشعة بأنواعها والفحوصات الخاصة لأمراض معينة مثل فحص الحمل والسكري وفحص الدم للسرطان وغيرها كثير،، يفيد مراجعتك للمفردات تحت بند التشخيص في مواضيع خاصة.,test_request,relation,1,rel_seed_4a6448f814b2f13b,ahd10k_01949,mention_evidence,graph_relation,,الفحص الطبي يمكن أن يساعد لم يستطع ان ينام بسبب ضيق تنفس لم يستطع ان ينام بسبب ضيق تنفس فمن كلامك يبدو انه تسارع قلبي والفحص الطبي يمكن ان يساعد لم يستطع ان ينام بسبب ضيق تنفس فمن كلامك يبدو انه تسارع قلبي فمن كلامك يبدو انه تسارع قلبي والفحص الطبي يمكن ان يساعد لم يستطع ان ينام بسبب ضيق تنفس والفحص الطبي يمكن ان يساعد فمن كلامك يبدو انه تسارع قلبي والفحص الطبي يمكن ان يساعد,INVESTIGATED_BY,ضيق تنفس,الفحص الطبي,0.728274,0.285714,1.0,1.0,1.0,1.0,0.55,0.932529,1.0,false,false,طبي,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_004,ماهي مسكنات الولاده الآمنه لمريضه مصابه بربو اوحساسيه بالصدر,causes_safety,اذا ما تم استعمال هذه المسكنات في المستشفى وتحت اشراف طبي فلا خوف منها ان شاء الله اما المسكنات فهناك انواع منها على شكل ابر ومنها غاز يتم استنشاقه ومنها التخدير النصفي ( ابرة الظهر ) وسوف يقوم طبيبك بتحديد ما يناسبك ومناقشة الأمر معك,medication_safety,evidence,1,qa::ahd5k_03662,ahd5k_03662,preprocessed_id,vector,اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا,متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو,,,,0.622087,0.639239,0.4,1.0,0.142857,0.5,1.0,0.915499,0.0,false,false,ربو|صدر,احساس|مسكنات|ولاده,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_004,ماهي مسكنات الولاده الآمنه لمريضه مصابه بربو اوحساسيه بالصدر,causes_safety,اذا ما تم استعمال هذه المسكنات في المستشفى وتحت اشراف طبي فلا خوف منها ان شاء الله اما المسكنات فهناك انواع منها على شكل ابر ومنها غاز يتم استنشاقه ومنها التخدير النصفي ( ابرة الظهر ) وسوف يقوم طبيبك بتحديد ما يناسبك ومناقشة الأمر معك,medication_safety,evidence,2,qa::ahd5k_03243,ahd5k_03243,preprocessed_id,vector,إبني عمر 6 سنوات و يعاني من حساسية الصدر أعطيه بخار الفنتولين و الأتروفين و شراب الزيلون .هل الفيس يفيد أم لا,غير واضح السؤال,,,,0.620729,0.634606,0.2,1.0,0.125,0.5,1.0,0.915194,0.0,false,false,صدر,احساس|ربو|مسكنات|ولاده,,,,,pending_human_annotation,
