entity_id,canonical_name,canonical_name_norm,entity_type,entity_quality,is_actionable_medical_entity,aliases,mention_count,source_chunk_count,qa_count,avg_confidence,source_chunks,source_models,qa_ids
ent_diseasecondition_b2548ad0e103,اضطراب الغدة الدرقية,اضطراب الغده الدرقيه,DiseaseCondition,high,true,"[""اضطراب الغدة الدرقية""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_02768""]"
ent_diseasecondition_35eb2b8f8638,اضطراب نفسي,اضطراب نفسي,DiseaseCondition,high,true,"[""اضطراب نفسي"", ""شك مريض""]",1,1,1,0.850,"[""chunk_00144""]","[""llama-3.1-8b-instant""]","[""ahd5k_03579""]"
ent_diseasecondition_fab2e100965e,اضطرابات كهربية قلبية,اضطرابات كهربيه قلبيه,DiseaseCondition,high,true,"[""اضطرابات كهربية"", ""اضطرابات كهربية قلبية""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_02768""]"
ent_diseasecondition_a2605dbbfa2a,أقل من الطبيعي,اقل من الطبيعي,DiseaseCondition,high,true,"[""أقل من الطبيعي""]",1,1,1,0.850,"[""chunk_00137""]","[""llama-3.1-8b-instant""]","[""ahd5k_04817""]"
ent_diseasecondition_32c84edce6a2,اكتئاب,اكتياب,DiseaseCondition,high,true,"[""اكتئاب""]",1,1,1,0.900,"[""chunk_00140""]","[""llama-3.1-8b-instant""]","[""ahd5k_03852""]"
ent_diseasecondition_8b9d599f7475,الأسنان,الاسنان,DiseaseCondition,high,true,"[""اسنان"", ""الأسنان""]",1,1,1,0.700,"[""chunk_00114""]","[""llama-3.1-8b-instant""]","[""ahd5k_02966""]"
ent_diseasecondition_c530adcb98c5,الاكتئاب,الاكتياب,DiseaseCondition,high,true,"[""اكتئاب"", ""الاكتئاب"", ""شعور بالخوف""]",2,1,1,0.950,"[""chunk_00135""]","[""llama-3.1-8b-instant""]","[""ahd5k_01394""]"
ent_diseasecondition_8ca9f15583c7,الانتان,الانتان,DiseaseCondition,high,true,"[""الانتان"", ""الانتان خفي أو ظاهر""]",1,1,1,0.950,"[""chunk_00055""]","[""llama-3.1-8b-instant""]","[""ahd5k_04844""]"
ent_diseasecondition_4483219775eb,الانزلاقات الغضروفية العنقية,الانزلاقات الغضروفيه العنقيه,DiseaseCondition,high,true,"[""الانزلاقات الغضروفية العنقية""]",1,1,1,0.800,"[""chunk_00069""]","[""llama-3.1-8b-instant""]","[""ahd5k_04477""]"
ent_diseasecondition_8ae017ffaf32,الانفلوانزا,الانفلوانزا,DiseaseCondition,high,true,"[""الانفلوانزا""]",1,1,1,0.850,"[""chunk_00088""]","[""llama-3.1-8b-instant""]","[""ahd5k_01372""]"
ent_diseasecondition_ce9ff22d8fac,البرونكيتيس,البرونكيتيس,DiseaseCondition,high,true,"[""البرونكيتيس"", ""التهاب""]",1,1,1,0.850,"[""chunk_00096""]","[""llama-3.1-8b-instant""]","[""ahd5k_01770""]"
ent_diseasecondition_f9f02cdde82f,البواسير,البواسير,DiseaseCondition,high,true,"[""البواسير""]",1,1,1,0.950,"[""chunk_00180""]","[""llama-3.1-8b-instant""]","[""ahd5k_02677""]"
ent_diseasecondition_30c063bfe92d,التسوس,التسوس,DiseaseCondition,high,true,"[""التسوس"", ""التصبغات السوداء""]",2,2,2,0.850,"[""chunk_00035"", ""chunk_00118""]","[""llama-3.1-8b-instant""]","[""ahd5k_00209"", ""ahd5k_04190""]"
ent_diseasecondition_743481d9d387,التصاق التوائم السيامي,التصاق التوايم السيامي,DiseaseCondition,high,true,"[""التصاق التوائم السيامي""]",1,1,1,0.850,"[""chunk_00155""]","[""llama-3.1-8b-instant""]","[""ahd5k_02748""]"
ent_diseasecondition_4ea30d57b62c,التصبغات السوداء,التصبغات السوداء,DiseaseCondition,high,true,"[""التسوس"", ""التصبغات السوداء""]",1,1,1,0.850,"[""chunk_00118""]","[""llama-3.1-8b-instant""]","[""ahd5k_00209""]"
ent_diseasecondition_16cf4e77b755,التهاب,التهاب,DiseaseCondition,high,true,"[""إلتهاب"", ""التهاب"", ""التهاب البنكرياس"", ""التهاب الحاد"", ""التهاب الحفاظ"", ""التهاب الحلق"", ""التهاب الدم"", ""التهاب الرحم"", ""التهاب القلبي"", ""التهاب المهبل"", ""التهاب فيروسي"", ""التهابات"", ""الم"", ""تهاب"", ""تهاب الحلمات"", ""تهاب الفم"", ""تهاب اللثة"", ""حساسية"", ""حساسية الصدر"", ""ربو""]",128,53,103,0.866,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
ent_diseasecondition_d1ac437fb721,التهاب الامعاء,التهاب الامعاء,DiseaseCondition,high,true,"[""التهاب الامعاء""]",1,1,1,0.850,"[""chunk_00049""]","[""llama-3.1-8b-instant""]","[""ahd5k_03400""]"
ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,التهاب الجيوب الانفيه,DiseaseCondition,high,true,"[""التهاب الجيوب الأنفية""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_02662""]"
ent_diseasecondition_6ed57271807f,التهاب الحفاظ,التهاب الحفاظ,DiseaseCondition,high,true,"[""التهاب الحفاظ""]",2,1,2,0.850,"[""chunk_00111""]","[""llama-3.1-8b-instant""]","[""ahd5k_02569"", ""ahd5k_03234""]"
ent_diseasecondition_8073c16255c6,التهاب الخلوي,التهاب الخلوي,DiseaseCondition,high,true,"[""التهاب الخلوي""]",1,1,1,0.850,"[""chunk_00071""]","[""llama-3.1-8b-instant""]","[""ahd5k_04630""]"
ent_diseasecondition_d9b91988beb9,التهاب السحايا,التهاب السحايا,DiseaseCondition,high,true,"[""التهاب السحايا""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_02662""]"
ent_diseasecondition_6ed4cacd0b61,التهاب الشعري,التهاب الشعري,DiseaseCondition,high,true,"[""التهاب الشعري""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_03594""]"
ent_diseasecondition_3a46ea69fd7e,التهاب العصي البصري,التهاب العصي البصري,DiseaseCondition,high,true,"[""التهاب العصي البصري""]",1,1,1,0.850,"[""chunk_00028""]","[""llama-3.1-8b-instant""]","[""ahd5k_03284""]"
ent_diseasecondition_31c6f1e3a619,التهاب الغدة الدرقية,التهاب الغده الدرقيه,DiseaseCondition,high,true,"[""التهاب الدرقية"", ""التهاب الغدة الدرقية""]",1,1,1,0.950,"[""chunk_00162""]","[""llama-3.1-8b-instant""]","[""ahd5k_02200""]"
ent_diseasecondition_93d8578caf27,التهاب الكبد,التهاب الكبد,DiseaseCondition,high,true,"[""التهاب الكبد""]",1,1,1,0.850,"[""chunk_00049""]","[""llama-3.1-8b-instant""]","[""ahd5k_01903""]"
ent_diseasecondition_6e95846a4080,التهاب اللثة,التهاب اللثه,DiseaseCondition,high,true,"[""التهاب"", ""التهاب اللثة"", ""التهاب اللثه"", ""تهاب اللثه""]",8,2,7,0.850,"[""chunk_00113"", ""chunk_00121""]","[""llama-3.1-8b-instant""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02491"", ""ahd5k_02618"", ""ahd5k_03427""]"
ent_diseasecondition_341d574d8fe5,التهاب اللوزتين,التهاب اللوزتين,DiseaseCondition,high,true,"[""التهاب اللوزتين"", ""تهاب لوز""]",2,2,2,0.900,"[""chunk_00006"", ""chunk_00010""]","[""llama-3.3-70b-versatile""]","[""ahd5k_02124"", ""ahd5k_02465""]"
ent_diseasecondition_c8b276e9a67b,التهاب المفاصل,التهاب المفاصل,DiseaseCondition,high,true,"[""التهاب المفاصل""]",2,1,1,0.950,"[""chunk_00010""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04473""]"
ent_diseasecondition_5a02034f11b7,التهاب بكتيري,التهاب بكتيري,DiseaseCondition,high,true,"[""التهاب بكتيري"", ""تهاب بكتيري""]",1,1,1,0.850,"[""chunk_00113""]","[""llama-3.1-8b-instant""]","[""ahd5k_02169""]"
ent_diseasecondition_9c03a470d940,التهاب فطري,التهاب فطري,DiseaseCondition,high,true,"[""التهاب فطري"", ""تهاب فطري""]",1,1,1,0.850,"[""chunk_00113""]","[""llama-3.1-8b-instant""]","[""ahd5k_02169""]"
ent_diseasecondition_2c73be2f25fe,التهاب فيروسي,التهاب فيروسي,DiseaseCondition,high,true,"[""التهاب فيروسي""]",1,1,1,0.850,"[""chunk_00067""]","[""llama-3.1-8b-instant""]","[""ahd5k_04034""]"
ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,التهاب مفصل الركبه,DiseaseCondition,high,true,"[""التهاب مفصل الركبة"", ""تهاب مفصل الركبة""]",3,1,1,0.950,"[""chunk_00025""]","[""llama-3.1-8b-instant""]","[""ahd5k_00673""]"
ent_diseasecondition_443aafd23ff7,التوحد السلوكي,التوحد السلوكي,DiseaseCondition,high,true,"[""التوحد السلوكي""]",1,1,1,0.950,"[""chunk_00112""]","[""llama-3.1-8b-instant""]","[""ahd5k_04764""]"
ent_diseasecondition_8e104f8ce212,الجالكتوز,الجالكتوز,DiseaseCondition,high,true,"[""الجالكتوز""]",1,1,1,0.950,"[""chunk_00037""]","[""llama-3.1-8b-instant""]","[""ahd5k_01578""]"
ent_diseasecondition_adcc5a085807,الجلد المترهل,الجلد المترهل,DiseaseCondition,high,true,"[""الجلد المترهل""]",1,1,1,0.850,"[""chunk_00008""]","[""llama-3.3-70b-versatile""]","[""ahd5k_01190""]"
ent_diseasecondition_9efe983f86e2,الجلطات,الجلطات,DiseaseCondition,high,true,"[""الجلطات"", ""جلطات""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00924""]"
ent_diseasecondition_925cfcb87467,الجلطات الدماغية,الجلطات الدماغيه,DiseaseCondition,high,true,"[""الجلطات الدماغية"", ""جلطات"", ""جلطات دماغية""]",1,1,1,0.850,"[""chunk_00144""]","[""llama-3.1-8b-instant""]","[""ahd5k_01783""]"
ent_diseasecondition_da5565d6842c,الجلطة الدماغية,الجلطه الدماغيه,DiseaseCondition,high,true,"[""الجلطة الدماغية"", ""الجلطة الدماغية السابقة""]",2,2,2,0.850,"[""chunk_00079"", ""chunk_00088""]","[""llama-3.1-8b-instant""]","[""ahd5k_03696"", ""ahd5k_03846""]"
ent_diseasecondition_1420aadad936,الجنين,الجنين,DiseaseCondition,high,true,"[""الجنين""]",2,1,2,0.850,"[""chunk_00156""]","[""llama-3.1-8b-instant""]","[""ahd5k_03455"", ""ahd5k_04815""]"
ent_diseasecondition_2de63ce5404a,الجيب اللثوي,الجيب اللثوي,DiseaseCondition,high,true,"[""الجيب اللثوي""]",1,1,1,0.850,"[""chunk_00121""]","[""llama-3.1-8b-instant""]","[""ahd5k_02986""]"
ent_diseasecondition_5dcc30c3edc8,الحروق,الحروق,DiseaseCondition,high,true,"[""الحروق""]",1,1,1,0.950,"[""chunk_00039""]","[""llama-3.1-8b-instant""]","[""ahd5k_04866""]"
ent_diseasecondition_ac6f7cbfb177,الحصى,الحصي,DiseaseCondition,high,true,"[""الحصى""]",1,1,1,0.850,"[""chunk_00180""]","[""llama-3.1-8b-instant""]","[""ahd5k_00012""]"
ent_diseasecondition_7abdd04c7114,الحمل,الحمل,DiseaseCondition,high,true,"[""أطفال الأنابيب"", ""الحمل"", ""حمل"", ""حمل الأنابيب"", ""حمل لفايروس الكبد""]",34,15,31,0.891,"[""chunk_00011"", ""chunk_00013"", ""chunk_00045"", ""chunk_00050"", ""chunk_00091"", ""chunk_00092"", ""chunk_00099"", ""chunk_00145"", ""chunk_00146"", ""chunk_00147"", ""chunk_00149"", ""chunk_00151"", ""chunk_00152"", ""chunk_00159"", ""chunk_00168""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00048"", ""ahd5k_00230"", ""ahd5k_00439"", ""ahd5k_00568"", ""ahd5k_00597"", ""ahd5k_00604"", ""ahd5k_00775"", ""ahd5k_00793"", ""ahd5k_00876"", ""ahd5k_00941"", ""ahd5k_01023"", ""ahd5k_01099"", ""ahd5k_01515"", ""ahd5k_01585"", ""ahd5k_01629"", ""ahd5k_01754"", ""ahd5k_02160"", ""ahd5k_02381"", ""ahd5k_02556"", ""ahd5k_02665"", ""ahd5k_02903"", ""ahd5k_03090"", ""ahd5k_03104"", ""ahd5k_03359"", ""ahd5k_03563"", ""ahd5k_03809"", ""ahd5k_03870"", ""ahd5k_04001"", ""ahd5k_04509"", ""ahd5k_04697"", ""ahd5k_04875""]"
ent_diseasecondition_41f520aa86a9,الحودة الحال,الحوده الحال,DiseaseCondition,high,true,"[""الحودة الحال""]",2,1,2,0.850,"[""chunk_00148""]","[""llama-3.1-8b-instant""]","[""ahd5k_02182"", ""ahd5k_02249""]"
ent_diseasecondition_33ebca04d291,الحودة الصكري,الحوده الصكري,DiseaseCondition,high,true,"[""الحودة الصكري""]",2,1,2,0.850,"[""chunk_00148""]","[""llama-3.1-8b-instant""]","[""ahd5k_02182"", ""ahd5k_02249""]"
ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,الدوره الشهريه,DiseaseCondition,high,true,"[""التهاب"", ""الدورة"", ""الدورة الشهرية"", ""الطمث""]",4,2,2,0.950,"[""chunk_00012"", ""chunk_00126""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00140"", ""ahd5k_04015""]"
ent_diseasecondition_d858e70d5fdf,الروماتيزم,الروماتيزم,DiseaseCondition,high,true,"[""الروماتيزم""]",1,1,1,0.900,"[""chunk_00069""]","[""llama-3.1-8b-instant""]","[""ahd5k_03624""]"
ent_diseasecondition_01ba795ec738,الرئتين,الريتين,DiseaseCondition,high,true,"[""الرئتين""]",1,1,1,0.950,"[""chunk_00189""]","[""llama-3.1-8b-instant""]","[""ahd5k_04904""]"
ent_diseasecondition_aaf0d0958a26,السرطان,السرطان,DiseaseCondition,high,true,"[""السرطان""]",3,3,3,0.850,"[""chunk_00042"", ""chunk_00049"", ""chunk_00156""]","[""llama-3.1-8b-instant""]","[""ahd5k_03329"", ""ahd5k_03400"", ""ahd5k_04985""]"
ent_diseasecondition_6eb03902c623,السكري,السكري,DiseaseCondition,high,true,"[""السكري"", ""سكري""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_diseasecondition_e315c7d51517,السل,السل,DiseaseCondition,high,true,"[""السل""]",1,1,1,0.850,"[""chunk_00049""]","[""llama-3.1-8b-instant""]","[""ahd5k_03400""]"
ent_diseasecondition_f756960fd62b,السمنة,السمنه,DiseaseCondition,high,true,"[""السمنة"", ""سمنة""]",1,1,1,0.950,"[""chunk_00052""]","[""llama-3.1-8b-instant""]","[""ahd5k_04944""]"
ent_diseasecondition_d99fb1a77d6c,الشيخوخة,الشيخوخه,DiseaseCondition,high,true,"[""الشيخوخة"", ""شيخوخة"", ""شيخوخة المبكرة""]",2,2,2,0.850,"[""chunk_00144"", ""chunk_00156""]","[""llama-3.1-8b-instant""]","[""ahd5k_00987"", ""ahd5k_03329""]"
ent_diseasecondition_00247d3d5c80,الصداع التوتري,الصداع التوتري,DiseaseCondition,high,true,"[""الصداع التوتري"", ""صداع التوتري""]",1,1,1,0.950,"[""chunk_00131""]","[""llama-3.1-8b-instant""]","[""ahd5k_00780""]"
ent_diseasecondition_aacab021c9d4,الصداع النصفي,الصداع النصفي,DiseaseCondition,high,true,"[""الصداع النصفي""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_02662""]"
ent_diseasecondition_6fc3f18427fb,الصدمة الكهربائية,الصدمه الكهرباييه,DiseaseCondition,high,true,"[""الصدمة الكهربائية"", ""الصدمه الكهرباييه""]",1,1,1,0.950,"[""chunk_00039""]","[""llama-3.1-8b-instant""]","[""ahd5k_04866""]"
ent_diseasecondition_b3e7fc089ddd,الصفائح الدموية,الصفايح الدمويه,DiseaseCondition,high,true,"[""الصفائح"", ""الصفائح الدموية""]",1,1,1,0.850,"[""chunk_00060""]","[""llama-3.1-8b-instant""]","[""ahd5k_03348""]"
ent_diseasecondition_ee57bd84c53c,الضرس,الضرس,DiseaseCondition,high,true,"[""الضرس""]",5,1,5,0.850,"[""chunk_00119""]","[""llama-3.1-8b-instant""]","[""ahd5k_00484"", ""ahd5k_00821"", ""ahd5k_00828"", ""ahd5k_00977"", ""ahd5k_01094""]"
ent_diseasecondition_45b76d151316,الضيق البسيط,الضيق البسيط,DiseaseCondition,high,true,"[""الضيق البسيط"", ""ضيق""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_03965""]"
ent_diseasecondition_7b4788cd854a,الغدة الدرقية,الغده الدرقيه,DiseaseCondition,high,true,"[""الغدة الدرقية""]",5,1,3,0.850,"[""chunk_00166""]","[""llama-3.1-8b-instant""]","[""ahd5k_00632"", ""ahd5k_02980"", ""ahd5k_03465""]"
ent_diseasecondition_46faf93722a3,الفركتوز,الفركتوز,DiseaseCondition,high,true,"[""الفركتوز"", ""سكر الذرة""]",2,1,1,0.950,"[""chunk_00037""]","[""llama-3.1-8b-instant""]","[""ahd5k_01578""]"
ent_diseasecondition_765c9fdd4495,الفشل القلبي اللامُعاوَض,الفشل القلبي اللامعاوض,DiseaseCondition,high,true,"[""الفشل القلبي اللامُعاوَض"", ""فشل قلبي""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_diseasecondition_d13d516b4149,القرحة,القرحه,DiseaseCondition,high,true,"[""القرحة""]",1,1,1,0.850,"[""chunk_00183""]","[""llama-3.1-8b-instant""]","[""ahd5k_03807""]"
ent_diseasecondition_8fec9e9307d6,القفص الصدري,القفص الصدري,DiseaseCondition,high,true,"[""القفص الصدري""]",1,1,1,0.950,"[""chunk_00189""]","[""llama-3.1-8b-instant""]","[""ahd5k_04904""]"
ent_diseasecondition_017a6d080eff,القولون,القولون,DiseaseCondition,high,true,"[""القولون"", ""القولون العصبى"", ""قولون""]",9,3,6,0.838,"[""chunk_00027"", ""chunk_00180"", ""chunk_00185""]","[""llama-3.1-8b-instant""]","[""ahd5k_01181"", ""ahd5k_02411"", ""ahd5k_02511"", ""ahd5k_02677"", ""ahd5k_04323"", ""ahd5k_04566""]"
ent_diseasecondition_ca9304cd0dde,القولون العصبي,القولون العصبي,DiseaseCondition,high,true,"[""ارتكاريا"", ""التهاب"", ""القولون العصبي"", ""حساسية الصدر"", ""قولون العصبي"", ""نزلة معوية""]",12,5,10,0.864,"[""chunk_00027"", ""chunk_00177"", ""chunk_00180"", ""chunk_00183"", ""chunk_00185""]","[""llama-3.1-8b-instant""]","[""ahd5k_00012"", ""ahd5k_01181"", ""ahd5k_01465"", ""ahd5k_02411"", ""ahd5k_02511"", ""ahd5k_02677"", ""ahd5k_02679"", ""ahd5k_04323"", ""ahd5k_04517"", ""ahd5k_04566""]"
ent_diseasecondition_584b39abb33a,الكساح,الكساح,DiseaseCondition,high,true,"[""الكساح"", ""كساح"", ""كساح العظام""]",1,1,1,0.950,"[""chunk_00110""]","[""llama-3.1-8b-instant""]","[""ahd5k_01701""]"
