cohort,query_id,query,reference_answer,automatic_failure_class,automatic_reason,oracle_rank,qa_id,source_question,source_answer,answer_similarity,question_similarity,scenario_score,scenario_conflicts,query_concept_coverage,retrieved_by_current_pipeline,human_failure_class,human_equivalent_evidence,annotation_notes,annotation_status
ahd_reference,evalv1_015,انا شخص مدخن من ٣ سنوات من امس اصبحت اشعر بصعوبة اخذ النفس لدرجة اشعر بالنعاس وقلة التركيز اليوم رحت للطبيب عملي اكس راي وقلي عندي التهاب قصبات هوائية وصفلي...,هذا الدواء يساعد على اسهال اخراج البلغم عندما يكون متخثر. تستطيعين اخذ ٢ ل من الماء اذا ليس لديك مشكل في الكلية. فهو يساعد ايضا على اخراج البلغم. لا تاخذيهما في اليل,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,6,ahdqa_0096260,هل استطيع تكرار مايكوسلفان حبوب وهل بلزم آخذ انتي بيوتك علما اني مدخن,تستطيع اخذ الميكوسلفان لاخراج البلغم تاخذه في الصباح و في منتصف النهار لا في الليل. يجب عليك ايضا شرب الكثير من الماء في النهار ٢لتر يوميا على الاقل اذا ليس لديك مشكل كلوي. بالنسبة للمظادات الحيوية من الافضل استشارت طبيبك. اما بالنسبة لتظيق في القصبات الهوائية فهذا يمكن ان يكون من ااتدخين او مرض اخر الذي يتطلب دواء اخر. يجب الكشف وقيس التنفس. واذكرك ان التدخين يظر الصحة ففكر جيدا للاقلاع عنه.,0.857201,0.839102,0.538333,"[""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,1,ahdqa_0753879,السلام عليكم انا هشام من المغرب انا عمري 17 عاما لكن اعاني من توقف طولي هل هذا يعني اني لن استمر في زيادة طولي هل هناك حل,"طول القامة او قصرها شيء نسبي يختلف من شعب الى اخر , اذا كان طولك قصير جدا بالنسبة لمتوسط طول اهل بلدك فهذا يعتبر قصر , الاسباب قد تكون وراثية بمعنى ان الوالدين او احدهم قصير واحتمالية القصر اعلى . ما زال امامك عام لكي تطول , ينصح مراجعة اخصائي غدد صماء وسكري وجراح عظام من اجل عمل صورة اشعة ورؤية فيما اذا كانت مناطق النمو قد اغلقت ام ما زال هناك امل في ذلك , قد يكون القصر نتيجة اختلالات هرمونية",0.877224,0.80513,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,5,ahdqa_0433631,عمري 16 و طولي 155 ذكر هل طولي كويس ولا لا,"أنت قصير القامة نوعًا ما.. هل والداك قصيران أيضًا ؟
قصر القامة له أسباب كثيرة.. أهمها السبب الوراثي.",0.867559,0.789613,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,11,ahdqa_0804928,لماذا يموت الطفل في مدة لاتتجاوز شهر ونصف من الحمل في بطن امه؟,ليس من السهل الاجابة على هذا السؤال باختصار ولكن عموما وجد ان السبب الرئيس لموت الجنين المبكر هو وجود خلل على مستوى الكروموزومات سواءا في العدد او في التركيبة بحيث يكون الجنين غير قادر على الاستمرار في النمو وهذا يشكل حوالي 60 - 70 % من مجمل الأسباب ام الاسباب الأخرى فتشمل وجود التهابات جرثومية مثل ما يسمى مرض القطط (توكسوبلازما ) او وجود اجسام مضادة في دم الأم او انفصال في المشيمة وفي الكثير من الأحيان يكون السبب غير معروف,0.852482,0.832004,0.3375,"[""medical_identity_unmatched""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,19,ahdqa_0781697,ه مكن اعرف سبب ا جهاضى اذا كان كل شئ طبيعى وحابه اعرف شو سبب عدم نبض الجنين فى الرحم ومع العلم انا كنت اتعالج من 6 سنوات للانجاب وكان...,"سيدتي الكريمة انت تبحثين عن اجابة سهلة لمشكلة ارهقت ولا تزال ترهق الباحثين والاطباء لذا فانا لا استطيع الاجابة على سؤالك بهذه البساطة ولكن وبصفة عامة فقد وجد انه في حوالي 60% من حالات الاجهاض المبكر يكون السبب خلل في تكوين الجنين بمعنى خلل في الكروموزومات وغالبا ما يكون سبب ذلك غير معروف اما باقي الحالات فقد يكون السبب وجود عدوى معينة مثل ما يسمى مرض القطط او وجود خلل مناعى يسبب موت الجنين او بعض امراض الدم ولكن في النهاية فان السبب في الغالب لا يكون معروف ويجب عمل تحاليل شاملة والتي يتم اجرائها في حالات الاجهاض عسى ان يظهر سبب
Ahmed El-Rass, M.D.
Dalia Clinic
Tel. Office: +966 2 660 7068
Mobile : +966 505 600 676",0.844654,0.830963,0.6375,[],0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_019,ما هي اسباب قصر اطراف الجنين؟ هل لها حل؟ لماذا تظهر في الشهر السابع؟,الله اعلم بالسبب وكما اسلفت سابقا فان المسألة نسبية اي ما هو مقدار القصر وقد يكون هناك نوع من التشوه الخلقي في الاطراف وقد يكون السبب خلل في الكروموزومات وقد لا يكون هناك سبب في الأصل وكل ما هناك ان الاطراف قصيرة او ان الجنين يكون قصير القامة,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,20,ahdqa_0564890,السلام عليكم ورحمة الله وبركاته عندى 30 سنه واعانى من قصر النظر,"اخي الكريم. ..
سؤالك حول علاج قصر البصر ، يتطلب توضيح مقدار هذا القصر .فمن ناحية العلاج بالليزك .فإن عمرك ضمن الفترة المقبولة لإجراء العملية .ما تحتاج إليه هو بيان درجة القصر مع فحص لقرنية العين وقياس سمكها .بعدها يكون القرار النهائي",0.841506,0.792175,0.605,"[""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...","النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,10,ahdqa_0501330,هل ارتفاع الدهون الثلاثيه له علاقه بارتفاع الضغط وكيف يمكن معالجه ارتفاع الدهون الثلاثيه,"إن ارتفاع الدهون الثلاثية يعتبر من العلامات التي تزيد من خطر الإصابة بأمراض القلب والسكتة الدماغية والسمنة وارتفاع ضغط الدم، وقد يعود ارتفاع الدهون الثلاثية للعديد من الأسباب ومنها:

السمنة.
مرض السكري غير المسيطر عليه.
خمول الغدة الدرقية.
أمراض الكلى.
الإكثار من شرب الكحول.
تناول سعرات حرارية أكثر من الكمية التي يتم حرقها.
تناول أدوية معينة.
أسباب جينية.

ويجب أن يتم علاج ومراقبة الدهون الثلاثية تحت إشراف الطبيب المختص مع مراعاة النصائح التالية:

ممارسة التمارين الرياضية بما لا يقل عن 30 دقيقة يومياً.
تجنب تناول السكر والكربوهيدرات المكررة.
فقدان الوزن الزائد.
تناول الدهون الصحية مثل زيت الزيتون وزيت الكانولا وغيرها من الأطعمة الغنية بالأوميغا 3.
تجنب شرب الكحول.
استشارة الطبيب حول العلاج بالستاتين وغيرها من العلاجات الدوائية.

للمزيد:

الدهون الثلاثية.. في الجسم والغذاء
أسباب ارتفاع الدهون الثلاثية وعلاجه
أفضل مصادر الدهون الصحية الهامة للجسم

المرجع:

High Triglycerides
Triglycerides: Why do they matter?",0.859267,0.819606,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,1,ahdqa_0456635,لدي تضخم قليل ف الفك السفلي مما جعل وجهي يبدو مكعبا اريد ان اجري عملية تصغير الفك السفلي هل هذا ممكن ف السعودية وكم تكلف وماهي مساوئها,من الافضل مراجعة طبيب اختصاصي جراحة فم وفكين لديه خبرة بالجراحة التقويمية,0.911885,0.866221,0.65,"[""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,6,ahdqa_0500670,"سماع صوت طقطقه اثناء المضغ في الجهه اليمنى من الوجه بين الفكيين السفلي والعلوي
ماهو السبب
والعلاج
وشكراً",لابد من مراجعة طبيب تقويم اسنان خبير بمشاكل المفصل الفكي السفلي,0.897414,0.84602,0.65,"[""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,19,ahdqa_0256328,أعاني من ألم شديد بسبب ضرسي المكسور وانتفاخ يزداد كل يوم على مستوى الوجه بسبب الخراج والطبيب وصف لي انتيبيوتيك باسم بيسبيرازول لاني أرضع طفلتي بعمر 3 أشهر ولم يعطي...,"أنصحك بمراجعة طبيب أسنان إختصاص جراحة فم وفكين , ويجب المبادرة بعلاج الخراج والتخلص منه كي لاينتشر أكثر وذلك إما بعلاج عصب الضرس أو قلعه .",0.877802,0.83359,0.65,"[""intent_mismatch""]",0.333333,False,,,,pending_human_confirmation
ahd_reference,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,1,ahdqa_0799605,ماهى المطهرات الطبيعية التى لا تضر بمناعة الإنسان على المدى الطويل؟ وكيف اتأكد من أن المظهر الذى استخدمة أمن أم غير أمن؟ وهل صابون الديتول أو غيره من المركات المعروفة...,المطهرات الطبيعية الخارجية عادة غير ضارة ويمكنك مشاهدة لونها الطبيعي المألوف وأي تغيير في اللون أو وجود ترسبات أو وجود شائب عالفة به تدل على عدم صلاحيتها ن واليتول والريكسول وغيرها من المطهرات لا تستخدم بتركيزها الموجود في العبوات بل يجب تخفيفها بالماء,0.856676,0.870843,0.655,"[""intent_mismatch""]",0.5,True,,,,pending_human_confirmation
ahd_reference,evalv1_035,انا فتاة مغربية نظري ضعيف جدا _20 وهو وراثي قال لي الطبيب يستحيل ان يعود بصري حتى بارتداء النظارة لن ارى جيدا,بسم الله لازم تعرفي اسم المرض وتعملي فحوصات متكامله وبعدها نقرر اذا كان من الممكن علاج,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,16,ahdqa_0737980,"السلام عليكم انا عندى 25 سنه وعملت ليزك من 3 ايام وكان قصر النظر فى العين اليمنى بنسبه -2 والعين اليسرى -2.25
وبعد العمليه فؤجئت ان نظرى فى اليسرى اى...","بسم الله الرحمن الرحيم
انت متسرعة بإعادة الفحص
لازم تنتظري 90 يوم وبعدها تعملي كشف",0.847519,0.856316,0.58,"[""intent_mismatch""]",0.25,False,,,,pending_human_confirmation
