query_id,query,doc_type,rank,final_score,raw_similarity,boost,score_reason,title,doc_id,source_id,entity_id,qa_id,text_preview
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,11,0.121367,0.121367,0.0,semantic_similarity_only,الإغماء,entity::ent_symptom_759403abc54c,ent_symptom_759403abc54c,ent_symptom_759403abc54c,,"Entity: الإغماء
Aliases: الإغماء
Type: Symptom
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM الإغماء. Evidence: الإغماء"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,12,0.121367,0.121367,0.0,semantic_similarity_only,دوخة,entity::ent_symptom_850b2a35c32d,ent_symptom_850b2a35c32d,ent_symptom_850b2a35c32d,,"Entity: دوخة
Aliases: دوخة
Type: Symptom
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM دوخة. Evidence: دوخة"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,13,0.115316,0.115316,0.0,semantic_similarity_only,ارتفاع ضغط الدم,entity::ent_diseasecondition_db17a406c72e,ent_diseasecondition_db17a406c72e,ent_diseasecondition_db17a406c72e,,"Entity: ارتفاع ضغط الدم
Aliases: ارتفاع ضغط, ارتفاع ضغط الدم, ضغط الدم
Type: DiseaseCondition
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: خفقان احيتنا | ارتفاع ضغط الدم HAS_SYMPTOM ضيق تنفس. Evidence: ضيق تنفس | ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: خفقان القلب الشديد | ارتفاع ضغط الدم HAS_SYMPTOM خفقان "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,14,0.114157,0.114157,0.0,semantic_similarity_only,التهاب,entity::ent_diseasecondition_16cf4e77b755,ent_diseasecondition_16cf4e77b755,ent_diseasecondition_16cf4e77b755,,"Entity: التهاب
Aliases: إلتهاب, التهاب البنكرياس, التهاب الحاد, التهاب الحفاظ, التهاب الحلق, التهاب الدم, التهاب الرحم, التهاب القلبي, التهاب المهبل, التهاب فيروسي, التهابات, الم, تهاب, تهاب الحلمات, تهاب الفم, تهاب اللثة, حساسية, حساسية الصدر, ربو
Type: DiseaseCondition
Quality: high
Relations: التهاب HAS_SYMPTOM سعال. Evidence: اذا كنت تعاني من ا"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,15,0.112537,0.112537,0.0,semantic_similarity_only,ضيق تنفس,entity::ent_symptom_7b839cc80688,ent_symptom_7b839cc80688,ent_symptom_7b839cc80688,,"Entity: ضيق تنفس
Aliases: ضيق التنفس, ضيق النفس, ضيق بلتنفس, ضيق تنفس, ضيق نفس
Type: Symptom
Quality: high
Relations: التهاب HAS_SYMPTOM ضيق تنفس. Evidence: اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام | حساسية HAS_SYMPTOM ضيق تنفس. Evidence: ضيق تنفس وسرعة التعب وقلق | ارتفاع ضغط الد"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,16,0.100391,0.100391,0.0,semantic_similarity_only,خفقان القلب,entity::ent_symptom_1f6a3892391d,ent_symptom_1f6a3892391d,ent_symptom_1f6a3892391d,,"Entity: خفقان القلب
Aliases: تسارع في ضربات القلب, خفقان القلب
Type: Symptom
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: خفقان احيتنا | ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: خفقان القلب الشديد | ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: تسارع في ضربات القلب"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,17,0.092253,0.092253,0.0,semantic_similarity_only,انخفاض ضغط الدم,entity::ent_diseasecondition_58d7d4ebddc3,ent_diseasecondition_58d7d4ebddc3,ent_diseasecondition_58d7d4ebddc3,,"Entity: انخفاض ضغط الدم
Aliases: انخفاض ضغط الدم
Type: DiseaseCondition
Quality: high
Relations: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,18,0.092253,0.092253,0.0,semantic_similarity_only,ارتفاع خضاب الدم,entity::ent_symptom_f6203734ffc7,ent_symptom_f6203734ffc7,ent_symptom_f6203734ffc7,,"Entity: ارتفاع خضاب الدم
Aliases: ارتفاع خضاب الدم
Type: Symptom
Quality: high
Relations: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,19,0.092253,0.092253,0.0,semantic_similarity_only,مراقبة ضغط الدم,entity::ent_treatment_e3821aa5e124,ent_treatment_e3821aa5e124,ent_treatment_e3821aa5e124,,"Entity: مراقبة ضغط الدم
Aliases: مراقبة ضغط الدم
Type: Treatment
Quality: high
Relations: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,20,0.087519,0.087519,0.0,semantic_similarity_only,مرض السكري,entity::ent_diseasecondition_380db6d92562,ent_diseasecondition_380db6d92562,ent_diseasecondition_380db6d92562,,"Entity: مرض السكري
Aliases: السكري, مرض السكرى
Type: DiseaseCondition
Quality: high
Relations: مرض السكري DIAGNOSED_BY تحاليل مخبرية. Evidence: تحاليل مخبرية | مرض السكري HAS_SYMPTOM ضغط الدم. Evidence: مرض السكري وضغط الدمز | مرض السكري HAS_SYMPTOM ضغط الدم. Evidence: مرض السكري وضغط الدم | مرض السكري HAS_SYMPTOM ضغط الدم. Evidence: مع العلم أن ال"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,21,0.077968,0.077968,0.0,semantic_similarity_only,تحاليل مخبرية,entity::ent_test_dd68aa784555,ent_test_dd68aa784555,ent_test_dd68aa784555,,"Entity: تحاليل مخبرية
Aliases: تحاليل, تحاليل مخبرية
Type: Test
Quality: high
Relations: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: لابد من رؤيتها من قبل طبيب وعمل تحاليل خاصه بالحساسيه | حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية | فقر الدم DIAGNOSED_BY تحاليل مخبرية. Evidence: الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم ع"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,22,0.068761,0.068761,0.0,semantic_similarity_only,RAST Test,entity::ent_test_3f0d2e079b73,ent_test_3f0d2e079b73,ent_test_3f0d2e079b73,,"Entity: RAST Test
Aliases: RAST Test
Type: Test
Quality: high
Relations: حساسية DIAGNOSED_BY RAST Test. Evidence: معرفة سبب الحساسيه يتم ذلك عن طريق RAST Test"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,23,0.068761,0.068761,0.0,semantic_similarity_only,تجنب المنتجات التي تحوي جلوتين,entity::ent_treatment_cbf0b7b10d4f,ent_treatment_cbf0b7b10d4f,ent_treatment_cbf0b7b10d4f,,"Entity: تجنب المنتجات التي تحوي جلوتين
Aliases: تجنب المنتجات التي تحوي جلوتين
Type: Treatment
Quality: high
Relations: حساسية TREATED_BY تجنب المنتجات التي تحوي جلوتين. Evidence: للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,24,0.066927,0.066927,0.0,semantic_similarity_only,خلطة الريحان و الروزماري,entity::ent_treatment_48712ae621b5,ent_treatment_48712ae621b5,ent_treatment_48712ae621b5,,"Entity: خلطة الريحان و الروزماري
Aliases: خلطة الريحان و الروزماري
Type: Treatment
Quality: high
Relations: شيب TREATED_BY خلطة الريحان و الروزماري. Evidence: هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,entity,25,0.065233,0.065233,0.0,semantic_similarity_only,شيب,entity::ent_diseasecondition_7754d34e2c52,ent_diseasecondition_7754d34e2c52,ent_diseasecondition_7754d34e2c52,,"Entity: شيب
Aliases: شيب, شيب المبكر
Type: DiseaseCondition
Quality: high
Relations: شيب TREATED_BY خلطة الريحان و الروزماري. Evidence: هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,1,0.520426,0.340426,0.18,evidence_for_hard_entity_seed,بلغم,mention::men_llm_0000008,men_llm_0000008,ent_symptom_dc2c7333a505,ahd5k_00970,"Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟
Entity: بلغم
Surface form: بلغم
Field: question
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائ"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,2,0.520426,0.340426,0.18,evidence_for_hard_entity_seed,بلغم,mention::men_llm_0000009,men_llm_0000009,ent_symptom_dc2c7333a505,ahd5k_00970,"Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم
Entity: بلغم
Surface form: بلغم
Field: answer
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فا"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,3,0.460426,0.340426,0.12,evidence_for_hard_entity_seed,حساسية,mention::men_llm_0000001,men_llm_0000001,ent_diseasecondition_2f75d3dabe0b,ahd5k_00970,"Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟
Entity: حساسية
Surface form: حساسية الصدر
Field: question
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من م"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,4,0.420426,0.340426,0.08,evidence_for_semantic_candidate_entity,ربو,mention::men_llm_0000005,men_llm_0000005,ent_diseasecondition_1c50bd11c45a,ahd5k_00970,"Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم
Entity: ربو
Surface form: ربو
Field: answer
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائد"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,5,0.340426,0.340426,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000003,men_llm_0000003,ent_diseasecondition_16cf4e77b755,ahd5k_00970,"Evidence: اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مر"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,6,0.340426,0.340426,0.0,semantic_similarity_only,سعال,mention::men_llm_0000007,men_llm_0000007,ent_symptom_f4cf885a0447,ahd5k_00970,"Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم
Entity: سعال
Surface form: سعال
Field: answer
Relation context: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | حساسية HAS_SYMPTOM بلغم. Evidence: ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فا"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,7,0.292987,0.112987,0.18,evidence_for_hard_entity_seed,ضغط,mention::men_llm_0000803,men_llm_0000803,ent_symptom_d713f64368d3,ahd5k_03423,"Evidence: مراقبة ضغط الدم باستمرار
Entity: ضغط
Surface form: ضغط
Field: question
Relation context: ارتفاع ضغط الدم HAS_SYMPTOM الإغماء. Evidence: الإغماء"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,8,0.286132,0.106132,0.18,evidence_for_hard_entity_seed,حساسية الصدر,mention::men_llm_0000030,men_llm_0000030,ent_diseasecondition_250910ab0701,ahd5k_03243,"Evidence: إبني عمر 6 سنوات و يعاني من حساسية الصدر
Entity: حساسية الصدر
Surface form: حساسية الصدر
Field: question
Relation context: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,9,0.283142,0.103142,0.18,evidence_for_hard_entity_seed,حساسية الصدر,mention::men_llm_0000031,men_llm_0000031,ent_diseasecondition_250910ab0701,ahd5k_03662,"Evidence: اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا
Entity: حساسية الصدر
Surface form: حساسية في الصدر
Field: question
Relation context: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,10,0.261259,0.081259,0.18,evidence_for_hard_entity_seed,حساسية الصدر,mention::men_llm_0000975,men_llm_0000975,ent_diseasecondition_250910ab0701,ahd5k_04490,"Evidence: حساسية الصدر
Entity: حساسية الصدر
Surface form: حساسية الصدر
Field: question
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,11,0.255047,0.075047,0.18,evidence_for_hard_entity_seed,حساسية الصدر,mention::men_llm_0000531,men_llm_0000531,ent_diseasecondition_250910ab0701,ahd5k_00931,"Evidence: لا تؤثر الابر الهرمونية على زيادة الوزن فقط في فترة اخذهم قد يتم تجمع بعض السوائل في الجسم ولكن في حال الانتهاء من الابر يعود الجسم لوضعه الطبيعي
Entity: حساسية الصدر
Surface form: حساسية الصدر
Field: answer
Relation context: "
trial_query_076,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟ هل امتنع عن طعام معين يزيد البلغم وانا غير مدخن واخذ علاج للضغط والكوليسترول عمرى 55...,evidence,12,0.248928,0.128928,0.12,evidence_for_hard_entity_seed,حساسية,mention::men_llm_0000090,men_llm_0000090,ent_diseasecondition_2f75d3dabe0b,ahd5k_00887,"Evidence: علاج حساسية الأنف والتهاب الجيوب الأنفية.
Entity: حساسية
Surface form: حساسية
Field: answer
Relation context: ربو TREATED_BY زيت الحبة السوداء. Evidence: التخفيف من أعراض الربو وأمراض الجهاز التنفسي. ما هي فوائد زيت حبة السوداء | حساسية TREATED_BY زيت الحبة السوداء. Evidence: علاج حساسية الأنف. ما هي فوائد زيت حبة السوداء | صداع TREATED_B"
