query_id,category,bertscore_precision,bertscore_recall,bertscore_f1,overall_reliability_score,reliability_label,answerability_label,evidence_coverage,relation_confidence,source_reliability,claim_support_rate,hallucination_rate,qa_fallback_used,answer_reference_overlap,reference_context_overlap,query,candidate_answer,reference_answer,issue_label
unseen100_011,هرمونات,0.678135,0.585624,0.628493,0.8042,high,answerable,0.125,0.6575,0.9124,1.0,0.0,no,0.000000,0.010870,سروتونين ماذا يستخدم؟,يجب اجراء الفحص السريري و الفحوصات المخبرية لتحديد السبب ثم العلاج,للسيروتونين تأثيرات محيطية ومركزية حسب توزعه ومستقبلاته محيطيا:يختلف تأثيره في الإوعيةوالقلب حسب المقدار وحالة الأوعية، ويحدث انقباضا في أوعية الكلوة ، وأحيانا توسعا في الأوعية. ويحدث توسعا في الأوعية الإكليلية،وانقبا...,retrieval_coverage_gap
unseen100_012,أمراض الجهاز الهضمي,0.698045,0.801977,0.74641,0.8201,high,answerable,0.1429,0.7099,0.9477,1.0,0.0,no,0.107143,0.000000,اعاني من الم في فم المعده متاكد ليست قرحه يزيد هذا الالم بالزيتيات والحوامض باستثناء الزعل والخوف تحديدت ما افضل العلاج وفتره الاستخدام اثابكم الله,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة ولنبدأ بفحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة اما نقص الدم فهذ يجب توضيحة بشكل جيد ودراسته لمعرفة السبب وعلاجه,يجب اجراء فحص الجرثومة الحلزونية واعلامنا بالنتيجة,acceptable_similarity
unseen100_013,علم الأنسجة,0.697727,0.643499,0.669516,0.7883,medium,answerable,0.125,0.5333,0.93,1.0,0.0,yes,0.066667,0.138889,هل هناك علاقة بين شكل ووظيفة إي خلية في جسم الإنسان ولماذا,يوجد علاقة بين انتقال الامراض من الحيوان الي الانسان وخاصة الامراض الفيروسية وقد تسبب في التهاب الغدد اللمفوية,بصفة عامة التركيبة والشكل والوظيفة يتشابه بين خلية وأخرى، ولكن هناك بعض التفاصيل الدقيقة تميز كل خلية عن الأخرى وفقاً لنوع النسيج والجهاز الذي تدخل في تركيبته ، ولتبسيط الأمر يمكنك ملاحظة ذلك في حجم وشكل ووظيفة الخلية...,acceptable_similarity
unseen100_014,كيمياء حيوية,0.658309,0.626255,0.641882,0.8236,high,answerable,0.1667,0.7099,0.9477,1.0,0.0,no,0.000000,0.000000,كيف يتم تنظيم الساعة البيولوجية للاشخاص العاملين بنظام الورديات؟,معرفة سبب الحساسيه وتجنبه لتتجنب استخدام الادويه يتم ذلك عن طريق RAST Test,ترتبط الساعة البيولوجية بالضوء والظلام الطبيعيين، و هناك صعوبة كبيرة، وبما خطورة في محاوولة تعديلها لعلاقتها بافراز بعض الهرمونات ، ولكن هناك مراكز معالجة اضطرابات النوم في الولايات المتحدة نجحت في تحقيق بعض النجاح تح...,acceptable_similarity
unseen100_015,صحة المرأة,0.548036,0.638862,0.589974,0.797,medium,answerable,0.125,0.6139,0.9081,1.0,0.0,no,0.000000,0.250000,هل عدم استقامه البول عند النزول ونزوله عشوائي ومبعثر دليل ع عدم العذريه ام هالمعلومه خاطيه,لشيب (الشعر الأبيض) ظهور الشيب عملية فسيولوجية تحدث عادة عند التقدم في العمر. وذلك عندما لا تستطيع الخلايا الملونة التي تفرز مادة الميلانين (والتي تعطي الشعرة اللون) الاستمرار في نشاطها، إذ تفقد الشعرة لونها وتصبح بيض...,لا علاقه للعزربه بهذا الكلام,reference_mismatch_or_answer_wording
unseen100_016,حمل الأنابيب,0.708761,0.733475,0.720906,0.8461,high,answerable,0.4286,0.635,0.9102,1.0,0.0,no,0.040000,0.666667,هل العلاج المستخدم في تنشيم المبايض قبل عملية الحقن المجهري ضار بالصحة ام لا؟,وفقًا للأدلة المتاحة، لا توجد تأثيرات سلبية معروفة على الصحة من العلاج المستخدم في تنشيط المبايض قبل الحقن المجهري، مع ملاحظة أن الدقة محدودة. لا يُعد هذا بديلاً عن استشارة الطبيب المختص.,حسب الخبرات والدراسات التي تشير انه لا يوجد اي تأثير مضر للهرمونات المستخدمة في تنشيط الاباضة نتمنى لك كل التوفيق,acceptable_similarity
unseen100_017,صحة الرجل,0.733363,0.68171,0.706594,0.8707,high,answerable,1.0,0.4464,0.6913,1.0,0.0,yes,0.269231,0.849057,ماسبب عند ممارسه الجماع ان العضو لاينتصب بشكل كامل,الضعف الجنسي قد يكون نتيجة لضعف اللياقة البدنية والتغذية غير المتوازنة، ويُنصح بتحسين اللياقة وممارسة الرياضة اليومية وتناول الأطعمة المذكورة لتحسين الانتصاب. لا يُعد هذا بديلاً عن استشارة طبيب مختص.,إذا كانت الفحوصات الهرمونية عاديج فالغالب أن عليك تحسين ليقاتك البدنية بممارسة الرياضة اليومية والتغذية المتوازنة وتناول المكسرات والعسل وعسل الملكات، وهذهلائحة بالأطعمة التى تساعد على التخلص من الضعف الجنسى مثل: الثو...,acceptable_similarity
unseen100_018,تخدير,0.646006,0.547067,0.592434,0.8014,high,answerable,0.3333,0.4509,0.8918,1.0,0.0,yes,0.250000,0.100000,أنا فتاة عمري 23 أريد إزالة شعر المناطق الحساسة بالحلاوة هل يوجد كريم مخدر موضعي يمكن أن استخدمه قبل عملية إزالة الشعر أنا استخدم مخدر الأسنان لكن لا أرى له...,لا ، ليس له أضرار ولكن إحرصي على اختيار طبيب ماهر,نعم، تتواجد عدة أنواع من كريم المخدر الموضعي التي يمكن استخدامها للتخفيف من ألم إزالة الشعر بالشمع، مثل كريم إملا التي ذكرته أو أي من الكريمات الأخرى التي تحتوي على المادة الفعالة ليدوكائين (بالإنجليزية: Lidocaine)، و...,weak_or_irrelevant_qa_fallback
unseen100_019,أخبار الطبي,0.617484,0.655989,0.636154,0.7694,medium,answerable,0.1429,0.4303,0.8897,1.0,0.0,yes,0.000000,0.250000,أين مكان بيع جهاز الموبيوس( هو ببساطة جهاز ألتراساوند صغير) ؟,المذي هو السائل الذي تفرزه البروستاتا استعداً لاستقبال المني لتسهيل حرمته وحياته ، ويخرج قبل القذف عادة ، ويبدأ عند التأثر الجنسي بالنظر أو بالكلام أو بالحس أوأي تأثر.,يباع في مكان الأجهزة الطبية!!,reference_mismatch_or_answer_wording
unseen100_020,أمراض المسالك البولية والتناسلية,0.640524,0.663565,0.651841,0.8115,high,answerable,0.3333,0.5123,0.8979,1.0,0.0,no,0.000000,0.111111,السلام عليكم أعاني من من حرقة عند عمل العادة السرية أو التبول احيانا مع رائحة تخرج من الذكر التي لم تكن موجودة مسبقا ما العمل وما الحل مع وجود برود...,عليك بالذهاب الى طبيب اخصائي وليس الى مستةصف لمعرفة التشخيص الحقيقي هل هو فطريات او نقص فيتامبناتك او اي شرء آخر,اعمل تحليل مخبري وزراعه للبول للتاكد من عدم وجود التهابات,acceptable_similarity
unseen100_021,جراحة الأوعية الدموية,0.647874,0.616171,0.631625,0.7961,medium,answerable,0.125,0.6079,0.9075,1.0,0.0,no,0.000000,0.000000,جاءنى الم بالجنب الخارجى للاصبع الاكبر فى القدم اليسرى وبعدها شعرت بالم فى باطن القدم ثم حدث تورم وصل الى اسفل العظمة البارزة الداخلية ثم انتشر بجانبها مع وجود الم...,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل,"من اجل التشخيص الصحيح لابد من الفحص السريري وبعض الفحوصات المخبرية , انصحك مراجعة اخصائي روماتيزم",retrieval_coverage_gap
unseen100_022,تجهيزات طبية,0.673449,0.646706,0.659807,0.7967,medium,answerable,0.1429,0.5957,0.9062,1.0,0.0,no,0.085714,0.081967,هل يوجد جهاز طبي لشد وتصغير حجم الثدي,اشربى من الحلبة كتير اما بالنسبة لزيت الحلبة ضعي منه معلقة على صدرك وادهنى صدرك بزيت الحلبة بالليل وبزيت الزيتون الصبح، وافركي الثديين بشكل دائري ومن أسفل لأعلى ولكنه يحتاج استمرار وصبر لمدة بضع شهور بدون ملل ولا يأس,لتصغير الثدي يمكن إجراء عملية جراحية تجميلية، وهي جراحة تصغير و شد او تجميل الثدي. - فكرة العملية: تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما - اسباب العملية : كبر حجم الثدى و سقوطه قد يؤد...,acceptable_similarity
unseen100_023,علم الوراثة,0.609916,0.657717,0.632915,0.8097,high,answerable,0.1667,0.6526,0.9119,1.0,0.0,no,0.042553,0.000000,الطفل المولود لاب عنده لينفوما هل يصاب الطفل بهذا المرض؟,ينام اكثر الاطفال الرضع عند شعورهم بالشبع خلال الاشهر الاولى ويعدود الطفل الرضيع ليستيقظ عند شعوره بالجوع ولكن يجب البدء بتعليم الطفل حتى خلال اشهره الاولى ان النهار هو للطعام واللعب والليل هو للنوم وعندما يصل وزن الط...,ليس بالضرورة،ولمعرفة الجواب بدقة يجب معرفة تفاصيل المرض وبدايته عند الأب وتاريخ العائلة.,retrieval_coverage_gap
unseen100_024,الصحة و الرياضة,0.672527,0.651549,0.661872,0.8001,high,answerable,0.1429,0.6161,0.9083,1.0,0.0,no,0.111111,0.000000,جفاف في الشفاه، أمارس التمارين الرياضية ٣ ايام في الاسبوع، كم ليتر ماء أحتاج يوميا ؟,ليس هناك حلول مضمونة سوى ممارسة التمارين الرباضية الدائم.,نحتاج ليس فقط الماء - نحن نفقد ملح صوديوم بسبب التعرق ، يجب الاكثار من الشوربات ايضا المالحة,acceptable_similarity
unseen100_025,الأمراض العصبية,0.672856,0.644687,0.65847,0.8239,high,answerable,0.1667,0.7118,0.9478,1.0,0.0,no,0.032258,0.046512,يحدث لدي دوار وخصوصا اذا قمت بدوران راسي الى الجهه الاخرى عند النوم او عند تغيير وضعيه النوم,الالم الذي يحدث عند الضغط على عضلة الصدر دليل وجود الالم في العضلة نفسها ربما نتيجة تشنج ما او جهد ما قمت به والافضل في هذه الحالة ان تريح هذه العضلة ولا تقوم بمجهود علما بان احيانا حتى السعال يسبب الم في عضلة الصدر,مبدئيا ننصحك بعمل اشعة رنين مغناطيسى على الفقرات العنقية مع رسم مخ بالكمبيوتر مع فحص جهاز التوازن بالاذن وقياس ضغط الدم مع العرض على الزميل استشارى المخ والاعصاب فى بلدك للاطلاع على الاشعة ورسم المخ والفحص الدقيق للاع...,acceptable_similarity
unseen100_026,علم الأجنة,0.692589,0.614222,0.651055,0.7961,medium,answerable,0.1429,0.5648,0.9331,1.0,0.0,yes,0.000000,0.162162,زوجتي حامل في الشهر الثامن والجنين لا يزيد وزنه على 2 كغ هل هذا طبيعي؟,نعم. طبيعي ويتحسن بعد الولادة,من المفروض ان يكون وزن الجنين اكثر من ذلك في الشهر الثامن ولكن هذا يعتمد هل هي في بداية الثامن او اخره وانصح بعمل تصوير تلفزيون (سونار ) مع دوبلر للاطمئنان على حالة الجنين وكذلك متابعة نموه ايضا وذلك بزيارة الطبيب اسب...,acceptable_similarity
unseen100_027,أعشاب طبية,0.717987,0.727416,0.722671,0.8229,high,answerable,0.125,0.7433,0.951,1.0,0.0,yes,0.000000,0.166667,هل الشاي الأخضر يضر بالحامل,لا يضرن، لكن الإعتدال مطلوب,لا أعتقد ذلك. راجعي شاي أخضر في القاموس.,acceptable_similarity
unseen100_028,بصريات,0.663269,0.665087,0.664177,0.826,high,answerable,0.1429,0.7458,0.9512,1.0,0.0,no,0.000000,0.000000,السلام عليكم انا من السعودية واعاني من ضعف النظر واريد عملية الليزك ونصحوني بالدكتور يوسف المقبل يقولوا عنه الافضل في العرب في هذا التخصص وهو سيتخدم ليزك البصمة. اعطينا رأيك...,التخلص من الحصى يكون اولا بدراستها لمعرفة مكانها وخجمها وطبيعتها وبعد ذلك ممكن للطبيب ان يقرركيفية التخلص منها اما القولون العصبي فبأمكانك البحث في موقعنا الطبي عن ذلك وستجد كتابات عديدة وقيمة,بسم الله الرحمن الرحيم عملية الليزك ممتازة انا شخصيا لا اعرف هذا الدكتور وهي تقنية علمية فائقة الدقة ومريحة جدا وطبيعي صنعت في الخارج ليست تقنية من عندنا مضاعفاتها نادرة الحدوث وان حدثت موجود الحلول,acceptable_similarity
unseen100_029,أمراض الأطفال,0.642402,0.680173,0.660748,0.811,high,answerable,0.25,0.5575,0.9324,1.0,0.0,yes,0.000000,0.000000,طفلتى عمرها 5اشهر ظهر الخضار على جسمها,بدون فحص سريري للطفلة وأخذ سيرة مرضية مفصلة لا يمكن التشخيص!سلامتها,لم افهم..ماهو الخضار؟!!!,acceptable_similarity
unseen100_030,أمراض الفم,0.673231,0.705979,0.689216,0.7804,medium,answerable,0.2,0.4447,0.8911,1.0,0.0,yes,0.071429,0.230769,لدي حرقة في اللسان ولكن لا اعاني من جفاف الفم بل زيادة في افراز اللعاب وارق شديدفي النوم ومصابة بقولون عصبي و الم في جذور اللسان في جوف اللوزتين وخلف...,من اهم الاسباب التى تؤدى الى الافرازات الزائده فى الفم تناول اطعمه تساعد على الافرازات من الغدد اللعابيه ننصح بمراجعة الاطعه التى تسبب ذلك وان تعرض نفسك على طبيب الاسان لاجراء الفحص للغدد العابيه,أعتقد أن الأمر له علاقة بصحتك العصبية والنفسية أقترح عليك الذهاب إلى طبيب متخصص في الأمراض العصبية,acceptable_similarity
unseen100_031,جراحة العظام,0.578635,0.668802,0.62046,0.6204,medium,answerable,0.0,0.4696,0.0,1.0,0.0,no,0.012987,0.000000,بلغت من العمر 16 سنه ولم ينمو عضامي كبيقه الناس الحل ارجوكم,يستخرج زيت الحنظل من نبات الحنظل الصحراوي، ويعتقد أنه يساهم بالفعل في علاج بعض اضطرابات المفاصل وألم المفاصل، ومن فوائد زيت الحنظل للمفاصل أبين لك الآتي: الحد من التهاب المفاصل. التخفيف من ألم المفاصل. خفض سرعة تطور ا...,لابد من اجراء تحاليل للتاكد من نسبة الكالسيوم بجسمك,retrieval_coverage_gap
unseen100_032,علم الأمراض,0.636598,0.651506,0.643966,0.8031,high,answerable,0.1429,0.6343,0.9101,1.0,0.0,no,0.000000,0.057143,"ما هو stroma و parenchyma في الغدد اللمفاوية والطحال ,بشكل عام في الجهاز اللمفاوي",يستخدم الصوف الصخري في عزل البناء، ويتم انتاجه عن طريق أكاسيد معدنية وطبيعية. يتعرض العمال والأشخاص الذين يتعاملون معه بشكل كبير إلى أضراره والتي تحدث خلال فترة زمنية قصيرة (بالإنجليزية: Acute) أو فترة زمينة طويلة (با...,stroma: سدى ، وهو الإطار النسيجي الضام للجهاز، الغدة، أو بنية أخرى، للتمييز من الأنسجة التي تؤدي وظيفة خاصة للعضو . وهو الإطار الاسفنجي عديم اللون من خلية الدم الحمراء أو خلية أخرى. parenchyma: المتن، وهو النسيج الوظي...,acceptable_similarity
unseen100_033,جراحة الأعصاب,0.707163,0.673907,0.690134,0.7857,medium,answerable,0.1667,0.5074,0.8974,1.0,0.0,no,0.038462,0.081081,والدي يبلغ من العمر 65 عام ظهرت له حبتين بشكل حبوب على ظاهر كتفه الايمن وكان يعاني رعشه خفيفه في بعض اصابع يدة اليمنى فعمل عمليه لكتفه الايمن ونجحت العمليه...,من الواضح انكب تعانين من تكسر مزمن في الدم أدى لظهور الحصى في المرارة لذا أنصحكم بمراجعة طبيب اختصاص دم لمعرفة نوعية التكسر والتي على الأغلب ان يكون العامل الوراثي له دور كبير,من الممكن ان تكون الرعشة اللتى يعانى منها والدك هى بداية مرض باركنسون او الشلل الرعاشى وزيادتها بعد شهر من العملية ليس لها علاقة بنجاح العملية من عددمه وينصح بالعلاج بدواء السينيميت بنصف قرص صباحا ومساءا تزداد الى قرص...,acceptable_similarity
unseen100_034,جراحة عامة,0.609256,0.679371,0.642406,0.8248,high,answerable,0.1667,0.717,0.9484,1.0,0.0,no,0.000000,0.000000,يوجد ألم في الشرج وتبين بالفحص ان لدي تشقق شرجي خلفي . فماهو العلاج المناسب لحالتي ؟جزاكم الله خيرا,خروج الدم يعني وجود جرح في المثانة أو الإحليل. ويمكن آن يكون هذا ناتجاً عن وجود جرح ينزل منه الدم، حصوة في المثانة أو الإحليل؟ يمكمنك تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان، وبعدها يتحدد العلاج؟...,جراحي هو الافضل في رأيي,acceptable_similarity
unseen100_035,مطاعيم و لقاحات,0.729469,0.642184,0.683049,0.7645,medium,answerable,0.1111,0.4291,0.8896,1.0,0.0,yes,0.333333,0.060606,انا صار لي عشرة اشهر متزوجة ولم يحدث حمل عملت تحليل هرمون الحليب وطلع مرتفع شوي واخذت علاج Dostinex ، عملت اولترا ساوند للرحم والبويضات الحمدلله كل شي طبيعي ،...,مراجعة الطبيب لاستكمال بعض الفحوصات الطبية,انصح زوجك باعاده الفحص بعد الامتناع عن الجماع مده ثلاثه ايام ومن ثم مراجعه اخصائي عقم واخصاب، فاذا كان فحص السائل المنوي للمره الثانيه غير طبيعي فقط تحتاجون لاجراء عمليه حقن مجهري وذلك بعد استشاره الطبيب.,acceptable_similarity
unseen100_036,علم التشريح,0.533603,0.626335,0.576263,0.7721,medium,answerable,0.1429,0.4464,0.8913,1.0,0.0,yes,0.000000,0.250000,ماذا تعرفوا عن عاج الاسنان,لضعف الانتصاب : يعزز من تأثير أكسيد النيتريك بواسطة تثبيط الأنزيم فسفودايستراز-5 في الجسم الكهفي للقضيب. وينتج عن ذلك توسع الأوعية الدموية وزيادة تدفق الدم في الجسم الكهفي، و ينتج عنه انتصاب القضيب عند التحفيز الجنسي....,أنظر في القاموس عاج أو Ivory,reference_mismatch_or_answer_wording
unseen100_037,تشوهات خلقية,0.706778,0.626987,0.664496,0.682,medium,answerable,0.2857,0.0,0.9277,1.0,0.0,no,0.200000,0.019324,مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيئ يحرجني بدي حل لهذه المشكله,قد يكون تضخم الأرداف والافخاذ ناتجًا عن عوامل وراثية. يُنصح بزيارة اختصاصي الأمراض الوراثية لتقييم الحالة. لا يُعد هذا بديلاً عن استشارة طبيب مختص.,هذا الشيء وراثي، عليك مراجعة اختصاصي غدد صماء لعمل فحص للهرمونات، وتقييم الحالة وإمكانية علاجها. او موضوع سعة وكبر الحوض تكوين خلقي مرتبط بالتئام العظام بعضها ببعض وتاثير الهرمونات، بينما تعتبر سمنة الأرداف والسيقان م...,acceptable_similarity
unseen100_038,جراحة المسالك البولية,0.652878,0.673093,0.662832,0.8252,high,answerable,0.1667,0.7192,0.9486,1.0,0.0,no,0.000000,0.136364,السلام عليكم لماذا في صورة حدوث انتصاب صباحي لا توجد معه لذه و كذلك عند ممارسة العاده السريه فعدم وجود اللذه يجعل قضيبي يرتخي بسرعه علما ان المشاهد الجنسيه لا...,لم تذكر عمر الوالدة بالضبط، ولكن بشكل عام ، يحدث عند الكبار تاكل في الغضاريف ويسبب هذا الألم نتيجة احتكاك العظم،،هذا لا يمكن استعادته. لذلك يكون العلاج لتخفيف الألم ، والتدليك بالأدوية يفيد في تخفيف الألم ولكنه يجب أن...,لا داعي للتشاؤم، عليك التوقف عن العادة السرية، فحالتك طبيعية والهرمونات عادية ، إذا كنت مصمم على التشاؤم عليك مراجعة اختصاصي مسالك بولية لعمل الفحوصات اللازمة.,acceptable_similarity
