query_id,category,bertscore_precision,bertscore_recall,bertscore_f1,overall_reliability_score,reliability_label,answerability_label,evidence_coverage,relation_confidence,source_reliability,claim_support_rate,hallucination_rate,qa_fallback_used,answer_reference_overlap,reference_context_overlap,query,candidate_answer,reference_answer,issue_label
unseen100_015,تجهيزات طبية,0.870059,0.866289,0.86817,0.767,medium,answerable,0.125,0.4318,0.8898,1.0,0.0,yes,0.806452,0.072165,ما هي احدث وافضل الاجهزة الطبية المستخدمة في ازالة الشعر باستخدام الليزر وما هي اسعارها ان امكن,هناك جهاز معروف ومشتهر بين الناس وله دعايات كثيرة تشيد بفاعليته اسمه جهاز ريو) الان جهاز ريو لازالة الشعر نهائيا بالليزر (جهاز الليزر المنزلي) 60x Laser Hair Removal 2009 Model NEW RIO SCANNING!!!! جهاز الليزر نيو ريو...,هناك جهاز معروف ومشتهر بين الناس وله دعايات كثيرة تشيد بفاعليته اسمه جهاز ريو الان جهاز نيو ريو لازالة الشعر نهائيا بالليزر (جهاز الليزر المنزلي) جهاز الليزر نيو ريو المنزلي لإزالة الشعر من جميع أجزاء الجســــــم نهائ...,acceptable_similarity
unseen100_016,أمراض الاستقلاب,0.710746,0.670661,0.690122,0.7805,medium,answerable,0.125,0.5136,0.898,1.0,0.0,no,0.222222,0.120301,اريد ان اسأأل عن مرض ارتفاع حمض البول بالدم عند الاطفال وعن دواء الكرنتين واذا هناك مخاطر من استخدامه على الطفل عمره 3 سنوات ارجو الرد السريع,فعادة لا نعالج ارتفاع حمض البول بحد ذاته إلا إذا كان عند المريض قصة سابقة لحصوة في الكلية أو مرض النقرس أو زيادة في طرح حمض البول في البول، وهذا نستطيع قياسه بتجميع البول لمدة أربع وعشرين ساعة. ويرتفع حمض البول عند من...,** تعود اْسباب ارتفاع حمض البول لامور عديدة احدها الاستعداد الوراثي للاصابة : - قد يكون استخدام المدرات البولية الكيمائية الخافضة للضغط احد اسباب تشكل حمض البول على عكس المدرات العشبية للبول التي تطرح حمض البول. - كما...,acceptable_similarity
unseen100_017,علم الأحياء الدقيقة,0.604545,0.657906,0.630098,0.8107,high,answerable,0.1429,0.6529,0.942,1.0,0.0,yes,0.000000,0.000000,هل entamoeba histylotica مرض خطير,مضاعفات مرض السيلان يجب أن يتم التشخيص المناسب و تناول العلاج المناسب ، ففي حال عدم علاج داء السيلان قد تنتشر البكتريا المسببة للعدوى في انحاء الجسم و بالتالي تتسبب بـ: أمراض اخرى أشد خطورة ففي النساء على سبيل المثال...,كلا ، ليس خطيراً إذا عولج بدقة وبسرعة ، راجعي القاموس حول المرض.,retrieval_coverage_gap
unseen100_018,جراحة تجميل,0.569603,0.677188,0.618754,0.7996,medium,answerable,0.1429,0.6134,0.908,1.0,0.0,no,0.018868,0.000000,سلام عليكم انافتاة عندي سكرمشكلتي هي في منطقة وخزالابر العضدصار فيهاتورم وصارت قاسية وشاذة عن باقي جسمي سوالي كيف ارجعها لوضعها الطبيعي هل يحتاج جراحة تجميليه؟وجزاكم الله خير,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,يجب عليكي زيارة طبيب جراحة للمتابعة,retrieval_coverage_gap
unseen100_019,الأمراض الجنسية,0.651505,0.649688,0.650595,0.8203,high,answerable,0.1429,0.7113,0.9478,1.0,0.0,no,0.000000,0.142857,هل استعمال حبوب بروفيرا يقلل الرغبة الجنسيه علماًً ان الرغبة كانت طبيعية قبل الاستعمال ،و ما الحل؟,طبيعي بسبب التمرين ومع الوقت بيختفي الألم وممكن استعمال بعض المسكنات الخفيفه,كلا ...لا يؤثر استعمالها على الرغبه الجنسيه سلبيا...,acceptable_similarity
unseen100_020,أمراض العضلات والعظام و المفاصل,0.619282,0.66698,0.642247,0.8361,high,answerable,0.1667,0.7857,0.9552,1.0,0.0,no,0.000000,0.052632,"السلام عليكم اوصى دكتور لوالدتي التي تعاني من احتاك الركبتين بعلاج salazopyrin 500mg وهو غير متواجد بالسعودية , هل هناك اي بديل له , وقد اشار علي بعض الاصحاب ب...",يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية. ويوجد العديد من أنوع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين...,العلاج السلازوبايرين500mg العلاج لامرض الروماتزم الرثواني .اخذ اشعه امامي خلفي للركبتين لتحدي سبب الاحتاك واعطاء العلاج الوقاءي والعلاج الفعلي.استشاره خاصه,acceptable_similarity
unseen100_021,علم المناعة,0.582698,0.634083,0.607306,0.7854,medium,answerable,0.1667,0.5055,0.8972,1.0,0.0,no,0.011236,0.083333,انا فتاه عمرى 26 عاما منذ 3 اسابيع شعرت بألام فى صدرى ونغز ناحيه اليسار وشككت انه القلب وعملت ايكووطلع سليم والألام مستمره ولكننى اشعر الان انها فى العقد الليمفاويه...,يوجد العديد من الفوائد لاستخدام زيت اللوز المر، منها التخلص من علامات التمدد ولكن هناك حاجة إلى مزيد من الدراسات قبل أن يتم إثبات فعالية زيت اللوز المر. ومن الجدير بالذكر أن زيت اللوز المر يحتوي على مركبات سامة مثل ال...,قبل اي فحص عليك الاستعانة بطبيب ليكشف عليها قبل كل شيء فالفحص السريري هو الخطوة الاولى,retrieval_coverage_gap
unseen100_022,جراحة العظام,0.64005,0.627162,0.63354,0.804,high,answerable,0.125,0.6559,0.9123,1.0,0.0,no,0.000000,0.000000,انا 19 سنه ( اولي جامعه ) واعاني من قصر قامه و نحافه بطريقه تسبب لي الكثير من المتاعب والمشاكل وايضا الاحراج امام زملائي ... ارجوكم حل ؟؟,هذا فالغالب شيء وراثي يعتمد على الجينات، يستحسن زيارة اختصاصي الأمراض الوراثية وبحث الموضوع معه.,ممكن جراحة تطويل.... تزيدك 7 سم....و لكن سعرها عالي و لها بعض المضاعفات,retrieval_coverage_gap
unseen100_023,صحة عامة,0.697101,0.597066,0.643217,0.7691,medium,answerable,0.1429,0.4283,0.8895,1.0,0.0,yes,0.000000,0.044444,عملت تحاليل : السكر : 78 بولة دموية : 26 الكولسترول : 209 H الشحوم الثلاثية : 92 اريد ان اعرف هل هناك مشاكل واذا كان هناك مشاكل شوالحل لو...,لا لا يسبب مرض السكري,السكر طبيعي لكنك لم تقل متى عملت الفحص هل قبل الاكل او بعده ولم تقل ا1ا كنت تعاني من السكر او اي شيء آخر البولة الدموية مرتفعة قليلا والكوليسترول ايضا مرتفع قليلا اما الشحوم الداخلية في طبيعية عليك بعمل نظام غذائي لكي...,acceptable_similarity
unseen100_024,علم النفس,0.641035,0.645721,0.643369,0.7808,medium,answerable,0.1429,0.4991,0.8966,1.0,0.0,no,0.000000,0.000000,لدى مرض غريب انا كل ما اجى انام اصحى بعد ثانية او اتنين علطول ولو 10 مرات على نفس المنوال والصحيان بيكون مصاحب بالاعراض المرعبة والموجعة دى . الم فى...,برد لمجرد البرد والتصغير في جلسه واحدة ولكن احذر من كثرة البرد حتي يؤثر علي الاسنان وتكون حساسه. ام لو برد للتركيب وعمل اسنان صناعيه ممكن جلسه او جلستين,احي الكريم ان ما ذكرته مبدئيا عن حالتك يشير انك تعاني من نوبات الهلع الشديدة والقلق الشديد التحولي راجع طبيب نفسي وابتعد عن النيكوتين والكفائين والكحول ومارس الرياضةواخذ غذاء متوازن,acceptable_similarity
unseen100_025,جراحة نسائية,0.647833,0.60889,0.627758,0.8253,high,answerable,0.1667,0.7201,0.9487,1.0,0.0,no,0.000000,0.000000,ً على الاجابةليوم لدي سؤال أرجو أنتجبني عليه أنا حامل فشهر الأول ونصف ولادتي الاولى كانت بعمليةقيصرية طفلي ألان عمره سنة وتسعة أشهر هل يمكنني أن اليد هده المرة ولادة...,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,لا نستطيع الآن ان نجزم كيف ستكون الولادة ولكني اطمئنك بأن وجود قيصرية واحدة سابقة لا يعتبر سبب لتكون الولادة الثانية بقيصرية اللهم الا اذا كان هناك داعى لذلك ولهذا فان طبيبك وبكل تأكيد سوف يحاول ان تكون الولادة طبيعية...,retrieval_coverage_gap
unseen100_026,صحة الرجل,0.756771,0.72277,0.73938,0.7931,medium,answerable,0.375,0.7192,0.7486,1.0,0.0,no,0.133333,0.185185,السلام عليكم كيف يمكن معالجه التهاب القصبات مع الكحه و التهاب البلاعيم (الحنجره) مع ارتفاع قليل جدا في درجه الحراره الجسم,يجب تشخيص ما إذا كان الربو أو الحساسية، واستشارة أخصائي حساسية، ثم علاج التهاب الجزء العلوي من الجهاز التنفسي.,يجب أولاً عمل صورة أشعة للتشخيص الدقيق، فقد يكون التهاب قصبات أو التهاب رئوي، خاصة مع ارتفاع درجة الحرارة، ولا تهون الأمر ، بل راجع اختصاصي أمراض صدرية، وإن شاء الله يكون بسيط.,acceptable_similarity
unseen100_027,علم التشريح,0.659628,0.668435,0.664002,0.8234,high,answerable,0.1667,0.7087,0.9475,1.0,0.0,no,0.050000,0.000000,اريد شرح مشكلتي بالتفصيل فالرجاء تحملي مشكلتي بدات عندما كنت في احدى السهرات بمزاج انبساطي . فما قمت به الا وشربت كاس من الماء شعرت ان الماء وقف في منطقه...,الف سلامة انصحك بعمل تحليل بول و نسبة يوريك اسيد و سونار على البطن و الحوض مبدئيا و من ثم مراجعة طبيب مسالك و الاكثار من شرب الماء,العملية لا تمس العصب الحائر مباشرة، فلا تقلق من هذه الناحية. ويمكن إراء العملية بالمنظار أيضا مما يريح المريض من البقاء في المستشفى، يمكنك مراجعة أحد الجراحين الماهرين في نابلس وسيشرح لك العملية.,acceptable_similarity
unseen100_028,فيتامينات و معادن,0.607172,0.652096,0.628832,0.7871,medium,answerable,0.1667,0.516,0.8983,1.0,0.0,no,0.000000,0.090909,هل يوجد فيتامين ا على شكل اقراص متوفر في الصيدليات؟ وهل له اعراض جانبيه اذا تم تناوله على شكل اقراص لمده طويله( من شهر الى شهرين) وذلك لزيادة جمال الجلد...,ان هرمون الثيروكسين (هرمون الغده الدرقيه) مهم لنمو الجنين العقلي والجسدي، لذلك فان نقص افراز هذا الهرمون الذي يكون نتيجه خمول بالغده الدرقيه قد يؤدي اذا لم تتم معالجته لمده طويله خلال الحمل وخاصه في الثلث الثاني والثا...,نعم يوجد على اشكال مختلفة وليس له تأثيرات سلبية باستعماله مدة 2-3 شهور,retrieval_coverage_gap
unseen100_029,تخدير,0.638695,0.711823,0.673279,0.7966,medium,answerable,0.1429,0.5978,0.9031,1.0,0.0,no,0.000000,0.000000,عند ازالة حصاتين صغار بالمراره كيف يكون التخدير موضعي ام كامل علما ان عمري 30 ولااستعمل اي ادويه ولكن مرتين حصل عندي هبوط بالضغط بسبب خوف وتوتر؟,هذا يتطلب معرفة نسبة الضعف الموجود في العضلة القلبية ونسبة التضيق في الثلاثة شرايين المذكورة، كما أنه من الضروري معرفة الحالة الوظيفية لباقي أعضاء الجسم خاصة الكلى والجهاز التنفسي، والكبد وغيره، وفي جميع الأحوال في ال...,تتم إزالة حصوات المرارة تحت تخدير عام.,acceptable_similarity
unseen100_030,ارتفاع ضغط الدم,0.647119,0.636098,0.641561,0.7699,medium,answerable,0.1667,0.4116,0.8878,1.0,0.0,no,0.076923,0.074074,حدث لي نزيف اثر تركيب اللولب فخلعته وتناولت حبوب لرفع الدم و بعد انتهاء نزول الدم ب10 ايام نزل دم اخر لمدة 3 ايام ولكنه بسيط ثم انتهي لمدة 5ايام...,اعملى فحص دم للملاريا مره ثانيه و اذا كان ايجابى اعيدى العلاج او جربى دواء اخر,"ألم المعدة قد يكون بسبب علاج فقر الدم الذي يحتوي على الحديد خاصة إذا تم تناوله والمعدة فارغة , أما بالنسبة أما بالنسبة للنزف فننصح بمعاودة أخصائي نسائية لتحديدد السبب والسيطرة عليه",acceptable_similarity
unseen100_031,الأورام الخبيثة والحميدة,0.65864,0.646228,0.652375,0.7953,medium,answerable,0.1667,0.5653,0.9032,1.0,0.0,no,0.000000,0.000000,عندي ورم ليفي حجمه 5سنتم واشعر بالم اثناء الدورة الشهرية والم اسفل البطن والظهر وكثرة التبول من فضلكوم هل ازيله بعملية قيصرية ام لا وشكراا,من الاعشاب التي قد تساعد على حل المشكلة وتنظيم الدورة الشهرية وهي طبعا لا تغني عن الدواء وعلاج السبب الاساسي لعدم انتظام الدورة ، نذكر: اكليل الجبل، الميرمية، البقدونس، حشيشة الملاك، البردقوش، القرفة، الزنجبيل، والكرفس.,أنا لا أستطيع أن أقرر من حديثك فقط إذا كان يجب القيام بجراحة أم لا. لأنه لا يوجد لدي ملف لأعاينه بين يدي. إن هذا الأمر يقرره الطبيب. ولكن عموماً إذا كان الورم يسبب إزعاج ويسبب نزيف حاد بأغلب الحالات تكون الجراحة هي الحل.,acceptable_similarity
unseen100_032,علم الوراثة,0.678854,0.570879,0.620202,0.8102,high,answerable,0.1667,0.6558,0.9122,1.0,0.0,no,0.000000,0.022727,عندي استشاره وارجو انا تفيدونى انا مقبله على الزوج ونتيجة تحليل الزوج كانت انى حامل الى الانيمياء وكذلك الزوج حامل لى الانيمياء من نوع ثلاسيمياء سؤالى كم نسبتة اصابت الابناء...,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل,اذا كان الام والاب حاملان لمرض الثلاسيميا فنسبه ان يكون لديهم طفل مريض بالثلاسيميا(اي لديه الاعراض) هو 25% اما نسبه ان يكون لديهم طفل حامل فقط للمرض هو 50%. ولا يمكن تفادي هذا الا عن طريق اجراء طفل انابيب حيث ان بعض ا...,retrieval_coverage_gap
unseen100_033,صحة الأسنان,0.639557,0.678428,0.658419,0.7995,medium,answerable,0.1111,0.6443,0.9078,1.0,0.0,no,0.000000,0.111111,أعاني من وخز في طاحونة العقل عند أكل الحلو وشرب المياه الباردة,لم تذكر خصائص ضيق النفس، لكن الفحص الطبي السريري ضروري كونه يسمح بالتأكد من خصائص الأعراض المذكورة والعلامات التي قد يجدها الطبيب عند الفحص، لأن الأسباب كثيرة تنفسية وقلبية ودموية ووعائية وغير ذلك,هذا اشبه بالتسوس. يجب علاجه قبل ان يتطور ويلتهب العصب.,acceptable_similarity
unseen100_034,فيزيولوجيا,0.554758,0.735974,0.632645,0.8048,high,answerable,0.1667,0.6231,0.909,1.0,0.0,no,0.018868,0.000000,. السادة الأساتذة هو : هل تعتبر الغدد المعدية ، والمعوية غدد ملحقة بالجهاز الهضمي؟ سلفا .,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,نعم ، هي جزء من الجهاز الهضمي.,retrieval_coverage_gap
unseen100_035,أمراض الجهاز الهضمي,0.658785,0.626625,0.642303,0.7692,medium,answerable,0.1429,0.4291,0.8896,1.0,0.0,yes,0.103896,0.104000,ماذا تسبب جرثومة المعدة في جسم الانسان؟ وهل تسبب جرثومة المعدة مضاعفات خطيرة في المستقبل في حال إهمال علاجها؟,تعد الطحينية أحد المصادر الغنية بالفيتامينات، والمعادن، والدهون الصحية، والبروتينات، بالإضافة إلى احتوائها على مضادات الأكسدة التي تقي الجسم من العديد من المشاكل الصحية، وفيما يأتي توضيح لبعض الفوائد الصحية للطحينية:...,قد تسبب جرثومة المعدة مجموعة من المشاكل الصحية في جسم الإنسان في حال إهمال علاجها بعد تسببها في ظهور الأعراض، أما في حال عدم تسببها بأي أعراض واضحة فلا تتطلب العلاج في الغالب، ومن المشاكل الصحية التي قد تتطور عن إهمال...,acceptable_similarity
unseen100_036,جراحة الأعصاب,0.678071,0.687508,0.682757,0.8276,high,answerable,0.1667,0.7339,0.9501,1.0,0.0,no,0.085366,0.037037,والدتي عمرها فوق خمسين سنه وتعاني من صداع منذ ثلاث سنوات وقد راجعت بها لاكثر من طبيب جراح اعصاب وكذلك باطنيه اعصاب واعطيت اغلب العلاجات وفي الاخير قال احد الاطباء...,إن الألم في الرأس مع الشعور بالضغط على جانبي الرأس مع الإرهاق العام قد يعود لأحد الأسباب التالية: صداع التوتر. الشد العضلي. الضغط العصبي. القلق والتوتر أو الاكتئاب. التهاب الجيوب الأنفية. الشقيقة (الصداع النصفي). وجود...,في حالات كثيرة لا يستجيب المريض لمسكنات الصداع على اختلافها وهنا يقف الطب عاجزا عن تقديم تفسير هذه الظاهرة من المهم محاولة ترتيب اوضاع المريض الصحية مثل التحكم بالامراض المزمنة التي يشكو منها اتباع نظام صحي في الغذاء...,acceptable_similarity
unseen100_037,جراحة الأوعية الدموية,0.647359,0.740757,0.690916,0.7999,medium,answerable,0.3333,0.4416,0.8908,1.0,0.0,yes,0.051282,0.222222,ماذا السلام عليكم عندى زوجه تبلغ من السن 32 سنه يوجد فى الزرع اليمن الالم شديد فى العروق و تنامل بسيط فى الكف و اليد حتى الكوع منذ 5سنوات و...,"من الواضح ان المريض عولج كحاة التهب وتر او ما يسمى تنس البو , وقد يكون اخذ العلاج الملائم لكن الالم قد يستمر لفترة قد تستمر اشهر , اذا صاحب الحالة تنمميل او خدران فمصدر الالم عصب وليس وتر ومصدره طرفي من العنق او الكوع...",ينبغي أولاً مراجعة أخصائي عظام للتأكد من سلامة مفصل الكتف,acceptable_similarity
