subset_id,source_row_number,split,category,category_en,question,answer,qa_text,question_norm,answer_norm,qa_text_norm,question_char_len,answer_char_len,qa_char_len,weak_medical_hints,weak_hint_diseases,weak_hint_symptoms,weak_hint_treatments,weak_hint_tests,weak_hint_anatomy,weak_hint_conditions
ahd5k_00639,792334,graph_train,كيمياء حيوية,Biochemistry,ما علاقة خطورة الالتماس الكهربائي بالبروتين الموجود في الجسم,ان المس الكهربائي كما شرحت سابقا له اضرار عديدة ومنها الموت الغير مباشر بالاضافة الى ان بوتيينات الجسم تفقد اشكالها وتركيبتها الطبيعية ايضا,"السؤال: ما علاقة خطورة الالتماس الكهربائي بالبروتين الموجود في الجسم
الإجابة: ان المس الكهربائي كما شرحت سابقا له اضرار عديدة ومنها الموت الغير مباشر بالاضافة الى ان بوتيينات الجسم تفقد اشكالها وتركيبتها الطبيعية ايضا",ما علاقه خطوره الالتماس الكهربايي بالبروتين الموجود في الجسم,ان المس الكهربايي كما شرحت سابقا له اضرار عديده ومنها الموت الغير مباشر بالاضافه الي ان بوتيينات الجسم تفقد اشكالها وتركيبتها الطبيعيه ايضا,"السؤال: ما علاقه خطوره الالتماس الكهربايي بالبروتين الموجود في الجسم
الإجابة: ان المس الكهربايي كما شرحت سابقا له اضرار عديده ومنها الموت الغير مباشر بالاضافه الي ان بوتيينات الجسم تفقد اشكالها وتركيبتها الطبيعيه ايضا",60,139,199,[],[],[],[],[],[],[]
ahd5k_00640,235992,graph_train,الطب العام,General Medicine,هل ينتقل مرض الربو عن طرق اللعاب,مرض الربو يعتبر من الأمراض الغير معدية,"السؤال: هل ينتقل مرض الربو عن طرق اللعاب
الإجابة: مرض الربو يعتبر من الأمراض الغير معدية",هل ينتقل مرض الربو عن طرق اللعاب,مرض الربو يعتبر من الامراض الغير معديه,"السؤال: هل ينتقل مرض الربو عن طرق اللعاب
الإجابة: مرض الربو يعتبر من الامراض الغير معديه",32,38,70,"[{""canonical"": ""ربو"", ""type"": ""disease"", ""matched_variant"": ""الربو"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]","[""ربو""]",[],[],[],[],[]
ahd5k_00641,772381,graph_train,جراحة العظام,Orthopaedic Surgery,كيفية التخلص من الارداف بدون رياضة,دون رياضة يمكن التخلص من الارداف اذا كانت نتيجة تراكم دهون وليس لنتوء عظمي من خلال عملية شفط الدهون لدى جراح تجميل,"السؤال: كيفية التخلص من الارداف بدون رياضة
الإجابة: دون رياضة يمكن التخلص من الارداف اذا كانت نتيجة تراكم دهون وليس لنتوء عظمي من خلال عملية شفط الدهون لدى جراح تجميل",كيفيه التخلص من الارداف بدون رياضه,دون رياضه يمكن التخلص من الارداف اذا كانت نتيجه تراكم دهون وليس لنتوء عظمي من خلال عمليه شفط الدهون لدي جراح تجميل,"السؤال: كيفيه التخلص من الارداف بدون رياضه
الإجابة: دون رياضه يمكن التخلص من الارداف اذا كانت نتيجه تراكم دهون وليس لنتوء عظمي من خلال عمليه شفط الدهون لدي جراح تجميل",34,114,148,[],[],[],[],[],[],[]
ahd5k_00642,243877,graph_train,إدمان,addiction,السلام عليكم ورحمه الله وبركاته ابي اسفسر انا لي ٥سنوات استخدم التنباك وبطلت قبل اسبوع ابي اعرف تطلع النسبه ف التحليل وكم المده المحدده لكي م تطلع النسبه ف التحليل,لايوجد فحص يظهر هذه المادة (التنمباك) .,"السؤال: السلام عليكم ورحمه الله وبركاته ابي اسفسر انا لي ٥سنوات استخدم التنباك وبطلت قبل اسبوع ابي اعرف تطلع النسبه ف التحليل وكم المده المحدده لكي م تطلع النسبه ف التحليل
الإجابة: لايوجد فحص يظهر هذه المادة (التنمباك) .",السلام عليكم ورحمه الله وبركاته ابي اسفسر انا لي 5سنوات استخدم التنباك وبطلت قبل اسبوع ابي اعرف تطلع النسبه ف التحليل وكم المده المحدده لكي م تطلع النسبه ف التحليل,لايوجد فحص يظهر هذه الماده (التنمباك) .,"السؤال: السلام عليكم ورحمه الله وبركاته ابي اسفسر انا لي 5سنوات استخدم التنباك وبطلت قبل اسبوع ابي اعرف تطلع النسبه ف التحليل وكم المده المحدده لكي م تطلع النسبه ف التحليل
الإجابة: لايوجد فحص يظهر هذه الماده (التنمباك) .",163,39,202,[],[],[],[],[],[],[]
ahd5k_00643,774568,graph_train,تشوهات خلقية,Birth Defect,مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيئ يحرجني بدي حل لهذه المشكله,هذا الشيء وراثي، عليك مراجعة اختصاصي غدد صماء لعمل فحص للهرمونات، وتقييم الحالة وإمكانية علاجها. او موضوع سعة وكبر الحوض تكوين خلقي مرتبط بالتئام العظام بعضها ببعض وتاثير الهرمونات، بينما تعتبر سمنة الأرداف والسيقان من المشاكل الرئيسية التي تؤرق النساء الشرقيات. واسبابها لها ارتباط بالوراثة ، وبالهرمونات حيث وجد أن بعض الهرمونات تتركز في الأفخاذ والأرداف عند النساء . وكذلك الحمل حيث يعمل على اضعاف العضلات وترهلها مما يسبب تراكم الدهون فيها . ويرى معظم الباحثين أن أفضل طريقة للتخلص من سمنة الأرداف هي تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين ،ويفضل تناول الخضروات الخضراء مع الفجل الأبيض وكذلك شرب الشاي الأخضر فهو يذيب الدهون في الجسم ويخفض الكوليستيرول الضار وعمل التمارين الرياضية واظهرت الدراسات ان الفجل الابيض يساعد على اذابة الدهون الزائدة، والتخلص من الوزن الاضافي، وخصوصا في المناطق القابلة للسمنة، مثل الارداف والاوراك والبطن عند المراة. ان الانتظام على تناول الخضراوات الورقية يعتبر وسيلة فعالة لانقاص الوزن الزائد، وتزويد الجسم بما يحتاجه من فيتامينات ومعادن وعناصر غذائية مفيدة، ولا تقل كمية الخضراوات الورقية عن 25 الى 35% من اجمالي كمية الوجبات الغذائية، سواء كانت تؤكل طازجة او مسلوقة او مطبوخة، على ان يمثل الفجل الابيض جزءا من هذه النسبة، لما له من تاثير فعال في التخلص من الدهون، وخاصة منطقة الارداف .وللعلم فان هذه السمنة في الأرداف تحمي المرأة من هشاشة العظامالتئام العظام مع بعضها البعض خلطة تصغير الانف و الصدر و المؤخرة(الأرداف) قهوه مع ملعقتين خل تفاح مع ليمونه كامله معصوره ( ماءها فقط ) قومي بخلطه بملعقه واحرصي ان تكون القهوه ناشفه وبللي جسمكي بماء ساخن وابدئي بالتدليك من اول مره ستحصلين على نتيجة ممتازة - 1 - عمل التمارين 6 ايام بالاسبوع 2 - اليوم السابع راحه 3 - مدة التمارين شهر ( اربع اسابيع ) 4 - الاسبوع الاول تنفيذ كل تمرين 10 مرات 5- الاسبوع الثاني تنفيذ كل تمرين 20 مره 6- الاسبوع الثالث تنفيذ كل تمرين 30 مره 7- الاسبوع الرابع تنفيذ كل تمرين 40 مره10 -,"السؤال: مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيئ يحرجني بدي حل لهذه المشكله
الإجابة: هذا الشيء وراثي، عليك مراجعة اختصاصي غدد صماء لعمل فحص للهرمونات، وتقييم الحالة وإمكانية علاجها. او موضوع سعة وكبر الحوض تكوين خلقي مرتبط بالتئام العظام بعضها ببعض وتاثير الهرمونات، بينما تعتبر سمنة الأرداف والسيقان من المشاكل الرئيسية التي تؤرق النساء الشرقيات. واسبابها لها ارتباط بالوراثة ، وبالهرمونات حيث وجد أن بعض الهرمونات تتركز في الأفخاذ والأرداف عند النساء . وكذلك الحمل حيث يعمل على اضعاف العضلات وترهلها مما يسبب تراكم الدهون فيها . ويرى معظم الباحثين أن أفضل طريقة للتخلص من سمنة الأرداف هي تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين ،ويفضل تناول الخضروات الخضراء مع الفجل الأبيض وكذلك شرب الشاي الأخضر فهو يذيب الدهون في الجسم ويخفض الكوليستيرول الضار وعمل التمارين الرياضية واظهرت الدراسات ان الفجل الابيض يساعد على اذابة الدهون الزائدة، والتخلص من الوزن الاضافي، وخصوصا في المناطق القابلة للسمنة، مثل الارداف والاوراك والبطن عند المراة. ان الانتظام على تناول الخضراوات الورقية يعتبر وسيلة فعالة لانقاص الوزن الزائد، وتزويد الجسم بما يحتاجه من فيتامينات ومعادن وعناصر غذائية مفيدة، ولا تقل كمية الخضراوات الورقية عن 25 الى 35% من اجمالي كمية الوجبات الغذائية، سواء كانت تؤكل طازجة او مسلوقة او مطبوخة، على ان يمثل الفجل الابيض جزءا من هذه النسبة، لما له من تاثير فعال في التخلص من الدهون، وخاصة منطقة الارداف .وللعلم فان هذه السمنة في الأرداف تحمي المرأة من هشاشة العظامالتئام العظام مع بعضها البعض خلطة تصغير الانف و الصدر و المؤخرة(الأرداف) قهوه مع ملعقتين خل تفاح مع ليمونه كامله معصوره ( ماءها فقط ) قومي بخلطه بملعقه واحرصي ان تكون القهوه ناشفه وبللي جسمكي بماء ساخن وابدئي بالتدليك من اول مره ستحصلين على نتيجة ممتازة - 1 - عمل التمارين 6 ايام بالاسبوع 2 - اليوم السابع راحه 3 - مدة التمارين شهر ( اربع اسابيع ) 4 - الاسبوع الاول تنفيذ كل تمرين 10 مرات 5- الاسبوع الثاني تنفيذ كل تمرين 20 مره 6- الاسبوع الثالث تنفيذ كل تمرين 30 مره 7- الاسبوع الرابع تنفيذ كل تمرين 40 مره10 -",مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيي يحرجني بدي حل لهذه المشكله,"هذا الشيء وراثي, عليك مراجعه اختصاصي غدد صماء لعمل فحص للهرمونات, وتقييم الحاله وامكانيه علاجها. او موضوع سعه وكبر الحوض تكوين خلقي مرتبط بالتيام العظام بعضها ببعض وتاثير الهرمونات, بينما تعتبر سمنه الارداف والسيقان من المشاكل الرييسيه التي تورق النساء الشرقيات. واسبابها لها ارتباط بالوراثه , وبالهرمونات حيث وجد ان بعض الهرمونات تتركز في الافخاذ والارداف عند النساء . وكذلك الحمل حيث يعمل علي اضعاف العضلات وترهلها مما يسبب تراكم الدهون فيها . ويري معظم الباحثين ان افضل طريقه للتخلص من سمنه الارداف هي تناول الفجل الابيض الذي اثبتت الدراسات انه يذيب الدهون عامه وفي منطقه الارداف والفخذين ,ويفضل تناول الخضروات الخضراء مع الفجل الابيض وكذلك شرب الشاي الاخضر فهو يذيب الدهون في الجسم ويخفض الكوليستيرول الضار وعمل التمارين الرياضيه واظهرت الدراسات ان الفجل الابيض يساعد علي اذابه الدهون الزايده, والتخلص من الوزن الاضافي, وخصوصا في المناطق القابله للسمنه, مثل الارداف والاوراك والبطن عند المراه. ان الانتظام علي تناول الخضراوات الورقيه يعتبر وسيله فعاله لانقاص الوزن الزايد, وتزويد الجسم بما يحتاجه من فيتامينات ومعادن وعناصر غذاييه مفيده, ولا تقل كميه الخضراوات الورقيه عن 25 الي 35% من اجمالي كميه الوجبات الغذاييه, سواء كانت توكل طازجه او مسلوقه او مطبوخه, علي ان يمثل الفجل الابيض جزءا من هذه النسبه, لما له من تاثير فعال في التخلص من الدهون, وخاصه منطقه الارداف .وللعلم فان هذه السمنه في الارداف تحمي المراه من هشاشه العظامالتيام العظام مع بعضها البعض خلطه تصغير الانف و الصدر و الموخره(الارداف) قهوه مع ملعقتين خل تفاح مع ليمونه كامله معصوره ( ماءها فقط ) قومي بخلطه بملعقه واحرصي ان تكون القهوه ناشفه وبللي جسمكي بماء ساخن وابديي بالتدليك من اول مره ستحصلين علي نتيجه ممتازه - 1 - عمل التمارين 6 ايام بالاسبوع 2 - اليوم السابع راحه 3 - مده التمارين شهر ( اربع اسابيع ) 4 - الاسبوع الاول تنفيذ كل تمرين 10 مرات 5- الاسبوع الثاني تنفيذ كل تمرين 20 مره 6- الاسبوع الثالث تنفيذ كل تمرين 30 مره 7- الاسبوع الرابع تنفيذ كل تمرين 40 مره10 -","السؤال: مرحبا دكتور انا في عندي مشكله في جسمي انو حوضي كبير اكبر من الاكتاف واردافي والافخاذ كبيره انا اعرف جسمي مثل جسم النساء وهذا شيي يحرجني بدي حل لهذه المشكله
الإجابة: هذا الشيء وراثي, عليك مراجعه اختصاصي غدد صماء لعمل فحص للهرمونات, وتقييم الحاله وامكانيه علاجها. او موضوع سعه وكبر الحوض تكوين خلقي مرتبط بالتيام العظام بعضها ببعض وتاثير الهرمونات, بينما تعتبر سمنه الارداف والسيقان من المشاكل الرييسيه التي تورق النساء الشرقيات. واسبابها لها ارتباط بالوراثه , وبالهرمونات حيث وجد ان بعض الهرمونات تتركز في الافخاذ والارداف عند النساء . وكذلك الحمل حيث يعمل علي اضعاف العضلات وترهلها مما يسبب تراكم الدهون فيها . ويري معظم الباحثين ان افضل طريقه للتخلص من سمنه الارداف هي تناول الفجل الابيض الذي اثبتت الدراسات انه يذيب الدهون عامه وفي منطقه الارداف والفخذين ,ويفضل تناول الخضروات الخضراء مع الفجل الابيض وكذلك شرب الشاي الاخضر فهو يذيب الدهون في الجسم ويخفض الكوليستيرول الضار وعمل التمارين الرياضيه واظهرت الدراسات ان الفجل الابيض يساعد علي اذابه الدهون الزايده, والتخلص من الوزن الاضافي, وخصوصا في المناطق القابله للسمنه, مثل الارداف والاوراك والبطن عند المراه. ان الانتظام علي تناول الخضراوات الورقيه يعتبر وسيله فعاله لانقاص الوزن الزايد, وتزويد الجسم بما يحتاجه من فيتامينات ومعادن وعناصر غذاييه مفيده, ولا تقل كميه الخضراوات الورقيه عن 25 الي 35% من اجمالي كميه الوجبات الغذاييه, سواء كانت توكل طازجه او مسلوقه او مطبوخه, علي ان يمثل الفجل الابيض جزءا من هذه النسبه, لما له من تاثير فعال في التخلص من الدهون, وخاصه منطقه الارداف .وللعلم فان هذه السمنه في الارداف تحمي المراه من هشاشه العظامالتيام العظام مع بعضها البعض خلطه تصغير الانف و الصدر و الموخره(الارداف) قهوه مع ملعقتين خل تفاح مع ليمونه كامله معصوره ( ماءها فقط ) قومي بخلطه بملعقه واحرصي ان تكون القهوه ناشفه وبللي جسمكي بماء ساخن وابديي بالتدليك من اول مره ستحصلين علي نتيجه ممتازه - 1 - عمل التمارين 6 ايام بالاسبوع 2 - اليوم السابع راحه 3 - مده التمارين شهر ( اربع اسابيع ) 4 - الاسبوع الاول تنفيذ كل تمرين 10 مرات 5- الاسبوع الثاني تنفيذ كل تمرين 20 مره 6- الاسبوع الثالث تنفيذ كل تمرين 30 مره 7- الاسبوع الرابع تنفيذ كل تمرين 40 مره10 -",155,1842,1997,"[{""canonical"": ""الحمل"", ""type"": ""condition"", ""matched_variant"": ""الحمل"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],[],[],"[""الحمل""]"
ahd5k_00644,428042,graph_train,تغذية,feed,دكتور انا عمري 14 وزني 55 وطولي 155 هل وزني وطولي مناسبين لو سمحت إزا مش مناسبين بدي طريقه اتبعها مشان اخفف الوزن,وزن مثالي حافظ عليه,"السؤال: دكتور انا عمري 14 وزني 55 وطولي 155 هل وزني وطولي مناسبين لو سمحت إزا مش مناسبين بدي طريقه اتبعها مشان اخفف الوزن
الإجابة: وزن مثالي حافظ عليه",دكتور انا عمري 14 وزني 55 وطولي 155 هل وزني وطولي مناسبين لو سمحت ازا مش مناسبين بدي طريقه اتبعها مشان اخفف الوزن,وزن مثالي حافظ عليه,"السؤال: دكتور انا عمري 14 وزني 55 وطولي 155 هل وزني وطولي مناسبين لو سمحت ازا مش مناسبين بدي طريقه اتبعها مشان اخفف الوزن
الإجابة: وزن مثالي حافظ عليه",113,19,132,[],[],[],[],[],[],[]
ahd5k_00645,387934,graph_train,أمراض نسائية,Gynaecological,لو سمحت الدوره الشهر الي فات كانت جايه يوم 11/2والشهر ده10/3ممكن اعرف ايام التبويض امتي,اليوم 12 للدورة ولمدة اسبوع,"السؤال: لو سمحت الدوره الشهر الي فات كانت جايه يوم 11/2والشهر ده10/3ممكن اعرف ايام التبويض امتي
الإجابة: اليوم 12 للدورة ولمدة اسبوع",لو سمحت الدوره الشهر الي فات كانت جايه يوم 11/2والشهر ده10/3ممكن اعرف ايام التبويض امتي,اليوم 12 للدوره ولمده اسبوع,"السؤال: لو سمحت الدوره الشهر الي فات كانت جايه يوم 11/2والشهر ده10/3ممكن اعرف ايام التبويض امتي
الإجابة: اليوم 12 للدوره ولمده اسبوع",87,27,114,[],[],[],[],[],[],[]
ahd5k_00646,443126,eval_test,أمراض نسائية,Gynaecological,أعاني من حساسية مهبلية قوية من ستة أشهر تأدي إلي الحكة الكيرة وقبل أسبوع تقريبا إشتريت غسول لاكتاسيد وستعملته يوم يومان وتوقفت ثم رجعت من جديد ماذا أفعل لتخلص من...,استعملي كريم داكتاكورت,"السؤال: أعاني من حساسية مهبلية قوية من ستة أشهر تأدي إلي الحكة الكيرة وقبل أسبوع تقريبا إشتريت غسول لاكتاسيد وستعملته يوم يومان وتوقفت ثم رجعت من جديد ماذا أفعل لتخلص من...
الإجابة: استعملي كريم داكتاكورت",اعاني من حساسيه مهبليه قويه من سته اشهر تادي الي الحكه الكيره وقبل اسبوع تقريبا اشتريت غسول لاكتاسيد وستعملته يوم يومان وتوقفت ثم رجعت من جديد ماذا افعل لتخلص من.,استعملي كريم داكتاكورت,"السؤال: اعاني من حساسيه مهبليه قويه من سته اشهر تادي الي الحكه الكيره وقبل اسبوع تقريبا اشتريت غسول لاكتاسيد وستعملته يوم يومان وتوقفت ثم رجعت من جديد ماذا افعل لتخلص من.
الإجابة: استعملي كريم داكتاكورت",164,22,186,"[{""canonical"": ""حساسية"", ""type"": ""condition"", ""matched_variant"": ""حساسيه"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],[],[],"[""حساسية""]"
ahd5k_00647,774376,graph_train,تشوهات خلقية,Birth Defect,يا دكتور انا شاب اعاني من تضخم في الارداف والا فخاذ اريد حل لهذه المشكله لأنها تسبب احراج انا شاب,هذا فالغالب شيء وراثي يعتمد على الجينات، يستحسن زيارة اختصاصي الأمراض الوراثية وبحث الموضوع معه.,"السؤال: يا دكتور انا شاب اعاني من تضخم في الارداف والا فخاذ اريد حل لهذه المشكله لأنها تسبب احراج انا شاب
الإجابة: هذا فالغالب شيء وراثي يعتمد على الجينات، يستحسن زيارة اختصاصي الأمراض الوراثية وبحث الموضوع معه.",يا دكتور انا شاب اعاني من تضخم في الارداف والا فخاذ اريد حل لهذه المشكله لانها تسبب احراج انا شاب,"هذا فالغالب شيء وراثي يعتمد علي الجينات, يستحسن زياره اختصاصي الامراض الوراثيه وبحث الموضوع معه.","السؤال: يا دكتور انا شاب اعاني من تضخم في الارداف والا فخاذ اريد حل لهذه المشكله لانها تسبب احراج انا شاب
الإجابة: هذا فالغالب شيء وراثي يعتمد علي الجينات, يستحسن زياره اختصاصي الامراض الوراثيه وبحث الموضوع معه.",97,96,193,[],[],[],[],[],[],[]
ahd5k_00648,785502,graph_train,هرمونات,Hormones,عمري 45 سنه اتناول دواء الثايروكسين 100مايروكرام يوميا منذ 7سنين والهرمونات في الدم مستقره وبعد ذلك ارتفع عندي الكولستيرول وtg واتناول حاليا اتروفستاتين 10 في البدايه يوميا ثم بعد فتره...,نعم يصح ذلك طالما ان مستوى الكوليسترول والتريغليسيريد في الدم هم بشكل طبيعي ولهذا عليك متابعة عمل فحوصات الكونترول لمعرفة وضعك وهل ان كل شيء طبيعي معك ولهذا عليك مراجعة طبيبك باستمرار,"السؤال: عمري 45 سنه اتناول دواء الثايروكسين 100مايروكرام يوميا منذ 7سنين والهرمونات في الدم مستقره وبعد ذلك ارتفع عندي الكولستيرول وtg واتناول حاليا اتروفستاتين 10 في البدايه يوميا ثم بعد فتره...
الإجابة: نعم يصح ذلك طالما ان مستوى الكوليسترول والتريغليسيريد في الدم هم بشكل طبيعي ولهذا عليك متابعة عمل فحوصات الكونترول لمعرفة وضعك وهل ان كل شيء طبيعي معك ولهذا عليك مراجعة طبيبك باستمرار",عمري 45 سنه اتناول دواء الثايروكسين 100مايروكرام يوميا منذ 7سنين والهرمونات في الدم مستقره وبعد ذلك ارتفع عندي الكولستيرول وtg واتناول حاليا اتروفستاتين 10 في البدايه يوميا ثم بعد فتره.,نعم يصح ذلك طالما ان مستوي الكوليسترول والتريغليسيريد في الدم هم بشكل طبيعي ولهذا عليك متابعه عمل فحوصات الكونترول لمعرفه وضعك وهل ان كل شيء طبيعي معك ولهذا عليك مراجعه طبيبك باستمرار,"السؤال: عمري 45 سنه اتناول دواء الثايروكسين 100مايروكرام يوميا منذ 7سنين والهرمونات في الدم مستقره وبعد ذلك ارتفع عندي الكولستيرول وtg واتناول حاليا اتروفستاتين 10 في البدايه يوميا ثم بعد فتره.
الإجابة: نعم يصح ذلك طالما ان مستوي الكوليسترول والتريغليسيريد في الدم هم بشكل طبيعي ولهذا عليك متابعه عمل فحوصات الكونترول لمعرفه وضعك وهل ان كل شيء طبيعي معك ولهذا عليك مراجعه طبيبك باستمرار",187,183,370,"[{""canonical"": ""دواء"", ""type"": ""treatment"", ""matched_variant"": ""دواء"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""تحليل مخبري"", ""type"": ""test"", ""matched_variant"": ""فحوصات"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],"[""دواء""]","[""تحليل مخبري""]",[],[]
ahd5k_00649,743018,graph_train,تخدير,to drug,عمري 38 سنة و منذ 4 سنوات صارت عندي تسارع في ضربات القلب svt و لكن على فترات متباعدة جدا يمكن مرة او مرتين بالسنة و كذلك التسارع يدوم ثواني...,تسارع ضربات القلب (SVT) لا يمنع بالعادة اجراء التخدير العام، خصوصا بأن المريض يبقى تحت المراقبه الكاملة خلال العمليه و التخدير، ولكن يجب أن يتم تقييم المريض بشكل فردي من قبل طبيب التخدير بأن يقوم بفحص القلب مرة أخرى و يتأكد من عدم وجود موانع للتخدير العام.,"السؤال: عمري 38 سنة و منذ 4 سنوات صارت عندي تسارع في ضربات القلب svt و لكن على فترات متباعدة جدا يمكن مرة او مرتين بالسنة و كذلك التسارع يدوم ثواني...
الإجابة: تسارع ضربات القلب (SVT) لا يمنع بالعادة اجراء التخدير العام، خصوصا بأن المريض يبقى تحت المراقبه الكاملة خلال العمليه و التخدير، ولكن يجب أن يتم تقييم المريض بشكل فردي من قبل طبيب التخدير بأن يقوم بفحص القلب مرة أخرى و يتأكد من عدم وجود موانع للتخدير العام.",عمري 38 سنه و منذ 4 سنوات صارت عندي تسارع في ضربات القلب svt و لكن علي فترات متباعده جدا يمكن مره او مرتين بالسنه و كذلك التسارع يدوم ثواني.,"تسارع ضربات القلب (svt) لا يمنع بالعاده اجراء التخدير العام, خصوصا بان المريض يبقي تحت المراقبه الكامله خلال العمليه و التخدير, ولكن يجب ان يتم تقييم المريض بشكل فردي من قبل طبيب التخدير بان يقوم بفحص القلب مره اخري و يتاكد من عدم وجود موانع للتخدير العام.","السؤال: عمري 38 سنه و منذ 4 سنوات صارت عندي تسارع في ضربات القلب svt و لكن علي فترات متباعده جدا يمكن مره او مرتين بالسنه و كذلك التسارع يدوم ثواني.
الإجابة: تسارع ضربات القلب (svt) لا يمنع بالعاده اجراء التخدير العام, خصوصا بان المريض يبقي تحت المراقبه الكامله خلال العمليه و التخدير, ولكن يجب ان يتم تقييم المريض بشكل فردي من قبل طبيب التخدير بان يقوم بفحص القلب مره اخري و يتاكد من عدم وجود موانع للتخدير العام.",142,256,398,"[{""canonical"": ""القلب"", ""type"": ""anatomy"", ""matched_variant"": ""القلب"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],[],"[""القلب""]",[]
ahd5k_00650,190452,graph_train,أمراض نفسية,Psychiatric illness,هل دواء kalmnaner جيد ومفيد في حالات القلق البسيط والارهاق,نعم ... في الحالات البسيطة.,"السؤال: هل دواء kalmnaner جيد ومفيد في حالات القلق البسيط والارهاق
الإجابة: نعم ... في الحالات البسيطة.",هل دواء kalmnaner جيد ومفيد في حالات القلق البسيط والارهاق,نعم . في الحالات البسيطه.,"السؤال: هل دواء kalmnaner جيد ومفيد في حالات القلق البسيط والارهاق
الإجابة: نعم . في الحالات البسيطه.",58,27,85,"[{""canonical"": ""دواء"", ""type"": ""treatment"", ""matched_variant"": ""دواء"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""قلق"", ""type"": ""symptom"", ""matched_variant"": ""القلق"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],"[""قلق""]","[""دواء""]",[],[],[]
ahd5k_00651,279491,graph_train,الأورام الخبيثة والحميدة,Malignant and benign tumours,عندي اتتفاخ في جهة اليسار من الغده الدرقيه عملت سونار وخزعه النتائج كان اشتباه بنسبة ٢٠ بالمئه حجم الانتفاخ ٤ ونص سم قرر الطبيب عمل جراحه وازالته هل هناك خطوره...,هذا يعتمد على طبيعة الكتلة. راجعي مقالتي تضخم الغدة الدرقية وعمليات الغدة الدرقية واستئصالها,"السؤال: عندي اتتفاخ في جهة اليسار من الغده الدرقيه عملت سونار وخزعه النتائج كان اشتباه بنسبة ٢٠ بالمئه حجم الانتفاخ ٤ ونص سم قرر الطبيب عمل جراحه وازالته هل هناك خطوره...
الإجابة: هذا يعتمد على طبيعة الكتلة. راجعي مقالتي تضخم الغدة الدرقية وعمليات الغدة الدرقية واستئصالها",عندي اتتفاخ في جهه اليسار من الغده الدرقيه عملت سونار وخزعه النتايج كان اشتباه بنسبه 20 بالميه حجم الانتفاخ 4 ونص سم قرر الطبيب عمل جراحه وازالته هل هناك خطوره.,هذا يعتمد علي طبيعه الكتله. راجعي مقالتي تضخم الغده الدرقيه وعمليات الغده الدرقيه واستيصالها,"السؤال: عندي اتتفاخ في جهه اليسار من الغده الدرقيه عملت سونار وخزعه النتايج كان اشتباه بنسبه 20 بالميه حجم الانتفاخ 4 ونص سم قرر الطبيب عمل جراحه وازالته هل هناك خطوره.
الإجابة: هذا يعتمد علي طبيعه الكتله. راجعي مقالتي تضخم الغده الدرقيه وعمليات الغده الدرقيه واستيصالها",162,92,254,[],[],[],[],[],[],[]
ahd5k_00652,780505,graph_train,علم الأحياء,biology,انا خريجة طب بيطري وعاوزه يكون مجالي في الهندسه الوراثيه أبدأ منين وفين ؟,"هناك تخصص طبي في علم الوراثة Genetics, تبدئين به ثم تكملين في الهندسة الوزاثية","السؤال: انا خريجة طب بيطري وعاوزه يكون مجالي في الهندسه الوراثيه أبدأ منين وفين ؟
الإجابة: هناك تخصص طبي في علم الوراثة Genetics, تبدئين به ثم تكملين في الهندسة الوزاثية",انا خريجه طب بيطري وعاوزه يكون مجالي في الهندسه الوراثيه ابدا منين وفين ?,"هناك تخصص طبي في علم الوراثه genetics, تبديين به ثم تكملين في الهندسه الوزاثيه","السؤال: انا خريجه طب بيطري وعاوزه يكون مجالي في الهندسه الوراثيه ابدا منين وفين ?
الإجابة: هناك تخصص طبي في علم الوراثه genetics, تبديين به ثم تكملين في الهندسه الوزاثيه",73,78,151,[],[],[],[],[],[],[]
