query_id,query,reference_answer,removed_claim,verifier_status,support_score,question_relevance,query_concept_coverage,failed_checks,deterministic_audit_class,requires_human_adjudication,citations,cited_evidence,verifier_reason
entitygtv1_007,كيفية تصغير الثدى ؟؟,"شد الصدر ورفعه بواسطة عملية جراحية تجميلية عند اختصاصي جراحة التجميل ، ففي حالة كبر حجمه وترهله وارتخائه لأسفل تجرى له
جراحة تصغير و شد او تجميل الثدي
فكرة العملية:
تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما
زمن العملية:ساعة إلى ثلاث ساعات
 اسباب العمليه:
كبر حجم الثدى و سقوطه قد يؤدى لآلام بالظهر والكتيفين و مشاكل فى الملابس المناسبة و مشاكل نفسية لدى المرأة يتم أزالة جزء من الجلد لرفع الثدى يتم أزالة جزء من الدهن والجلد لتقليل حجم الثدى بعد العملية:تختفى هذه المشاكل كلها مقابل ندبة أسفل الثدى
وأما إذا كان حجم الثدي صغيرا فيحتاج إلى عملية تكبير ورفع وعملية التكبير تتم بحقن الثدي بالماء المالح أو بالسيليكون",انخفاض وزن الجسم قد يقلل حجم الثدي,unsupported,0.0,1.0,0.5,intent_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: نصيحة مني اعتقد ان انزال وزنك الى الوزن المثالي كفيل بتصغير حجم الثدي بدون اي جراحة.ولكن التثدي سبق وان تكلمت عنه كثيرا..يجب ان يراجع اخصاىي جراحة عامة لاجراء التحاليل الدموية الكاملة والتي تتضمن وظائف الغدة الدرقية والتستيستيرون وفحص الخصيتين والصفن والبحث عن العلاجات المتناولة بين يدي المريض.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_008,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية.راجعي اختصاصي تجميل.,يمكن شد الجلد المترهل في منطقة البطن بممارسة الرياضة أو بالجراحة التجميلية.,unsupported,0.5,0.888966,1.0,anatomy_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: يمكن شده بممارسة الرياضة أو بالجراحة التجميلية.راجعي اختصاصي تجميل.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_009,هل زوتريم اقل فى الاعراض الجانبية فى التخسيس وهل عند ايقاف الكورس يعود الوزن مرة اخرى ؟ وشكرا,من الاثار الجانبية لزوتريم هي فقدان الشهية، ارتفاع ضغط الدم، والعصبية، والتوتر والهزات، والإسهال، والغثيان، ومشاكل في المعدة، وسلس البول، والجفاف، وربما التفاعلات مع بعض الأدوية والوصفات الطبية. ولنتائج أكثر إيجابية يجب دمجها مع تمارين بدنية منتظمة و تقليل الطعام كي لا يعود الوزن الذي تم فقده في حالة التوقف عن اخذه ولا يجب تناوله دون استشارة الطبيب,من الآثار الجانبية لزوتريم فقدان الشهية، ارتفاع ضغط الدم، العصبية، التوتر، الهزات، الإسهال، الغثيان، مشاكل المعدة، سلس البول، الجفاف، وتفاعلات مع أدوية أخرى.,unsupported,0.666667,0.86336,0.5,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1|E2,E1: من الاثار الجانبية لزوتريم هي فقدان الشهية، ارتفاع ضغط الدم، والعصبية، والتوتر والهزات، والإسهال، والغثيان، ومشاكل في المعدة || E2: من الاثار الجانبية لزوتريم هي فقدان الشهية، ارتفاع ضغط الدم، والعصبية، والتوتر والهزات، والإسهال، والغثيان، ومشاكل في المعدة، وسلس البول، والجفاف، وربما التفاعلات مع بعض الأدوية والوصفات الطبية. ولنتائج أكثر إيجابية يجب دمجها مع تمارين بدنية منتظمة و تقليل الطعام كي لا يعود الوزن الذي تم فقده في حالة التوقف عن اخذه ولا يجب تناوله دون استشارة الطبيب,No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_009,هل زوتريم اقل فى الاعراض الجانبية فى التخسيس وهل عند ايقاف الكورس يعود الوزن مرة اخرى ؟ وشكرا,من الاثار الجانبية لزوتريم هي فقدان الشهية، ارتفاع ضغط الدم، والعصبية، والتوتر والهزات، والإسهال، والغثيان، ومشاكل في المعدة، وسلس البول، والجفاف، وربما التفاعلات مع بعض الأدوية والوصفات الطبية. ولنتائج أكثر إيجابية يجب دمجها مع تمارين بدنية منتظمة و تقليل الطعام كي لا يعود الوزن الذي تم فقده في حالة التوقف عن اخذه ولا يجب تناوله دون استشارة الطبيب,للتقليل من احتمال عودة الوزن عند التوقف عن الكورس، ينصح بدمج الاستخدام مع تمارين بدنية منتظمة وتخفيض السعرات الحرارية.,unsupported,0.0,0.86336,0.0,intent_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E2,E2: من الاثار الجانبية لزوتريم هي فقدان الشهية، ارتفاع ضغط الدم، والعصبية، والتوتر والهزات، والإسهال، والغثيان، ومشاكل في المعدة، وسلس البول، والجفاف، وربما التفاعلات مع بعض الأدوية والوصفات الطبية. ولنتائج أكثر إيجابية يجب دمجها مع تمارين بدنية منتظمة و تقليل الطعام كي لا يعود الوزن الذي تم فقده في حالة التوقف عن اخذه ولا يجب تناوله دون استشارة الطبيب,No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_010,هل الاولاد الذين يولدون بعد سبعة اشهر من الحمل يكونون معرضون للعقم فى الكبر ؟,يرجى تحويل السؤال لإختصاصي أمراض النسائية,لا توجد إجابة محددة في المصدر المتاح حول ما إذا كان الأطفال الذين يولدون بعد سبعة أشهر من الحمل معرضين للعقم في مرحلة البلوغ.,unsupported,0.0,0.887168,0.916667,intent_mismatch|negation_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: يرجى تحويل السؤال لإختصاصي أمراض النسائية,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_013,بعد فرك المهبل بقوة من خلال الاصابع اصبح هنالك انتفاخ واحمرار في الشفرتين وحرقة والم اثناء التبول فهل هذا يعني ان البكارة تمزق وانني لست عذراء ؟,لا. لم تتمزق.ولكن اصبح عندك التهاب وتلوث,لا. لم تتمزق.,unsupported,1.0,0.687917,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: لا. لم تتمزق.ولكن اصبح عندك التهاب وتلوث,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_014,نسبه فيتامين د 17 هل هذه النسبه قليله في الشهور الاولي من الحمل,خذي فيتامين D2000 يوميا,يجب تناول فيتامين D بجرعة 2000 وحدة دولية يوميًا,unsupported,0.285714,0.726471,1.0,intent_mismatch|recommendation_not_supported,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: خذي فيتامين D2000 يوميا,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_015,انا اعني من نزول كتل من الدم أثناء الدورة الشهرية هل في ذلك خطورة وماتفسير ذلك ، مع العلم انا لست متزوجة ...؟؟؟؟؟؟؟؟؟؟؟؟,هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,نزول كتل من الدم أثناء الدورة الشهرية عادي ولا خطورة منه.,unsupported,0.4,0.745722,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_015,انا اعني من نزول كتل من الدم أثناء الدورة الشهرية هل في ذلك خطورة وماتفسير ذلك ، مع العلم انا لست متزوجة ...؟؟؟؟؟؟؟؟؟؟؟؟,هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,ينصح بفحص قوة الدم.,unsupported,0.666667,0.745722,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_016,عمري٣٣حامل الاسبوع١٢ وتبين لدي ورم او كيس داخل الرحم حجمه ٥*٦سم مكانه قاع الرحم ونحن لاجئين في تركيا و الاطباء هنا لا يتكلمون كثيرا و قالو عادي! هل يكتمل حملي...,"مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",يجب مراقبة الحمل كل أسبوعين حتى نهاية الشهر الرابع,unsupported,1.0,0.65,0.2,intent_mismatch|recommendation_not_supported,mixed_relevance_and_support_or_safety_failure,yes,E1,"E1: مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_016,عمري٣٣حامل الاسبوع١٢ وتبين لدي ورم او كيس داخل الرحم حجمه ٥*٦سم مكانه قاع الرحم ونحن لاجئين في تركيا و الاطباء هنا لا يتكلمون كثيرا و قالو عادي! هل يكتمل حملي...,"مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",ثم متابعة الأطباء كل شهر حتى الشهر السابع,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",No single cited evidence item passed all checks; best candidate: E1.
