query_id,query,reference_answer,removed_claim,verifier_status,support_score,question_relevance,query_concept_coverage,failed_checks,deterministic_audit_class,requires_human_adjudication,citations,cited_evidence,verifier_reason,human_evidence_support,human_query_relevance,human_intent_match,human_concept_match,human_anatomy_match,human_should_retain,human_error_reason
entitygtv1_015,انا اعني من نزول كتل من الدم أثناء الدورة الشهرية هل في ذلك خطورة وماتفسير ذلك ، مع العلم انا لست متزوجة ...؟؟؟؟؟؟؟؟؟؟؟؟,هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,نزول كتل من الدم أثناء الدورة الشهرية عادي ولا خطورة منه.,unsupported,0.4,0.745722,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,The evidence directly states that menstrual blood clots are normal and not dangerous.
entitygtv1_015,انا اعني من نزول كتل من الدم أثناء الدورة الشهرية هل في ذلك خطورة وماتفسير ذلك ، مع العلم انا لست متزوجة ...؟؟؟؟؟؟؟؟؟؟؟؟,هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,ينصح بفحص قوة الدم.,unsupported,0.666667,0.745722,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: هذا عادي ولا خطر منه.ولكن اعملي فحص قوة الدم,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,The blood-strength test is explicitly recommended as part of the response.
entitygtv1_016,عمري٣٣حامل الاسبوع١٢ وتبين لدي ورم او كيس داخل الرحم حجمه ٥*٦سم مكانه قاع الرحم ونحن لاجئين في تركيا و الاطباء هنا لا يتكلمون كثيرا و قالو عادي! هل يكتمل حملي...,"مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",ثم متابعة الأطباء كل شهر حتى الشهر السابع,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,The monthly follow-up schedule through month seven is explicitly stated.
entitygtv1_016,عمري٣٣حامل الاسبوع١٢ وتبين لدي ورم او كيس داخل الرحم حجمه ٥*٦سم مكانه قاع الرحم ونحن لاجئين في تركيا و الاطباء هنا لا يتكلمون كثيرا و قالو عادي! هل يكتمل حملي...,"مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",ثم أسبوعيًا أو حسب برنامج الطبيب المعالج,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: مراقبة الحمل كل اسبوعين حتى نهاية الشهر الرابع, ومتابعة الاطباء بعد ذلك عند الضرورة والا كل شهر لغاية الشهر السابع, ثم اسبوعيا او حسب برنامج الطبيب المعالج",No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,The weekly or physician-directed follow-up schedule is explicitly stated.
entitygtv1_024,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,"تورم القدمين
هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا. في المقابل ، يمكن أن يكون تورم القدمين علامة على حالة مرضية خطيرة فقد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية
اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء",الانتفاخ في أصابع القدم نتيجة الوقوف أو الجلوس لفترات طويلة هو أمر طبيعي,unsupported,0.4,0.989697,0.75,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: تورم القدمين هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا. في المقابل ، يمكن أن يكون تورم القدمين علامة على حالة مرضية خطيرة فقد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء",No single cited evidence item passed all checks; best candidate: E1.,partial,relevant,yes,yes,yes,no,"The evidence supports temporary swelling with prolonged standing, not sitting, and also warns it may be pathological; the claim is too absolute."
entitygtv1_024,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,"تورم القدمين
هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا. في المقابل ، يمكن أن يكون تورم القدمين علامة على حالة مرضية خطيرة فقد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية
اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء",أزرق أصابع القدم عند وضعها في الماء الساخن قد يشير إلى مشاكل في الدورة الدموية أو الجهاز الليمفاوي,unsupported,0.5,0.989697,0.75,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: تورم القدمين هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا. في المقابل ، يمكن أن يكون تورم القدمين علامة على حالة مرضية خطيرة فقد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء",No single cited evidence item passed all checks; best candidate: E1.,unsupported,relevant,yes,no,yes,no,The evidence links hot water to swelling and cold to bluish discoloration; it does not support this hot-water circulation/lymphatic interpretation.
entitygtv1_027,"كان معايا الجرثومه الحلزونيه واتعالجت منها
لكن تعبت جدا
عملت منظار للمعده
لاقيت فى شرخ فى جدار المعده و تهتكات فى الحجاب الحاجزواشعر بالم وحرقان تحت القفص الصدرى.ماذا افعل؟",متابعة جادة مع الطبيب المعالج.,متابعة جادة مع الطبيب المعالج.,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: متابعة جادة مع الطبيب المعالج.,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,Directly supported follow-up advice for the user's ongoing gastric symptoms.
entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",ألمك في أكتافك قد يكون نتيجة التهاب الأوتار أو شد عضلي.,unsupported,0.5,0.651299,0.0,claim_query_concept_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,The cited evidence directly gives tendinitis or muscle strain as likely causes of shoulder pain.
entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",ينصح بتقوية عضلات العنق والجذع.,unsupported,0.75,0.651299,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,Strengthening the neck and trunk is explicitly recommended.
entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",ينصح بإجراء صورة أشعة للعنق ومراجعة مركز علاج طبيعي.,unsupported,0.875,0.651299,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,"E1: في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,Neck imaging and physiotherapy review are explicitly recommended.
entitygtv1_033,دوخه و دوار بسيط لمده شهرين بدون فقدان التوازن و عندما اقود السياره اشعر ان السيارات تتحرك وهي واقفه تحاليل الدم و الحديد و ب12 كلها سليمه,"يجب عليك التاكد من عدم وجود التهاب بالاذن الوسطي
الدوخه والدوار قد تكون لهدا السبب وجود التهابات بالاذن الوسطي",الدوخة والدوار قد تكون ناتجة عن التهاب في الأذن الوسطى.,unsupported,0.714286,0.814514,0.333333,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: يجب عليك التاكد من عدم وجود التهاب بالاذن الوسطي الدوخه والدوار قد تكون لهدا السبب وجود التهابات بالاذن الوسطي,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,Middle-ear inflammation is explicitly presented as a possible cause of the dizziness.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",صعوبة التنفس تشير إلى ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بأعراض أخرى.,unsupported,0.615385,0.882049,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: ضيق التنفس هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين. وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه. أهم اسباب ضيق النفس: قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية : - تورم الوجه أو الزور - حكة أو ارتكاريا فالحالة على الارجح تفاعل حساسية / العوار / الربو الشعبي إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية : - دوار خفيف - خوف شديد مفاجيء. - تنميل بالشفاه أو اليدين. - عرق. - سرعة ضربات القلب فالتشخيص على الارجح اضطراب الذعر إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر باي من الاعراض التالية: - حرارة فوق 37.4 درجة مؤية. - بلغم أصفر أة أخضر. - ألم بالصدر اثناء التنفس. فالتشخيص الراجح: عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد إذا كن...,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,The need for medical attention with associated symptoms is directly supported.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",أسباب صعوبة التنفس تشمل قصور عضلة القلب، الربو، النوبة القلبية، الاسترواح الصدري، وفقر الدم.,unsupported,0.857143,0.882049,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: ضيق التنفس هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين. وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه. أهم اسباب ضيق النفس: قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية : - تورم الوجه أو الزور - حكة أو ارتكاريا فالحالة على الارجح تفاعل حساسية / العوار / الربو الشعبي إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية : - دوار خفيف - خوف شديد مفاجيء. - تنميل بالشفاه أو اليدين. - عرق. - سرعة ضربات القلب فالتشخيص على الارجح اضطراب الذعر إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر باي من الاعراض التالية: - حرارة فوق 37.4 درجة مؤية. - بلغم أصفر أة أخضر. - ألم بالصدر اثناء التنفس. فالتشخيص الراجح: عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد إذا كن...,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,yes,yes,The listed causes of breathing difficulty are explicitly present in the evidence.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",إذا كانت صعوبة التنفس شديدة ومستمرة، يجب مراجعة الطبيب.,unsupported,0.714286,0.767857,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E4,E4: إذا كان صعوبة التنفس شديدة ومستمرة فعليك مراجعة طبيبك,No single cited evidence item passed all checks; best candidate: E4.,supported,relevant,yes,yes,yes,yes,The evidence directly recommends medical review for severe persistent breathing difficulty.
entitygtv1_037,انا بدي اضعف وزني ٦٤ وطولي ١٦٥ كان وزني ٥٥ ونصحت وكيف اتخلص من كرشه صغيره من الولاده القيصري مرتين صار عندي كرش صغير,تحفيف كمية الطعام تدريجيا والتركيز على الأغذيه قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفه وتناول كافة الاطعمه الصحيه بكميات قليله مع التمارين الرياضية وباستشارة اخصائية تغذيه,تحفيف كمية الطعام تدريجيا والتركيز على الأغذية قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفة وتناول كافة الأطعمة الصحية بكميات قليلة مع التمارين الرياضية,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: تحفيف كمية الطعام تدريجيا والتركيز على الأغذيه قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفه وتناول كافة الاطعمه الصحيه بكميات قليله مع التمارين الرياضية وباستشارة اخصائية تغذيه,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,The dietary and exercise advice directly addresses the user's weight-loss goal.
entitygtv1_038,ابني ٨ اشهر و عندا حساسية الحليب و البيض و الرز و القمح و تناول حليب الصويا و بعد ساعتين تقيء و بعدها اسهال هل تحسس من حليب الصويا او...,نسبة كبيرة من الأطفال الذين يعانون من تحسس البروتين البقري في الحليب..يكون عندهم حساسية من الصويا.لكن هذا طبعاً لا يعني أن السبب هو الصويا.لابد من فحص الطفل أولاً.سلامته,قد يكون لديه تحسس من حليب الصويا,unsupported,0.8,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: نسبة كبيرة من الأطفال الذين يعانون من تحسس البروتين البقري في الحليب..يكون عندهم حساسية من الصويا.لكن هذا طبعاً لا يعني أن السبب هو الصويا.لابد من فحص الطفل أولاً.سلامته,No single cited evidence item passed all checks; best candidate: E1.,supported,relevant,yes,yes,not_applicable,yes,The evidence supports soy allergy as a possibility while appropriately not treating it as certain.
entitygtv1_041,ما هي اعراض الاصابة بمرض القلب وما هي اسبابه,أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,أعراض الإصابة بمرض القلب تشمل ألمًا في الصدر وضيقًا في التنفس أو صعوبة في التنفس، دوخة أو إغماء، تسارع أو خفقان، إزرقاق الجلد، أو غير ذلك.,unsupported,0.588235,0.964286,1.0,anatomy_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E2,E2: أمراض القلب كثيرة ولكل منها أعراضه الخاصة فمنها ما يتصف بالألم وضيق التنفس أو صعوبته ومنها ما يظهر على شكل دوخة أو إغماء ومنها ما يتضمن تسارع أو خفقان أو إزرقاق الجلد أو غير ذلك,No single cited evidence item passed all checks; best candidate: E2.,supported,relevant,yes,yes,yes,yes,The evidence supports the listed manifestations of different heart diseases.
entitygtv1_041,ما هي اعراض الاصابة بمرض القلب وما هي اسبابه,أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,أسباب مرض القلب متعددة وتشمل مشاكل في الصمامات أو الشرايين أو عضلة القلب أو أغشيتها أو غير ذلك.,unsupported,0.416667,0.901786,0.333333,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E3,E3: أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,No single cited evidence item passed all checks; best candidate: E3.,unsupported,relevant,yes,no,yes,no,"The evidence names cardiac structures/categories, not causes; the claim changes their relation into causes."
