query_id,query,reference_answer,removed_claim,verifier_status,support_score,question_relevance,query_concept_coverage,failed_checks,deterministic_audit_class,requires_human_adjudication,citations,cited_evidence,verifier_reason
entitygtv1_017,السلام عليكم ..اشعر بكتلة صغيرة لينة تحت الجلد اسفل الرأس اعلى الرقبة بحجم حبة الحمص عندما المسها اشعر بحرارة في المكان وتشنج قليل في الرقبة ولكن لا تؤلمني ومسببة لي...,أنا أظن أن هذه كتلة دهنية ولكن لا يمكن الجزم قبل المعاينة لذلك أنصحك بإستشارة طبيب.,قد يكون الورم دهني.,unsupported,0.666667,0.494549,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E2,E2: أنا لا أعتقد أن هذه الحبة هي التي تسبب لك الدوار. أنا أعتقد أن هذا ورم دهني. ولكني أن أفضل أن تذهب لإستشارة الطبيب للتأكد من سبب آلام الراس.,No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_020,هل يوجد شئ غير الخصيتين داخل كيس الصفن اشعر بشي غير الخصيتين داخل الكيس لا تسبب اى الم حتى بعد الضغط عليها ترى ماذا تكون ؟,"يحتوي كيس الصفن على:

الخصيتين
البربخ
الاوعية الناقلة للحيوانات المنوية
اوعية دموية

 
الشعور ب أي شيء آخر قد يكون بسبب:

 التهاب البربخ
توسع بالاوعية الدموية ما يسمى ب دوالي الخصية
كيس او كتلة

 
عليك ب مراجعة طبيب المسالك البولية، لاخد تاريخ مرضي، واجراء فحص سريري، و صورة تلفزونية (التراساوند).
 
للمزيد:

خمسة أسئلة يتحرج الرجال من سؤالها للطبيب
أمور تضر بصحة الحيوانات المنوية

المرجع:

Scrotum
Scrotum Masses",الشيء غير الخصيتين داخل كيس الصفن قد يكون نتيجة لوجود كيس وظيفي أو دوالي الخصية.,unsupported,0.25,0.5,0.428571,negation_mismatch,support_or_safety_failure,yes,E1|E3,E1: بما انها داخل كيس الصفن..........فيجب التاكد منها قبل عمل اي شيء...... انصح بعمل صورة التراساوند خاصة للخصيتين .......قبل عمل اي شيء || E3: هي في الغالب دوالي الخصية. فاذهب إلى اختصاصي بالجراحة أو المسالك البولية واستشره. وراجع دوالي الخصية.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_021,"السلام عليكم
دائما اشعر بنعاس حتى لو كنت نائمة فترة جيدة تقريبا 6 او 7 ساعات ما السبب وما االحل ؟؟
وشكرا الكم كتير","الأسباب الشائعة:
- النوم لفترات قصيرة.
- الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين).
- اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية.
- حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه).
- علاج النعاس:
- العناية فى المنزل:
- ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة.
- أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً).
- وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص.
- وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص كل شخص حسب حالته الصحية.",ينصح بإجراء فحوصات للغدة الدرقية,unsupported,0.25,0.558824,0.0,claim_query_concept_mismatch|intent_mismatch,other_requires_human_review,yes,E4,E4: أنصح بعمل تحليل فيتامين بي ١٢ ،فيتامين د ، وتحليل الغدة الدرقية هل هناك أعراض مصاحبة، ضغوط نفسية ؟ سلامتكم,No single cited evidence item passed all checks; best candidate: E4.
entitygtv1_021,"السلام عليكم
دائما اشعر بنعاس حتى لو كنت نائمة فترة جيدة تقريبا 6 او 7 ساعات ما السبب وما االحل ؟؟
وشكرا الكم كتير","الأسباب الشائعة:
- النوم لفترات قصيرة.
- الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين).
- اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية.
- حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه).
- علاج النعاس:
- العناية فى المنزل:
- ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة.
- أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً).
- وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص.
- وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص كل شخص حسب حالته الصحية.",ينصح بإجراء فحوصات لفيتامين ب12,unsupported,0.0,0.558824,0.0,claim_query_concept_mismatch|intent_mismatch|number_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E4,E4: أنصح بعمل تحليل فيتامين بي ١٢ ،فيتامين د ، وتحليل الغدة الدرقية هل هناك أعراض مصاحبة، ضغوط نفسية ؟ سلامتكم,No single cited evidence item passed all checks; best candidate: E4.
entitygtv1_021,"السلام عليكم
دائما اشعر بنعاس حتى لو كنت نائمة فترة جيدة تقريبا 6 او 7 ساعات ما السبب وما االحل ؟؟
وشكرا الكم كتير","الأسباب الشائعة:
- النوم لفترات قصيرة.
- الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين).
- اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية.
- حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه).
- علاج النعاس:
- العناية فى المنزل:
- ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة.
- أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً).
- وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص.
- وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص كل شخص حسب حالته الصحية.",ينصح بإجراء فحوصات لفيتامين د,unsupported,0.0,0.558824,0.0,claim_query_concept_mismatch|intent_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E4,E4: أنصح بعمل تحليل فيتامين بي ١٢ ،فيتامين د ، وتحليل الغدة الدرقية هل هناك أعراض مصاحبة، ضغوط نفسية ؟ سلامتكم,No single cited evidence item passed all checks; best candidate: E4.
entitygtv1_026,ما معنى المرض من ناحية علمية و نفسية,تحول عن حالة الصحة العادية، وبدقة أكثر فإن المرض هو المجموع الكلي للتفاعلات الجسدية والعقلية من قبل شخص تجاه عامل مؤذي يدخل جسمه من الخارج، أو ينشأ من الداخل (كالكائنات الدقيقة، أو السموم)، أو جرح، أو خلل خلقي، أو ولادي. او خلل استقلابي، او نقص في التغذية، أو عملية متنكسة. وتقسم الأمراض إلى معدية وغير معدية،وبائية وغير وبائية.,المرض قد يكون وراثياً,unsupported,0.333333,0.746706,0.0,claim_query_concept_mismatch,other_requires_human_review,yes,E1,E1: كثير من التشوهات الخلقية ليس لديها نمط مندلي الإرث أو شذوذ في الكروموسومات ولكن بامكانكم عمل فحص الكروموسومات لكل منكم ولهذا تيعدو الشك باليقين كثير من التشوهات الخلقية لم يكن لديها نمط مندلي الإرثي أو شذوذ الكروموسومات ولكن يمكن تحديدها ووصفها بأنها متعددة العوامل `\' حيث يفترض انهم مصممون بواسطة عدة جينات ، مع كل الآثار المضافة وتعديل إلى حد أكبر أو أقل من العوامل البيئية . والتطور في الكيمياء الحيوية وعلم الوراثة وعلم الوراثة الخلوية في نهج جديدة لمنع وتجنب التشوهات الخلقية. والسبل المتاحة لتجنب التشوهات الخلقية والتي تشمل تجنب العوامل البيئية الضارة ، وفحص الأطفال حديثي الولادة والعلاج المبكر ، وتقديم المشورة الوراثية. ويمكن تحقيق الوقاية من عيوب الأنبوب العصبي في `الأمهات عالية المخاطر عن طريق مكملات الفيتامينات. كل هذا اصبح ممكنا حالياً ولهذا من الضروري فحص المقبلين على الزواج، و الكشف المبكر عن الأمراض ،وتقديم العلاج للمصابين، أو الوقاية لأحد الطرفين وحماية الأطفال من الأصابة أثناء الحمل والولادة وماحولهما، أو تقديم المشورة للراغبين من الشباب والفتيات في ما له علاقة بالزواج و...,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_026,ما معنى المرض من ناحية علمية و نفسية,تحول عن حالة الصحة العادية، وبدقة أكثر فإن المرض هو المجموع الكلي للتفاعلات الجسدية والعقلية من قبل شخص تجاه عامل مؤذي يدخل جسمه من الخارج، أو ينشأ من الداخل (كالكائنات الدقيقة، أو السموم)، أو جرح، أو خلل خلقي، أو ولادي. او خلل استقلابي، او نقص في التغذية، أو عملية متنكسة. وتقسم الأمراض إلى معدية وغير معدية،وبائية وغير وبائية.,المرض ليس بالضرورة أن يكون مزمنًا,unsupported,0.666667,0.369643,0.0,claim_query_concept_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E2,E2: ليس من الضروس ان يكون مرض مزمن وهناك حالات كثيرة تابعت عندي وشفيت باْذن الله,No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_027,"كان معايا الجرثومه الحلزونيه واتعالجت منها
لكن تعبت جدا
عملت منظار للمعده
لاقيت فى شرخ فى جدار المعده و تهتكات فى الحجاب الحاجزواشعر بالم وحرقان تحت القفص الصدرى.ماذا افعل؟",متابعة جادة مع الطبيب المعالج.,يُنصح بإجراء منظار هضمي علوي لتحديد السبب بدقة,unsupported,0.666667,0.421205,0.0,claim_query_concept_mismatch|intent_mismatch|recommendation_not_supported,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: قد تكون الاعراض بسبب التهاب اسفل المريء او وجود التهاب بالمعده او بالغالب فتق حجابي لذا انصح بعمل منظار هضمي علوي اولا لوضع التشخيص بدقة.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",قد يكون السبب هو اضطراب هرموني,unsupported,0.25,0.417532,0.0,claim_query_concept_mismatch,other_requires_human_review,yes,E1,E1: اعملي تحاليل هرمونيه بعدها يتبين السبب,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",ويُنصح بإجراء تحاليل هرمونية لتحديد السبب,unsupported,0.75,0.417532,0.0,claim_query_concept_mismatch|recommendation_not_supported,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: اعملي تحاليل هرمونيه بعدها يتبين السبب,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_029,هل الهرمونات تسبب حساسيه في الجلد( مثل منطقة الصدر)؟؟؟,من الامراض التي تؤدي الى خلل هرموني وكذلك تغيرات جلديه هي ما يسمى بمتلازمه تكيس المبايض فبهذه الحاله نتيجه للارتفاع المفرط في الأنسولين و حالة مقاومة الانسولين، فهذا قد يؤدي الى زيادة بالوزن في الجزء العلوي من الجسم وكذلك تغيرات جلدية، مثل ظهور علامات في الجلد، أو ظهور بقع جلدية داكنة تحت الذراع أو على الرقبة أو في أعلى الفخذ و منطقة الأعضاء التناسلية.,لا توجد أدلة تدعم أن الهرمونات تسبب حساسية في الجلد,unsupported,0.0,0.0,0.0,no_valid_citation,low_or_missing_evidence,yes,,,No single cited evidence item passed all checks; best candidate: none.
